Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1989,378.891998,-309.342987,69.549011,-37.652,31.896999,-5.967,0,4.11,30.039999,-6.608,23.431999,0.0,0,23.431999,0,23.431999,,,23.432,,0.225,0.225,103.566002,0.225,0.225,0.225,103.566002,
12/31/1989,690.130981,-555.796021,134.334961,-77.038002,57.297001,-14.119,0,2.713,45.891001,-10.096,35.794998,0.0,0,35.794998,0,35.794998,,,35.795001,,0.28,0.28,127.540001,0.28,0.28,0.28,127.540001,
03/31/1990,676.080994,-550.458008,125.622986,-78.691002,46.931999,-13.699,0,3.075,36.307999,-7.988,28.32,0.0,0,28.32,0,28.32,,,28.319999,,0.22,0.22,128.692001,0.22,0.22,0.22,128.692001,
06/30/1990,668.073975,-531.400024,136.673951,-86.428001,50.245998,-14.843,0,2.667,38.069998,-8.376,29.694,0.0,0,29.694,0,29.694,,,29.693998,0.235,0.235,0.235,125.355004,0.235,0.235,0.235,125.355004,
09/30/1990,630.005981,-516.637024,113.368958,-83.878998,29.49,-13.216,0,2.055,18.329,-4.399,13.93,0.0,0,13.93,0,13.93,,,13.93,,0.11,0.11,128.949997,0.11,0.11,0.11,128.949997,
12/31/1990,693.416016,-559.22699,134.189026,-88.061996,46.126999,-17.542999,0,7.997,36.581,-8.779,27.802,0.0,0,27.802,0,27.802,,,27.802,,0.215,0.215,129.388,0.215,0.215,0.215,129.388,
03/31/1991,676.604004,-545.242981,131.361023,-91.021004,40.34,-8.872,0,1.878,33.346,-8.003,25.343,0.0,0,25.343,0,25.343,,,25.343,,0.19,0.19,135.028,0.19,0.19,0.19,135.028,
06/30/1991,676.953979,-571.382019,105.57196,-91.287003,14.285,-9.044,0,-11.944,-6.703,2.473,-4.23,4.613,0,0.383,0,0.383,,,-4.23,-0.035,-0.035,0.0,129.938004,-0.035,-0.035,0.0,129.938004,
09/30/1991,620.05603,-582.60498,37.45105,-79.546997,-42.096001,-9.175,0,-13.357,-64.628001,16.802999,-47.825001,0.0,0,-47.825001,0,-47.825001,,,-47.825002,,-0.36,-0.36,133.089996,-0.36,-0.36,-0.36,133.089996,
12/31/1991,695.13501,-591.195007,103.940002,-83.093002,20.847,-8.45,0,2.445,14.842,-3.821,11.021,0.0,0,11.021,0,11.021,,,11.021,,0.085,0.085,133.369995,0.085,0.085,0.085,133.369995,
03/31/1992,779.921997,-615.232971,164.689026,-87.128998,77.559998,-9.104,0,-13.427,55.028997,-14.345,40.683998,0.0,0,40.683998,0,40.683998,,,40.683997,,0.295,0.295,138.824005,0.295,0.295,0.295,138.824005,
06/30/1992,780.159973,-598.603027,181.556946,-97.957001,83.599998,-7.154,0,3.693,80.138998,-20.836,59.303001,0.0,0,59.303001,0,59.303001,,,59.302998,0.44,0.44,0.44,135.712998,0.44,0.44,0.44,135.712998,
10/02/1992,742.642029,-560.585022,182.057007,-98.352997,83.704002,-6.249,0,5.365,82.820002,-23.190001,59.630001,0.0,0,59.630001,0,59.630001,,,59.630002,,0.43,0.43,138.830002,0.43,0.43,0.43,138.830002,
01/01/1993,776.651001,-592.289978,184.361023,-97.295998,87.065002,-5.859,0,6.671,87.877002,-24.605,63.271999,0.0,0,63.271999,0,63.271999,,,63.272003,,0.455,0.455,139.382004,0.455,0.455,0.455,139.382004,
04/02/1993,754.133972,-590.114014,164.019958,-96.219002,67.801003,-5.919,0,-7.69,54.192002,-15.174,39.018002,0.0,0,39.018002,0,39.018002,,,39.018003,,0.28,0.28,140.231995,0.28,0.28,0.28,140.231995,
07/02/1993,770.177002,-627.687012,142.48999,-93.480003,49.009998,-5.484,0,3.021,46.546998,-13.033,33.514,0.0,0,33.514,0,33.514,,,33.513998,0.24,0.24,0.24,140.123992,0.24,0.24,0.24,140.123992,
10/01/1993,773.877991,-634.02002,139.857971,-91.373001,48.485001,-4.865,0,7.906,51.526001,-15.458,36.068001,0.0,0,36.068001,0,36.068001,,,36.068001,,0.255,0.255,142.570007,0.255,0.255,0.255,142.570007,
12/31/1993,815.890015,-661.158997,154.731018,-94.555,60.175999,-5.313,0,6.197,61.059999,-18.318001,42.742001,0.0,0,42.742001,0,42.742001,,,42.741998,,0.295,0.295,145.656006,0.295,0.295,0.295,145.656006,
04/01/1994,909.27002,-715.91803,193.35199,-99.254997,94.097,-8.313,0,9.996,95.780001,-28.733999,67.045998,0.0,0,67.045998,0,67.045998,,,67.046001,,0.455,0.455,147.591995,0.455,0.455,0.455,147.591995,
07/01/1994,1001.065002,-784.723999,216.341003,-108.141998,108.198997,-7.848,0,12.869,113.219997,-33.966,79.253998,0.0,0,79.253998,0,79.253998,,,79.253997,0.535,0.535,0.535,148.692002,0.535,0.535,0.535,148.692002,
09/30/1994,1543.541016,-1253.61499,289.926025,-242.175995,47.75,,0,-25.846001,21.903999,,21.903999,4.538,0,26.441999,0,26.441999,,,,,0.11,0.135,195.865997,0.11,0.11,0.135,195.865997,
12/30/1994,1771.901001,-1426.458008,345.442993,-212.020004,133.423004,,0,-38.609001,94.814003,,94.814003,1.633,0,96.446999,0,96.446999,,,,,0.485,0.495,194.841995,0.485,0.485,0.495,194.841995,
03/31/1995,1871.760986,-1536.027954,335.733032,-216.475006,119.258003,-16.783001,0,23.671,126.146002,-43.063,83.083,0.0,0,83.083,0,83.083,,,83.083002,,0.43,0.43,192.871994,0.43,0.43,0.43,192.871994,
06/30/1995,2069.005981,-1666.723267,402.282714,-243.412979,158.869735,-53.549,0,139.291255,244.61199,-131.864994,112.746996,0.0,0,112.746996,0,112.746996,,,112.746996,0.57,0.57,0.57,147.740006,0.57,0.57,0.57,147.740006,
09/29/1995,2140.804932,-1744.704956,396.099976,-224.669998,171.429993,-17.539,0,19.549999,173.440992,-52.632,120.808998,0.0,0,120.808998,0,120.808998,,,120.808992,0.61,0.61,0.61,198.123993,0.61,0.61,0.61,198.123993,
12/29/1995,2339.690918,-1885.868042,453.822876,-251.656006,202.167007,-16.086,0,30.291,216.372007,-67.457001,148.914993,0.0,0,148.914993,0,148.914993,,,148.915007,0.74,0.74,0.74,201.235992,0.74,0.74,0.74,201.235992,
03/29/1996,2093.325928,-1755.744995,337.580933,-310.769989,26.811001,-12.192,0,-212.082001,-197.463,39.985001,-157.477997,0.0,0,-157.477997,0,-157.477997,,,-157.478,-0.785,-0.785,-0.785,200.824005,-0.785,-0.785,-0.785,200.824005,
06/28/1996,2014.527831,-1621.031128,393.496703,-166.529007,226.967976,-10.008001,0,-77.84969,139.110285,-38.094997,101.015008,0.0,0,101.015008,0,101.015008,,,101.015288,0.46,0.46,0.46,219.522004,0.46,0.46,0.46,219.522004,
09/27/1996,2060.824951,-1668.04895,392.776001,-228.619003,164.156998,-9.273,0,24.784,179.667998,-50.306999,129.360992,0.0,0,129.360992,0,129.360992,-9.554,,119.806999,0.545,0.59,0.59,219.395996,0.545,0.59,0.59,219.395996,
12/27/1996,2400.156006,-1858.656982,541.499023,-252.026001,289.472992,-8.741,0,14.546,295.277991,-82.678001,212.600006,0.0,0,212.600006,0,212.600006,0.0,,212.59999,0.91,0.91,0.91,234.266006,0.91,0.91,0.91,234.265625,
03/28/1997,2501.822998,-1870.989014,630.833984,-267.654999,363.178986,-4.002,0,-2.58,356.596986,-99.847,256.75,0.0,0,256.75,0,256.75,,,256.749986,1.07,1.04,1.04,246.528,1.04,1.01,1.01,255.298004,
06/27/1997,1977.218018,-1520.072021,457.145997,-254.123993,203.022003,-12.824,0,-130.505997,59.692006,-0.365,59.327,0.0,0,59.327,0,59.327,155.477997,,214.805003,0.84,0.23,0.23,255.209,0.84,0.23,0.23,255.209,
10/03/1997,1895.506958,-1600.696045,294.810913,-279.223999,15.587,-12.88,0,-253.057999,-250.350999,10.134,-240.216995,0.0,0,-240.216995,0,-240.216995,279.0,,38.783001,-0.08,-0.98,-0.98,244.632996,-0.08,-0.98,-0.98,244.632996,
01/02/1998,1673.327026,-1481.744995,191.582031,-285.315002,-93.733002,-12.76,0,-176.533005,-283.026007,99.853996,-183.171997,0.0,0,-183.171997,0,-183.171997,183.496002,,0.323992,-0.08,-0.75,-0.75,243.054001,-0.08,-0.75,-0.75,243.054001,
04/03/1998,1675.026001,-1471.457031,203.56897,-283.018005,-79.448997,-12.604,0,-108.571999,-200.624996,72.110001,-128.514999,0.0,0,-128.514999,0,-128.514999,165.692993,-59.525002,-22.347004,-0.1,-0.53,-0.53,242.565994,-0.1,-0.53,-0.53,242.565994,
07/03/1998,1575.140015,-1276.102051,299.037964,-279.442993,19.594999,-12.756,0,23.163,30.002,-8.098,21.903999,0.0,0,21.903999,0,21.903999,7.0,,28.904,0.11,0.09,0.09,244.199997,0.11,0.09,0.09,247.100006,
10/02/1998,1553.0,-1232.0,321.0,-281.0,40.0,-13.0,0,-48.0,-21.0,-9.0,-30.0,0.0,0,-30.0,0,-30.0,77.0,,47.0,0.19,-0.12,-0.12,245.0,0.19,-0.12,-0.12,245.0,
01/01/1999,1801.0,-1373.0,428.0,-302.0,126.0,-12.0,0,31.0,145.0,-41.0,104.0,0.0,0,104.0,0,104.0,,,104.0,0.43,0.43,0.43,244.899994,0.42,0.42,0.42,250.399994,
04/02/1999,1805.0,-1371.0,434.0,-287.0,147.0,-12.0,0,-30.0,105.0,-23.0,82.0,0.0,0,82.0,0,82.0,60.0,-13.0,129.0,0.5,0.35,0.35,236.600006,0.49,0.34,0.34,243.899994,
07/02/1999,1643.0,-1274.0,369.0,-284.0,85.0,-11.0,0,1570.0,1644.0,-624.0,1020.0,0.0,0,1020.0,0,1020.0,-1548.0,671.0,143.0,0.31,4.53,4.53,224.899994,0.3,4.11,4.11,230.199997,
