Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/2006,30882.0,1668.0,1668.0,0.0,1388.0,1388.0,,684.0,135.0,132.0,417.0,0.0,2290.0,,,,,,6030.0,1644.0,2559.0,-915.0,596.0,22612.0,22378.0,13996.0,8382.0,234.0,24852.0,,204.0,204.0,,,,7.0,,,,,,2420.0,,,2420.0,2631.0,8895.0,8894.0,1.0,1.0,,4058.0,,,,4058.0,12953.0,15584.0,0.0,15807.0,,,-334.0,-174.0,-1.0,15298.0,0.0,15298.0,30882.0,
03/31/2007,31069.0,1340.0,1340.0,0.0,1435.0,1435.0,,793.0,164.0,158.0,471.0,0.0,1016.0,,,,,,4584.0,1748.0,,,563.0,24174.0,23960.0,,,214.0,26485.0,,1925.0,1925.0,,,,7.0,,,,,,438.0,,,438.0,2370.0,8898.0,,,,,4252.0,,,,4252.0,13150.0,15520.0,0.0,15694.0,,,-115.0,-80.0,50.0,15549.0,0.0,15549.0,31069.0,
06/30/2007,31265.0,1514.0,1514.0,0.0,1508.0,1508.0,,837.0,171.0,180.0,486.0,0.0,1077.0,,,,,,4936.0,1779.0,2910.0,-1131.0,535.0,24015.0,23816.0,14959.0,8857.0,199.0,26329.0,,1888.0,1888.0,,,,654.0,,,,,,427.0,,,427.0,2969.0,8250.0,,,,,4244.0,,,,4244.0,12494.0,15463.0,0.0,15682.0,,,0.0,33.0,87.0,15802.0,0.0,15802.0,31265.0,
09/30/2007,31334.0,1237.0,1237.0,0.0,1487.0,1487.0,,814.0,158.0,161.0,495.0,0.0,1149.0,,,,,,4687.0,1764.0,2940.0,-1176.0,435.0,24448.0,24272.0,15680.0,8592.0,176.0,26647.0,,2620.0,2620.0,,,,254.0,,,,,,502.0,,,502.0,3376.0,7903.0,,,,,4538.0,,,,4538.0,12441.0,15817.0,0.0,15745.0,,,0.0,-239.0,11.0,15517.0,0.0,15517.0,31334.0,
12/31/2007,31197.0,1452.0,1452.0,0.0,1502.0,1502.0,,725.0,139.0,132.0,454.0,0.0,2242.0,,,,,,5921.0,1735.0,2925.0,-1190.0,317.0,23224.0,23067.0,15103.0,7964.0,157.0,25276.0,,139.0,139.0,,,,256.0,,,,,,2855.0,,,2855.0,3250.0,7933.0,7905.0,28.0,28.0,,4917.0,,,,4917.0,12850.0,16100.0,0.0,15803.0,,,0.0,-693.0,-13.0,15097.0,0.0,15097.0,31197.0,
03/31/2008,30346.0,1739.0,1739.0,,1496.0,1496.0,,781.0,135.0,142.0,504.0,0.0,1225.0,,,,,,5241.0,1736.0,3026.0,-1290.0,321.0,23048.0,22905.0,15094.0,7811.0,143.0,25105.0,,222.0,222.0,,,,257.0,,,,,,2914.0,,,2914.0,3393.0,7311.0,,,,,4251.0,,,,4251.0,11562.0,14955.0,,15845.0,,,0.0,-373.0,-81.0,15391.0,,15391.0,30346.0,
06/30/2008,29901.0,1616.0,1616.0,0.0,1416.0,1416.0,,812.0,138.0,144.0,530.0,0.0,1324.0,,,,,,5168.0,1738.0,3091.0,-1353.0,122.0,22873.0,22760.0,15067.0,7693.0,113.0,24733.0,,222.0,222.0,,,,271.0,,,,,,2542.0,,,2542.0,3035.0,7014.0,,,,,4217.0,,,,4217.0,11231.0,14266.0,0.0,15907.0,,,0.0,-275.0,3.0,15635.0,0.0,15635.0,29901.0,
09/30/2008,29826.0,1734.0,1734.0,0.0,1355.0,1355.0,,854.0,150.0,138.0,566.0,0.0,1344.0,,,,,,5287.0,1716.0,3090.0,-1374.0,120.0,22703.0,22538.0,15125.0,7413.0,165.0,24539.0,,227.0,227.0,,,,7.0,,,,,,3304.0,,,3304.0,3538.0,6767.0,,,,,3831.0,,,,3831.0,10598.0,14136.0,0.0,15958.0,,,0.0,-337.0,69.0,15690.0,0.0,15690.0,29826.0,
12/31/2008,27139.0,1641.0,1641.0,0.0,1402.0,1402.0,,853.0,163.0,135.0,555.0,0.0,1556.0,,,,,,5452.0,1728.0,3110.0,-1382.0,113.0,19846.0,19965.0,12421.0,7544.0,-119.0,21687.0,,239.0,239.0,,,,2.0,2.0,0.0,0.0,,,2992.0,,,2992.0,3233.0,6743.0,6743.0,0.0,0.0,,3989.0,,,,3989.0,10732.0,13965.0,0.0,15959.0,,,0.0,-2732.0,-53.0,13174.0,0.0,13174.0,27139.0,
03/31/2009,26105.0,897.0,897.0,0.0,1369.0,1369.0,,852.0,172.0,143.0,537.0,0.0,1456.0,,64.0,,,484.0,4574.0,1708.0,3113.0,-1405.0,0.0,19823.0,19539.0,12425.0,7114.0,220.0,21531.0,,2268.0,254.0,,,2014.0,5.0,5.0,,,,,158.0,,21.0,94.0,2431.0,6242.0,6242.0,,,,4156.0,,,2245.0,1890.0,10398.0,12829.0,0.0,16004.0,15.0,15989.0,0.0,-2745.0,17.0,13276.0,0.0,13276.0,26105.0,
06/30/2009,26193.0,1194.0,1194.0,0.0,1444.0,1444.0,,878.0,179.0,137.0,562.0,0.0,1280.0,,,,,410.0,4796.0,1719.0,3186.0,-1467.0,,19678.0,19406.0,12425.0,6981.0,272.0,21397.0,,2234.0,213.0,,,2021.0,330.0,0.0,,,,330.0,186.0,,,186.0,2750.0,5920.0,5920.0,,,,4109.0,,,2165.0,1944.0,10029.0,12779.0,,16024.0,15.0,16009.0,0.0,-2588.0,-22.0,13414.0,,13414.0,26193.0,
09/30/2009,26229.0,1381.0,1381.0,0.0,1431.0,1431.0,,942.0,174.0,634.0,134.0,0.0,1208.0,,,,,383.0,4962.0,1731.0,3226.0,-1495.0,,19536.0,19287.0,12432.0,6855.0,249.0,21267.0,,2656.0,225.0,,,2431.0,256.0,256.0,,,,,264.0,,,264.0,3176.0,5774.0,5774.0,,,,3982.0,,,2133.0,1849.0,9756.0,12932.0,,16071.0,15.0,16056.0,0.0,-2681.0,-93.0,13297.0,,13297.0,26229.0,
12/31/2009,25177.0,864.0,864.0,0.0,1375.0,1375.0,0.0,891.0,180.0,69.0,642.0,0.0,1469.0,,0.0,578.0,,263.0,4599.0,1722.0,3246.0,-1524.0,0.0,18856.0,18603.0,11936.0,6667.0,253.0,20578.0,,2821.0,212.0,0.0,0.0,2609.0,3.0,3.0,0.0,0.0,,,198.0,0.0,0.0,88.0,3022.0,5915.0,5915.0,0.0,0.0,,3939.0,0.0,125.0,1875.0,1939.0,9854.0,12876.0,0.0,16101.0,15.0,16086.0,0.0,-3757.0,-43.0,12301.0,0.0,12301.0,25177.0,
03/31/2010,22853.0,519.0,519.0,0.0,1301.0,1301.0,0.0,906.0,166.0,82.0,658.0,0.0,1021.0,,,,,392.0,3747.0,1712.0,3184.0,-1472.0,,17394.0,17097.0,10555.0,6542.0,297.0,19106.0,,2517.0,232.0,,,2285.0,250.0,0.0,,,,250.0,146.0,,17.0,93.0,2913.0,5671.0,5671.0,,,,3488.0,,,1970.0,1501.0,9159.0,12072.0,0.0,16145.0,15.0,16130.0,0.0,-5346.0,-18.0,10781.0,0.0,10781.0,22853.0,
06/30/2010,23019.0,811.0,811.0,0.0,1315.0,1315.0,,885.0,164.0,88.0,633.0,0.0,976.0,,66.0,,,325.0,3987.0,1708.0,3149.0,-1441.0,,17324.0,16998.0,10582.0,6416.0,260.0,19032.0,,2505.0,180.0,,,2325.0,850.0,0.0,,,,850.0,368.0,,28.0,296.0,3723.0,5183.0,5183.0,,,,3220.0,,,1982.0,1210.0,8403.0,12126.0,0.0,16178.0,15.0,16163.0,0.0,-5248.0,-37.0,10893.0,,10893.0,23019.0,
09/30/2010,22486.0,624.0,624.0,0.0,1317.0,1317.0,,923.0,177.0,94.0,652.0,0.0,692.0,,21.0,,,164.0,3556.0,1712.0,3145.0,-1433.0,,17218.0,16883.0,10592.0,6291.0,314.0,18930.0,,1799.0,195.0,,,1604.0,904.0,0.0,,,,904.0,252.0,,,50.0,2955.0,5133.0,5133.0,,,,3360.0,,,1924.0,1436.0,8493.0,11448.0,,16213.0,15.0,16198.0,0.0,-5058.0,-117.0,11038.0,,11038.0,22486.0,
12/31/2010,22128.0,213.0,213.0,0.0,1320.0,1320.0,,894.0,177.0,95.0,622.0,0.0,1188.0,,,576.0,,101.0,3615.0,1697.0,3168.0,-1471.0,,16816.0,16529.0,10186.0,6343.0,287.0,18513.0,,1810.0,184.0,,,1626.0,504.0,504.0,0.0,0.0,,,295.0,,,106.0,2609.0,4934.0,4934.0,0.0,0.0,,3289.0,,118.0,1644.0,1527.0,8223.0,10832.0,,16247.0,15.0,16232.0,0.0,-4822.0,-129.0,11296.0,,11296.0,22128.0,
03/31/2011,22070.0,595.0,595.0,0.0,1336.0,1336.0,0.0,899.0,190.0,100.0,609.0,0.0,739.0,,,7.0,,290.0,3569.0,1708.0,3268.0,-1560.0,0.0,16793.0,16554.0,9748.0,6806.0,239.0,18501.0,,1517.0,217.0,,,1300.0,254.0,254.0,,,,,269.0,,10.0,92.0,2040.0,4670.0,4670.0,,,,3991.0,,,1988.0,1993.0,8661.0,10701.0,0.0,16264.0,15.0,16249.0,0.0,-4776.0,-119.0,11369.0,0.0,11369.0,22070.0,
06/30/2011,21559.0,154.0,154.0,0.0,1334.0,1334.0,0.0,927.0,204.0,93.0,630.0,0.0,734.0,,12.0,7.0,,264.0,3149.0,1702.0,3340.0,-1638.0,0.0,16708.0,16442.0,9758.0,6684.0,254.0,18410.0,,1552.0,223.0,,,1329.0,4.0,4.0,,,,,336.0,,,140.0,1892.0,4197.0,4197.0,,,,3930.0,,,1916.0,2014.0,8127.0,10019.0,0.0,16293.0,15.0,16278.0,0.0,-4630.0,-123.0,11540.0,0.0,11540.0,21559.0,
09/30/2011,21502.0,276.0,276.0,0.0,1237.0,1237.0,,972.0,217.0,97.0,658.0,0.0,728.0,,,5.0,,231.0,3213.0,1684.0,3326.0,-1642.0,,16605.0,16333.0,9769.0,6564.0,272.0,18289.0,,1552.0,256.0,,,1296.0,4.0,4.0,,,,,331.0,,,170.0,1887.0,4259.0,4259.0,,,,3835.0,,,1854.0,1981.0,8094.0,9981.0,,16333.0,15.0,16318.0,-192.0,-4488.0,-132.0,11521.0,,11521.0,21502.0,
12/31/2011,21290.0,267.0,267.0,0.0,1246.0,1246.0,,931.0,223.0,71.0,637.0,0.0,661.0,,,0.0,,116.0,3105.0,1670.0,3183.0,-1513.0,,16515.0,16234.0,9761.0,6473.0,281.0,18185.0,,1530.0,203.0,,,1327.0,4.0,4.0,0.0,0.0,,,273.0,,,142.0,1807.0,4257.0,4257.0,0.0,0.0,,3873.0,,118.0,1865.0,1890.0,8130.0,9937.0,,16364.0,15.0,16349.0,-492.0,-4381.0,-138.0,11353.0,,11353.0,21290.0,
03/31/2012,21185.0,284.0,284.0,0.0,1316.0,1316.0,0.0,889.0,217.0,70.0,602.0,0.0,602.0,,,,,124.0,3091.0,1669.0,3223.0,-1554.0,0.0,16425.0,16144.0,9762.0,6382.0,281.0,18094.0,,1468.0,288.0,,,1180.0,4.0,4.0,,,,,197.0,,,118.0,1669.0,4255.0,4255.0,,,,3865.0,,,1877.0,1988.0,8120.0,9789.0,0.0,16373.0,15.0,16358.0,-630.0,-4268.0,-79.0,11396.0,0.0,11396.0,21185.0,
06/30/2012,17818.0,371.0,371.0,0.0,1243.0,1243.0,0.0,898.0,224.0,78.0,596.0,0.0,599.0,,,,,102.0,3111.0,1632.0,3222.0,-1590.0,0.0,13075.0,12723.0,6474.0,6249.0,352.0,14707.0,,1588.0,263.0,,,1325.0,4.0,4.0,,,,,202.0,,,121.0,1794.0,4253.0,4253.0,,,,4043.0,,,1803.0,2240.0,8296.0,10090.0,0.0,16403.0,15.0,16388.0,-742.0,-7846.0,-87.0,7728.0,0.0,7728.0,17818.0,
09/30/2012,16898.0,352.0,352.0,0.0,1197.0,1197.0,0.0,911.0,215.0,79.0,617.0,0.0,713.0,,,,,179.0,3173.0,1624.0,3193.0,-1569.0,0.0,12101.0,11878.0,5724.0,6154.0,223.0,13725.0,,1553.0,228.0,,,1325.0,3.0,3.0,,,,,259.0,,,158.0,1815.0,4252.0,4252.0,,,,4003.0,,,1705.0,2298.0,8255.0,10070.0,0.0,16442.0,15.0,16427.0,-992.0,-8510.0,-112.0,6828.0,0.0,6828.0,16898.0,
12/31/2012,17154.0,207.0,207.0,0.0,1217.0,1217.0,0.0,884.0,216.0,70.0,598.0,0.0,714.0,,0.0,0.0,,160.0,3022.0,1564.0,3520.0,-1956.0,0.0,12568.0,12262.0,5973.0,6289.0,306.0,14132.0,,1516.0,232.0,0.0,0.0,1284.0,4.0,4.0,0.0,0.0,,,252.0,0.0,0.0,195.0,1772.0,4252.0,4252.0,0.0,0.0,,4260.0,0.0,131.0,1713.0,2416.0,8512.0,10284.0,0.0,16444.0,15.0,16429.0,-1092.0,-8449.0,-33.0,6870.0,0.0,6870.0,17154.0,
03/31/2013,16763.0,268.0,268.0,0.0,1232.0,1232.0,0.0,851.0,190.0,78.0,583.0,0.0,751.0,,,,,103.0,3102.0,1537.0,3517.0,-1980.0,0.0,12124.0,11729.0,5552.0,6177.0,395.0,13661.0,,1392.0,206.0,,,1186.0,4.0,4.0,,,,,240.0,,,200.0,1636.0,4250.0,4250.0,,,,4374.0,,,1710.0,2664.0,8624.0,10260.0,0.0,16453.0,16.0,16437.0,-1192.0,-8803.0,45.0,6503.0,0.0,6503.0,16763.0,
06/30/2013,16996.0,530.0,530.0,0.0,1278.0,1278.0,0.0,842.0,204.0,83.0,555.0,0.0,848.0,,,,,352.0,3498.0,1524.0,3551.0,-2027.0,0.0,11974.0,11579.0,5553.0,6026.0,395.0,13498.0,,1616.0,251.0,,,1365.0,605.0,605.0,,,,,256.0,,,256.0,2477.0,3647.0,3647.0,,,,4269.0,,,1711.0,2558.0,7916.0,10393.0,0.0,16486.0,16.0,16470.0,-1292.0,-8673.0,82.0,6603.0,0.0,6603.0,16996.0,
09/30/2013,16917.0,571.0,571.0,0.0,1238.0,1238.0,0.0,895.0,216.0,87.0,592.0,0.0,821.0,,,,,85.0,3525.0,1530.0,3616.0,-2086.0,0.0,11862.0,11489.0,5553.0,5936.0,373.0,13392.0,,1584.0,238.0,,,1346.0,3.0,3.0,,,,,315.0,,,271.0,1902.0,4246.0,4246.0,,,,4206.0,,,1623.0,2583.0,8452.0,10354.0,0.0,16552.0,16.0,16536.0,-1367.0,-8678.0,56.0,6563.0,0.0,6563.0,16917.0,
12/31/2013,16571.0,217.0,217.0,0.0,1307.0,1307.0,0.0,897.0,209.0,90.0,598.0,0.0,590.0,,0.0,,,37.0,3011.0,1546.0,3670.0,-2124.0,0.0,12014.0,11643.0,5693.0,5950.0,371.0,13560.0,,1594.0,246.0,0.0,0.0,1348.0,3.0,3.0,0.0,0.0,,,227.0,0.0,0.0,164.0,1824.0,4237.0,4237.0,0.0,0.0,,3971.0,0.0,120.0,1402.0,2449.0,8208.0,10032.0,0.0,16595.0,16.0,16579.0,-1592.0,-8570.0,106.0,6539.0,0.0,6539.0,16571.0,
03/31/2014,16335.0,191.0,191.0,0.0,1217.0,1217.0,,926.0,199.0,116.0,611.0,0.0,602.0,,88.0,,,102.0,2936.0,1539.0,3726.0,-2187.0,,11860.0,11499.0,5697.0,5802.0,273.0,13399.0,,1516.0,241.0,,,1275.0,4.0,4.0,,,,,199.0,,,143.0,1719.0,4245.0,4245.0,,,,3837.0,,,1439.0,2398.0,8082.0,9801.0,0.0,16615.0,16.0,16599.0,-1717.0,-8436.0,72.0,6534.0,0.0,6534.0,16335.0,
06/30/2014,16477.0,357.0,357.0,0.0,1287.0,1287.0,,949.0,201.0,114.0,634.0,0.0,621.0,,68.0,,,189.0,3214.0,1534.0,3777.0,-2243.0,,11729.0,11394.0,5735.0,5659.0,267.0,13263.0,,1518.0,241.0,,,1277.0,3.0,3.0,,,,,252.0,,18.0,214.0,1773.0,4252.0,4252.0,,,,3908.0,,,1302.0,2588.0,8160.0,9933.0,0.0,16651.0,16.0,16635.0,-1717.0,-8432.0,42.0,6544.0,0.0,6544.0,16477.0,
09/30/2014,16718.0,246.0,246.0,0.0,1233.0,1233.0,,989.0,205.0,118.0,666.0,0.0,707.0,,192.0,,,254.0,3175.0,1522.0,3788.0,-2266.0,,12021.0,11633.0,5901.0,5732.0,196.0,13543.0,,1522.0,234.0,,,1288.0,3.0,3.0,,,,,295.0,,2.0,264.0,1820.0,4249.0,4249.0,,,,3948.0,,,1224.0,2722.0,8197.0,10017.0,0.0,16697.0,16.0,16681.0,-1717.0,-8389.0,110.0,6701.0,0.0,6701.0,16718.0,
12/31/2014,17024.0,587.0,587.0,0.0,1183.0,1183.0,0.0,946.0,200.0,97.0,649.0,0.0,890.0,,163.0,,,162.0,3606.0,1507.0,3846.0,-2339.0,0.0,11911.0,11504.0,5898.0,5606.0,244.0,13418.0,,2212.0,262.0,0.0,0.0,1950.0,403.0,403.0,0.0,0.0,,,231.0,0.0,0.0,195.0,2846.0,3841.0,3841.0,0.0,0.0,,3880.0,1950.0,94.0,1214.0,622.0,7721.0,10567.0,0.0,16719.0,16.0,16703.0,-1717.0,-8689.0,144.0,6457.0,0.0,6457.0,17024.0,
03/31/2015,16472.0,242.0,242.0,0.0,1161.0,1161.0,,958.0,210.0,95.0,653.0,0.0,828.0,,160.0,,,178.0,3189.0,1458.0,3850.0,-2392.0,,11825.0,11395.0,5896.0,5499.0,270.0,13283.0,,1740.0,228.0,,,1512.0,423.0,423.0,,,,,300.0,,,247.0,2463.0,3845.0,3845.0,,,,3663.0,,,963.0,2700.0,7508.0,9971.0,0.0,16766.0,16.0,16750.0,-1717.0,-8690.0,142.0,6501.0,0.0,6501.0,16472.0,
06/30/2015,17123.0,903.0,903.0,0.0,1195.0,1195.0,,968.0,214.0,97.0,657.0,0.0,707.0,,,,,62.0,3773.0,1451.0,3937.0,-2486.0,,11899.0,11372.0,5930.0,5442.0,527.0,13350.0,,1592.0,191.0,,,1401.0,43.0,43.0,,,,,302.0,,,275.0,1937.0,5069.0,5069.0,,,,3537.0,,,899.0,2638.0,8606.0,10543.0,0.0,16780.0,16.0,16764.0,-1717.0,-8587.0,104.0,6580.0,0.0,6580.0,17123.0,
09/30/2015,18215.0,350.0,350.0,0.0,1274.0,1274.0,0.0,1086.0,225.0,110.0,751.0,0.0,752.0,,89.0,,,184.0,3462.0,1479.0,4034.0,-2555.0,0.0,13274.0,12696.0,6468.0,6228.0,489.0,14753.0,,1815.0,210.0,,,1605.0,63.0,63.0,,,,,360.0,,,330.0,2238.0,5796.0,5796.0,,,,3771.0,,,770.0,3001.0,9567.0,11805.0,0.0,16831.0,16.0,16815.0,-1717.0,-8785.0,81.0,6410.0,0.0,6410.0,18215.0,
12/31/2015,18133.0,319.0,319.0,0.0,1275.0,1275.0,0.0,1016.0,208.0,102.0,706.0,0.0,861.0,,66.0,,,194.0,3471.0,1490.0,4062.0,-2572.0,0.0,13172.0,12667.0,6473.0,6194.0,439.0,14662.0,,2179.0,209.0,,,1970.0,3.0,3.0,0.0,0.0,,,248.0,0.0,,225.0,2430.0,5674.0,5674.0,0.0,0.0,,3709.0,,79.0,735.0,2895.0,9383.0,11813.0,0.0,16876.0,16.0,16860.0,-1717.0,-8927.0,88.0,6320.0,0.0,6320.0,18133.0,
03/31/2016,17718.0,338.0,338.0,0.0,1291.0,1291.0,,1022.0,215.0,107.0,700.0,0.0,513.0,,34.0,,,307.0,3164.0,1464.0,4081.0,-2617.0,,13090.0,12539.0,6477.0,6062.0,517.0,14554.0,,2024.0,232.0,,,1792.0,253.0,253.0,,,,,331.0,,22.0,263.0,2608.0,5424.0,5424.0,,,,3229.0,,,295.0,2912.0,8653.0,11261.0,0.0,16864.0,16.0,16848.0,-1717.0,-8725.0,35.0,6457.0,0.0,6457.0,17718.0,
06/30/2016,17838.0,438.0,438.0,0.0,1387.0,1387.0,0.0,981.0,219.0,108.0,654.0,0.0,524.0,,13.0,,,315.0,3330.0,1487.0,4136.0,-2649.0,0.0,13021.0,12405.0,6475.0,5930.0,603.0,14508.0,,2520.0,284.0,,,2236.0,254.0,254.0,,,,,408.0,,99.0,308.0,3182.0,5173.0,5173.0,,,,3263.0,,,24.0,3140.0,8436.0,11618.0,0.0,16941.0,18.0,16923.0,-1717.0,-8934.0,-70.0,6220.0,0.0,6220.0,17838.0,
09/30/2016,17697.0,237.0,237.0,0.0,1385.0,1385.0,0.0,998.0,231.0,105.0,662.0,0.0,561.0,,2.0,,,385.0,3181.0,1500.0,4206.0,-2706.0,0.0,13016.0,12336.0,6498.0,5838.0,678.0,14516.0,,2397.0,298.0,,,2099.0,254.0,254.0,,,,,365.0,,106.0,294.0,3016.0,5171.0,5171.0,,,,3028.0,,,26.0,2896.0,8199.0,11215.0,0.0,17004.0,19.0,16985.0,-1717.0,-8706.0,-99.0,6482.0,0.0,6482.0,17697.0,
12/31/2016,18096.0,196.0,196.0,0.0,1472.0,1472.0,0.0,955.0,236.0,94.0,625.0,0.0,616.0,58.0,65.0,,,349.0,3239.0,1630.0,4365.0,-2735.0,0.0,13227.0,12561.0,6678.0,5883.0,601.0,14857.0,,2759.0,447.0,,,2312.0,64.0,64.0,0.0,0.0,,,764.0,0.0,4.0,742.0,3587.0,5420.0,5420.0,0.0,0.0,,2356.0,0.0,98.0,18.0,2236.0,7776.0,11363.0,0.0,17030.0,16.0,17014.0,-1717.0,-8581.0,1.0,6733.0,0.0,6733.0,18096.0,
03/31/2017,17943.0,156.0,156.0,0.0,1429.0,1429.0,0.0,971.0,281.0,66.0,624.0,0.0,470.0,,36.0,,,333.0,3026.0,1652.0,4446.0,-2794.0,0.0,13265.0,12423.0,6680.0,5743.0,806.0,14917.0,,2674.0,376.0,,,2298.0,5.0,5.0,,,,,811.0,,9.0,771.0,3490.0,5509.0,5509.0,,,,1891.0,,,19.0,1863.0,7400.0,10890.0,0.0,17031.0,16.0,17015.0,-1717.0,-8215.0,-46.0,7053.0,0.0,7053.0,17943.0,
06/30/2017,18382.0,195.0,195.0,0.0,1444.0,1444.0,0.0,1023.0,274.0,97.0,652.0,0.0,560.0,,52.0,,,441.0,3222.0,1651.0,4521.0,-2870.0,0.0,13509.0,12792.0,6871.0,5921.0,665.0,15160.0,,2614.0,376.0,,,2238.0,1018.0,1018.0,,,,,668.0,,11.0,609.0,4300.0,4817.0,4817.0,,,,2030.0,,,58.0,1961.0,6847.0,11147.0,0.0,17073.0,16.0,17057.0,-1717.0,-8068.0,-53.0,7235.0,0.0,7235.0,18382.0,
09/30/2017,18636.0,210.0,210.0,0.0,1470.0,1470.0,0.0,1077.0,295.0,108.0,674.0,0.0,721.0,,59.0,,,621.0,3478.0,1678.0,4585.0,-2907.0,0.0,13480.0,12665.0,6882.0,5783.0,756.0,15158.0,,2922.0,371.0,,,2551.0,1266.0,1266.0,,,,,640.0,,25.0,573.0,4828.0,4416.0,4415.0,1.0,1.0,,1804.0,,,66.0,1713.0,6220.0,11048.0,0.0,17141.0,16.0,17125.0,-1717.0,-7785.0,-51.0,7588.0,0.0,7588.0,18636.0,
12/31/2017,19042.0,188.0,188.0,0.0,1548.0,1548.0,0.0,1078.0,284.0,110.0,684.0,0.0,1008.0,,57.0,,,917.0,3822.0,1697.0,4625.0,-2928.0,0.0,13523.0,12835.0,6998.0,5837.0,631.0,15220.0,,2986.0,530.0,,,2456.0,1801.0,1801.0,0.0,0.0,,,867.0,0.0,33.0,809.0,5654.0,3815.0,3815.0,0.0,0.0,,2561.0,0.0,120.0,191.0,2217.0,6376.0,12030.0,0.0,17177.0,16.0,17161.0,-1717.0,-8390.0,-58.0,7012.0,0.0,7012.0,19042.0,
03/31/2018,19202.0,287.0,287.0,0.0,1580.0,1580.0,0.0,1113.0,291.0,105.0,717.0,0.0,1100.0,,15.0,,,1032.0,4080.0,1700.0,4696.0,-2996.0,0.0,13422.0,12698.0,6984.0,5714.0,709.0,15122.0,,2851.0,404.0,,,2447.0,962.0,962.0,,,,,1175.0,,69.0,1090.0,4988.0,4803.0,4803.0,,,,2381.0,,,128.0,2184.0,7184.0,12172.0,0.0,17200.0,16.0,17184.0,-1717.0,-8325.0,-128.0,7030.0,0.0,7030.0,19202.0,
06/30/2018,19615.0,208.0,208.0,0.0,1587.0,1587.0,0.0,1087.0,296.0,102.0,689.0,0.0,1047.0,,94.0,,,913.0,3929.0,1715.0,4710.0,-2995.0,0.0,13971.0,13176.0,7242.0,5934.0,701.0,15686.0,,2669.0,403.0,,,2266.0,1685.0,1685.0,,,,,399.0,,10.0,364.0,4753.0,4808.0,4800.0,8.0,8.0,,2308.0,,,364.0,1934.0,7116.0,11869.0,0.0,17249.0,16.0,17233.0,-1717.0,-7770.0,-16.0,7746.0,0.0,7746.0,19615.0,
09/30/2018,20379.0,168.0,168.0,0.0,1580.0,1580.0,0.0,1134.0,298.0,103.0,733.0,0.0,1088.0,,147.0,,,936.0,3970.0,1731.0,4727.0,-2996.0,0.0,14678.0,13885.0,7588.0,6297.0,646.0,16409.0,,2922.0,453.0,,,2469.0,1820.0,1820.0,,,,,340.0,,10.0,306.0,5082.0,4806.0,4798.0,8.0,8.0,,2202.0,,,428.0,1764.0,7008.0,12090.0,0.0,17320.0,16.0,17304.0,-1717.0,-7339.0,25.0,8289.0,0.0,8289.0,20379.0,
12/31/2018,20999.0,146.0,146.0,0.0,1608.0,1608.0,0.0,1166.0,306.0,100.0,760.0,0.0,1082.0,,183.0,,,799.0,4002.0,1782.0,4740.0,-2958.0,0.0,15215.0,14283.0,7911.0,6372.0,749.0,16997.0,,2595.0,349.0,,,2246.0,2253.0,2253.0,0.0,0.0,,,412.0,0.0,3.0,335.0,5260.0,4803.0,4803.0,0.0,0.0,,2210.0,0.0,125.0,328.0,1754.0,7013.0,12273.0,0.0,17362.0,16.0,17346.0,-1717.0,-6953.0,34.0,8726.0,0.0,8726.0,20999.0,
03/31/2019,23802.0,139.0,139.0,0.0,1621.0,1621.0,0.0,1228.0,337.0,106.0,785.0,0.0,3246.0,,265.0,,,2912.0,6234.0,2039.0,5033.0,-2994.0,0.0,15529.0,14627.0,8179.0,6448.0,637.0,17568.0,,2461.0,498.0,,,1963.0,1693.0,1638.0,55.0,,55.0,,325.0,,3.0,280.0,4479.0,7801.0,7584.0,217.0,6.0,211.0,2289.0,,,441.0,1845.0,10090.0,14569.0,0.0,17390.0,16.0,17374.0,-1717.0,-6528.0,88.0,9233.0,0.0,9233.0,23802.0,
