Date,Returns,Return on Common Equity,Return on Assets,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
09/30/1999,,,,,,,,53.633762,,,,1.73597,1.73597,,,,,
12/30/1999,,,,,,,,62.065233,,,,14.558435,14.558435,,,,,
04/01/2000,,,,,,,,61.037438,,,,2.63661,2.63661,,,,,
07/01/2000,,,,,,,,61.472974,,,,4.320957,4.320957,,,,,
09/30/2000,,,,,,62.307311,17.00445,12.732044,,8.881707,5.772844,5.772843,5.772843,,35.002994,0.0,,
12/30/2000,,,,,,64.864376,32.005706,29.243514,,28.580568,18.577631,18.577629,18.577629,,34.999086,0.0,,
03/31/2001,,,,,,63.9881,14.245033,9.834227,,9.780931,6.358083,6.358083,6.358083,,34.99512,0.0,,
06/30/2001,,,,,,62.553117,17.072451,11.674505,,0.0,-4.461113,6.988068,6.988068,,,,,
09/29/2001,,56.21872,23.706735,30.396859,,64.080767,16.857772,12.919536,14.203148,12.622925,8.141896,8.319731,8.319731,,35.499133,0.0,56.21872,
12/29/2001,,43.557584,22.652255,29.900995,,68.554823,32.366067,29.667445,33.286142,29.573702,19.074444,18.734253,18.734253,,35.502008,0.0,43.557584,
03/30/2002,,42.568693,23.914973,31.171031,,68.766053,18.630818,14.685184,31.692553,12.000297,7.74025,7.313813,7.313813,,35.49951,0.0,42.568693,
06/29/2002,,42.003084,24.547179,39.500719,,66.557941,18.272844,13.928113,21.545775,14.7065,9.491773,10.098028,10.098028,,35.458657,0.0,42.003084,
09/28/2002,,48.399593,25.648758,40.160155,,68.065417,22.868288,19.507136,43.094396,19.59272,12.342901,11.660295,11.660295,,37.00262,0.0,48.399593,
12/28/2002,,41.642793,24.364261,38.451599,,70.283902,35.532844,33.255218,44.877897,33.290871,20.973152,20.235444,20.235444,,37.000291,0.0,41.642793,
03/29/2003,,44.176085,27.417291,38.803662,,72.509028,27.297684,23.932831,49.332773,24.088914,15.175867,14.452622,14.452622,,37.000619,0.0,44.176085,
06/28/2003,,42.668762,27.712117,40.049195,,73.237271,25.965808,21.945352,44.793468,22.135403,13.945472,12.899324,12.899324,,36.999239,0.0,42.668762,
09/27/2003,,45.488005,29.443095,40.8587,,72.727236,31.144654,27.721335,51.867831,27.878084,17.425061,16.382776,16.382776,,37.495487,0.0,45.488005,
12/27/2003,,43.09813,27.92775,39.266356,,74.151484,41.403794,39.051985,56.41713,39.165226,24.476747,23.191978,23.191978,,37.503879,0.0,43.09813,
03/27/2004,,42.985071,30.306734,41.01636,,75.866331,36.4538,32.219004,51.924426,32.464315,20.290158,18.625369,18.625369,,37.50012,0.0,42.985071,
07/03/2004,,43.292219,31.496495,161.15413,,76.74607,37.036774,32.905115,56.701273,0.0,-12.509131,19.420663,19.420663,,,,,
10/02/2004,,43.705287,31.031775,153.120056,,75.036404,32.888553,29.226163,33.763564,29.955677,18.572653,17.723686,17.723686,,37.999555,0.0,43.705287,
01/01/2005,,39.548395,27.496255,126.919837,,75.780192,42.255047,39.771779,42.235104,40.424143,25.063048,23.86476,23.86476,,37.999803,0.0,39.548395,
04/02/2005,,42.142231,30.563084,131.524209,,78.05784,34.867372,31.816204,30.590279,33.00508,20.462856,19.443236,19.443236,,38.000889,0.0,42.142231,
07/02/2005,,39.017607,29.703858,38.676026,,77.618115,33.459848,30.61673,21.006024,31.771844,21.48832,21.462762,21.462762,,32.366783,0.0,39.017607,
10/01/2005,,39.987878,30.044286,38.141486,,76.035247,35.43772,32.321789,42.476594,33.633069,20.851941,20.851942,20.851942,,38.001671,0.0,39.987878,
12/31/2005,,37.361327,27.699027,34.559695,,77.602347,44.834978,42.123149,52.66787,43.197978,26.782156,26.782156,26.782156,,38.001367,0.0,37.361327,
04/01/2006,,38.42044,29.607179,35.033822,,78.420864,35.455205,32.034654,33.459289,34.143809,21.194118,22.68958,22.68958,,37.926908,0.0,38.42044,
07/01/2006,,44.040373,32.98834,43.518424,,78.456974,38.528589,35.123103,57.877534,33.898156,22.488252,23.454612,23.454612,,33.659366,0.0,44.040373,
09/30/2006,,44.621309,33.117241,41.304209,,76.688496,37.680032,34.122938,44.171743,35.367505,21.766987,23.727053,23.727053,,38.454842,0.0,44.621309,
12/30/2006,,40.77402,30.828055,22.385072,,77.121734,44.787941,42.293164,43.005275,43.272307,0.0,28.236365,28.236365,,100.0,,,
03/31/2007,,38.548989,30.898603,22.668114,,77.787888,39.54115,36.24275,50.108871,38.319823,23.570973,23.982613,23.982613,,38.488826,,,
06/30/2007,,42.829697,32.564268,40.865356,,78.094365,40.893443,37.630745,45.984883,39.748117,57.335282,24.628869,24.628869,,,0.0,42.829697,
09/29/2007,,43.331264,31.81495,40.321777,,76.578575,38.926259,35.281757,39.446832,37.497746,22.873043,22.875999,22.875999,,39.001553,0.0,43.331264,
