Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
12/31/2003,,545.080018,286.884002,,1.785303,0.346569,0.30123,0.095,0.095,0.095,0.05,0.05,0.05,0.0,0.301665,0.104753,,,,
03/31/2004,302.0,528.366,302.168,,2.156492,0.592379,0.514029,0.21,0.21,0.21,0.12,0.12,0.12,0.0,0.688508,0.403775,1.506252,2.263026,1.911381,
06/30/2004,321.732,532.526,310.882,,2.25234,0.649668,0.549913,0.255,0.255,0.255,0.15,0.15,0.15,,0.522896,0.213306,1.705416,2.912794,2.590305,
09/30/2004,546.456,549.47,410.014,,1.965511,0.61812,0.517329,0.125,0.125,0.125,0.095,0.095,0.095,,0.581305,0.391965,3.400742,4.737843,4.471628,
12/31/2004,533.833984,571.888,522.343994,,1.974754,0.680125,0.579693,0.39,0.39,0.38,0.355,0.355,0.345,0.0,0.704702,0.591597,3.994307,5.486829,5.123632,
03/31/2005,541.148,573.224,532.212,,2.360931,0.937527,0.831943,0.695,0.695,0.665,0.645,0.645,0.615,0.0,0.995134,0.727588,4.633294,6.332578,5.988401,
06/30/2005,546.67,574.476,541.458,,2.556976,1.002159,0.87855,0.635,0.635,0.69545,0.595,0.595,0.652,0.0,1.153587,0.862774,5.39259,7.232621,6.836397,
09/30/2005,580.43,579.346,550.26,,2.868564,1.099727,0.961674,0.695,0.695,0.795,0.66,0.66,0.755,0.0,1.175348,0.643723,13.14568,15.149231,14.75538,
12/31/2005,586.054,607.944,582.822,,3.29276,1.294332,1.131804,0.64,0.64,0.805,0.61,0.61,0.77,0.0,1.129734,0.70794,13.709056,16.071824,15.456751,
03/31/2006,590.126,608.246,587.792,,3.834273,1.452652,1.263541,1.01,1.01,1.04,0.975,0.975,1.004,0.0,1.403224,0.816387,14.283438,17.357764,16.545431,
06/30/2006,605.176,620.076,602.82,,4.07417,1.56198,1.352596,1.195,1.195,1.145,1.165,1.165,1.115,0.0,1.394423,0.234873,16.229381,22.071278,21.30258,
09/30/2006,608.52,621.148,606.8,,4.432553,1.774293,1.534824,1.21,1.21,1.21,1.18,1.18,1.18,0.0,1.655115,0.843939,17.137834,23.659185,22.813607,
