Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/29/1998,51.179998,52.034998,51.179998,,0.521161,0.101622,0.079875,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.113208,0.060981,0.687691,2.018249,,
06/28/1998,51.179998,51.969,51.179998,,0.476221,0.099121,0.076768,0.06,0.06,0.06,0.06,0.06,0.06,0.0,0.17542,0.094959,0.783568,2.077823,1.566549,
09/27/1998,51.263998,51.941998,51.254997,,0.450707,0.038026,0.006399,0.006667,0.006667,0.023333,0.006667,0.006667,0.023333,0.0,0.099483,0.064891,0.226494,2.091117,1.087859,
12/27/1998,51.279001,51.936001,51.263998,,0.553449,0.043227,-0.00474,-0.013333,-0.013333,0.013333,-0.013333,-0.013333,0.013333,0.0,0.038331,-0.020287,0.210242,2.111235,1.116305,
03/28/1999,51.300001,56.715002,56.715002,,0.686238,0.065468,-0.00104,-0.063333,-0.063333,0.016667,-0.063333,-0.063333,0.016667,0.0,0.002433,-0.04803,0.060409,1.983719,0.719177,
06/27/1999,51.309002,58.176001,56.736002,,0.911132,0.134342,0.0766,0.035,0.035,0.035,0.03,0.03,0.03,0.0,-0.047219,-0.214872,0.053616,1.98129,0.754546,
09/26/1999,63.417,59.930998,57.605999,,1.260737,0.216523,0.158091,0.09,0.09,0.09,0.09,0.09,0.09,0.0,-0.012603,-0.137729,0.681852,3.204425,2.221439,
01/02/2000,71.960999,74.028002,71.646,,1.031698,0.198574,0.139785,0.11,0.11,0.11,0.106667,0.106667,0.106667,0.0,0.024761,-0.090724,0.886161,3.296661,2.473757,
04/02/2000,72.912003,72.323999,72.323999,,1.064819,-0.000277,-0.052265,-0.02,-0.02,0.11,-0.02,-0.02,0.11,0.0,-0.036295,-0.082808,0.652883,3.395065,2.612258,
07/02/2000,73.575996,77.054001,73.258003,,1.553946,0.33498,0.25761,0.14,0.14,0.14,0.14,0.14,0.14,0.0,-0.049155,-0.218092,0.174432,3.768199,1.609751,
10/01/2000,73.712997,78.271004,73.623001,,2.042718,0.453703,0.355949,0.22,0.22,0.26,0.2,0.2,0.24,0.0,-0.295383,-0.546731,0.265598,3.881052,1.686256,
12/31/2000,78.498001,80.996002,76.619003,,2.215025,0.480912,0.382177,0.25,0.25,0.25,0.23,0.23,0.23,0.0,-0.656652,-0.890536,1.746707,8.073174,5.999249,
04/01/2001,78.549004,81.598999,78.549004,,2.16237,0.448102,0.34889,0.21,0.21,0.21,0.2,0.2,0.2,0.0,-0.207998,-0.468536,1.326586,8.203491,6.234465,
07/01/2001,78.744003,78.702003,78.702003,,1.180453,-1.085703,-1.192066,-1.02,-1.02,-0.08,-1.02,-1.02,-0.08,0.0,-0.007331,-0.108104,1.069669,7.242723,5.262966,
09/30/2001,78.839996,78.824997,78.824997,,0.673593,-0.449629,-0.610276,-0.55,-0.55,-0.17,-0.55,-0.55,-0.17,0.0,0.047764,0.02215,1.082141,6.783841,4.828044,
12/30/2001,78.913002,78.960999,78.960999,,0.606312,-0.035271,-0.132445,-1.0,-1.0,-0.09,-1.0,-1.0,-0.09,0.0,0.160434,0.158863,1.009605,5.705055,4.057835,
03/31/2002,79.044998,79.406998,79.406998,,0.609505,-0.0708,-0.139862,-0.09,-0.09,-0.08,-0.09,-0.09,-0.08,0.0,0.113907,0.101024,1.083168,5.670264,4.019407,
06/30/2002,79.807999,80.124001,80.124001,,0.701251,-0.059296,-0.131671,-0.13,-0.13,-0.07,-0.13,-0.13,-0.07,0.0,0.15013,0.133955,1.277015,5.803215,4.012605,
09/30/2002,79.875999,80.877998,80.877998,,0.742402,-0.971092,-1.037266,-2.45,-2.45,-0.08,-2.45,-2.45,-0.08,0.0,0.103403,0.069932,1.321686,3.347739,2.714532,
12/29/2002,79.999001,82.389,81.178001,,0.813348,0.082338,0.029799,0.06,0.06,0.07,0.06,0.06,0.07,0.0,0.024514,6.2e-05,1.338879,3.489268,2.852535,
