Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,406.100006,0,,,2189.199951,2595.300049,,16296.900391,,,1348.400024,17645.300415,20240.599609,,,509.200012,2749.899902,3259.100098,5065.700195,4366.100098,9431.800293,12690.900391,0,,5896.5,1653.199951,7549.699951,20240.600342,
06/30/1990,,160.100006,0,,,2249.0,2409.100098,,16312.799805,,,1403.599976,17716.39978,20125.5,,,492.100006,2634.600098,3126.699951,5076.0,4380.5,9456.5,12583.199951,0,,5900.100098,1642.199951,7542.300049,20125.5,
09/30/1990,,110.900002,0,,,2365.899902,2476.800049,,16411.300781,,,2642.100098,19053.400879,21530.199219,,,1646.5,2798.399902,4444.899902,5093.600098,4349.200195,9442.800293,13887.700195,0,,5901.899902,1740.599976,7642.499878,21530.200073,
12/31/1990,,119.199997,0,1824.199951,206.399994,328.200012,2478.0,,16652.199219,26369.900391,-9717.700195,2584.899902,19237.099121,21715.099609,,1396.599976,1822.300049,1388.0,4606.899902,5074.399902,4301.399902,9375.799804,13982.699706,0,,5281.899902,2450.5,7732.399902,21715.099608,
03/31/1991,,26.200001,0,1893.599976,223.800003,327.299988,2470.899902,,16642.300781,26695.5,-10053.200195,2676.199951,19318.500732,21789.400391,,1214.400024,1750.699951,1661.699951,4626.799805,5046.899902,4273.200195,9320.100098,13946.899902,0,,5311.100098,2531.399902,7842.5,21789.399902,
06/30/1991,,65.300003,0,1911.0,218.899994,307.399994,2502.600098,,16696.199219,26992.800781,-10296.599609,2678.699951,19374.89917,21877.5,,1180.099976,1796.5,1581.300049,4557.899902,5185.100098,4218.299805,9403.399902,13961.299805,0,,5291.200195,2625.0,7916.200195,21877.5,
09/30/1991,,187.399994,0,1929.900024,223.699997,285.899994,2626.899902,,16765.5,27273.199219,-10507.700195,2395.199951,19160.699951,21787.599609,,1204.900024,1580.199951,1606.5,4391.600098,5100.0,4204.100098,9304.100098,13695.700195,0,,5295.600098,2796.300049,8091.900146,21787.600342,
12/31/1991,,25.299999,0,1981.699951,193.600006,325.5,2526.100098,,16986.099609,27157.599609,-10171.5,2777.5,19763.599609,22289.699219,,1405.0,2115.300049,1551.699951,5072.0,4964.399902,4156.299805,9120.699707,14192.699707,0,,5344.5,2752.5,8097.0,22289.699707,
03/31/1992,,16.1,0,1811.800049,192.800003,310.899994,2331.600098,,16921.400391,27408.400391,-10487.0,2947.199951,19868.600342,22200.199219,,1126.900024,1740.800049,1767.300049,4635.0,4971.5,4317.799805,9289.299805,13924.299805,0,,5366.799805,2909.100098,8275.899902,22200.199707,
06/30/1992,,7.3,0,1918.300049,176.199997,310.0,2411.800049,,16930.800781,27671.699219,-10740.900391,2975.300049,19906.10083,22317.900391,,1223.599976,1719.900024,1683.699951,4627.200195,4951.700195,4318.299805,9270.0,13897.200195,0,,5375.5,3045.199951,8420.699951,22317.900146,
