Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Provision for Doubtful Accounts,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Property Additions,Property Improvements,Change in Investments,Change in Notes,Change in Mortgages,Change in Real Estate Interest,Other Investing Activities,Cash from Investing Activities,Cash from Financing Activities,Dividends Paid,Preferred Dividends Other Distributions,Proceeds from Repayments of Borrowings,Change in Unsecured Debt,Change in Secured Debt,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/2004,6.627,3.461,3.24,0.0,2.351,-2.425,,0.0,-38.236,-1.335,0.0,0.0,0.0,0.0,-1.0,-40.570999,33.022999,0.0,-1.74,20.576,,,14.255,0.0,-0.068,-0.921,
06/30/2004,8.381,3.096,4.101,0.0,4.883,-3.699,,0.0,-185.684006,-1.742,0.0,0.0,0.0,0.0,0.25,-187.175995,178.809998,0.0,-38.396999,129.142,,,89.671997,0.0,-1.607,0.015,
09/30/2004,16.542999,3.359,4.93,0.0,5.6,2.654,,0.0,-82.349998,-2.829,0.0,0.0,0.0,0.0,-8.811,-93.989998,75.807999,0.0,-6.058,78.558002,,,9.731,0.0,-6.423,-1.639,
12/31/2004,13.087,-5.359,6.015,0.0,13.655,-1.224,,0.0,-42.237,-2.808,0.0,0.0,0.0,0.0,-4.495,-49.540001,38.381001,0.0,-23.075001,-94.188995,,,25.278,0.0,130.367004,1.928,
03/31/2005,11.708,2.739,6.853,0.0,8.069,-5.953,,0.0,-69.422,-1.657,0.0,0.0,0.0,0.0,-0.566,-71.645,58.255,-21.181,-1.271,-17.788,,,103.5,0.0,-5.005,-1.682,
06/30/2005,22.61,4.335,18.896,0.0,-1.364,0.743,,0.0,-241.612,-3.133,0.0,0.0,0.0,0.0,-10.188,-254.933,233.43,-12.905,-2.199,250.019,,,0.0,0.0,-1.485,1.107,
09/30/2005,29.984,4.425,16.445,0.0,2.379,6.735,,0.0,-71.504,-4.673,0.0,0.0,0.0,0.0,-6.017,-82.194,55.298,-14.34,-3.099,-86.218,,,167.752,0.0,-8.797,3.088,
12/31/2005,18.546,4.602,-8.264,0.0,29.052,-6.844,,0.0,-68.876,-12.022,0.0,0.0,0.0,0.0,8.855,-72.043,57.357,0.0,-3.445,63.816,,,0.718,0.0,-3.734,3.86,
03/31/2006,14.857,5.087,10.273,0.0,10.224,-10.727,,0.0,-23.858,-15.107,0.0,0.0,0.0,0.0,6.432,-32.533,31.925,-31.281,-3.445,64.527,23.456,41.071,0.452,0.0,1.672,14.249,
06/30/2006,28.812,5.095,11.887,0.524,9.269,2.037,,0.0,-123.139,-16.024,0.0,0.0,0.0,0.0,-5.027,-144.19,104.268,-16.709,-3.445,31.662,,,97.6,0.0,-4.84,-11.11,
09/30/2006,18.398,14.787,14.801,0.63,-0.774,-11.046,,58.923,-247.477,-47.347,0.0,0.0,0.0,-5.353,17.656,-223.598,218.781,0.0,0.0,228.177,,,0.605,0.0,-10.001,13.581,
12/31/2006,37.297,6.423,17.621,0.115,11.669,1.469,,0.08,-108.558,-67.097,0.0,27.964,0.0,-30.428,-19.426,-197.465,154.779,-16.607,-6.89,44.589,,,283.169,-133.822,-15.66,-5.389,
03/31/2007,26.274,22.086,17.336,-0.277,-2.978,-9.893,,78.191,-164.921,-58.2,0.0,0.0,0.0,0.0,16.491,-128.439,126.903,-19.388,0.0,147.645,68.608,79.037,0.172,0.0,-1.526,24.738,
06/30/2007,30.191,7.758,19.284,0.313,12.597,-9.761,,0.0,-28.921,-43.588,0.0,0.0,0.0,0.0,-0.106,-72.615,43.439,-19.439,-3.445,-102.857,,,169.786,0.0,-0.606,1.015,
09/30/2007,23.173,5.135,23.556,0.366,12.798,-18.682,,0.0,-82.264,-84.399,0.0,0.0,0.0,16.816,6.08,-143.767,121.762,-19.459,-5.167,149.867,,,0.0,0.0,-3.479,1.168,
12/31/2007,105.655,40.592,85.647,1.135,35.533,-57.252,,78.191,-361.5,-292.938,,25.836,,16.816,-3.832,-537.427,440.863,-77.752,-19.329,221.542,148.492,73.05,328.849,,-12.447,9.091,
03/31/2008,17.839,10.577,26.249,-0.002,14.714,-33.699,,0.0,-21.082,-99.963,0.0,0.0,0.0,0.0,7.792,-113.253,98.429,-44.763,-8.258,-187.94,-185.554,-2.386,334.802,0.0,4.588,3.015,
06/30/2008,55.515,13.196,29.773,-0.218,12.494,0.27,,0.0,-47.613,-166.131,0.0,0.0,0.0,-0.61,5.523,-208.831,138.713,-22.444,-10.102,169.04,,,1.354,0.0,0.865,-14.603,
09/30/2008,50.183,17.586,34.416,-0.77,18.049,-19.098,,0.0,-1.06,-154.104,0.0,0.0,0.0,0.0,9.21,-145.954,117.985,-24.259,-10.102,-60.197,,,222.305,0.0,-9.762,22.214,
12/31/2008,94.271,23.895,36.136,-0.068,13.258,21.05,,0.0,-10.248,-145.207,0.0,0.0,0.0,-20.612,-3.646,-179.713,116.798,-0.01,-10.102,131.223,,,0.053,0.0,-4.366,31.356,
03/31/2009,41.378,20.396,35.955,-0.042,13.466,-28.397,,0.0,0.0,-138.677,0.0,0.0,0.0,0.0,5.969,-132.708,96.932,-53.145,-10.101,64.638,144.278,-79.64,83.801,0.0,11.739,5.602,
06/30/2009,145.106,40.768,74.632,0.105,30.005,-0.404,,,-19.105,-247.949,,,,,5.906,-261.148,113.648,-80.209,-20.202,122.149,-79.786,201.935,84.255,,7.655,-2.394,
09/30/2009,75.242,22.507,40.225,0.162,15.779,-3.431,,0.0,-20.171,-77.696,0.0,0.0,0.0,0.0,-0.475,-98.342,-5.064,-29.575,-36.427,58.994,116.617,-57.623,3.747,0.0,-1.803,-28.164,
12/31/2009,65.085,24.387,41.971,0.315,16.861,-18.449,,0.0,-98.72,-69.705,0.0,0.0,0.0,0.0,8.006,-160.419,126.502,0.0,-10.101,136.84,56.0,80.84,2.073,0.0,-2.31,31.168,
03/31/2010,57.2,24.845,46.025,0.106,15.185,-28.961,,0.0,-375.0,-66.991,0.0,0.0,0.0,0.0,-0.764,-442.755,364.044,-77.147,-10.101,399.678,402.933,-3.255,57.496,0.0,-5.882,-21.511,
06/30/2010,85.872,19.192,47.915,0.19,19.634,-1.059,,0.0,-30.983,-87.621,0.0,0.0,0.0,0.0,-25.127,-143.731,349.673,-44.442,-10.101,7.704,11.404,-3.7,408.01,0.0,-11.498,291.814,
09/30/2010,97.249,23.036,54.323,-0.586,22.758,-2.282,,0.0,-775.906,-95.654,0.0,0.0,0.0,,-1.326,-872.886,499.507,-49.96,-9.194,574.28,582.082,-7.802,89.78,0.0,-105.399,-276.13,
12/31/2010,118.708,35.221,58.512,0.848,22.493,1.634,,0.0,-137.106,-143.817,0.0,0.0,0.0,-0.223,2.818,-278.328,104.846,0.0,-7.608,109.378,113.176,-3.798,64.153,-63.25,2.173,-54.774,
03/31/2011,64.489,37.502,57.559,-0.919,22.794,-52.447,,0.0,-1.294,-136.456,0.0,0.0,0.0,-0.119,0.312,-137.557,105.717,-117.462,-6.522,237.723,277.473,-39.75,6.6,0.0,-14.622,32.649,
06/30/2011,125.234,36.703,60.961,-1.886,23.951,5.505,,0.0,-16.229,-174.369,0.0,0.0,0.0,-0.125,-2.741,-193.464,51.762,-70.577,-4.713,7.206,131.558,-124.352,176.036,0.0,-56.19,-16.468,
09/30/2011,90.375,36.344,62.979,0.205,21.435,-30.588,,0.0,-69.044,-186.589,0.0,0.0,0.0,-0.138,-4.893,-260.664,181.121,-73.247,-4.436,-252.863,-200.866,-51.997,518.452,0.0,-6.785,10.832,
12/31/2011,120.858,45.716,65.525,0.276,20.541,-11.2,,0.0,-108.746,-150.901,0.0,0.0,0.0,-5.757,26.287,-239.117,120.158,0.0,-9.726,98.02,110.773,-12.753,43.907,,-12.043,1.899,
