Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Cash Paid for Interest,Source: Bloomberg
03/31/1990,-51.196999,4.1,5.07,-1.133,,,-1.133,-59.234001,,,,-59.234001,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1990,-9.946,10.0,5.056,-1.792,,,-1.792,-23.209999,,,,-23.209999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1990,23.964001,4.5,5.508,1.954,,,1.954,12.002,,,,12.002,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1990,5.813,-0.9,4.251,1.445,,,1.445,1.017,,,,1.017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.813,,
03/31/1991,-9.694,-2.5,5.721,-2.042,,,-2.042,-10.873,,,,-10.873,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1991,16.444,3.6,6.087,-4.827,,,-4.827,11.584,,,,11.584,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1991,21.908001,-18.6,5.736,2.04,,,2.04,32.731998,,,,32.731998,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1991,37.519001,-1.9,6.227,27.587,,,27.587,5.605,,,,5.605,,,,,,,,,,,,,,,,,,,,,,,,,,,,,37.519001,,
03/31/1992,-3.113,-3.7,6.289,3.942,,,3.942,-9.644,,,,-9.644,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1992,-3.49,8.1,6.245,4.684,,,4.684,-22.518999,,,,-22.518999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
10/01/1992,30.294001,9.4,6.246,11.017,,,11.017,3.631,,,,3.631,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1992,43.798,2.6,6.497,-1.565,,,-1.565,36.265999,,,,36.265999,,,,,,,,,,,,,,,,,,,,,,,,,,,,,43.798,,
03/31/1993,-9.586,-31.443001,6.424,34.235001,,,34.235001,-18.802,,,,-18.802,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1993,21.086,5.428,6.548,-7.518,,,-7.518,16.628,,,,16.628,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1993,23.584,-20.256001,6.62,31.976999,,,31.976999,5.243,,,,5.243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1993,-9.799,5.671,4.778,-1.915,,,-1.915,-18.333,,,,-18.333,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-9.799,,
03/31/1994,5.195,3.1,9.791,3.288,,,3.288,-10.984,,,,-10.984,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/1994,-13.974,6.9,10.047,-5.911,,,-5.911,-25.01,,,,-25.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/1994,31.106001,3.2,9.219,2.959,,,2.959,15.728,,,,15.728,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/1994,12.156,0.9,9.458,-11.327,,,-11.327,13.125,,,,13.125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.156,,
03/31/1995,18.254,0.25,11.096,3.033,,,3.033,3.875,,,,3.875,,,-13.974,,,,-13.974,,,,,,,,,,13.974,,,,,,,,,,,,,,
06/30/1995,4.77,3.429,11.09,10.844,,,10.844,-20.593,,,,-20.593,,,-5.002,,,,-5.002,,,,,,,,,,5.002,,,,,,,,,,,,,,
