Date,Revenue From Electric,Revenue from Gas,Revenue from Water,Other Revenue,Revenue,Electric Production Fuel Cost,Purchased Power Cost,Purchased Gas/Water Cost,Fuel Expense & Purchased Power,Maintenance Expenses,Depreciation Expense,Taxes Other Than Income Taxes,Other Operating Expense,"Depreciation, Operating & Maintenance",Operating Income or Losses,AFUDC - Equity,Net Non-Operating Losses (Gains),Interest Expenses on Bonds,AFUDC - Debts,Other Interest Expenses,Total Interest Expense,Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Other Adjustments,Net Income Available to Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
09/30/1996,724.916992,40.786999,0.0,0.0,765.703979,-184.093002,-37.02,-17.132999,-238.246002,-45.903,-70.810997,-63.549,-131.477997,-311.740997,215.716995,0.358,6.601,-46.521999,1.455,-10.305,-55.372002,167.303993,-62.778999,104.525002,0.0,0.0,104.525002,-6.495,,98.030002,-28.799999,10.8,80.029995,0.51,0.63,0.63,157.679001,0.51,0.63,0.63,157.679001,
12/31/1996,708.234985,167.972,0.0,0.0,876.20697,-173.899994,-63.395,-98.803001,-336.097992,-56.199001,-71.160004,-61.720001,-179.192993,-368.272003,171.837006,0.019,-24.521999,-46.938999,1.948,-12.672,-57.662998,89.671009,-34.237,55.433998,0.0,0.0,55.433998,-3.239,,52.194998,55.0,-17.0,90.195009,0.57,0.33,0.33,157.679001,0.57,0.33,0.33,157.679001,
03/31/1997,817.914001,212.266006,0.0,0.0,1030.180054,-175.746002,-160.591995,-123.968002,-460.306,-45.854,-71.556,-68.372002,-167.873993,-353.656006,216.218002,0.191,25.875,-49.275002,1.342,-13.867,-61.799999,180.484003,-63.127998,117.356003,0.0,0.0,117.356003,-3.239,,114.117003,,,114.117005,0.72,0.72,0.72,157.679001,0.72,0.72,0.72,158.865997,
06/30/1997,790.575989,74.757004,0.0,0.0,865.333008,-134.602005,-195.363998,-35.826,-365.791992,-51.201,-72.170998,-67.841003,-162.947998,-354.161011,145.380005,0.18,6.102,-44.977001,1.754,-13.43,-56.653,95.009005,-36.284,58.724998,0.0,0.0,58.724998,-3.236,,55.488998,,,55.489005,0.35,0.35,0.35,157.679001,0.34,0.34,0.34,157.679001,
09/30/1997,1315.165039,39.941002,0.0,0.0,1355.105957,-197.115997,-607.281006,-15.622,-820.018982,-42.498001,-72.385002,-67.001999,-161.550995,-343.436005,191.651001,-0.182,1.612,-43.525002,1.623,-16.542,-58.444,134.637001,-48.960999,85.676003,-109.400002,0.0,-23.724001,-3.142,,-26.866001,,,82.534002,0.53,0.53,-0.16,157.679001,0.52,0.52,-0.17,158.035004,
12/31/1997,938.04303,164.181,0.0,0.0,1102.223999,-185.970993,-256.121002,-90.741997,-532.833984,-36.917999,-72.964996,-61.808998,-163.417007,-335.109009,234.281006,-0.091,3.309,-43.994999,0.681,-16.108,-59.422001,178.077005,-64.626999,113.449997,0.0,0.0,113.449997,-2.952,,110.497997,,,110.498006,0.7,0.7,0.7,157.701004,0.7,0.7,0.7,157.701004,
03/31/1998,1158.723999,184.845993,0.0,4.891,1348.46106,-181.0,-471.403992,-107.585999,-759.98999,-40.0,-79.934998,-70.135002,-172.692993,-362.763,225.707993,,0.039,-59.805,,,-59.805,165.941992,-57.449001,108.492996,0.0,0.0,108.492996,-2.422,,106.070996,,,106.070991,0.67,0.67,0.67,157.766006,0.67,0.67,0.67,158.675995,
06/30/1998,1021.921997,142.246994,0.0,3.54,1167.708984,-155.0,-440.46701,-112.757004,-708.223999,-55.0,-80.750999,-68.643997,-252.384003,-456.778992,2.706,,9.797,-60.755001,,0.0,-60.755001,-48.252001,23.684999,-24.566999,0.0,0.0,-24.566999,-1.366,,-25.932999,145.0,-54.0,65.066998,0.42,-0.16,-0.16,158.018005,0.42,-0.16,-0.16,158.820007,
09/30/1998,1602.21106,359.829987,0.0,14.67,1976.71106,-1070.753052,,-324.144989,-1394.897949,,-81.584999,-69.346001,-226.315002,-377.246002,204.567001,,11.306,-60.950001,,,-60.950001,154.923,-44.126999,110.795998,0.0,0.0,110.795998,-1.365,,109.430998,20.0,-7.317,122.114002,0.77,0.69,0.69,158.539001,0.77,0.69,0.69,158.539001,
12/31/1998,964.593018,481.576996,0.0,49.849998,1496.02002,-181.095993,-346.604004,-422.410004,-950.109985,-47.512001,-97.995003,-67.482002,-215.699997,-428.688995,117.221001,,56.914001,-62.077,,,-62.077,112.058002,-39.296001,72.761719,0.0,0.0,72.762001,-1.364,,71.398001,50.0,-18.277,103.121001,0.65,0.45,0.45,158.615997,0.65,0.45,0.45,158.615997,
03/31/1999,968.531982,421.308014,0.0,12.439,1402.279053,-198.0,-235.169006,-334.402008,-767.570984,-51.0,-86.476997,-69.533997,-193.548004,-400.55899,234.149002,,32.796001,-60.771999,,,-60.771999,206.173004,-77.564003,128.608994,0.0,0.0,128.608994,-1.364,,127.244994,,,127.245001,0.8,0.8,0.8,158.746994,0.8,0.8,0.8,159.171005,
06/30/1999,942.093018,328.666992,0.0,4.639,1275.399048,-186.0,-265.06601,-293.513,-744.578979,-64.0,-88.200996,-69.077003,-172.432007,-393.709991,137.110001,,13.214,-60.780998,,0.0,-60.780998,89.543002,-29.120001,60.423,0.0,0.0,60.423,-1.365,,59.058,,,59.058001,0.37,0.37,0.37,158.876999,0.37,0.37,0.37,159.320999,
09/30/1999,1396.837036,375.837006,0.0,9.524,1782.197998,-891.351013,,-349.257996,-1240.609009,,-88.734001,-70.077003,-245.330002,-404.140991,137.447998,,108.373001,-56.403999,,,-56.403999,189.417,-66.488998,122.928001,0.0,0.0,122.928001,-1.364,,121.564001,-99.272003,33.751999,56.043997,0.33,0.77,0.77,158.906998,0.33,0.76,0.76,159.287994,
12/31/1999,1005.437012,470.334015,0.0,2.241,1478.011963,-984.945984,,-406.820007,-891.530029,,-90.407997,-56.813,-369.743988,-401.964996,184.516998,,4.941,-56.820999,,,-56.820999,132.636999,-35.498001,97.139,0.0,0.0,97.139,-1.364,,95.775,,,95.774998,0.6,0.6,0.6,158.921005,0.6,0.6,0.6,158.921005,
03/31/2000,1066.697021,498.727997,0.0,17.652,1583.077026,-186.0,-314.778015,-406.144989,-906.922974,-51.0,-90.135002,-66.130997,-194.423004,-401.688995,274.464996,,-0.661,-51.43,,,-51.43,222.373996,-82.571999,139.802002,0.0,0.0,139.802002,-1.363,,138.439002,,,138.438997,0.87,0.87,0.87,158.923004,0.87,0.87,0.87,159.274994,
06/30/2000,1250.353027,491.627014,0.0,27.534,1769.514038,-206.0,-494.552002,-449.806,-1150.358032,-60.0,-93.310997,-68.458,-230.080002,-451.848999,167.307007,,6.95,-53.112,,0.0,-53.112,121.145007,-44.754002,76.390999,0.0,0.0,76.390999,-1.275,,75.115999,,,75.116006,0.47,0.47,0.47,158.923004,0.47,0.47,0.47,158.923004,
09/30/2000,1599.468018,677.916992,0.0,22.4,2299.784912,-1048.188965,,-634.916992,-1683.105957,,-94.066002,-66.891998,-259.950012,-420.90799,195.770996,,12.238,-60.166,,,-60.166,147.842996,-52.959,94.884003,0.0,0.0,94.884003,-1.07,,93.814003,,,93.813996,0.59,0.59,0.59,158.938004,0.58,0.58,0.58,160.042007,
12/31/2000,1467.563965,1273.480957,0.0,28.542997,2769.587891,-1714.023926,,-1183.581055,-2088.275146,,-96.452995,-66.865013,-404.910034,-457.227966,224.084991,,-0.088001,-59.750694,,,-59.75,164.246991,-71.272003,92.974991,0.0,0.0,92.974991,-0.877,,92.097991,,,92.097988,0.64,0.58,0.58,158.968002,0.64,0.58,0.58,158.968002,
03/31/2001,1893.458008,1813.822021,0.0,18.021999,3725.302002,-1364.654053,,-1710.609985,-3075.263916,,-88.564003,-63.091999,-249.490005,-401.145996,248.891998,,-5.933,-63.549999,,,-63.549999,179.408999,-58.304001,121.105003,0.0,0.0,121.105003,-0.858,,120.247003,,,120.246998,0.76,0.76,0.76,158.988998,0.75,0.75,0.75,158.988998,
06/30/2001,2405.462891,1236.779053,0.0,22.096001,3664.337891,-1877.860962,,-1195.667969,-3073.529053,,-92.203003,-53.409,-267.065002,-412.677002,178.132004,,15.245,-68.067001,,0.0,-68.067001,125.310002,-41.485001,83.824997,0.0,0.0,83.824997,-0.858,,82.966997,,,82.967002,0.51,0.51,0.51,159.061005,0.51,0.51,0.51,159.061005,
09/30/2001,2539.36499,786.344971,0.0,21.604,3347.313965,-1888.69397,,-761.325012,-2650.019043,,-97.109001,-59.325001,-265.518005,-421.951996,275.342987,0.0,1.033,-68.762001,0.0,0.0,-68.762001,207.613986,-78.283997,129.330002,0.0,0.0,129.330002,-0.859,,128.471002,,,128.470989,0.81,0.81,0.81,159.097,0.8,0.8,0.8,160.589005,
12/31/2001,1407.666016,825.969971,0.0,16.666,2250.302002,-164.988007,-679.481018,-764.296021,-1608.765015,-45.542,-100.264,-51.826,-204.416,-402.048004,239.488998,3.465,14.746,-63.154999,4.578,-9.171,-67.748001,189.951998,-77.432999,112.518997,0.0,0.0,112.518997,-1.925,,110.593997,,,110.593999,0.7,0.7,0.7,159.291,0.69,0.69,0.69,160.281006,
03/31/2002,779.375977,190.063995,0.0,16.937,986.377014,-204.121994,-25.167999,-109.879997,-339.170013,-56.466999,-98.566002,-72.421997,-206.110992,-433.56601,213.641006,2.85,0.53,-59.167,4.585,-12.554,-67.136002,149.885005,-53.777,96.108002,-10.421,0.0,85.686996,-0.858,,84.828996,3.286,,98.536004,0.6,0.58,0.52,164.294998,0.6,0.58,0.52,164.294998,
06/30/2002,804.463,80.208,0.0,22.624,907.295,-241.686,,-29.562,-271.248,,-97.979,-64.247,-338.306,-500.532,135.515,,-3.644,-58.431,,-5.968,-64.399,67.472,-21.298,46.174,-0.333,0.0,45.841,-0.858,,44.983,0.0,0.0,45.316,0.27,0.27,0.27,167.33,0.26,0.26,0.26,169.804,
09/30/2002,965.434998,104.072998,0.0,49.73,1119.238037,-302.365997,,-49.283001,-351.648987,,-100.050003,-64.889999,-363.362,-528.302002,239.287003,0.0,10.213,-62.518002,0.0,-5.966,-68.484001,181.016002,-47.799,133.216995,-1.79,0.0,131.427002,-0.859,,130.568002,3.391,,135.749002,0.8,0.79,0.78,167.966995,0.79,0.78,0.77,169.567993,
12/31/2002,806.784973,216.126007,0.0,41.521999,1064.432983,-206.031006,-21.809999,-121.258003,-349.098999,-42.099998,-111.141998,-61.443001,-287.209015,-501.894012,213.440002,4.059,13.731,-64.647003,4.811,-9.126,-68.961998,162.268004,-36.613998,125.653999,-24.6,0.0,101.054001,-0.858,,100.196001,8.64,,133.436006,0.79,0.74,0.59,168.537994,0.78,0.73,0.58,172.751999,
03/31/2003,823.059021,398.912994,0.0,45.986,1267.958008,-269.865997,,-235.994995,-505.860992,,-100.605003,-77.749001,-328.054993,-506.408997,255.688004,0.0,8.084,-59.168999,0.0,-5.97,-65.139,198.633003,-57.981998,140.651001,26.292,0.0,166.942993,-0.858,,166.084993,,,139.793005,0.81,0.81,0.96,173.386993,0.8,0.8,0.95,174.962006,
06/30/2003,769.257996,114.931999,0.0,49.733002,933.922974,-219.156998,-21.313,-53.319,-293.789001,-66.123001,-105.227997,-66.958,-263.882996,-502.191986,137.942001,2.612,11.259,-67.222,6.992,-6.134,-66.363998,85.449003,-8.983,76.466003,9.045,0.0,85.511002,-0.858,,84.653002,7.066,,82.674003,0.46,0.42,0.47,176.645004,0.46,0.42,0.47,178.912994,
09/30/2003,920.638,124.532997,0.0,46.806,1091.977051,-286.673004,-43.324001,-79.582001,-409.57901,-48.887001,-104.856003,-55.827999,-269.01001,-478.580994,203.817001,0.92,16.332001,-77.195,6.149,-2.029,-73.074997,147.994005,-35.154999,112.838997,0.0,0.0,112.838997,-0.858,,111.980997,10.837,,122.818006,0.69,0.63,0.63,177.751007,0.68,0.62,0.62,180.615005,
12/31/2003,870.177979,197.128998,0.0,54.713001,1122.02002,-258.917999,-58.945999,-134.938004,-452.802002,-54.992001,-105.378998,-49.210999,-248.395996,-457.977997,211.240005,0.421,13.606,-82.278999,6.074,0.226,-75.978996,149.288009,-41.387001,107.901001,0.011,0.0,107.912003,-0.859,,107.053003,1.815,,108.857008,0.61,0.6,0.6,178.287994,0.6,0.59,0.59,181.445999,
03/31/2004,878.127991,350.846008,0.0,59.683998,1288.660034,-286.914001,,-223.516006,-510.429993,,-104.857002,-82.247002,-375.273987,-562.377991,215.850006,0.0,-12.76,-67.394997,0.0,0.0,-67.394997,135.695009,-31.822001,103.873001,0.0,0.0,103.873001,-0.858,,103.015001,,,103.015009,0.57,0.57,0.57,179.261002,0.57,0.57,0.57,181.925995,
06/30/2004,892.265991,108.082001,0.0,53.389,1053.73999,-293.718994,,-47.419998,-341.139008,,-114.331001,-65.071999,-396.457001,-575.859985,136.738007,0.0,12.364,-70.276001,0.0,0.0,-70.276001,78.826006,-19.464001,59.362,0.0,0.0,59.362,-0.858,,58.504,16.454,,74.958006,0.42,0.33,0.33,180.235992,0.41,0.32,0.32,182.824997,
09/30/2004,994.073975,65.297997,0.0,69.210999,1128.579956,-333.770996,,-19.792,-353.562988,,-122.098999,-57.000999,-412.720001,-591.820007,183.199997,0.0,7.072,-71.775002,0.0,0.0,-71.775002,118.496995,-24.716,93.780998,0.0,0.0,93.780998,-0.858,,92.922998,14.47,,107.392996,0.59,0.51,0.51,180.880997,0.58,0.5,0.5,180.880997,
12/31/2004,849.26001,259.089996,0.0,94.740997,1203.090942,-384.977997,,-137.358994,-522.336975,,-124.809998,-49.625,-304.333008,-478.768005,201.985992,,37.848999,-65.658997,,0.0,-65.658997,174.175995,-26.860001,147.315994,-0.032,0.0,147.283997,-0.858,0.0,146.425997,-14.91,,131.547994,0.73,0.81,0.81,183.455002,0.71,0.79,0.79,186.369003,
03/31/2005,914.359,313.096,0.0,98.656,1326.111,-386.381,,-208.6,-594.981,,-151.449,-78.932,-296.695,-527.076,204.054,0.0,7.786,-64.003,0.0,0.0,-64.003,147.837,-32.1,115.737,2.477,0.0,118.214,-0.858,0.0,117.356,23.605,,138.484,0.71,0.59,0.6,195.647,0.71,0.59,0.6,196.712,
06/30/2005,958.507996,92.639999,0.0,0.0,1051.147949,-391.803009,,-56.089001,-447.891998,,-148.755997,-64.056,-305.100006,-517.911987,85.344002,0.0,67.801003,-67.892998,0.0,0.0,-67.892998,85.252007,-21.212,64.040001,-12.474,0.0,51.566002,-0.858,0.0,50.708002,-39.535,9.923,33.570007,0.17,0.32,0.26,198.490005,0.17,0.32,0.26,199.440002,
09/30/2005,1134.494019,84.072998,0.0,146.712006,1365.279053,-578.583008,,-30.445999,-609.028992,,-129.597,-65.100998,-342.221008,-536.919006,219.330994,0.0,23.806999,-76.931999,0.0,0.0,-76.931999,166.205994,-33.666,132.539993,0.0,0.0,132.539993,-0.603,0.0,131.936993,62.051998,,193.988991,0.98,0.67,0.67,199.069,0.97,0.66,0.66,200.167007,
12/31/2005,1118.973999,340.013,0.0,169.723999,1628.71106,-612.317993,,-218.554993,-830.872986,,-129.779999,-62.894001,-349.670013,-542.343994,255.494003,,25.539,-73.733002,,0.0,-73.733002,207.300001,-15.137,192.162994,-2.186,0.0,189.977005,-0.324,0.0,189.653005,-38.062,,153.777001,0.77,0.96,0.95,199.557007,0.77,0.96,0.95,200.324005,
03/31/2006,1137.062,355.556,0.0,155.92,1648.538,-572.194,,-232.006,-804.2,,-163.758,-87.278,-422.658,-673.694,170.644,0.0,22.743,-84.894,0.0,0.0,-84.894,108.493,-21.302,87.191,-7.55,0.0,79.641,-0.277,0.0,79.364,,,86.914,0.43,0.43,0.4,200.286,0.43,0.43,0.39,201.161,
06/30/2006,1214.630005,93.237999,0.0,0.0,1307.868042,-571.281982,,-50.993,-622.275024,,-183.776993,-70.738998,-360.071014,-614.586975,71.005997,0.0,23.347,-81.519997,0.0,0.0,-81.519997,12.833,-5.979,6.854,-6.071,0.0,0.783,-0.038,0.0,0.745,5.227,,12.043,,,,,,,,,
