Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investments & Loans Income (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Other Non-Operating (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,Extraordinary & Accounting Items,Income (Loss) incl. Minority Interest,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/28/1989,50.061,3.441999,15.716,15.716,0.0,-12.274,46.619,0.116,,,,44.444,2.059,0.0,50.061,-43.447999,0.94,42.507999,6.613,0.0,0.0,6.613,-2.547,4.066,0.0,,,4.066,0.0,4.066,0.0,,4.066,4.066,,97.304417,0.041555,0.041555,,97.304417,0.041555,0.041555,0.041555,
03/29/1990,47.202001,2.696,14.856,14.856,0.0,-12.16,44.506,0.302,,,,41.756001,2.448,0.0,47.202001,-41.834,1.251,40.583,5.368,0.0,0.0,5.368,-2.037,3.331,0.0,,,3.331,0.003,3.334,0.0,,3.334,3.334,,97.372756,0.034531,0.034531,,97.372756,0.034531,0.034531,0.034531,
06/28/1990,56.634,3.229,15.4,15.4,0.0,-12.171,53.405,1.147,,,,48.806,3.452,0.0,56.634,-47.822,1.093,46.729,8.812,-3.414,3.414,5.398,0.0,5.398,0.0,,,5.398,0.001,5.399,0.0,,5.399,5.399,,98.073277,0.055016,0.055016,,98.073277,0.055016,0.055016,0.055016,
09/27/1990,54.154999,3.288,15.313,15.313,0.0,-12.025,50.866999,-1.291,,,,41.300999,10.857,0.0,54.154999,-45.734998,1.371,44.363998,8.42,3.414,-3.414,11.834,-6.682,5.152,0.0,,,5.152,-0.004,5.148,0.0,,5.148,5.148,,107.299691,0.047993,0.047993,,107.299691,0.047993,0.047993,0.047993,
12/28/1990,51.143001,3.869,15.385,15.385,0.0,-11.516,47.274,1.177,,,,42.437,3.66,0.0,51.143001,-43.441001,1.102,42.339001,7.702,0.0,0.0,7.702,-2.996,4.706,0.0,,,4.706,0.007,4.713,0.0,,4.713,4.713,,105.43732,0.044481,0.044481,,105.43732,0.044481,0.044481,0.044481,
03/29/1991,59.741999,3.66,14.622,14.622,0.0,-10.962,56.081999,2.821,,,,49.021999,4.239,0.0,59.741999,-48.299001,1.017,47.282001,11.443,0.0,0.0,11.443,-4.355,7.088,0.0,,,7.088,0.004,7.092,0.0,,7.092,7.092,,107.316776,0.065844,0.065844,,107.316776,0.065844,0.065844,0.065844,
06/28/1991,65.902,3.689,13.005,13.005,0.0,-9.316,62.213,1.308,,,,55.91,4.995,0.0,65.902,-54.067,1.533,52.534,11.835,0.0,0.0,11.835,-4.552,7.283,0.0,,,7.283,0.003,7.286,0.0,,7.286,7.286,,108.689342,0.066722,0.066722,,108.689342,0.066722,0.066722,0.066722,
09/27/1991,68.945,3.490999,12.013,12.013,0.0,-8.522,65.454001,1.925,,,,59.338001,4.191,0.0,68.945,-56.382999,1.18,55.202999,12.562,0.0,0.0,12.562,-4.904,7.658,0.0,,,7.658,-0.014,7.644,0.0,,7.644,7.644,,108.837425,0.070233,0.070233,,108.837425,0.070233,0.070233,0.070233,
12/27/1991,73.167001,3.909,11.659,11.659,0.0,-7.75,69.258,3.279,,,,63.201,2.778,0.0,73.167001,-59.320998,1.172,58.148998,13.846,0.0,0.0,13.846,-5.423,8.423,0.0,,,8.423,0.006,8.429,0.0,,8.429,8.429,,109.486693,0.076379,0.076379,,109.486693,0.076379,0.076379,0.076379,
03/27/1992,90.526001,3.764,10.054,10.054,0.0,-6.29,86.762001,3.257,,,,80.623001,2.882,0.0,90.526001,-72.167004,1.91,70.257004,18.358999,0.0,0.0,18.358999,-6.803,11.556,0.0,,,11.555999,0.0,11.556,0.0,,11.556,11.556,,110.709285,0.104033,0.104033,,110.709285,0.104033,0.104033,0.104033,
06/26/1992,86.839996,3.798,7.986,7.986,0.0,-4.188,83.041996,3.317,,,,75.797997,3.927,0.0,86.839996,-69.532002,1.467,68.065002,17.308001,0.0,0.0,17.308001,-6.471,10.837,0.0,,,10.837,0.003,10.84,0.0,,10.84,10.84,,110.739658,0.097449,0.097449,,110.739658,0.097449,0.097449,0.097449,
