Date,Level 1 Assets,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 1 Liabilities,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
06/30/2008,159,267.0,,426,,1703,,1703,0.631328,1.060155,,1.691483,0.38365,0.644243,,1.027893,
12/31/2008,614,870.0,,305,698.0,925,,444,2.247027,3.183898,,1.116194,1.4782,2.094518,,0.734285,
03/31/2009,30,299.0,,329,19.0,490,,509,0.109214,1.0885,,1.197714,0.073855,0.736091,,0.809946,
06/30/2009,43,340.0,,383,9.0,612,,621,0.154194,1.219206,,1.3734,0.102785,0.812717,,0.915501,
09/30/2009,10,254.0,,264,6.0,529,,535,0.035063,0.890603,,0.925666,0.023689,0.601696,,0.625385,
12/31/2009,473,612.0,,440,280.0,920,,535,1.622141,2.098837,,1.508968,1.069434,1.383708,,0.994822,
03/31/2010,267,757.0,,411,194.0,986,,493,0.888904,2.520225,,1.368312,0.586414,1.662604,,0.902682,
06/30/2010,366,654.0,,384,198.0,856,,381,1.184006,2.115683,,1.242236,0.791197,1.413779,,0.830109,
09/30/2010,403,822.0,,418,268.0,950,,355,1.265545,2.581334,,1.312649,0.848367,1.730417,,0.879944,
12/31/2010,304,797.0,,421,201.0,916,,381,0.935845,2.453516,,1.296023,0.579799,1.520064,,0.802945,
03/31/2011,841,882.0,,473,825.0,1070,,570,2.498663,2.620477,,1.405312,1.555535,1.63137,,0.874873,
06/30/2011,616,608.0,,423,377.0,764,,311,1.751991,1.729238,,1.203072,1.128308,1.113655,,0.774796,
09/30/2011,866,911.0,,387,697.0,1027,,293,2.373969,2.497327,,1.060884,1.512822,1.591433,,0.676053,
12/31/2011,310,640.0,,195,311.0,652,,184,0.82403,1.701223,,0.518341,0.516288,1.065885,,0.324762,
03/31/2012,1474,,,240,782.0,738,,189,3.804165,,,0.619403,2.392003,,,0.389471,
06/30/2012,684,745.0,,232,627.0,893,,248,1.729456,1.883692,,0.586599,1.064045,1.158938,,0.360904,
09/30/2012,151,438.0,,157,138.0,518,,141,0.373079,1.082176,,0.387903,0.230095,0.667429,,0.239238,
12/31/2012,107,312.0,,118,99.0,398,,126,0.267179,0.779065,,0.294646,0.166641,0.485906,,0.183772,
03/31/2013,177,423.0,,127,181.0,465,,121,0.43234,1.033219,,0.31021,0.268899,0.642623,,0.192939,
06/30/2013,246,326.0,,96,224.0,369,,64,0.587814,0.778973,,0.229391,0.364866,0.483522,,0.142387,
09/30/2013,551,314.0,,115,524.0,344,,84,1.28235,0.730776,,0.267641,0.793525,0.452208,,0.165618,
12/31/2013,185,195.0,,51,199.0,223,,58,0.426542,0.449599,,0.117587,0.266406,0.280806,,0.073442,
03/31/2014,403,166.0,,62,386.0,240,,96,0.929235,0.382762,,0.142959,0.581739,0.239625,,0.089498,
06/30/2014,410,176.0,,33,418.0,244,,84,0.935817,0.401716,,0.075322,0.583273,0.250381,,0.046946,
09/30/2014,580,110.0,0.0,59,601.0,172,0.0,118,1.31564,0.249518,0.0,0.133832,0.811075,0.153825,0.0,0.082506,
12/31/2014,1106,127.0,0.0,491,750.0,246,0.0,240,3.163706,0.363283,0.0,1.404502,1.965908,0.225742,0.0,0.872749,
03/31/2015,904,54.0,0.0,627,350.0,233,0.0,234,2.64606,0.158061,0.0,1.835265,1.693233,0.101144,0.0,1.174399,
06/30/2015,571,35.0,0.0,467,130.0,162,0.0,165,1.714612,0.105099,0.0,1.402318,1.050231,0.064375,0.0,0.858945,
09/30/2015,421,51.0,0.0,249,251.0,293,0.0,304,1.408875,0.170671,0.0,0.833278,0.840504,0.101819,0.0,0.497115,
12/31/2015,557,86.0,0.0,122,544.0,90,0.0,113,2.287474,0.353183,0.0,0.501027,1.283144,0.198116,0.0,0.281048,
03/31/2016,492,51.0,0.0,45,525.0,386,0.0,384,2.068183,0.214385,0.0,0.189163,1.170927,0.121377,0.0,0.107097,
06/30/2016,94,31.0,0.0,40,116.0,304,0.0,320,0.406909,0.134193,0.0,0.173153,0.221724,0.073122,0.0,0.094351,
09/30/2016,129,55.0,0.0,35,150.0,310,0.0,289,0.578579,0.246681,0.0,0.156979,0.309873,0.132116,0.0,0.084074,
12/31/2016,168,61.0,0.0,31,173.0,57,0.0,32,0.781504,0.283761,0.0,0.144206,0.38971,0.141502,0.0,0.071911,
03/31/2017,289,48.0,0.0,337,285.0,40,0.0,325,1.371033,0.227715,0.0,1.598748,0.68056,0.113034,0.0,0.793595,
06/30/2017,411,39.0,0.0,37,390.0,40,0.0,17,1.953701,0.185388,0.0,0.175881,0.978991,0.092897,0.0,0.088133,
09/30/2017,374,64.0,0.0,22,398.0,68,0.0,50,1.809473,0.309642,0.0,0.10644,0.902444,0.154429,0.0,0.053085,
12/31/2017,486,232.0,0.0,200,536.0,225,0.0,243,2.362434,1.127746,0.0,0.972195,1.156427,0.552039,0.0,0.475896,
03/31/2018,588,183.0,0.0,151,619.0,327,0.0,946,2.837564,0.883119,0.0,0.728694,1.373575,0.42749,0.0,0.352738,
06/30/2018,973,659.0,0.0,564,1019.0,685,0.0,636,4.648607,3.14844,0.0,2.694568,2.208001,1.49545,0.0,1.279869,
09/30/2018,1311,635.0,0.0,610,1353.0,632,0.0,649,6.09966,2.95445,0.0,2.838133,2.91612,1.412461,0.0,1.356852,
12/31/2018,2536,119.0,0.0,257,2363.0,105,0.0,70,11.889358,0.5579,0.0,1.204876,5.782825,0.271355,0.0,0.586035,
03/31/2019,1096,56.0,0.0,34,1156.0,168,0.0,1324,5.161047,0.263703,0.0,0.160105,2.469581,0.126183,0.0,0.076611,
06/30/2019,1077,95.0,0.0,43,1101.0,90,0.0,62,5.045205,0.445027,0.0,0.201433,2.405629,0.212196,0.0,0.096046,
09/30/2019,908,353.0,0.0,326,898.0,2246,0.0,2210,2.214364,0.860871,0.0,0.795025,0.723835,0.281403,0.0,0.259879,
12/31/2019,949,193.0,0.0,165,1012.0,1745,0.0,1780,2.77226,0.5638,0.0,0.482005,0.868014,0.17653,0.0,0.150919,
03/31/2020,6529,1247.0,0.0,1240,6261.0,2493,0.0,2218,20.862758,3.984662,0.0,3.962294,6.423463,1.226843,0.0,1.219956,
06/30/2020,2280,556.0,0.0,654,2184.0,2122,0.0,2124,9.766127,2.381564,0.0,2.801336,2.548853,0.621562,0.0,0.731118,
