Date,Assets,Cash & Near Cash Items,Short-Term Investments,Accounts & Notes Receivable,Inventories,Other Current Assets,Total Current Assets,LT Investments & LT Receivables,Net Fixed Assets,Gross Fixed Assets,Accumulated Depreciation,Other Long-Term Assets,Total Long-Term Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,Short-Term Borrowings,Other Short-Term Liabilities,Total Current Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
11/30/1989,,10.014,0,196.964005,468.222992,15.638,690.838989,15.613,269.703003,464.203003,-194.5,89.967003,375.283006,1066.121948,,75.622002,19.944,130.054001,225.619995,156.641006,41.174,197.815006,423.435001,0,0,372.278992,270.40799,642.686981,1066.121983,
02/28/1990,,10.825,0,205.216995,516.205017,18.634001,750.880981,0.0,298.128998,502.36499,-204.235992,107.049004,405.178001,1156.05896,,96.091003,32.612,135.233994,263.937012,210.977997,34.938999,245.916996,509.854008,0,0,372.416992,273.787994,646.204987,1156.058994,
05/31/1990,,12.344,0,216.895996,505.882996,19.041,754.164001,0.0,300.933014,517.281006,-216.348007,127.647003,428.580017,1182.744019,,92.058998,24.774,140.084,256.916992,242.695999,35.264,277.959999,534.876991,0,0,372.479004,275.388,647.867004,1182.743996,
08/31/1990,,19.645,0,204.311996,518.755005,18.799999,761.512024,25.962999,310.381012,536.153015,-225.772003,94.639999,430.984011,1192.495972,,103.115997,26.545,122.591003,252.251999,235.524002,42.290001,277.814003,530.066002,0,0,372.553009,289.877014,662.430023,1192.496025,
11/30/1990,,23.726,0,220.313995,556.442017,24.955999,825.437988,28.825001,322.166992,560.528992,-238.362,101.018997,452.01099,1277.448975,,113.761002,15.8,139.891998,269.453003,298.94101,41.729,340.67001,610.123013,0,0,372.566986,294.759003,667.325989,1277.449001,
02/28/1991,,13.344,0,213.070007,552.119019,34.638,813.171021,39.693001,324.355988,573.091003,-248.735001,101.695,465.743988,1278.915039,,105.390999,15.843,125.641998,246.876007,323.029999,41.424,364.453999,611.330006,0,0,372.721008,294.864014,667.585022,1278.915028,
05/31/1991,,32.276001,0,201.104004,515.687988,22.634001,771.702026,40.595001,315.5,572.445984,-256.946014,102.525002,458.620003,1230.322021,,99.198997,14.155,129.348999,242.703003,296.97699,41.227001,338.203991,580.906994,0,0,372.734009,276.681,649.415009,1230.322002,
08/31/1991,,33.014999,0,184.858994,491.86499,18.695,728.434021,49.744999,311.046997,575.247009,-264.200012,102.567001,463.358997,1191.792969,,109.394997,9.098,130.766998,249.259995,252.723999,40.393002,293.117001,542.376995,0,0,372.75,276.665985,649.415985,1191.79298,
11/30/1991,,39.624001,0,183.710007,504.333008,20.0,747.666992,50.852001,309.696991,585.820984,-276.123993,111.093002,471.641994,1219.30896,,109.315002,8.593,143.832993,261.740997,260.493988,40.431999,300.925987,562.666985,0,0,372.760986,283.881012,656.641998,1219.308983,
02/29/1992,,32.344002,0,187.835007,509.867004,21.877001,751.922974,62.294998,318.501007,605.591003,-287.089996,112.028999,492.825005,1244.748047,,107.666,10.955,148.457993,267.07901,278.171997,40.499001,318.670998,585.750008,0,0,373.515991,285.481995,658.997986,1244.747993,
05/31/1992,,34.810001,0,212.962997,485.192993,20.709,753.674988,67.327003,317.881012,614.638,-296.756989,116.236,501.444016,1255.119019,,106.864998,12.152,162.352005,281.368988,265.716003,39.731998,305.448002,586.81699,0,0,375.011993,293.290009,668.302002,1255.118992,
08/31/1992,,29.832001,0,208.440002,475.84201,16.362,730.476013,73.103996,325.312012,630.302979,-304.990997,112.301003,510.71701,1241.192993,,133.574005,10.07,169.425003,313.069,200.878006,33.298,234.176006,547.245007,0,0,376.839996,317.108002,693.947998,1241.193005,
11/30/1992,,37.337002,0,197.024002,487.388,22.695,744.44397,80.431999,319.184998,631.474976,-312.290009,106.736,506.352997,1250.796997,,124.306,12.809,175.787003,312.902008,225.320999,33.401001,258.722,571.624008,0,0,378.063995,301.109009,679.173004,1250.797012,
02/28/1993,,38.507,0,208.334,496.298004,24.962,768.101013,82.374001,313.078003,637.036011,-323.958008,100.504997,495.957001,1264.057983,,118.830002,11.555,172.548004,302.933014,246.434998,33.353001,279.787998,582.721012,0,0,381.399994,299.937012,681.337006,1264.058018,
05/31/1993,,44.154999,0,222.705994,499.803986,19.961,786.625977,80.316002,328.828003,666.440979,-337.613007,113.228996,522.373001,1308.999023,,132.300995,7.163,205.964005,345.428009,223.070999,33.534,256.605,602.033009,0,0,383.14801,323.817993,706.966003,1308.999012,
08/31/1993,,28.572001,0,201.177002,488.089996,21.006001,738.844971,90.001999,329.381012,671.741028,-342.359985,105.032997,524.416008,1263.260986,,135.569,6.692,214.595001,356.855988,157.539993,35.042999,192.582993,549.43898,0,0,384.970001,328.85199,713.821991,1263.260971,
11/30/1993,,43.868999,0,203.688004,541.176025,24.472,813.205017,91.704002,393.09201,749.607971,-356.515991,86.331001,571.127014,1384.332031,,131.259003,10.589,234.143005,375.990997,240.998993,35.252998,276.251991,652.242989,0,0,386.751007,345.338013,732.08902,1384.332008,
02/28/1994,,31.719999,0,219.576004,564.697021,25.254,841.247009,110.227997,410.615997,773.666016,-363.049988,89.213997,610.057991,1451.305054,,137.425003,9.779,209.307007,356.510986,312.584991,37.234001,349.818993,706.329979,0,0,388.125,356.850006,744.975006,1451.304985,
05/31/1994,,26.049,0,288.510986,545.757019,24.493,884.809998,113.625,419.071014,798.447021,-379.376007,91.503998,624.200012,1509.01001,,140.813995,12.364,231.007996,384.186005,310.678986,42.673,353.351986,737.537991,0,0,388.393005,383.07901,771.472015,1509.010006,
08/31/1994,,53.816002,0,277.682007,558.567993,22.777,912.843018,115.549004,444.165985,830.659973,-386.493988,104.848,664.562988,1577.406006,,168.175003,10.997,246.123001,425.295013,297.307007,55.833,353.140007,778.43502,0,0,388.875,410.096008,798.971008,1577.406029,
11/30/1994,,54.508999,0,295.411987,607.687988,29.377001,986.986023,112.606003,451.066986,858.388,-407.321014,102.109001,665.78199,1652.767944,,164.223007,6.719,248.483002,419.424988,342.316986,56.210999,398.527985,817.952972,0,0,389.519989,445.295013,834.815002,1652.767975,
02/28/1995,,7.832,0,347.73999,655.867004,35.705002,1047.144043,110.403999,494.803009,914.22998,-419.427002,213.845993,819.053001,1866.197021,,187.888,3.681,233.139008,424.708008,551.372986,61.900002,613.272987,1037.980995,0,0,391.916992,436.299011,828.216003,1866.196999,
05/31/1995,,14.356,0,372.484009,683.44397,38.911999,1109.196045,105.059998,507.154999,944.406982,-437.252014,225.050003,837.264999,1946.46106,,214.291,15.96,260.243011,490.493988,520.468994,62.256001,582.724995,1073.218983,0,0,392.967987,480.273987,873.241974,1946.460957,
08/31/1995,,27.700001,0,340.406006,678.784973,29.593,1076.484009,102.461998,525.528015,976.698975,-451.17099,256.533997,884.52401,1961.008057,,201.692001,24.955999,259.109985,485.757996,482.169006,83.814003,565.983009,1051.741005,0,0,394.084991,515.182007,909.266998,1961.008003,
11/30/1995,,4.666,0,375.730011,713.622986,33.804001,1127.822998,84.885002,560.513,1040.925049,-480.411987,275.667999,921.066002,2048.888916,,208.401993,23.57,246.326004,478.298004,543.257996,85.418999,628.676994,1106.974998,0,0,409.884003,532.030029,941.914032,2048.88903,
02/29/1996,,9.895,0,360.343994,713.778992,47.409,1131.427002,83.025002,600.263,1098.212036,-497.949005,311.570007,994.858009,2126.284912,,212.679001,26.938999,205.623001,445.240997,628.981995,109.526001,738.507996,1183.748993,0,0,410.921997,531.614014,942.536011,2126.285004,
05/31/1996,,9.474,0,428.192993,690.281006,43.527,1171.474976,81.397003,600.835999,1116.338989,-515.502991,313.90799,996.140991,2167.615967,,215.266006,31.153,219.774994,466.194,621.046021,110.239998,731.286018,1197.480019,0,0,411.445007,558.690979,970.135986,2167.616005,
08/31/1996,,16.106001,0,370.837006,679.382019,42.687,1109.011963,83.578003,621.309021,1155.494995,-534.185974,316.855011,1021.742035,2130.753906,,264.532013,27.882,231.813004,524.22699,468.013,129.639999,597.653,1121.87999,0,0,413.177002,595.697021,1008.874023,2130.754013,
11/30/1996,,19.257,0,421.350006,743.070984,58.814999,1242.493042,84.670998,683.781982,1238.530029,-554.747986,442.875,1211.32798,2453.821045,,252.804993,79.302002,262.677002,594.783997,690.585022,128.908997,819.494019,1414.278015,0,0,414.60199,624.940979,1039.542969,2453.820984,
02/28/1997,,3.808,0,426.984009,747.012024,60.110001,1237.91394,82.940002,694.664001,1270.411011,-575.747009,451.302002,1228.906006,2466.820068,,244.591003,51.089001,201.906006,497.585999,796.145996,126.403,922.548996,1420.134995,0,0,415.605011,631.080017,1046.685028,2466.820023,
05/31/1997,,6.538,0,479.910004,735.549988,52.316002,1274.313965,78.597,718.5,1310.662964,-592.163025,455.513,1252.610001,2526.924072,,284.098999,48.147999,220.438995,552.685974,781.737976,123.489998,905.227974,1457.913948,0,0,433.639008,635.370972,1069.009979,2526.923927,
08/31/1997,,22.239,0,438.558014,694.638,54.133999,1209.56897,82.417999,722.531006,1358.248047,-635.71698,359.684998,1164.634003,2374.202881,,296.122986,47.438999,330.460999,674.02301,710.421997,76.056999,786.478996,1460.502007,0,0,435.571014,478.130005,913.701019,2374.203026,
11/30/1997,,21.497,0,439.075989,685.296021,52.627998,1198.496948,81.275002,725.969971,1377.400024,-651.429993,359.738007,1166.982979,2365.47998,,260.484985,58.703999,329.510986,648.700012,702.73999,77.035004,779.774994,1428.475006,0,0,436.454987,500.549988,937.004974,2365.47998,
02/28/1998,,4.633,0,443.235992,710.257019,48.916,1207.041992,80.343002,730.155029,1390.418945,-660.263977,364.342987,1174.841019,2381.883057,,244.417999,59.558998,313.312012,617.289001,742.247009,76.822998,819.070007,1436.359009,0,0,444.960999,500.562988,945.523987,2381.882996,
