Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),(Income) Loss from Affiliates,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,660.352,660.352,-522.228,522.228,138.124,0.0,-623.444,125.926,37.906,459.612,-485.32,3.878,-3.626,0.1,-3.726,-0.243,-0.009,-481.442,68.329,,-413.113,0.0,0.0,0.0,-413.113,0.0,-413.113,0.0,0.0,-413.113,-29.89845,383.21455,86.428,-4.78,-4.78,-0.345935,86.428,-4.78,-4.78,-0.346083,
03/31/2012,497.055,497.055,-420.31,420.31,76.745,0.0,-533.027,91.82,36.084,405.123,-456.282,-0.204,-1.991,0.92,-2.911,0.984,1.211,-456.486,7.07,,-449.416,0.0,0.0,0.0,-449.416,0.0,-449.416,0.0,0.0,-449.416,142.456,591.872,86.507,-5.2,-5.2,1.646757,86.507,-5.2,-5.2,1.641897,
06/30/2012,957.332,957.332,-713.591,713.591,243.741,0.0,-104.082,52.184,32.365,19.533,139.659,-4.312,3.993,7.372,-3.379,-1.015,1.334,135.347,-24.364,,110.983,0.0,0.0,0.0,110.983,0.0,110.983,0.0,0.0,110.983,183.4028,72.4198,86.855,1.28,1.28,2.111597,87.653,1.27,1.27,2.09621,
09/30/2012,839.147,839.147,-600.431,600.431,238.716,0.0,-131.671,73.507,32.372,25.792,107.045,3.716,-0.503,2.902,-3.405,-0.003,-3.21,110.761,-22.844,,87.917,0.0,0.0,0.0,87.917,0.0,87.917,0.0,0.0,87.917,143.22325,55.30625,86.992,1.01,1.01,1.646396,87.765,1.0,1.0,1.630163,
12/31/2012,1075.011,1075.011,-781.464,781.464,293.547,0.0,-121.532,63.417,31.639,26.476,172.015,-1.441,-0.435,2.694,-3.129,2.156,-0.28,170.574,-16.396,,154.178,0.0,0.0,0.0,154.178,0.0,154.178,0.0,0.0,154.178,204.5816,50.4036,87.084,1.77,1.77,2.349244,88.549,1.74,1.74,2.309217,
03/31/2013,755.205,755.205,-585.879,585.879,169.326,0.0,-108.119,74.465,29.931,3.723,61.207,4.982,-4.197,0.75,-4.947,-1.618,0.833,66.189,-7.047,,59.142,0.0,0.0,0.0,59.142,0.0,59.142,0.0,0.0,59.142,69.3662,10.2242,87.206,0.68,0.68,0.795429,89.377,0.66,0.66,0.774394,
06/30/2013,519.76,519.76,-379.662,379.662,140.098,0.0,-101.002,66.265,30.964,3.773,39.096,1.966,-2.53,0.875,-3.405,1.068,-0.504,41.062,-7.464,,33.598,0.0,0.0,0.0,33.598,0.0,33.598,0.0,0.0,33.598,44.02365,10.42565,89.201,0.38,0.38,0.493533,91.142,0.37,0.37,0.484389,
09/30/2013,1265.587,1265.587,-901.553,901.553,364.034,0.0,-156.13,63.87,34.984,57.276,207.904,0.784,-3.922,0.275,-4.197,0.705,2.433,208.688,-13.65,,195.038,0.0,0.0,0.0,195.038,0.0,195.038,0.0,0.0,195.038,277.9704,82.9324,98.72,1.98,1.98,2.815746,100.378,1.94,1.94,2.766201,
12/31/2013,768.437,768.437,-579.141,579.141,189.296,0.0,-128.974,65.661,38.421,24.892,60.322,2.17,,,-4.219,0.104,1.945,62.492,2.982,-0.214,65.26,0.0,0.0,0.0,65.26,0.0,65.26,0.0,0.0,65.26,95.9207,30.6607,99.471,0.66,0.66,0.964308,101.26,0.64,0.64,0.942792,
03/31/2014,950.158,950.158,-713.447,713.447,236.711,0.0,-97.437,58.664,38.773,0.0,139.274,1.558,-3.911,0.41,-4.321,0.579,1.774,140.832,-28.853,0.028,112.007,0.0,0.0,0.0,112.007,0.0,112.007,0.0,0.0,112.007,112.007,0.0,99.591,1.12,1.12,1.12,101.822,1.1,1.1,1.1,
06/30/2014,544.353,544.353,-451.628,451.628,92.725,0.0,-90.817,57.667,32.659,0.491,1.908,2.458,-3.603,0.93,-4.533,-0.021,1.166,4.366,2.166,-2.004,4.528,0.0,0.0,0.0,4.528,0.0,4.528,0.0,0.0,4.528,4.84715,0.31915,100.148,0.05,0.05,0.0484,101.814,0.04,0.04,0.043135,
09/30/2014,890.288,890.288,-700.886,700.886,189.402,0.0,-105.527,66.528,37.593,1.406,83.875,3.355,-4.208,0.089,-4.297,-0.905,1.758,87.23,6.948,-4.345,89.833,0.0,0.0,0.0,89.833,0.0,89.833,0.0,0.0,89.833,64.5469,-25.2861,100.197,0.9,0.9,0.6442,101.415,0.89,0.89,0.640667,
12/31/2014,1007.993,1007.993,-699.611,699.611,308.382,0.0,-109.161,70.968,34.944,3.249,199.221,3.27,-4.326,0.553,-4.879,1.269,-0.213,202.491,-10.545,1.372,193.318,0.0,0.0,0.0,193.318,0.0,193.318,0.0,0.0,193.318,195.42985,2.11185,100.246,1.93,1.93,1.949503,101.509,1.9,1.9,1.920805,
03/31/2015,469.209,469.209,-430.228,430.228,38.981,0.0,-109.094,67.688,34.756,6.65,-70.113,3.39,-4.87,0.194,-5.064,0.221,1.259,-66.723,5.98,-0.174,-60.917,0.0,0.0,0.0,-60.917,0.0,-60.917,0.0,0.0,-60.917,-56.5945,4.3225,100.375,-0.61,-0.61,-0.563831,100.375,-0.61,-0.61,-0.566936,
06/30/2015,896.217,896.217,-731.734,731.734,164.483,0.0,-107.35,70.901,29.479,6.97,57.133,1.483,-5.232,0.826,-6.058,2.957,0.792,58.616,33.34,1.929,93.885,0.0,0.0,0.0,93.885,0.0,93.885,0.0,0.0,93.885,56.4155,-37.4695,100.852,0.93,0.93,0.559389,101.607,0.92,0.92,0.551231,
09/30/2015,1271.245,1271.245,-786.88,786.88,484.365,0.0,-86.544,53.716,29.63,3.198,397.821,0.066,-3.547,1.775,-5.322,1.803,1.678,397.887,-48.454,-0.115,349.318,0.0,0.0,0.0,349.318,0.0,349.318,0.0,0.0,349.318,351.3967,2.0787,100.906,3.46,3.46,3.482416,102.299,3.41,3.41,3.43032,
12/31/2015,942.324,942.324,-710.886,710.886,231.438,0.0,-99.615,62.887,36.728,0.0,131.823,-1.768,-1.892,4.18,-6.072,1.887,1.773,130.055,15.29,18.79,164.135,0.0,0.0,0.0,164.135,0.0,164.135,0.0,0.0,164.135,164.135,0.0,101.4,1.62,1.62,1.62,102.293,1.6,1.6,1.6,
03/31/2016,876.068,876.068,-598.457,598.457,277.611,0.0,-97.69,67.503,30.187,0.0,179.921,34.077,-1.764,4.642,-6.406,3.24,-35.553,213.998,-28.031,9.669,195.636,0.0,0.0,0.0,195.636,0.0,195.636,0.0,0.0,195.636,195.636,0.0,101.853,1.92,1.92,1.92,102.919,1.9,1.9,1.9,
06/30/2016,1016.424,1016.424,-834.373,834.373,182.051,0.0,-182.294,63.776,32.931,85.587,-0.243,3.408,0.622,7.151,-6.529,2.723,-6.753,3.165,-7.288,-7.292,-11.415,0.0,0.0,0.0,-11.415,0.0,-11.415,0.0,0.0,-11.415,61.772,73.187,102.287,-0.11,-0.11,0.603909,102.287,-0.11,-0.11,0.603909,
09/30/2016,681.276,681.276,-510.368,510.368,170.908,0.0,-97.584,60.345,32.173,5.066,73.324,4.454,-0.331,5.563,-5.894,2.296,-6.419,77.778,68.205,4.474,150.457,0.0,0.0,0.0,150.457,0.0,150.457,0.0,0.0,150.457,126.112998,-24.344002,103.339,1.46,1.46,1.220381,103.684,1.45,1.45,1.21521,
12/31/2016,330.795,330.795,-322.947,322.947,7.848,0.0,-829.001,70.37,29.471,729.16,-821.153,-11.039,-3.182,3.182,-6.364,5.748,8.473,-832.192,-56.053,137.455,-750.79,0.0,0.0,0.0,-750.79,0.0,-750.79,0.0,0.0,-750.79,-12.556398,738.233602,103.97,-7.22,-7.22,-0.120769,103.97,-7.22,-7.22,-0.120769,
03/31/2017,891.791,891.791,-807.607,807.607,84.184,0.0,-92.179,48.199,22.799,21.181,-7.995,23.355,2.752,9.169,-6.417,-0.246,-25.861,15.36,-5.679,-0.552,9.129,0.0,0.0,0.0,9.129,0.0,9.129,0.0,0.0,9.129,32.6239,23.4949,104.103,0.09,0.09,0.313381,104.41,0.09,0.09,0.313381,
06/30/2017,623.326,623.326,-512.433,512.433,110.893,0.0,-96.965,48.957,21.341,26.667,13.928,-3.962,-1.181,6.374,-7.555,2.444,2.699,9.966,40.028,1.969,51.963,0.0,0.0,0.0,51.963,0.0,51.963,0.0,0.0,51.963,80.2601,28.2971,104.338,0.5,0.5,0.769232,104.611,0.5,0.5,0.769232,
09/30/2017,1087.026,1087.026,-795.226,795.226,291.8,0.0,-84.811,50.546,20.85,13.415,206.989,2.293,-4.243,4.149,-8.392,3.968,-2.018,209.282,-7.58,4.045,205.747,0.0,0.0,0.0,205.747,0.0,205.747,0.0,0.0,205.747,219.062,13.315,104.432,1.97,1.97,2.097652,105.66,1.95,1.95,2.076017,
12/31/2017,339.181,339.181,-277.111,277.111,62.07,0.0,-97.141,54.997,23.583,18.561,-35.071,2.578,-7.267,6.073,-13.34,3.474,1.215,-32.493,-398.765,-1.196,-432.454,0.0,0.0,0.0,-432.454,0.0,-432.454,0.0,0.0,-432.454,-1.60705,430.84695,104.448,-4.14,-4.14,-0.015386,104.448,-4.14,-4.14,-0.015386,
03/31/2018,567.265,567.265,-394.467,394.467,172.798,0.0,-98.534,41.126,20.324,37.084,74.264,22.059,-6.642,5.182,-11.824,2.517,-17.934,96.323,-11.625,-1.747,82.951,0.0,0.0,0.0,82.951,0.0,82.951,0.0,0.0,82.951,96.86606,13.91506,104.55,0.79,0.79,0.926505,106.305,0.78,0.78,0.910898,
06/30/2018,309.318,309.318,-317.376,317.376,-8.058,0.0,-95.576,50.854,20.37,24.352,-103.634,8.894,-10.8,6.065,-16.865,-2.422,4.328,-94.74,6.164,40.085,-48.491,0.0,0.0,0.0,-48.491,0.0,-48.491,0.0,0.0,-48.491,-29.25529,19.23571,105.208,-0.46,-0.46,-0.278071,105.208,-0.46,-0.46,-0.278071,
09/30/2018,676.22,676.22,-547.093,547.093,129.127,0.0,-70.652,33.539,22.39,14.723,58.475,4.904,-13.258,3.198,-16.456,2.383,5.971,63.379,-2.396,-3.233,57.75,0.0,0.0,0.0,57.75,0.0,57.75,0.0,0.0,57.75,70.30152,12.55152,104.804,0.55,0.55,0.67079,106.163,0.54,0.54,0.658229,
12/31/2018,691.241,691.241,-592.931,592.931,98.31,0.0,-87.302,51.338,21.388,14.576,11.008,37.177,-3.167,11.476,-14.643,-1.908,-32.102,48.185,4.416,-0.485,52.116,0.0,0.0,0.0,52.116,0.0,52.116,0.0,0.0,52.116,37.3667,-14.7493,104.845,0.5,0.5,0.356399,105.819,0.49,0.49,0.350618,
03/31/2019,531.978,531.978,-531.866,531.866,0.112,0.0,-76.751,45.352,21.877,9.522,-76.639,7.819,-4.138,10.121,-14.259,-0.172,-3.509,-68.82,1.394,-0.173,-67.599,0.0,0.0,0.0,-67.599,0.0,-67.599,0.0,0.0,-67.599,-71.66118,-4.06218,105.046,-0.64,-0.64,-0.682189,105.046,-0.64,-0.64,-0.682189,
06/30/2019,584.956,584.956,-507.774,507.774,77.182,0.0,-85.766,50.934,24.395,10.437,-8.584,1.877,-4.589,8.921,-13.51,-1.726,4.438,-6.707,-11.744,-0.097,-18.548,0.0,0.0,0.0,-18.548,0.0,-18.548,0.0,0.0,-18.548,-10.30277,8.24523,105.369,-0.18,-0.18,-0.097778,105.369,-0.18,-0.18,-0.101749,
09/30/2019,546.806,546.806,-408.443,408.443,138.363,0.0,-97.059,53.542,24.912,18.605,41.304,4.288,-6.478,4.976,-11.454,-1.209,3.399,45.592,-15.035,0.065,30.622,0.0,0.0,0.0,30.622,0.0,30.622,0.0,0.0,30.622,45.31995,14.69795,105.397,0.29,0.29,0.429993,106.227,0.29,0.29,0.428364,
12/31/2019,1399.377,1399.377,-1065.822,1065.822,333.555,0.0,-451.421,55.643,25.427,370.351,-117.866,27.672,-6.615,3.048,-9.663,0.816,-21.873,-90.194,30.865,-0.079,-59.408,0.0,0.0,0.0,-59.408,0.0,-59.408,0.0,0.0,-59.408,212.94134,272.34934,105.425,-0.56,-0.56,2.019837,105.425,-0.56,-0.56,2.019837,
03/31/2020,532.124,532.124,-441.786,441.786,90.338,0.0,-88.682,58.587,25.613,4.482,1.656,-0.079,-2.541,6.789,-9.33,0.398,2.222,1.577,89.215,-0.088,90.704,0.0,0.0,0.0,90.704,0.0,90.704,0.0,0.0,90.704,83.34278,-7.36122,105.595,0.86,0.86,0.789268,106.386,0.85,0.85,0.780806,
06/30/2020,642.411,642.411,-504.951,504.951,137.46,0.0,-86.564,51.77,22.483,12.311,50.896,-4.074,-0.42,3.254,-3.674,1.299,3.195,46.822,-10.214,0.303,36.911,0.0,0.0,0.0,36.911,0.0,36.911,0.0,0.0,36.911,46.43998,9.52898,105.927,0.35,0.35,0.438415,106.473,0.35,0.35,0.438415,
09/30/2020,681.455,,,,151.5147047,,,,,,58.875,,,,,,,77.9,,,67.838,,,,,,67.838,,,67.838,73.686,,,0.649,0.649,0.632,,0.649,0.649,0.632,
12/31/2020,824.727,,,,208.02913848,,,,,,103.15,,,,,,,126.75,,,103.688,,,,,,103.688,,,103.688,113.943,,,0.986,0.986,1.151,,0.986,0.986,1.151,
