Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
11/02/1991,247.007996,,-172.345001,,74.662994,,-58.112,,,,16.551001,0.613,,0.939,,,-1.552,17.164001,-5.321,11.843,,,,11.843001,,11.843,,,11.843,11.843,,106.585999,0.11,0.11,,106.585999,0.11,0.11,0.11,
02/01/1992,295.605988,,-200.449997,,95.155991,,-66.682999,,,,28.473,1.047,,0.899,,,-1.946,29.52,-9.825,19.695,,,,19.695,,19.695,,,19.695,19.695,,101.174004,0.185,0.185,0.185,101.174004,0.185,0.185,0.185,
05/02/1992,262.462006,,-178.542999,,83.919006,,-61.592999,,,,22.326,1.317,,0.782,,,-2.099,23.643,-7.518,16.125,,,,16.125,,16.125,,,16.125,16.125,,108.459999,0.15,0.15,,108.459999,0.15,0.15,0.15,
08/01/1992,289.605988,,-198.826996,,90.778992,,-60.625,,,,30.153999,1.703,,0.776,,,-2.479,31.856999,-10.131,21.726,,,,21.726,,21.726,,,21.726,21.726,,108.522003,0.2,0.2,,108.522003,0.2,0.2,0.2,
10/31/1992,289.479004,,-198.587997,,90.891006,,-66.675003,,,,24.216,1.275,,0.768,,,-2.043,25.491,-8.106,17.385,,,,17.385,,17.385,,,17.385,17.385,,108.57,0.16,0.16,,108.57,0.16,0.16,0.16,
01/30/1993,337.166992,,-229.005005,,108.161987,,-71.913002,,,,36.249001,1.893,,0.632,,0.0,-2.525,38.142001,-12.251,25.891001,0.0,,,25.891001,0.0,25.891001,0.0,,25.891001,25.891001,,109.014,0.24,0.24,0.24,109.014,0.24,0.24,0.24,
05/01/1993,275.299011,,-190.082993,,85.216019,,-62.960999,,,,22.254999,1.526,,0.649,,0.0,-2.175,23.780999,-7.562,16.219,-3.991,,,20.209999,0.0,20.209999,0.0,,20.209999,20.209999,,108.719566,0.19,0.15,,108.719566,0.19,0.15,0.15,
07/31/1993,308.636993,,-212.016998,,96.619995,,-68.560997,,,,28.059,2.15,,0.69,,0.0,-2.84,30.209,-9.607,20.601999,0.0,,,20.602,0.0,20.601999,0.0,,20.601999,20.601999,,108.560402,0.19,0.19,,108.560402,0.19,0.19,0.19,
10/30/1993,313.0,,-218.630005,,94.369995,,-73.694,,,,20.676001,1.557,,0.614,,0.0,-2.171,22.233001,-7.07,15.163,0.0,,,15.163,0.0,15.163,0.0,,15.163,15.163,,108.214996,0.14,0.14,,108.214996,0.14,0.14,0.14,
01/29/1994,357.186005,,-242.651001,,114.535004,,-80.587997,,,,33.946999,1.562,,0.604,,0.0,-2.166,35.508999,-11.728,23.781,0.0,,,23.780999,0.0,23.781,0.0,,23.781,23.781,,106.118507,0.22,0.22,0.22,106.118507,0.22,0.22,0.22,
04/30/1994,297.610992,,-210.714996,,86.895996,,-67.922997,,,,18.973,1.609,,0.566,,0.0,-2.175,20.582,-6.627,13.955,0.0,,,13.955,0.0,13.955,0.0,,13.955,13.955,,108.144997,0.13,0.13,,108.144997,0.13,0.13,0.13,
06/30/1994,323.416992,,-229.735001,,93.681992,,-68.848999,,,,24.833,1.811,,0.585,,0.0,-2.396,26.644,-8.58,18.063999,0.0,,,18.064,0.0,18.063999,0.0,,18.063999,18.063999,,107.514999,0.17,0.17,,107.514999,0.17,0.17,0.17,
10/29/1994,306.28299,,-229.022003,,77.260986,,-69.945,,,,7.316,1.924,,0.561,,0.0,-2.485,9.24,-1.733,7.507,0.0,,,7.507,0.0,7.507,0.0,,7.507,7.507,,107.053497,0.07,0.07,,107.053497,0.07,0.07,0.07,
01/28/1995,345.381989,,-262.665985,,82.716003,,-78.373001,,,,4.343,1.71,,0.592,,0.0,-2.302,6.053,-0.89,5.163,0.0,,,5.163,0.0,5.163,0.0,,5.163,5.163,,106.115997,0.05,0.05,,106.115997,0.05,0.05,0.05,
04/29/1995,244.341995,,-186.776993,,57.565002,,-65.001999,,,,-7.437,1.368,,0.539,,0.0,-1.907,-6.069,1.699,-4.37,0.0,,,-4.37,0.0,-4.37,0.0,,-4.37,-4.37,,102.921997,-0.04,-0.04,,102.921997,-0.04,-0.04,-0.04,
06/30/1995,268.447998,,-207.731003,,60.716995,,-69.023003,,,,-8.306,1.439,,0.481,,0.0,-1.92,-6.867,3.734,-3.133,0.0,,,-3.133,0.0,-3.133,0.0,,-3.133,-3.133,,103.000999,-0.03,-0.03,,103.000999,-0.03,-0.03,-0.03,
10/28/1995,267.772003,,-227.481003,,40.291,,-79.422997,,,,-39.132,0.534,,0.435,,0.0,-0.969,-38.598,13.892,-24.705999,0.0,,,-24.706,0.0,-24.705999,0.0,,-24.705999,-24.705999,,103.066002,-0.24,-0.24,-0.24,103.066002,-0.24,-0.24,-0.24,
02/03/1996,321.821991,,-295.075012,,26.746979,,-85.848999,,,,-59.102001,-104.351999,,2.211,,0.0,102.140999,-163.454,56.422001,-107.031998,0.0,,,-107.031999,0.0,-107.031998,0.0,,-107.031998,-107.031998,,103.038002,-1.04,-1.04,,103.038002,-1.04,-1.04,-1.04,
05/04/1996,237.453995,,-184.121994,,53.332001,,-59.400002,,,,-6.068,-2.369,,2.888,,0.0,-0.519,-8.437,2.279,-6.158,0.0,,,-6.158,0.0,-6.158,0.0,,-6.158,-6.158,,103.509003,-0.06,-0.06,-0.06,103.509003,-0.06,-0.06,-0.06,
08/03/1996,266.678009,,-204.600998,,62.077011,,-61.624001,,,,0.453,-0.035,,1.606,,0.0,-1.571,0.418,-0.114,0.304,0.0,,,0.304,0.0,0.304,0.0,,0.304,0.304,,107.017998,0.0,0.0,0.0,107.017998,0.0,0.0,0.0,
11/02/1996,242.367996,,-188.181,,54.186996,,-58.921001,,,,-4.734,-0.203,,2.646,,0.0,-2.443,-4.937,1.333,-3.604,0.0,,,-3.604,0.0,-3.604,0.0,,-3.604,-3.604,,105.311996,-0.03,-0.03,-0.03,105.311996,-0.03,-0.03,-0.03,
02/01/1997,269.796997,,-205.766998,,64.029999,,-61.486,,,,2.544,0.492,,2.439,,0.0,-2.931,3.036,-0.815,2.221,0.0,,,2.221,0.0,2.221,0.0,,2.221,2.221,,106.755997,0.02,0.02,0.02,106.755997,0.02,0.02,0.02,
05/03/1997,235.688004,,-182.951004,,52.737,,-56.855,,,,-4.118,0.772,,2.621,,0.0,-3.393,-3.346,1.004,-2.342,0.0,,,-2.342,0.0,-2.342,0.0,,-2.342,-2.342,,105.625,-0.02,-0.02,-0.02,105.625,-0.02,-0.02,-0.02,
08/02/1997,265.696014,,-198.322006,,67.374008,,-58.410999,,,,8.963,1.116,,2.559,,0.0,-3.675,10.079,-3.226,6.853,0.0,,,6.853,0.0,6.853,0.0,,6.853,6.853,,105.805,0.06,0.06,0.06,107.334,0.06,0.06,0.06,
11/01/1997,236.203003,,-179.908005,,56.294998,,-57.882999,,,,-1.588,14.851,,2.59,,0.0,-17.441,13.263,-4.637,8.626,0.0,,,8.626,0.0,8.626,0.0,,8.626,8.626,,106.087997,0.08,0.08,0.0,107.763,0.08,0.08,0.0,
01/31/1998,278.950012,,-211.528,,67.422012,,-59.870998,,,,7.551,1.875,,2.62,,0.0,-4.495,9.426,-3.229,6.197,0.0,,,6.197,0.0,6.197,0.0,,6.197,6.197,,105.678001,0.06,0.06,0.06,107.081001,0.06,0.06,0.06,
05/02/1998,244.031006,,-182.451996,,61.57901,,-60.105,,,,1.474,-32.092001,2.621,2.621,,0.0,29.471001,-30.618001,10.716,-19.902,0.0,,,-19.902001,0.0,-19.902,0.0,,-19.902,-19.902,,100.606003,-0.2,-0.2,0.02,100.606003,-0.2,-0.2,0.02,
08/01/1998,279.15799,,-205.445007,,73.712982,,-60.535999,,,,13.177,1.173,2.619,2.619,,0.0,-3.792,14.35,-5.022,9.328,0.0,,,9.328,0.0,9.328,0.0,,9.328,9.328,,100.389999,0.09,0.09,0.09,119.977997,0.09,0.09,0.09,
10/31/1998,239.742004,,-180.147995,,59.594009,,-61.771999,,,,-2.178,1.526,2.395,2.395,,0.0,-3.921,-0.652,0.228,-0.424,0.0,,,-0.424,0.0,-0.424,0.0,,-0.424,-0.424,,98.860001,0.0,0.0,0.0,98.860001,0.0,0.0,0.0,
01/31/1999,272.229004,,-203.061996,,69.167007,,-64.334,,,,4.833,-18.902001,,2.417,,0.0,16.485001,-14.069,4.932,-9.137,0.0,,,-9.137,0.0,-9.137,0.0,,-9.137,-9.137,,97.908997,-0.09,-0.09,0.04,97.908997,-0.09,-0.09,0.04,
05/01/1999,258.975006,,-190.061996,,68.91301,,-62.625,,,,6.288,1.05,1.973,1.973,,0.0,-3.023,7.338,-2.568,4.77,-1.232,,,6.002,0.0,6.002,0.0,,6.002,6.002,,98.164001,0.06,0.05,0.05,98.533997,0.06,0.05,0.05,
07/31/1999,311.743011,,-214.772003,,96.971008,,-66.362,,,,30.608999,3.584,1.824,1.824,,0.0,-5.408,34.192999,-11.968,22.225,0.0,,,22.224999,0.0,22.225,0.0,,22.225,22.225,,98.308998,0.23,0.23,0.21,112.68,0.21,0.21,0.19,
10/30/1999,277.44101,,-199.177002,,78.264008,,-71.127998,,,,7.136,8.673,1.729,1.729,,0.0,-10.402,15.809001,-7.533,8.276,0.0,,,8.276001,0.0,8.276,0.0,,8.276,8.276,,98.386002,0.08,0.08,0.05,99.816002,0.08,0.08,0.05,
01/29/2000,348.369995,,-250.763,,97.606995,,-82.817001,,,,14.79,-1.451,,1.782,,0.0,-0.331,13.339,-4.783,8.556,0.0,,,8.556,0.0,8.556,0.0,,8.556,8.556,,99.578003,0.09,0.09,0.08,101.393997,0.08,0.08,0.07,
04/29/2000,383.391998,,-272.841003,,110.550995,,-93.971001,,,,16.58,-2.109,2.109,2.109,,,0.0,14.471,-5.528,8.943,,,,8.943,,8.943,,,8.943,8.943,,100.849998,0.09,0.09,0.09,115.003998,0.09,0.09,0.09,
07/29/2000,430.865997,,-295.743988,,135.122009,,-90.239998,,,,44.882,-2.093,2.093,2.093,,,0.0,42.789,-16.344999,26.444,,,,26.444001,,26.444,,,26.444,26.444,,101.121002,0.26,0.26,0.26,114.947998,0.24,0.24,0.24,
10/28/2000,368.60199,,-256.609009,,111.992981,,-96.818001,,,,15.175,-2.393,2.393,2.393,,0.0,0.0,12.782,-4.883,7.899,0.0,,,7.899,0.0,7.899,0.0,0.0,7.899,7.899,,101.154999,0.08,0.08,0.08,101.982002,0.08,0.08,0.08,
02/03/2001,431.825989,,-309.359985,,122.466003,,-108.043999,,,,14.422,0.188,,2.299,,0.0,-2.487,14.61,-6.258,8.352,0.54,,,7.812,0.0,7.812,0.0,,7.812,7.812,,101.348999,0.09,0.08,0.08,115.296997,0.09,0.08,0.08,
05/05/2001,397.343994,,-285.575989,,111.768005,,-95.709999,,,,16.058001,-2.385,2.385,2.385,,0.0,0.0,13.673001,-5.305,8.368,0.0,,,8.368001,0.0,8.368,0.0,0.0,8.368,8.368,,101.154999,0.08,0.08,0.08,101.982002,0.08,0.08,0.08,
08/04/2001,404.321991,,-291.881012,,112.440979,,-85.774002,,,,26.667,-2.386,2.386,2.386,,0.0,0.0,24.281,-9.421,14.86,0.0,,,14.86,0.0,14.86,0.0,0.0,14.86,14.86,,101.376999,0.15,0.15,0.15,115.224998,0.14,0.14,0.14,
11/03/2001,549.294983,,-396.026001,,153.268982,,-147.468994,,,,5.8,-5.538,6.636,6.636,,0.0,-1.098,0.262,-0.102,0.16,0.0,,,0.16,0.0,0.16,0.0,0.0,0.16,0.16,,109.579002,0.0,0.0,0.0,110.542999,0.0,0.0,0.0,
02/02/2002,642.882,,-482.118,,160.764,,-162.136,,,,-1.372,-41.37,7.294,7.294,0.0,0.0,34.076,-42.742,14.948,-27.794,0.0,,,-27.794,0.0,-27.794,0.0,0.0,-27.794,-27.794,,111.257,-0.25,-0.25,-0.03,111.257,-0.25,-0.25,-0.03,
05/04/2002,630.616028,,-438.808014,,191.808014,,-159.156006,,,,32.652,-6.358,6.802,6.802,,,-0.444,26.294,-10.044,16.25,,,,16.250001,0.061,16.311001,,,16.311001,16.311001,,111.740997,0.15,0.15,0.15,127.002998,0.14,0.14,0.14,
08/03/2002,638.307007,,-441.246002,,197.061005,,-151.391006,,,,45.669998,-4.959,5.678,5.678,,,-0.719,40.710998,-15.552,25.159,,,,25.158998,0.39,25.549,,,25.549,25.549,,115.621002,0.22,0.22,0.22,137.210007,0.2,0.2,0.2,
11/02/2002,542.33197,,-389.747986,,152.583984,,-148.322998,,,,4.261,-2.618,4.667,4.667,,,-2.049,1.643,-1.177,0.466,,,,0.466,0.036,0.502,,,0.502,0.502,,115.605003,0.0,0.0,-0.01,116.611,0.0,0.0,-0.01,
02/01/2003,601.153992,,-451.394012,,149.75998,,-144.576004,,,,5.184,0.784,,3.145,,0.0,-3.929,5.968,-2.282,3.686,0.0,,,3.686,0.192,3.878,0.0,0.0,3.878,3.878,,112.274002,0.03,0.03,0.01,112.559998,0.03,0.03,0.01,
05/03/2003,564.286,,-395.488,,168.798,,-149.696,,,,19.102,-3.381,3.805,3.805,,,-0.424,15.721,-6.116,9.605,0.0,,,9.605,0.084,9.689,,,9.689,9.689,,112.361,0.09,0.09,0.09,127.728,0.08,0.08,0.08,
08/02/2003,605.456,,-428.425,,177.031,,-143.288,,,,33.743,-3.309,3.849,3.849,,,-0.54,30.434,-11.838,18.596,,,,18.596,0.049,18.645,,,18.645,18.645,,112.421,0.17,0.17,0.17,128.41,0.15,0.15,0.15,
11/01/2003,530.291,,-381.154,,149.137,0.0,-141.867,141.719,,0.148,7.27,-3.779,,4.123,,,-0.344,3.491,-1.341,2.15,,,,2.15,0.009,2.159,0.0,0.0,2.159,2.159,,112.533,0.02,0.02,0.02,114.956,0.02,0.02,0.02,
01/31/2004,585.647,,-437.749,,147.898,,-134.931,,,,12.967,-3.09,3.832,3.832,0.0,,-0.742,9.877,-2.328,7.549,,,,7.549,0.0,7.549,0.0,0.0,7.549,7.549,,112.649,0.07,0.07,0.07,143.138,0.05,0.05,0.05,
05/01/2004,592.738,,-400.387,,192.351,,-148.85,,,,43.501,-3.489,3.883,3.883,,0.0,-0.394,40.012,-13.084,26.928,0.0,,,26.928,0.0,26.928,0.0,0.0,26.928,26.928,,113.297,0.24,0.24,0.24,130.382,0.22,0.22,0.22,
07/31/2004,611.737,,-430.028,,181.709,,-133.361,,,,48.348,-3.465,3.88,3.88,,0.0,-0.415,44.883,-17.145,27.738,0.0,,,27.738,0.0,27.738,0.0,0.0,27.738,27.738,,115.908,0.24,0.24,0.24,133.003,0.22,0.22,0.22,
10/30/2004,541.759,,-377.457,,164.302,,-150.374,,,,13.928,-3.093,3.876,3.876,,0.0,-0.783,10.835,-3.803,7.032,0.0,,,7.032,0.0,7.032,0.0,0.0,7.032,7.032,,117.217,0.06,0.06,0.06,118.633,0.06,0.06,0.06,
01/29/2005,586.099976,,-428.428009,,157.671967,,-147.231995,,,,10.44,-2.465,,3.971,,0.0,-1.506,7.975,-3.11,4.865,0.0,,,4.865,0.0,4.865,0.0,0.0,4.865,4.865,,118.362,0.04,0.04,0.04,120.310997,0.04,0.04,0.04,
04/30/2005,603.353,,-403.922,,199.431,,-150.938,,,,48.493,-1.11,3.925,3.925,,0.0,-2.815,47.383,-17.366,30.017,0.0,,,30.017,0.0,30.017,0.0,0.0,30.017,30.017,,118.984,0.25,0.25,0.25,135.743,0.23,0.23,0.23,
07/30/2005,689.075,,-467.014,,222.061,,-157.067,,,,64.994,-2.727,4.712,4.712,,0.0,-1.985,62.267,-22.843,39.424,0.0,,,39.424,0.0,39.424,0.0,0.0,39.424,39.424,,119.452,0.33,0.33,0.33,136.609,0.3,0.3,0.3,
10/29/2005,663.677,,-461.806,,201.871,,-181.275,,,,20.596,-3.043,4.797,4.797,,0.0,-1.754,17.553,-6.791,10.762,0.0,,,10.762,0.0,10.762,0.0,0.0,10.762,10.762,,120.102,0.09,0.09,0.09,137.552,0.09,0.09,0.09,
01/28/2006,799.62,,-581.605,,218.015,,-189.473,,,,28.542,-3.344,4.477,4.477,,0.0,-1.133,25.198,-6.01,19.188,0.0,,,19.188,0.0,19.188,0.0,0.0,19.188,19.188,,120.79,0.16,0.16,0.16,138.35,0.15,0.15,0.15,
04/29/2006,734.922,,-499.288,,235.634,,-183.232,,,,52.402,-2.576,4.124,4.124,,0.0,-1.548,49.826,-17.765,32.061,0.0,,,32.061,0.0,32.061,0.0,0.0,32.061,32.061,,121.813,0.26,0.26,0.26,139.427,0.24,0.24,0.24,
07/29/2006,763.353,,-532.244,,231.109,,-178.941,,,,52.168,-0.945,3.811,3.811,,0.0,-2.866,51.223,-18.66,32.563,0.0,,,32.563,0.0,32.563,0.0,0.0,32.563,32.563,,122.125,0.27,0.27,0.27,139.354,0.24,0.24,0.24,
10/28/2006,695.278,,-480.818,,214.46,,-183.435,,,,31.025,-1.466,3.54,3.54,,0.0,-2.074,29.559,-10.202,19.357,0.0,,,19.357,0.0,19.357,0.0,0.0,19.357,19.357,,122.586,0.16,0.16,0.16,139.932,0.15,0.15,0.15,
02/03/2007,873.964,,-629.534,,244.43,,-207.501,,,,36.929,-1.414,3.271,3.271,,0.0,-1.857,35.515,-10.573,24.942,0.0,,,24.942,0.0,24.942,0.0,0.0,24.942,24.942,,123.028,0.2,0.2,0.2,140.339,0.18,0.18,0.18,
05/05/2007,696.614,,-473.151,,223.463,,-180.098,180.098,,0.0,43.365,-1.933,,3.263,,,-1.33,41.432,-14.966,26.466,0.168,,,26.298,0.0,26.298,0.0,0.0,26.298,26.298,,123.003,0.21,0.22,0.22,139.938,0.2,0.2,0.2,
08/04/2007,694.359,,-485.236,,209.123,,-176.223,176.223,,0.0,32.9,0.953,,2.818,,,-3.771,33.853,-12.959,20.894,2.615,,,18.279,0.0,18.279,0.0,0.0,18.279,18.279,,123.865,0.15,0.17,0.17,130.236,0.14,0.16,0.16,
11/03/2007,599.665,,-429.175,,170.49,,-172.423,172.423,,0.0,-1.933,0.48,,2.206,,0.0,-2.686,-1.453,-0.287,-1.74,1.828,,,-3.568,0.0,-3.568,0.0,0.0,-3.568,-3.568,,121.196,-0.03,-0.01,-0.0235,121.196,-0.03,-0.01,-0.0235,
02/02/2008,731.824,,-568.732,,163.092,,-188.564,,,,-25.472,-33.788,,2.265,,0.0,31.523,-59.26,14.354,-44.906,79.516,,,-124.422,0.0,-124.422,0.0,0.0,-124.422,-124.422,,116.576,-1.07,-0.39,-0.15,116.576,-1.07,-0.39,-0.15,
05/03/2008,641.346,641.346,-447.183,447.183,194.163,0.0,-190.406,186.795,,3.611,3.757,-4.446,,4.961,,,-0.515,-0.689,-0.26,-0.949,45.894,45.894,0.0,-46.843,0.0,-46.843,0.0,0.0,-46.843,3.861,4.81,114.588,-0.41,-0.01,0.033695,114.588,-0.41,-0.01,0.031976,
08/02/2008,648.616,648.616,-345.786,345.786,302.83,0.0,-308.022,164.469,22.988,120.565,-5.192,-4.05,,4.842,,,-0.792,-9.242,3.719,-5.523,5.153,5.153,0.0,-10.676,0.0,-10.676,0.0,0.0,-10.676,5.527,11.05,114.342,-0.09,-0.05,0.048337,114.342,-0.09,-0.05,0.04664,
11/02/2008,553.066,553.066,-299.196,299.196,253.87,0.0,-322.628,166.338,23.131,133.159,-68.758,-2.986,,4.862,,,-1.876,-71.744,11.858,-59.886,23.875,23.875,0.0,-83.761,0.0,-83.761,0.0,0.0,-83.761,-42.59145,17.29455,114.877,-0.73,-0.52,-0.370757,114.877,-0.73,-0.52,-0.370757,
01/31/2009,631.87,631.87,-367.978,367.978,263.892,0.0,-372.508,172.976,21.111,178.421,-108.616,-3.548,,4.795,,,-1.247,-112.164,-1.829,-113.993,0.0,0.0,0.0,-113.993,0.0,-113.993,0.0,0.0,-113.993,-68.376,45.617,114.953,-0.99,-0.99,-0.594817,114.953,-0.99,-0.99,-0.594817,
05/02/2009,538.136,538.136,-250.561,250.561,287.575,0.0,-288.845,157.502,20.082,111.261,-1.27,-0.571,,5.02,,,-4.449,-1.841,-4.72,-6.561,0.0,0.0,0.0,-6.561,0.0,-6.561,0.0,0.0,-6.561,-3.6659,2.8951,115.18,-0.06,-0.06,-0.031828,115.18,-0.06,-0.06,-0.034865,
08/01/2009,527.217,527.217,-263.358,263.358,263.859,0.0,-261.323,134.279,19.192,107.852,2.536,3.111,,4.485,,,-7.596,5.647,-0.664,4.983,0.0,0.0,0.0,4.983,0.0,4.983,0.0,0.0,4.983,5.27875,0.29575,115.612,0.04,0.04,0.045659,118.931,0.04,0.04,0.042487,
10/31/2009,460.237,460.237,-223.421,223.421,236.816,0.0,-276.884,135.479,18.26,123.145,-40.068,-3.36,,4.822,,,-1.462,-43.428,-4.934,-48.362,0.0,0.0,0.0,-48.362,0.0,-48.362,0.0,0.0,-48.362,-30.90235,17.45965,115.816,-0.42,-0.42,-0.266823,115.816,-0.42,-0.42,-0.269247,
01/30/2010,539.012,539.012,-303.645,303.645,235.367,0.0,-284.113,155.681,18.768,109.664,-48.746,-3.166,,4.472,,,-1.306,-51.912,23.89,-28.022,0.0,0.0,0.0,-28.022,0.0,-28.022,0.0,0.0,-28.022,-17.6558,10.3662,115.897,-0.24,-0.24,-0.15234,115.897,-0.24,-0.24,-0.15234,
05/01/2010,504.805,504.805,-228.216,228.216,276.589,0.0,-269.097,159.173,16.811,93.113,7.492,-4.336,,4.474,,,-0.138,3.156,0.739,3.895,0.0,0.0,0.0,3.895,0.0,3.895,0.0,0.0,3.895,4.47285,0.57785,116.003,0.03,0.03,0.038558,118.413,0.03,0.03,0.03488,
07/31/2010,517.564,517.564,-268.441,268.441,249.123,0.0,-256.415,146.979,16.937,92.499,-7.292,-1.793,,4.096,,,-2.303,-9.085,0.443,-8.642,0.0,0.0,0.0,-8.642,0.0,-8.642,0.0,0.0,-8.642,-9.4792,-0.8372,115.699,-0.07,-0.07,-0.08193,115.699,-0.07,-0.07,-0.08193,
10/30/2010,463.619,463.619,-221.918,221.918,241.701,0.0,-257.304,145.016,16.367,95.921,-15.603,-3.348,,3.79,,,-0.442,-18.951,0.141,-18.81,0.0,0.0,0.0,-18.81,0.0,-18.81,0.0,0.0,-18.81,-16.7079,2.1021,115.794,-0.16,-0.16,-0.14429,115.794,-0.16,-0.16,-0.14429,
01/29/2011,575.831,575.831,-328.249,328.249,247.582,0.0,-276.174,147.962,18.224,109.988,-28.592,-3.384,,3.527,,,-0.143,-31.976,1.551,-30.425,0.0,0.0,0.0,-30.425,0.0,-30.425,0.0,0.0,-30.425,-16.7178,13.7072,115.821,-0.26,-0.26,-0.144342,115.821,-0.26,-0.26,-0.144342,
04/30/2011,504.353,504.353,-219.032,219.032,285.321,0.0,-253.268,155.247,14.408,83.613,32.053,-3.635,,3.776,,,-0.141,28.418,-2.38,26.038,0.0,0.0,0.0,26.038,0.0,26.038,0.0,0.0,26.038,22.2693,-3.7687,116.176,0.22,0.22,0.191686,117.732,0.22,0.22,0.187989,
07/30/2011,499.202,499.202,-253.296,253.296,245.906,0.0,-242.404,140.847,14.482,87.075,3.502,-3.802,,3.898,,,-0.096,-0.3,-1.611,-1.911,0.0,0.0,0.0,-1.911,0.0,-1.911,0.0,0.0,-1.911,-1.586,0.325,116.743,-0.02,-0.02,-0.013585,116.743,-0.02,-0.02,-0.017216,
10/29/2011,429.711,429.711,-196.897,196.897,232.814,0.0,-241.833,140.691,13.564,87.578,-9.019,-3.157,,3.232,,,-0.075,-12.176,-0.814,-12.99,0.0,0.0,0.0,-12.99,0.0,-12.99,0.0,0.0,-12.99,-10.715,2.275,116.89,-0.11,-0.11,-0.091667,116.89,-0.11,-0.11,-0.091667,
