Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Compensation,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1992,4559.706055,20.332001,20.332001,0.0,366.890991,,,415.929993,,,,,62.511002,,,,,,865.664001,3452.919922,5497.108887,-2044.188965,,,241.121994,,,,,241.121994,3694.041916,,268.962006,268.962006,,,,247.723007,,,,,233.046005,,,233.046005,749.731018,1941.878052,,,,510.501007,,,,510.501007,2452.379059,3202.110077,221.160004,94.850998,,,,,1041.584961,1357.595963,,1357.595963,4559.70604,
03/31/1993,4579.152832,60.856998,60.856998,0.0,377.338989,,,398.136993,,,,,64.038002,,,,,,900.370972,3429.281006,5529.971191,-2100.689941,,,249.501007,,,,,249.501007,3678.782013,,259.872986,259.872986,,,,52.597,,,,,236.771042,,,236.771042,549.241028,2075.753906,,,,513.880981,,,,513.880981,2589.634888,3138.875916,331.678986,94.876999,,,,,1013.721008,1440.276993,,1440.276993,4579.152908,
06/30/1993,4503.507812,33.063999,33.063999,0.0,358.513,,,395.040009,,,,,60.523998,,,,,,847.140991,3408.173096,5562.729004,-2154.555908,,,248.194,,,,,248.194,3656.367096,,280.575989,280.575989,,,,101.892998,,,,,224.861031,,,224.861031,607.330017,1990.925049,,,,493.686005,,,,493.686005,2484.611053,3091.941071,330.682007,94.885002,,,,,986.0,1411.567009,,1411.567009,4503.50808,
09/30/1993,4534.973145,9.665,4.3,5.365,394.748993,,,448.89801,,,,,58.719002,,,,,,912.031006,3378.434082,5587.782227,-2209.3479,0.0,,244.507996,,,,,244.507996,3622.942078,,298.497986,298.497986,,,,115.530998,,,,,251.332039,,,251.332039,665.361023,1844.015015,,,,478.710999,,,,478.710999,2322.726013,2988.087036,507.07901,94.917999,,,0.0,,944.888977,1546.885986,0.0,1546.885986,4534.973022,
12/31/1993,4512.973145,22.429,14.86,7.569,366.187012,,,446.609009,,,,,52.228001,,,,,,887.453003,3375.710938,5637.070801,-2261.359863,0.0,,249.809006,,,,,249.809006,3625.519944,,288.299988,288.299988,,,,176.184998,,,,,223.950012,,,223.950012,688.434998,1840.203979,,,,479.809998,,,,479.809998,2320.013977,3008.448975,519.833984,94.969002,,,0.0,,889.721008,1504.523994,0.0,1504.523994,4512.972969,
03/31/1994,4521.263184,29.998001,23.499001,6.499,393.408997,,,420.493011,,,,,53.542999,,,,,,897.442993,3361.745117,5684.116211,-2322.371094,0.0,,262.075012,,,,,262.075012,3623.820129,,276.338013,276.338013,,,,237.955002,,,,,240.875992,,,240.875992,755.169006,1861.666016,,,,456.928986,,,,456.928986,2318.595001,3073.764008,519.208008,95.084,,,0.0,,833.20697,1447.498978,0.0,1447.498978,4521.262985,
06/30/1994,4692.953125,33.039,26.743999,6.295,419.791992,,,414.266998,,,,,60.442001,,,,,,927.539978,3459.822021,5839.933105,-2380.111084,0.0,,305.591003,,,,,305.591003,3765.413025,,304.571991,304.571991,,,,262.618988,,,,,244.804993,,,244.804993,811.995972,2013.17395,,,,451.419006,,,,451.419006,2464.592957,3276.588928,519.757996,95.095001,,,0.0,,801.510986,1416.363983,0.0,1416.363983,4692.952911,
09/30/1994,4458.374023,35.615999,30.643999,4.972,393.529999,,,397.519012,,,,,244.468002,,,,,,1071.133057,2904.516113,4930.508789,-2025.993042,0.0,,482.725006,,,,,482.725006,3387.241119,,306.631012,306.631012,,,,145.009995,,,,,240.806992,,,240.806992,692.447998,2013.553955,,,,392.876007,,,,392.876007,2406.429962,3098.87796,517.914001,95.582001,,,0.0,,746.0,1359.496002,0.0,1359.496002,4458.373962,
12/31/1994,4294.077148,29.454001,22.447001,7.007,405.661011,,,423.588989,,,,,59.560001,,,,,,918.263977,2891.62793,4953.733887,-2062.105957,0.0,,484.184998,,,,,484.184998,3375.812928,,306.847992,306.847992,,,,114.533997,,,,,236.461029,,,236.461029,657.843018,1856.104004,,,,415.272003,,,,415.272003,2271.376007,2929.219025,531.22699,95.709999,,,0.0,,737.921021,1364.85801,0.0,1364.85801,4294.077035,
03/31/1995,4343.100098,35.573,29.601,5.972,444.480988,,,396.921997,,,,,81.055,,,,,,958.031006,2887.996094,4991.768066,-2103.771973,0.0,,497.072998,,,,,497.072998,3385.069092,,312.158997,312.158997,,,,103.188004,,,,,244.273972,,,244.273972,659.620972,1809.869995,,,,468.726013,,,,468.726013,2278.596008,2938.21698,335.890991,290.375,,,0.0,,778.617004,1404.882996,0.0,1404.882996,4343.099976,
06/30/1995,4435.214844,77.151001,37.257999,39.893002,458.826996,,,403.214996,,,,,96.93,,,,,,1036.123047,2895.851074,5048.236816,-2152.385986,0.0,,503.240997,,,,,503.240997,3399.092072,,326.144012,326.144012,,,,220.625,,,,,283.562958,,,283.562958,830.33197,1492.991943,,,,546.005005,,,,546.005005,2038.996948,2869.328918,337.251007,302.092987,,,0.0,,875.601013,1514.945007,50.941002,1565.886009,4435.214928,
09/30/1995,4623.987793,74.386999,45.778,28.608999,509.235992,,,474.549988,,,,,104.706001,,,,,,1162.879028,2908.631104,5102.125,-2193.493896,0.0,,552.478027,,,,,552.478027,3461.109131,,352.321014,352.321014,,,,183.608994,,,,,323.307968,,,323.307968,859.237976,1496.63501,,,,563.190979,,,,563.190979,2059.825989,2919.063965,335.684998,323.011993,,,0.0,,981.258972,1639.955963,64.968002,1704.923965,4623.98793,
12/31/1995,4656.186035,51.468999,36.875999,14.593,457.608002,,,568.905029,,,,,235.186005,,,,,,1313.167969,2987.592041,5154.079102,-2166.487061,0.0,,355.425995,,,,,355.425995,3343.018036,,379.52301,379.52301,,,,37.778,,,,,352.605972,,,352.605972,769.906982,1578.769043,,,,545.289001,,,,545.289001,2124.058044,2893.965026,348.812988,324.506989,,,0.0,,1021.117981,1694.437958,67.782997,1762.220955,4656.185981,
03/31/1996,4933.882812,48.665001,39.721001,8.944,484.016998,,,617.208008,,,,,209.794006,,,,,,1359.68396,3117.431885,5315.624023,-2198.191895,0.0,,456.766998,,,,,456.766998,3574.198883,,410.910004,410.910004,,,,111.653,,,,,318.442001,,,318.442001,841.005005,1766.660034,,,,554.017029,,,,554.017029,2320.677063,3161.682068,346.308014,336.442993,,,0.0,,1019.064026,1701.815033,70.386002,1772.201035,4933.883102,
06/30/1996,5054.02002,61.256,55.612,5.644,495.348999,,,576.400024,,,,,209.673004,,,,,,1342.677979,3247.655029,5488.862793,-2241.208008,0.0,,463.687012,,,,,463.687012,3711.342041,,416.470001,416.470001,,,,128.654007,,,,,311.922012,,,311.922012,857.046021,1890.333008,,,,539.138977,,,,539.138977,2429.471985,3286.518005,348.071014,351.730011,,,0.0,,993.893982,1693.695007,73.806999,1767.502007,5054.020012,
09/30/1996,5143.986816,58.178,55.945,2.233,522.887024,,,581.088013,,,,,190.098007,,,,,,1352.250977,3308.082031,5581.087891,-2273.006104,0.0,,483.653992,,,,,483.653992,3791.736023,,424.871002,424.871002,,,,201.727005,,,,,317.54097,,,317.54097,944.138977,1945.375977,,,,509.088013,,,,509.088013,2454.463989,3398.602966,345.934998,351.826996,,,0.0,,971.140991,1668.902985,76.481003,1745.383987,5143.986954,
12/31/1996,4710.708984,260.851006,40.066002,220.785004,476.338989,,,540.432983,,,,,77.780998,,,,,,1355.404053,2846.773926,4645.123047,-1798.348999,0.0,,508.531006,,,,,508.531006,3355.304932,,427.223999,427.223999,,,,194.003998,,,,,311.329986,,,311.329986,932.557983,1526.126953,,,,489.998993,,,,489.998993,2016.125946,2948.683929,357.04599,351.919006,,,0.0,,971.526001,1680.490997,81.533997,1762.024994,4710.708923,
03/31/1997,4676.198242,170.025002,70.913002,99.112,505.515015,,,512.854004,,,,,84.078003,,,,,,1272.472046,2872.250977,4721.670898,-1849.420044,0.0,,531.474976,,,,,531.474976,3403.725952,,421.063995,421.063995,,,,182.485992,,,,,307.726013,,,307.726013,911.276001,1555.869019,,,,482.265991,,,,482.265991,2038.13501,2949.411011,347.627014,355.174011,,,0.0,,938.124023,1640.925049,85.862,1726.787048,4676.198059,
06/30/1997,4861.696777,248.821999,80.538002,168.283997,516.93103,,,501.86499,,,,,93.669998,,,,,,1361.287964,2896.592041,4864.22998,-1967.637939,0.0,,603.817017,,,,,603.817017,3500.409058,,443.096008,443.096008,,,,223.919998,,,,,301.809982,,,301.809982,968.825989,1704.928955,,,,475.967987,,,,475.967987,2180.896942,3149.722931,349.122009,361.612,,,0.0,,909.786011,1620.52002,91.454002,1711.974022,4861.696953,
09/30/1997,4930.481934,67.049999,59.917999,7.132,592.471985,,,565.09198,,,,,99.153,,,,,,1323.766968,2905.650879,4879.941895,-1974.291016,0.0,,701.064026,,,,,701.064026,3606.714905,,474.234009,474.234009,,,,118.067001,,,,,337.920975,,,337.920975,930.221985,1831.58606,,,,460.0,,,,460.0,2291.58606,3221.808044,363.378998,355.449005,,,0.0,,887.687012,1606.515015,102.158997,1708.674011,4930.482056,
12/31/1997,4969.923828,63.585999,63.585999,0.0,570.424011,,,633.289978,,,,,86.373001,,,,,,1353.672974,2902.686035,4940.038086,-2037.352051,0.0,,713.565002,,,,,713.565002,3616.251038,,470.445007,470.445007,,,,124.975998,,,,,298.326981,,,298.326981,893.747986,1902.687988,,,,455.502991,,,,455.502991,2358.190979,3251.938965,184.856003,557.250977,,,0.0,,870.432983,1612.539963,105.445,1717.984962,4969.923927,
03/31/1998,5049.812988,94.842003,94.842003,0.0,630.447998,,,614.771973,,,,,86.681999,,,,,,1426.744019,2907.076904,5037.596191,-2130.519043,0.0,,715.992004,,,,,715.992004,3623.068909,,495.830994,495.830994,,,,264.734375,,,,,316.526672,,,316.526672,1077.092041,1919.314941,,,,458.528015,,,,458.528015,2377.842957,3454.934998,71.641998,559.010986,,,0.0,,854.763,1485.415985,109.461998,1594.877983,5049.812981,
06/30/1998,4944.744141,87.025002,87.025002,0.0,620.460999,,,586.757996,,,,,91.678001,,,,,,1385.921997,2867.419922,5054.959961,-2187.540039,0.0,,691.401978,,,,,691.401978,3558.821899,,476.278992,476.278992,,,,239.641006,,,,,346.684982,,,346.684982,1062.60498,1923.682983,,,,434.648987,,,,434.648987,2358.33197,3420.936951,75.324997,561.379028,,,0.0,,774.322021,1411.026047,112.780998,1523.807045,4944.743996,
09/30/1998,4986.125,72.663002,72.663002,0.0,653.491028,,,601.96698,,,601.96698,,101.214996,,,,,,1429.33606,2852.475098,5004.800781,-2152.325928,0.0,,704.314026,449.38501,,,,254.929016,3556.789124,,501.084991,501.084991,,,,224.608002,,,,,397.597046,,,397.597046,1123.290039,1839.368042,,,,462.832001,,,,462.832001,2302.200043,3425.490082,71.781998,561.559021,,,0.0,,812.359009,1445.700027,114.934998,1560.635025,4986.125107,
12/31/1998,4971.099121,74.367996,74.367996,0.0,526.359009,,,625.218018,233.007004,0.0,456.576996,-64.365997,142.460999,,,,,,1368.406006,2841.725098,4992.109863,-2150.38501,0.0,,760.968018,501.69101,,,,259.277008,3602.693115,,499.489014,499.489014,,,,290.984985,,,,,339.625977,,,339.625977,1130.099976,1733.866943,,,,559.280029,,,,559.280029,2293.146973,3423.246948,85.318001,561.736023,,,0.0,,784.044983,1431.099007,116.752998,1547.852005,4971.098953,
03/31/1999,4949.684082,56.875,56.875,0.0,592.745972,,,561.48999,188.110001,0.0,437.339996,-63.959999,159.337006,,,,,,1370.447998,2824.804932,5021.964844,-2197.159912,0.0,,754.43103,493.114014,493.114014,0.0,,261.317017,3579.235962,,486.527008,486.527008,,,,287.220001,,,,,376.341003,,,376.341003,1150.088013,1703.758057,,,,550.297974,,,,550.297974,2254.05603,3404.144043,79.913002,563.268982,,,0.0,,782.265991,1425.447975,120.092003,1545.539978,4949.684021,
06/30/1999,4925.023,73.347,73.347,0.0,587.159,587.159,,552.291,138.535,0.0,436.753,-22.997,128.769,,,,,,1341.566,2828.28,5113.977,-2285.697,0.0,,755.177,491.797,491.797,0.0,,263.38,3583.457,,515.734,515.734,,,,260.476,,,,,363.914,,,363.914,1140.124,1488.844,,,,679.808,,,,679.808,2168.652,3308.776,231.783,579.248,,,0.0,846.288,-164.874,1492.445,123.802,1616.247,4925.023,
09/30/1999,5144.494,70.117,70.117,0.0,698.027,698.027,,652.825,145.167,0.0,506.614,1.044,120.707,,,,,,1541.676,2827.97,5172.465,-2344.495,0.0,,774.848,505.088,505.088,0.0,,269.76,3602.818,,575.773,575.773,,,,260.122,,,,,368.475,,,368.475,1204.37,1571.116,,,,703.06,,,,703.06,2274.176,3478.546,226.462,591.109,,,0.0,883.329,-161.766,1539.134,126.814,1665.948,5144.494,
03/31/2000,5159.523,81.933,81.933,,698.454,698.454,,687.997,143.22,,553.227,-8.45,101.257,,,,,,1569.641,2842.407,5317.516,-2475.109,,,747.475,476.219,476.219,0.0,39.732,231.524,3589.882,,600.727,600.727,,,,100.577,,,,,354.908,,,354.908,1056.212,1643.943,,,,687.588,,,,687.588,2331.531,3387.743,219.636,594.128,,,,971.705,-148.394,1637.075,134.705,1771.78,5159.523,
06/30/2000,5160.038,64.0,64.0,,634.576,634.576,,669.329,144.912,,544.948,-20.531,103.32,,,,,,1471.225,2847.77,5374.215,-2526.445,,,841.043,566.318,566.318,0.0,42.697,232.028,3688.813,,607.103,607.103,,,,178.548,,,,,281.768,,,281.768,1067.419,1727.584,,,,688.306,,,,688.306,2415.89,3483.309,216.675,597.853,,,,994.881,-142.22,1667.189,9.54,1676.729,5160.038,
09/30/2000,5142.55,149.741,149.741,,742.093,742.093,,661.614,147.247,,518.639,-4.272,89.377,,,,,,1642.825,2816.829,5368.749,-2551.92,,,682.896,406.582,406.582,0.0,42.29,234.024,3499.725,,556.164,556.164,,,,62.436,,,,,303.014,,,303.014,921.614,1725.788,,,,739.298,,,,739.298,2465.086,3386.7,213.384,597.954,,,,1069.899,-134.893,1746.344,9.506,1755.85,5142.55,
12/31/2000,5266.923,62.82,62.82,,671.793,671.793,,747.829,141.888,,583.03,22.911,94.879,,,,,,1577.321,2872.783,5457.567,-2584.784,,,816.819,403.331,403.331,0.0,,413.488,3689.602,,596.882,596.882,,,,93.314,,,,,324.198,,,324.198,1014.394,1714.776,,,,771.312,,,,771.312,2486.088,3500.482,210.961,598.192,,,,1074.228,-126.409,1756.972,9.469,1766.441,5266.923,
03/31/2001,5069.388,66.915,66.915,,561.334,561.334,,672.087,143.688,,535.96,-7.561,112.799,,,,,,1413.135,2858.442,5473.43,-2614.988,,,797.811,395.563,395.563,0.0,129.007,273.241,3656.253,,536.021,536.021,,,,42.63,,,,,369.508,,,369.508,948.159,1648.68,,,,760.748,,,,760.748,2409.428,3357.587,207.533,599.869,,,,1030.706,-134.291,1703.817,7.984,1711.801,5069.388,
06/30/2001,5044.122,68.927,68.927,,516.261,516.261,,667.964,136.834,,567.931,-36.801,122.567,,,,,,1375.719,2869.505,5532.585,-2663.08,,,798.898,403.042,403.042,0.0,121.156,274.7,3668.403,,569.285,569.285,,,,575.496,,,,,344.854,,,344.854,1489.635,1053.978,,,,772.752,,,,772.752,1826.73,3316.365,205.643,604.65,,,,1040.308,-122.844,1727.757,,1727.757,5044.122,
09/30/2001,5028.283203,69.893997,69.893997,0.0,528.536987,,,627.36499,178.593002,0.0,512.013,-63.241001,97.606003,,,,,,1323.401978,2884.167969,5582.419922,-2698.251953,0.0,,820.713013,411.207001,411.207001,0.0,,409.506012,3704.880982,,514.364014,514.364014,,,,627.335022,,,,,349.816955,,,349.816955,1491.515991,1137.784058,,,,660.226013,,,,660.226013,1798.010071,3289.526062,103.420998,619.244019,,,0.0,,1016.09198,1738.756997,0.0,1738.756997,5028.283059,
12/31/2001,4933.967773,56.702,56.702,0.0,424.721985,,,652.953003,198.186005,0.0,507.222992,-52.456001,110.650002,,,,,,1245.026978,2929.970947,5672.621094,-2742.649902,0.0,,758.969971,408.278992,385.200012,23.078979,,350.690979,3688.940918,,503.402008,503.402008,,,,440.07901,440.07901,0.0,0.0,,322.470032,,,322.470032,1265.95105,1143.755005,1143.755005,0.0,0.0,773.408997,,,,773.408997,1917.164001,3183.115051,120.737,612.106018,,,0.0,,845.51001,1578.353027,172.5,1750.853027,4933.968079,
03/31/2002,5007.801758,56.290001,56.290001,0.0,518.614014,,,636.19397,184.242004,0.0,504.812012,-52.860001,124.137001,,,,,,1335.234985,2909.13208,5697.431152,-2788.299072,0.0,,763.434998,411.645996,388.122986,23.52301,,351.789002,3672.567078,,500.222992,500.222992,,,,251.399002,,,,,332.295975,,,332.295975,1083.917969,1403.235962,,,,780.226013,,,,780.226013,2183.461975,3267.379944,118.015999,616.317993,,,0.0,,833.588013,1567.922005,172.5,1740.422005,5007.801949,
06/30/2002,4959.460938,79.043999,79.043999,0.0,499.233002,,,623.340027,164.199997,0.0,511.872986,-52.733002,115.353996,,,,,,1316.970947,2887.938965,5731.463867,-2843.524902,0.0,,754.551025,401.717987,401.717987,0.0,,352.833038,3642.48999,,519.284973,519.284973,,,,121.497002,,,,,319.844002,,,319.844002,960.625977,1484.883057,,,,760.624023,,,,760.624023,2245.50708,3206.133057,126.246002,617.531006,,,0.0,,837.051025,1580.828033,172.5,1753.328033,4959.46109,
09/30/2002,4981.347168,89.528999,89.528999,0.0,525.732971,,,618.370972,190.686996,0.0,478.838989,-51.154999,107.080002,,,,,,1340.713013,2857.025879,5734.905762,-2877.879883,0.0,,783.607971,396.29599,396.29599,0.0,,387.311981,3640.63385,,527.471985,527.471985,,,,127.753998,,,,,394.105072,,,394.105072,1049.331055,1474.057007,,,,712.674988,,,,712.674988,2186.731995,3236.06305,123.524002,618.650024,,,0.0,,830.609985,1572.784011,172.5,1745.284011,4981.347061,
12/31/2002,4947.399902,65.152,65.152,0.0,423.976013,,,717.966003,210.158005,0.0,545.619019,-37.811001,88.654999,,,,,,1295.749023,2870.75,5786.689941,-2915.939941,0.0,,780.901001,400.540985,400.540985,0.0,,380.360016,3651.651001,,519.596008,519.596008,,,,153.651001,153.651001,0.0,0.0,,380.356995,,,380.356995,1053.604004,1611.346,1611.346,0.0,0.0,882.919006,,,,882.919006,2494.265006,3547.86901,141.179993,620.242004,,,0.0,,638.109009,1399.531006,172.5,1572.031006,5119.900016,
03/31/2003,4970.929,85.256,85.256,,481.639,481.639,,676.707,149.055,,531.362,-3.71,99.746,,,,,,1343.348,2852.961,5815.767,-2962.806,,,774.62,409.5,409.5,0.0,35.553,329.567,3627.581,,519.083,519.083,,,,105.454,,,,,384.38,,,384.38,1008.917,1472.67,,,,944.712,,,,944.712,2417.382,3426.299,189.826,620.444,,,0.0,917.175,-355.315,1372.13,172.5,1544.63,4970.929,
06/30/2003,4989.865,98.24,98.24,,503.264,,,648.831,151.932,,514.705,-17.806,103.747,,,,,,1354.082,2852.333,5860.728,-3008.395,,,783.45,421.648,421.648,0.0,35.98,325.822,3635.783,,558.896,558.896,,,,76.485,,,,,364.317,,,364.317,999.698,1494.41,,,,939.071,,,,939.071,2433.481,3433.179,186.581,620.999,,,0.0,905.308,-328.702,1384.186,172.5,1556.686,4989.865,
09/30/2003,5066.83,94.544,94.544,,576.817,576.817,,643.391,149.656,,506.88,-13.145,96.016,,,,,,1410.768,2824.112,5885.082,-3060.97,,,831.95,420.715,420.715,0.0,39.992,371.243,3656.062,,555.843,555.843,,,,85.116,,,,,398.731,,,398.731,1039.69,1517.049,,,,926.175,,,,926.175,2443.224,3482.914,185.91,653.951,,,0.0,926.039,-354.484,1411.416,172.5,1583.916,5066.83,
12/31/2003,7376.159,124.879,124.879,,574.219,574.219,,1609.811,145.39,,210.956,1253.465,192.383,,,,,,2501.292,3155.726,6214.253,-3058.527,,,1719.141,1325.488,1107.292,218.196,44.335,349.318,4874.867,,1255.303,1255.303,,,,88.204,,,,,633.404,,,633.404,1976.911,2172.376,,,,883.084,,,,883.084,3055.46,5032.371,185.302,1443.499,,,0.0,907.738,-212.905,2323.634,20.154,2343.788,7376.159,
03/31/2004,7645.17041,249.679001,249.679001,0.0,715.150024,,,1589.968994,179.348999,0.0,1449.391968,-38.771999,232.408005,,,,,,2787.205811,3102.987061,6244.573242,-3141.585938,0.0,,1754.977051,1357.022949,1139.821899,217.20105,,397.954102,4857.964112,,1128.463989,1128.463989,,,,118.888,,,,,714.877991,,,714.877991,1962.22998,2370.789062,,,,905.291016,,,,905.291016,3276.080078,5238.310058,166.215012,1458.692993,,,0.0,948.976013,-188.641052,2385.242966,21.617001,2406.859967,7645.170025,
06/30/2004,7490.380859,180.194,180.194,0.0,747.927002,,,1591.821899,168.451004,0.0,1466.140015,-42.769001,207.410004,,,,,,2727.353027,3081.895996,6296.546875,-3214.650879,0.0,,1681.13208,1345.369019,1135.015991,210.353028,,335.763061,4763.028076,,1100.137939,1100.137939,,,,716.803955,,,,,709.873047,,,709.873047,2526.814941,1591.957031,,,,911.390015,,,,911.390015,2503.347046,5030.161987,180.091003,1480.697998,,,0.0,1263.911987,-486.155945,2438.545043,21.674,2460.219043,7490.38103,
