Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Margins,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Sustainable Growth Rate,Source: Bloomberg
03/31/1990,,,,,,18.586387,,18.586387,17.015707,17.015707,14.136126,,8.450704,24.074074,,
06/30/1990,,,,,,17.924528,,35.377358,33.490566,33.490566,30.188679,,5.333333,11.71875,,
09/30/1990,,,,,,17.839196,,17.839196,16.582915,16.582915,13.316583,,7.042254,28.301887,,
12/31/1990,,,,,,-24.087591,,-24.087591,-24.087591,-24.087591,-27.007299,,,,,
03/31/1991,,9.662577,0.595238,2.290521,,17.688679,9.52381,17.688679,16.037736,16.037736,13.207547,,9.333333,26.785714,7.074387,
06/30/1991,,3.85012,0.348057,1.603176,,17.865429,14.285714,17.865429,16.241299,16.241299,13.457077,,9.090909,27.586207,2.788018,
09/30/1991,,3.977461,0.373633,1.761616,,16.382979,8.333333,16.382979,14.893617,14.893617,12.12766,,9.090909,29.824561,2.791201,
12/31/1991,,15.703603,0.963573,4.788781,,15.895372,206.976744,15.895372,14.486922,14.486922,12.072435,,8.860759,30.0,10.992522,
03/31/1992,,16.193275,1.028313,4.721166,,18.666667,22.772277,18.666667,16.380952,16.380952,13.904762,,12.244898,24.657534,12.200412,
06/30/1992,,16.009558,1.098256,4.871324,,21.355236,48.214286,21.355236,18.480493,18.480493,16.016427,,13.461538,23.076923,12.315045,
09/30/1992,,19.759306,1.389629,6.272805,,32.642487,102.752294,29.533679,26.943005,26.943005,24.525043,,8.77193,13.380282,17.115455,
12/31/1992,,20.652755,1.434456,7.188682,,25.607477,152.631579,22.242991,19.626168,19.626168,17.383178,,11.764706,20.430108,16.433375,
03/31/1993,,17.457213,1.363236,6.11712,,69.876543,,26.666667,14.567901,14.567901,10.864198,,45.37037,,,
06/30/1993,,17.582917,1.35757,6.124138,,56.521739,,56.521739,33.695652,33.695652,29.347826,,40.384615,,,
09/30/1993,,13.469985,1.313139,5.744266,,28.478544,15.789474,28.478544,18.075423,18.075423,15.994798,,36.52968,,,
12/31/1993,,14.088006,1.3406,6.517889,,50.797267,,50.797267,31.43508,31.43508,27.790433,,38.116592,30.158197,9.839317,
03/31/1994,,16.472157,1.627632,6.965112,,31.677019,,31.677019,19.378882,19.378882,17.515528,,38.823529,30.496454,11.448734,
