Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/2010,4734.0,4734.0,-2205.0,2205.0,2529.0,0.0,-1611.0,780.0,,811.0,20.0,918.0,-359.0,341.0,341.0,0.0,,,18.0,559.0,-217.0,342.0,0.0,0.0,0.0,342.0,0.0,342.0,0.0,-2.0,340.0,353.05,13.05,354.8,0.96,0.96,0.995068,360.1,0.95,0.95,0.98624,
09/30/2010,4734.0,4734.0,-2221.0,2221.0,2513.0,0.0,-1586.0,799.0,,774.0,13.0,927.0,-371.0,346.0,347.0,-1.0,,,25.0,556.0,-193.0,363.0,0.0,0.0,0.0,363.0,-3.0,360.0,0.0,-3.0,357.0,373.95,16.95,355.5,1.0,1.0,1.051899,361.0,1.0,1.0,1.046953,
12/31/2010,4801.0,4801.0,-2284.0,2284.0,2517.0,0.0,-1523.0,779.0,,736.0,8.0,994.0,-401.0,360.0,362.0,-2.0,,,41.0,593.0,-200.0,393.0,0.0,0.0,0.0,393.0,-1.0,392.0,0.0,0.0,392.0,443.7,51.7,353.7,1.1,1.1,1.254453,359.9,1.09,1.09,1.233651,
03/31/2011,4827.0,4827.0,-2272.0,2272.0,2555.0,0.0,-1580.0,824.0,,750.0,6.0,975.0,-393.0,363.0,365.0,-2.0,,,30.0,582.0,-256.0,326.0,0.0,0.0,0.0,326.0,-1.0,325.0,0.0,0.0,325.0,332.0,7.0,343.5,0.94,0.94,0.966521,349.8,0.93,0.93,0.950011,
06/30/2011,4944.0,4944.0,-2297.0,2297.0,2647.0,0.0,-1584.0,823.0,,752.0,9.0,1063.0,-398.0,366.0,367.0,-1.0,,,32.0,665.0,-244.0,421.0,0.0,0.0,0.0,421.0,-1.0,420.0,0.0,0.0,420.0,425.85,5.85,334.0,1.25,1.25,1.275,339.6,1.24,1.24,1.257226,
09/30/2011,4911.0,4911.0,-2286.0,2286.0,2625.0,0.0,-1623.0,843.0,,759.0,21.0,1002.0,-405.0,383.0,384.0,-1.0,,,22.0,597.0,-241.0,356.0,0.0,0.0,0.0,356.0,0.0,356.0,0.0,0.0,356.0,364.65,8.65,323.8,1.09,1.09,1.126158,329.1,1.08,1.08,1.106284,
12/31/2011,4993.0,4993.0,-2283.0,2283.0,2710.0,0.0,-1681.0,821.0,,766.0,94.0,1029.0,-411.0,406.0,408.0,-2.0,,,5.0,618.0,-54.0,564.0,0.0,0.0,0.0,564.0,0.0,564.0,0.0,-4.0,560.0,445.1,-114.9,317.8,1.76,1.76,1.400566,323.1,1.75,1.75,1.394383,
03/31/2012,5134.0,5134.0,-2404.0,2404.0,2730.0,0.0,-1688.0,857.0,,786.0,45.0,1042.0,-408.0,405.0,407.0,-2.0,,,3.0,634.0,-251.0,383.0,0.0,0.0,0.0,383.0,-1.0,382.0,0.0,0.0,382.0,415.25,33.25,313.9,1.21,1.21,1.322874,319.0,1.2,1.2,1.304232,
06/30/2012,5404.0,5404.0,-2474.0,2474.0,2930.0,0.0,-1790.0,919.0,,850.0,21.0,1140.0,-397.0,397.0,399.0,-2.0,,,0.0,743.0,-290.0,453.0,0.0,0.0,0.0,453.0,-1.0,452.0,0.0,0.0,452.0,467.65,15.65,311.1,1.44,1.44,1.503214,315.3,1.43,1.43,1.479635,
09/30/2012,5363.0,5363.0,-2499.0,2499.0,2864.0,0.0,-1770.0,918.0,,820.0,32.0,1094.0,94.0,402.0,404.0,-2.0,,,-496.0,1188.0,-379.0,809.0,0.0,0.0,0.0,809.0,-1.0,808.0,0.0,-2.0,806.0,438.8,-367.2,305.7,2.64,2.64,1.435394,310.2,2.6,2.6,1.416248,
12/31/2012,5485.0,5485.0,-2565.0,2565.0,2920.0,0.0,-1751.0,926.0,,808.0,17.0,1169.0,-398.0,402.0,404.0,-2.0,,,-4.0,771.0,-257.0,514.0,0.0,0.0,0.0,514.0,-1.0,513.0,0.0,0.0,513.0,479.05,-33.95,300.7,1.7,1.7,1.593116,305.6,1.68,1.68,1.568907,
03/31/2013,5475.0,5475.0,-1275.0,1275.0,4200.0,0.0,-3140.0,473.0,,821.0,1846.0,1060.0,-399.0,398.0,400.0,-2.0,,,1.0,661.0,-260.0,401.0,0.0,0.0,0.0,401.0,0.0,401.0,0.0,0.0,401.0,424.15,23.15,295.1,1.35,1.35,1.437309,299.4,1.34,1.34,1.417321,
06/30/2013,5550.0,5550.0,-1234.0,1234.0,4316.0,0.0,-3129.0,496.0,,823.0,1810.0,1187.0,-387.0,398.0,399.0,-1.0,,,-11.0,800.0,-319.0,481.0,0.0,0.0,0.0,481.0,0.0,481.0,0.0,0.0,481.0,500.25,19.25,289.6,1.65,1.65,1.727383,293.3,1.64,1.64,1.705632,
09/30/2013,5518.0,5518.0,-1210.0,1210.0,4308.0,0.0,-3148.0,528.0,,822.0,1798.0,1160.0,-379.0,379.0,379.0,0.0,,,0.0,781.0,-249.0,532.0,0.0,0.0,0.0,532.0,0.0,532.0,0.0,-3.0,529.0,486.95,-42.05,285.0,1.86,1.86,1.708596,289.0,1.84,1.84,1.694498,
12/31/2013,5577.0,5577.0,-1231.0,1231.0,4346.0,0.0,-3173.0,551.0,,815.0,1807.0,1173.0,-376.0,377.0,377.0,0.0,,,-1.0,797.0,-257.0,540.0,0.0,0.0,0.0,540.0,0.0,540.0,0.0,-2.0,538.0,519.0,-19.0,280.8,1.92,1.92,1.848291,285.2,1.89,1.89,1.82338,
03/31/2014,5582.0,5582.0,-1309.0,1309.0,4273.0,0.0,-3181.0,555.0,,808.0,1818.0,1092.0,-349.0,349.0,364.0,-15.0,,,0.0,743.0,-264.0,479.0,0.0,0.0,0.0,479.0,0.0,479.0,0.0,-4.0,475.0,502.35,27.35,277.8,1.71,1.71,1.808315,281.8,1.7,1.7,1.797055,
06/30/2014,5726.0,5726.0,-1341.0,1341.0,4385.0,0.0,-3222.0,544.0,,830.0,1848.0,1163.0,-341.0,349.0,349.0,0.0,,,-8.0,822.0,-323.0,499.0,0.0,0.0,0.0,499.0,0.0,499.0,0.0,-5.0,494.0,533.65,39.65,278.8,1.77,1.77,1.914096,282.4,1.76,1.76,1.900404,
09/30/2014,5714.0,5714.0,-1326.0,1326.0,4388.0,0.0,-3237.0,556.0,,857.0,1824.0,1151.0,-348.0,353.0,353.0,0.0,,-5.0,0.0,803.0,-304.0,499.0,0.0,0.0,0.0,499.0,0.0,499.0,0.0,-4.0,495.0,524.9,29.9,279.8,1.77,1.77,1.875983,283.5,1.76,1.76,1.865467,
12/31/2014,5790.0,5790.0,-1318.0,1318.0,4472.0,0.0,-3246.0,537.0,,876.0,1833.0,1226.0,-346.0,353.0,353.0,0.0,,,-7.0,880.0,-326.0,554.0,0.0,0.0,0.0,554.0,0.0,554.0,0.0,-5.0,549.0,573.7,24.7,280.6,1.96,1.96,2.044547,284.2,1.95,1.95,2.036911,
03/31/2015,5777.0,5777.0,-1419.0,1419.0,4358.0,0.0,-3274.0,559.0,,886.0,1829.0,1084.0,-338.0,348.0,348.0,0.0,,,-10.0,746.0,-288.0,458.0,0.0,0.0,0.0,458.0,0.0,458.0,0.0,-8.0,450.0,466.9,16.9,281.5,1.6,1.6,1.658615,284.9,1.59,1.59,1.649319,
06/30/2015,5926.0,5926.0,-1489.0,1489.0,4437.0,0.0,-3408.0,596.0,,919.0,1893.0,1029.0,-223.0,350.0,350.0,0.0,,,-127.0,806.0,-343.0,463.0,0.0,0.0,0.0,463.0,0.0,463.0,0.0,-4.0,459.0,439.3,-19.7,282.7,1.62,1.62,1.553944,285.8,1.62,1.62,1.551071,
09/30/2015,5922.0,5922.0,-1461.0,1461.0,4461.0,0.0,-3460.0,608.0,,935.0,1917.0,1001.0,-341.0,351.0,351.0,0.0,,-5.0,-5.0,660.0,-223.0,437.0,0.0,0.0,0.0,437.0,0.0,437.0,0.0,-3.0,434.0,462.6,28.6,283.0,1.53,1.53,1.634629,286.3,1.53,1.53,1.629895,
12/31/2015,6072.0,6072.0,-1446.0,1446.0,4626.0,0.0,-3501.0,616.0,,956.0,1929.0,1125.0,-349.0,352.0,353.0,-1.0,,,-3.0,776.0,-290.0,486.0,0.0,0.0,0.0,486.0,0.0,486.0,0.0,0.0,486.0,518.5,32.5,283.2,1.7,1.7,1.830862,286.5,1.7,1.7,1.813438,
03/31/2016,6191.0,6191.0,-1551.0,1551.0,4640.0,0.0,-3495.0,613.0,,974.0,1908.0,1145.0,-339.0,350.0,351.0,-1.0,,,-11.0,806.0,-312.0,494.0,0.0,0.0,0.0,494.0,0.0,494.0,0.0,-3.0,491.0,517.0,26.0,283.8,1.73,1.73,1.821705,286.9,1.72,1.72,1.810624,
06/30/2016,6316.6,,,,,,,,,,,1176.818,,,,,,,,826.385,,523.778,,,,,,523.778,,,523.778,521.364,,,1.729,1.729,1.824,,1.729,1.729,1.824,
09/30/2016,6359.8,,,,,,,,,,,1178.3,,,,,,,,832.667,,527.889,,,,,,527.889,,,527.889,520.9,,,1.756,1.756,1.804,,1.756,1.756,1.804,
