Date,P/E,Average,High,Low,P/Book,P/Sales,P/Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
09/30/1980,,,,,,,,,,,9.833333,,
12/31/1980,,,,,,,,,,,10.25,,
03/31/1981,,,,,,,,,,,8.416667,,
06/30/1981,,,,,,,,,,,10.666667,,
09/30/1981,,,,,,,,,,,9.166667,,
12/31/1981,,,,,,,,,,,10.25,,
03/31/1982,,,,,,,,,,,8.75,,
06/30/1982,,,,,,,,,,,8.5,,
09/30/1982,,,,,,,,,,,8.833333,,
12/31/1982,,,,,,,,,,,16.75,,
03/31/1983,,,,,,,,,,,26.083333,,
06/30/1983,,,,,,,,,,,23.25,,
09/30/1983,,,,,,,,,,,18.75,,
12/31/1983,,,,,,,,,,,18.083333,,
03/31/1984,,,,,,,,,,,10.25,,
06/30/1984,,,,,,,,,,,11.166667,,
09/30/1984,,,,,,,,,,,12.25,,
12/31/1984,,,,,,,,,,,9.083333,,
03/31/1985,,,,,,,,,,,8.666667,,
06/30/1985,,,,,,,,,,,11.5,,
09/30/1985,,,,,,,,,,,12.833333,,
12/31/1985,,,,,,,,,,,14.333333,,
03/31/1986,,,,,,,,,,,18.083333,,
06/30/1986,,,,,,,,,,,21.625,,
09/30/1986,,,,,,,,,,,17.25,,
12/31/1986,,,,,,,,,,,17.75,,
03/31/1987,,,,,,,,,,,22.625,,
06/30/1987,,,,,,,,,,,24.75,,
09/30/1987,,,,,,,,,,,26.375,,
12/31/1987,,,,,,,,,,,19.75,,
03/31/1988,,,,,,,,,,,23.875,,
06/30/1988,,,,,,,,,,,29.625,,
09/30/1988,,,,,,,,,,,28.125,,
12/31/1988,,,,,,,,,,,23.25,,
03/31/1989,,,,,,,,,,,20.125,,
06/30/1989,,,,,,,,,,,15.25,,
09/30/1989,,,,,,,,,,,13.625,,
12/31/1989,,,,,,,,,,,6.875,,
03/31/1990,,268.389999,268.389999,268.389999,1.137616,,,,,,5.75,270.46575,
06/30/1990,,249.534853,273.400122,218.671,1.148342,,,,,,5.625,273.400122,
09/30/1990,,237.937114,277.099747,180.909496,0.511367,,,,,,2.5,181.615999,
12/31/1990,,195.116534,241.052,166.514998,0.884007,0.349143,4.821337,0.604955,9.436626,93.149525,4.375,224.676621,
03/31/1991,,244.427342,302.681999,191.239497,1.321383,0.50106,6.530738,0.710186,10.582858,75.036055,6.25,263.301503,
06/30/1991,,272.485956,315.308006,222.439255,1.507852,0.556965,7.531923,0.783442,10.354759,41.467261,7.0,293.837,
09/30/1991,,319.069929,364.429121,290.087253,1.58943,0.60715,6.62198,0.809586,9.887238,31.056624,7.625,304.882883,
12/31/1991,51.388889,329.036616,364.344884,278.868256,1.805169,0.719917,6.448874,0.865108,8.464491,17.677512,9.25,333.433238,
03/31/1992,38.839286,358.647433,421.793758,314.01888,2.136338,0.843033,7.027967,0.916396,8.5047,16.48382,10.875,355.556002,
06/30/1992,27.272727,307.374971,353.201887,271.422002,1.783068,0.700813,4.499929,0.778692,6.935728,13.001985,9.0,301.399012,
09/30/1992,18.75,256.443652,298.694002,220.280129,1.247528,0.50087,6.942508,0.574145,6.836788,9.848653,6.375,220.452244,
12/31/1992,48.214286,212.367856,246.700494,175.455246,1.337132,0.544159,4.465933,0.599796,9.918342,27.289578,6.75,224.947994,
03/31/1993,72.222222,210.086259,243.899238,180.15349,1.328304,0.529461,5.900679,0.564533,11.924823,43.514449,6.5,209.304498,
06/30/1993,150.0,227.459757,263.075503,198.424001,1.591971,0.674663,8.892163,0.776532,26.657497,84.109444,7.5,260.150509,
09/30/1993,18.055556,240.150341,278.032003,208.491003,1.430378,0.658824,6.998215,0.77581,41.50217,,6.5,229.590006,
12/31/1993,17.361111,221.515416,237.79,207.541503,1.354963,0.834883,22.683552,0.970826,52.002867,,6.25,217.631997,
03/31/1994,51.041667,225.704266,243.317758,210.245007,1.469048,0.956252,,1.164721,,,6.125,222.006243,
06/30/1994,187.5,209.192744,225.438872,188.350996,2.306196,0.862363,,1.148104,,,5.625,221.889493,
09/30/1994,,213.35772,225.584994,203.411995,2.239896,0.754214,8.946027,1.062092,,,5.125,213.905365,
12/31/1994,,198.593489,213.869491,176.941617,1.670993,0.506116,,0.797107,,,4.125,192.592248,
03/31/1995,,178.359021,203.652498,151.90325,1.451824,0.388251,,0.684964,52.225031,,3.25,169.940252,
06/30/1995,,189.316337,244.425496,166.246249,,0.649384,,0.976534,184.631661,,5.5,246.114003,
09/30/1995,,277.025395,332.030505,225.939871,59.807607,0.930158,,1.3216,29.264907,66.19885,8.0,344.565016,
12/31/1995,,317.58828,357.735764,269.041505,38.733415,1.015993,848.333402,1.369198,25.152501,45.893941,8.25,354.071757,
03/31/1996,,414.695644,481.60126,345.283012,45.419906,1.493248,,1.843453,22.915951,32.069551,11.75,482.999509,
06/30/1996,36.538462,637.497351,848.63526,485.991635,36.962425,1.871812,434.262961,2.245284,19.059187,23.595549,14.25,597.981996,
09/30/1996,41.576087,700.972967,797.826994,602.717004,29.05912,2.522891,55.209187,2.760708,20.676495,25.507871,19.125,763.603625,
12/31/1996,,637.775053,763.354998,514.816629,15.977127,1.937477,126.970153,2.181454,15.047435,18.77029,15.25,630.005994,
03/31/1997,,597.397849,695.135635,535.201133,12.713297,1.592711,755.621967,1.908936,12.631464,16.004307,12.625,556.933886,
