Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
03/31/2009,,24.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
06/30/2009,,27.898,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2009,,31.149,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
03/31/2010,,37.373,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
09/30/2010,,42.914,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2010,48.722,18.429,9.558,,,,,,,,,,,10.132,,,,,,,,,,,,,,,,,,,,,,,,,,,61.168,
03/31/2011,53.316,47.371,6.219,0.236,1.545,-0.174,-1.135,-0.51,-19.452,0.0,1.664,17.278,0.0,-72.028,-4.993,0.0,0.0,0.0,-4.993,-4.993,0.0,0.0,0.0,0.0,-4.893,0.0,-4.893,0.0,-62.142,7.568,0.0,1.504,1.504,0.0,0.0,0.929,0.929,0.0,5.135,-0.072,-11.216,
06/30/2011,59.333,54.064,5.646,0.166,1.466,,-1.3,-0.543,-5.699,,10.565,-5.409,0.0,-33.414,-5.431,0.0,,0.0,-5.431,-5.431,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-27.983,1.78,0.0,1.278,1.278,,,0.502,0.502,0.0,0.0,0.886,28.585,
09/30/2011,77.85,54.314,7.024,3.005,0.386,0.0,2.619,13.507,3.09,,5.985,4.432,0.0,-2.138,-5.605,0.0,0.0,0.0,-5.605,-5.605,0.0,0.0,0.0,0.0,-3.001,0.0,-3.001,0.0,6.468,1.759,0.0,1.539,1.539,0.0,0.0,0.22,0.22,0.0,0.0,-0.815,76.656,
12/31/2011,26.161,22.021,6.996,10.393,10.946,-0.757,0.204,-13.249,5.57,0.0,-12.331,-6.488,0.0,-431.282,-5.294,0.0,0.0,0.0,-5.294,-5.294,0.0,0.0,0.0,0.0,-28.099,0.0,-28.099,0.0,-397.889,400.727,0.0,13.837,13.837,0.0,0.0,0.0,0.0,0.0,386.89,-0.454,-4.848,
03/31/2012,29.719,48.111,6.12,2.415,3.009,-0.029,-0.565,-26.927,-29.64,0.0,12.08,-9.367,0.0,-0.311,-7.339,0.0,0.0,0.0,-7.339,-7.339,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,7.028,-4.457,0.0,-12.107,-7.107,0.0,-5.0,10.609,10.609,0.0,-2.959,0.142,25.093,
