Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Net Premiums Earned (L),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Oth Claims & Losses (NL & L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Amort Def Acq Cost (NL),Other Cost (NL),Underwriting & Acq Cost (L),Underwriting Cost (L),Other Cost (L),Other Cost (NL & L),Other Operating Expense,Operating Income (Loss),(Income) Loss from Affiliates,Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2011,4479.0,3831.0,3361.0,470.0,0.0,648.0,0.0,0.0,0.0,-2402.0,2132.0,270.0,0.0,,-1163.0,944.0,399.0,,545.0,170.0,84.0,86.0,49.0,4.0,918.0,,-63.0,0.0,855.0,-120.0,0.0,735.0,0.0,0.0,0.0,735.0,0.0,735.0,0.0,0.0,735.0,822.65,87.65,338.260786,2.17,2.17,2.431999,341.0,2.15,2.15,1.9,
03/31/2012,4185.0,3381.0,2908.0,473.0,0.0,804.0,0.0,0.0,0.0,-1951.0,1656.0,295.0,,0.0,-1092.0,938.0,432.0,,506.0,154.0,78.0,76.0,0.0,3.0,1145.0,,-62.0,0.0,1083.0,-110.0,,973.0,0.0,0.0,0.0,973.0,0.0,973.0,0.0,0.0,973.0,1246.3,273.3,338.567341,2.87,2.87,3.681099,341.690982,2.84,2.84,2.05,
06/30/2012,3926.0,3783.0,3309.0,474.0,0.0,143.0,0.0,0.0,0.0,-2221.0,1968.0,267.0,,-14.0,-1133.0,930.0,399.0,,531.0,166.0,78.0,88.0,37.0,-34.0,538.0,,-62.0,0.0,476.0,-148.0,,328.0,0.0,0.0,0.0,328.0,,328.0,0.0,0.0,328.0,-86.35,-414.35,339.766067,0.96,0.96,-0.254145,342.674038,0.96,0.96,-0.254145,
09/30/2012,5138.0,4665.0,4185.0,480.0,0.0,473.0,0.0,0.0,0.0,-3177.0,2883.0,294.0,,0.0,-1128.0,967.0,438.0,,529.0,161.0,81.0,80.0,0.0,17.0,850.0,,-63.0,0.0,787.0,-147.0,,640.0,0.0,0.0,0.0,640.0,0.0,640.0,0.0,0.0,640.0,597.2,-42.8,340.207037,1.88,1.88,1.755402,342.872713,1.86,1.86,1.735172,
12/31/2012,4687.0,3848.0,3359.0,489.0,0.0,839.0,0.0,0.0,0.0,-2814.0,2534.0,279.0,,1.0,-1189.0,951.0,405.0,,546.0,181.0,91.0,90.0,57.0,9.0,693.0,,-63.0,0.0,630.0,135.0,,765.0,0.0,0.0,0.0,765.0,0.0,765.0,0.0,0.0,765.0,1038.0,273.0,340.821273,2.24,2.24,3.045585,343.7,2.22,2.22,1.43,
03/31/2013,4310.0,3573.0,3096.0,477.0,0.0,737.0,0.0,0.0,0.0,-2057.0,1769.0,284.0,,4.0,-1128.0,963.0,429.0,,534.0,165.0,85.0,80.0,0.0,10.0,1135.0,,-60.0,0.0,1075.0,-122.0,,953.0,0.0,0.0,0.0,953.0,0.0,953.0,0.0,0.0,953.0,1160.0,207.0,340.778142,2.8,2.8,3.403974,343.906368,2.77,2.77,3.371908,
06/30/2013,4705.0,4067.0,3587.0,480.0,0.0,638.0,0.0,0.0,0.0,-2360.0,2105.0,255.0,,0.0,-1229.0,1048.0,478.0,,570.0,181.0,86.0,95.0,0.0,-37.0,1079.0,,-73.0,0.0,1006.0,-115.0,,891.0,0.0,0.0,0.0,891.0,,891.0,0.0,0.0,891.0,993.3,102.3,341.04729,2.61,2.61,2.912499,344.101265,2.59,2.59,2.29,
09/30/2013,5172.0,4610.0,4143.0,467.0,0.0,562.0,0.0,0.0,0.0,-2793.0,2514.0,279.0,,0.0,-1241.0,1070.0,478.0,,592.0,171.0,85.0,86.0,0.0,5.0,1143.0,,-72.0,0.0,1071.0,-155.0,,916.0,0.0,0.0,0.0,916.0,0.0,916.0,0.0,0.0,916.0,975.65,59.65,340.888648,2.68,2.68,2.862078,343.817737,2.66,2.66,2.833493,
12/31/2013,5074.0,4363.0,3882.0,481.0,0.0,711.0,0.0,0.0,0.0,-2653.0,2377.0,266.0,,10.0,-1272.0,1038.0,434.0,,604.0,184.0,87.0,97.0,50.0,7.0,1156.0,,-70.0,0.0,1086.0,-88.0,,998.0,0.0,0.0,0.0,998.0,0.0,998.0,0.0,0.0,998.0,824.65,-173.35,340.89789,2.93,2.93,2.419053,344.2,2.9,2.9,2.396368,
03/31/2014,4436.0,3970.0,3486.0,484.0,0.0,449.0,17.0,0.0,17.0,-2275.0,2010.0,265.0,0.0,0.0,-1263.0,1084.0,466.0,1.0,617.0,179.0,68.0,111.0,0.0,,898.0,,-71.0,0.0,827.0,-93.0,,734.0,0.0,0.0,0.0,734.0,0.0,734.0,0.0,0.0,734.0,693.6,-40.4,338.869562,2.16,2.16,2.046805,342.040736,2.14,2.14,2.046805,
06/30/2014,4840.0,4332.0,3842.0,490.0,0.0,483.0,25.0,0.0,25.0,-2532.0,2242.0,290.0,0.0,0.0,-1324.0,1130.0,493.0,,637.0,194.0,73.0,121.0,0.0,,984.0,,-72.0,0.0,912.0,-133.0,,779.0,0.0,0.0,0.0,779.0,0.0,779.0,0.0,0.0,779.0,734.3,-44.7,337.846228,2.3,2.3,2.173474,341.132587,2.28,2.28,2.173474,
09/30/2014,5200.0,4754.0,4265.0,489.0,0.0,446.0,0.0,0.0,0.0,-2809.0,2539.0,270.0,,0.0,-1379.0,1185.0,483.0,,702.0,194.0,71.0,123.0,0.0,19.0,1031.0,,-70.0,0.0,961.0,-176.0,,785.0,0.0,0.0,0.0,785.0,0.0,785.0,0.0,0.0,785.0,681.6,-103.4,334.472324,2.35,2.35,2.037837,337.67398,2.32,2.32,2.037837,
12/31/2014,4737.0,4370.0,3871.0,499.0,0.0,367.0,0.0,0.0,0.0,-2550.0,2268.0,284.0,,-2.0,-1354.0,1097.0,456.0,,641.0,196.0,73.0,123.0,61.0,21.0,854.0,,-67.0,0.0,787.0,-232.0,,555.0,0.0,0.0,0.0,555.0,0.0,555.0,0.0,0.0,555.0,288.85,-266.15,331.124128,1.68,1.68,0.872331,334.6,1.66,1.66,0.872331,
03/31/2015,4394.0,3927.0,3453.0,474.0,0.0,462.0,5.0,0.0,5.0,-2264.0,1970.0,294.0,0.0,0.0,-1261.0,1081.0,481.0,,600.0,180.0,73.0,107.0,0.0,,869.0,,-68.0,0.0,801.0,-120.0,,681.0,0.0,0.0,0.0,681.0,0.0,681.0,0.0,0.0,681.0,618.3,-62.7,328.212376,2.08,2.08,1.883841,331.69272,2.05,2.05,1.883841,
06/30/2015,5048.0,4360.0,3873.0,487.0,0.0,688.0,0.0,0.0,0.0,-2570.0,2280.0,290.0,0.0,,-1305.0,1113.0,504.0,,609.0,192.0,74.0,118.0,0.0,-17.0,1156.0,,-71.0,0.0,1085.0,-143.0,,942.0,0.0,0.0,0.0,942.0,0.0,942.0,0.0,0.0,942.0,1096.65,154.65,325.463196,2.89,2.89,2.42,328.685758,2.86,2.86,2.4,
09/30/2015,4871.0,4719.0,4239.0,480.0,0.0,152.0,0.0,0.0,0.0,-2732.0,3379.0,303.0,,-950.0,-1339.0,1326.0,672.0,,654.0,203.0,83.0,120.0,-190.0,-72.0,728.0,,-68.0,0.0,660.0,-132.0,,528.0,0.0,0.0,0.0,528.0,0.0,528.0,0.0,0.0,528.0,173.0,-355.0,324.210936,1.63,1.63,0.533603,327.17342,1.62,1.62,0.533603,
12/31/2015,4679.0,4207.0,3701.0,506.0,0.0,472.0,0.0,0.0,0.0,-2461.0,3821.0,317.0,,-1677.0,-1306.0,1833.0,642.0,,1191.0,218.0,80.0,138.0,-745.0,-69.0,843.0,,-93.0,0.0,750.0,-67.0,,683.0,0.0,0.0,0.0,683.0,0.0,683.0,0.0,0.0,683.0,656.0,-27.0,327.8,2.1,2.1,2.00122,327.8,2.08,2.08,1.997633,
03/31/2016,6877.0,6597.0,6100.0,497.0,0.0,280.0,0.0,0.0,0.0,-3800.0,3497.0,357.0,,-54.0,-2185.0,1421.0,700.0,,721.0,194.0,72.0,122.0,570.0,-183.0,709.0,,-146.0,0.0,563.0,-124.0,,439.0,0.0,0.0,0.0,439.0,0.0,439.0,0.0,0.0,439.0,987.0,548.0,446.739586,0.98,0.98,2.209341,450.0,0.97,0.97,2.209341,
06/30/2016,7897.0,7405.0,6893.0,512.0,0.0,492.0,0.0,0.0,0.0,-4400.0,4020.0,101.0,0.0,279.0,-2389.0,2128.0,752.0,,1376.0,214.0,77.0,137.0,47.0,-74.0,1034.0,,-153.0,0.0,881.0,-155.0,,726.0,0.0,0.0,0.0,726.0,0.0,726.0,0.0,0.0,726.0,992.0,266.0,467.701328,1.55,1.55,2.121012,471.157297,1.54,1.54,2.104567,
09/30/2016,8527.0,7688.0,7176.0,512.0,0.0,839.0,0.0,0.0,0.0,-4424.0,3497.0,307.0,,620.0,-2286.0,1762.0,695.0,,1067.0,204.0,77.0,127.0,320.0,-107.0,1710.0,79.0,-152.0,0.0,1637.0,-277.0,,1360.0,0.0,0.0,0.0,1360.0,0.0,1360.0,0.0,0.0,1360.0,1587.0,227.0,468.021093,2.9,2.9,3.390873,471.396362,2.88,2.88,3.361548,
12/31/2016,8168.0,7059.0,6525.0,534.0,0.0,1109.0,0.0,0.0,0.0,-4016.0,4771.0,337.0,,-1092.0,-2125.0,1990.0,717.0,,1273.0,204.0,81.0,123.0,-69.0,-4.0,2023.0,,-154.0,0.0,1869.0,-259.0,,1610.0,0.0,0.0,0.0,1610.0,0.0,1610.0,0.0,0.0,1610.0,1217.0,-393.0,468.023256,3.44,3.44,2.600298,471.6,3.41,3.41,2.576667,
03/31/2017,7510.0,6772.0,6266.0,506.0,0.0,738.0,0.0,0.0,0.0,-3957.0,3596.0,193.0,,168.0,-2073.0,1887.0,604.0,,1283.0,186.0,72.0,114.0,0.0,-158.0,1322.0,53.0,-154.0,0.0,1221.0,-128.0,,1093.0,0.0,0.0,0.0,1093.0,0.0,1093.0,0.0,0.0,1093.0,1120.0,27.0,468.903086,2.33,2.33,2.388553,472.73169,2.31,2.31,2.367115,
06/30/2017,8108.0,7237.0,6722.0,515.0,0.0,871.0,0.0,0.0,0.0,-4309.0,3964.0,166.0,0.0,179.0,-2155.0,1948.0,629.0,,1319.0,207.0,77.0,130.0,0.0,8.0,1652.0,,-147.0,0.0,1505.0,-200.0,,1305.0,0.0,0.0,0.0,1305.0,0.0,1305.0,0.0,0.0,1305.0,1128.0,-177.0,467.981077,2.79,2.79,2.410354,471.853937,2.77,2.77,2.394884,
09/30/2017,8610.0,7807.0,7280.0,527.0,0.0,803.0,0.0,0.0,0.0,-6416.0,6066.0,157.0,,193.0,-2202.0,1953.0,597.0,,1356.0,209.0,77.0,132.0,40.0,-100.0,-108.0,103.0,-150.0,0.0,-155.0,85.0,,-70.0,0.0,0.0,0.0,-70.0,0.0,-70.0,0.0,0.0,-70.0,-110.0,-40.0,466.370784,-0.15,-0.15,-0.235864,466.370784,-0.15,-0.15,-0.235864,
12/31/2017,8015.0,7218.0,6665.0,553.0,0.0,797.0,0.0,0.0,0.0,-4448.0,5054.0,332.0,,-938.0,-2184.0,1950.0,657.0,,1293.0,231.0,77.0,154.0,3.0,-76.0,1307.0,,-156.0,0.0,1151.0,382.0,,1533.0,0.0,0.0,0.0,1533.0,0.0,1533.0,0.0,0.0,1533.0,1030.5,-502.5,465.957447,3.29,3.29,2.211575,469.5,3.27,3.27,2.199712,
03/31/2018,7831.0,7027.0,6487.0,540.0,0.0,804.0,0.0,0.0,0.0,-4253.0,3897.0,404.0,,-48.0,-2156.0,1950.0,614.0,,1336.0,206.0,78.0,128.0,0.0,-48.0,1374.0,,-157.0,0.0,1217.0,-135.0,,1082.0,0.0,0.0,0.0,1082.0,0.0,1082.0,0.0,0.0,1082.0,1047.0,-35.0,465.70324,2.32,2.32,2.248213,469.473591,2.3,2.3,2.225448,
06/30/2018,8510.0,7664.0,7450.0,552.0,-338.0,846.0,0.0,0.0,0.0,-4637.0,4303.0,344.0,0.0,-10.0,-2211.0,1993.0,667.0,,1326.0,218.0,80.0,138.0,0.0,17.0,1679.0,,-167.0,0.0,1512.0,-218.0,,1294.0,0.0,0.0,0.0,1294.0,0.0,1294.0,0.0,0.0,1294.0,1212.0,-82.0,465.276597,2.78,2.78,2.604902,468.4,2.76,2.76,2.584936,
09/30/2018,8750.0,7908.0,7357.0,551.0,0.0,842.0,0.0,0.0,0.0,-4995.0,4673.0,336.0,,-14.0,-2223.0,2744.0,1379.0,,1365.0,216.0,77.0,139.0,-737.0,46.0,1578.0,,-164.0,0.0,1414.0,-183.0,,1231.0,0.0,0.0,0.0,1231.0,0.0,1231.0,0.0,0.0,1231.0,1080.0,-151.0,466.0,2.66,2.66,2.317597,466.0,2.64,2.64,2.315966,
12/31/2018,7626.0,7465.0,6890.0,575.0,0.0,161.0,0.0,0.0,0.0,-4772.0,4433.0,364.0,,-25.0,-2208.0,1981.0,653.0,,1328.0,227.0,75.0,152.0,0.0,21.0,667.0,,-153.0,0.0,514.0,-159.0,,355.0,0.0,0.0,0.0,355.0,0.0,355.0,0.0,0.0,355.0,893.0,538.0,461.038961,0.77,0.77,1.93693,463.420222,0.76,0.76,1.920933,
03/31/2019,7876.0,7137.0,6576.0,561.0,0.0,739.0,0.0,0.0,0.0,-4294.0,3897.0,368.0,,29.0,-2174.0,1967.0,631.0,,1336.0,207.0,79.0,128.0,0.0,-40.0,1368.0,,-140.0,0.0,1228.0,-188.0,,1040.0,0.0,0.0,0.0,1040.0,0.0,1040.0,0.0,0.0,1040.0,1137.0,97.0,458.805185,2.27,2.27,2.478176,461.5,2.25,2.25,2.460184,
06/30/2019,8527.0,7891.0,7320.0,571.0,0.0,636.0,0.0,0.0,0.0,-4876.0,4526.0,353.0,0.0,-3.0,-2302.0,2074.0,680.0,,1394.0,228.0,78.0,150.0,0.0,149.0,1498.0,,-140.0,0.0,1358.0,-208.0,,1150.0,0.0,0.0,0.0,1150.0,0.0,1150.0,0.0,0.0,1150.0,1163.0,13.0,457.224455,2.52,2.52,2.543608,460.169692,2.5,2.5,2.52825,
09/30/2019,9045.0,8327.0,7729.0,598.0,0.0,718.0,0.0,0.0,0.0,-5210.0,4862.0,355.0,,-7.0,-2355.0,2848.0,1421.0,,1427.0,256.0,80.0,176.0,-749.0,-21.0,1459.0,,-138.0,0.0,1321.0,-230.0,,1091.0,0.0,0.0,0.0,1091.0,0.0,1091.0,0.0,0.0,1091.0,1212.0,121.0,458.2,2.4,2.4,2.645133,458.2,2.38,2.38,2.644077,
12/31/2019,8738.0,7935.0,7322.0,613.0,0.0,803.0,0.0,0.0,0.0,-5090.0,4689.0,377.0,,24.0,-2352.0,2100.0,724.0,,1376.0,252.0,86.0,166.0,0.0,180.0,1476.0,,-134.0,0.0,1342.0,-169.0,,1173.0,0.0,0.0,0.0,1173.0,0.0,1173.0,0.0,0.0,1173.0,1015.0,-158.0,456.420233,2.57,2.57,2.223828,456.420233,2.57,2.57,2.223828,
03/31/2020,7697.0,7794.0,7163.0,631.0,0.0,-97.0,0.0,0.0,0.0,-4614.0,4285.0,387.0,,-58.0,-2356.0,2100.0,665.0,,1435.0,256.0,76.0,180.0,0.0,-128.0,599.0,,-132.0,0.0,467.0,-215.0,,252.0,0.0,0.0,0.0,252.0,0.0,252.0,0.0,0.0,252.0,1198.0,946.0,451.868658,0.56,0.56,2.651213,454.5,0.55,0.55,2.631408,
06/30/2020,8985.0,8128.0,7520.0,608.0,0.0,857.0,0.0,0.0,0.0,-6800.0,6406.0,335.0,,59.0,-2320.0,2042.0,645.0,,1397.0,278.0,82.0,196.0,0.0,-130.0,-265.0,,-128.0,0.0,-393.0,62.0,,-331.0,0.0,0.0,0.0,-331.0,0.0,-331.0,0.0,0.0,-331.0,-273.0,58.0,451.402807,-0.73,-0.73,-0.604781,451.402807,-0.73,-0.73,-0.604781,
