Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Discontinued Operations,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Deferred Tax Liabilities,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
12/31/1992,9590.099609,1703.699982,1257.099976,446.600006,1400.300049,,,1067.800049,,,,,1213.0,,,,,,5384.799805,2305.100098,3816.399902,-1511.300049,601.400024,,1298.800049,,,,,1298.800049,4205.300171,,456.399994,456.399994,,,,1252.300049,,,,,,1508.699859,,,,1508.699859,3217.399902,571.299988,,,,,1047.900024,,,1047.900024,1619.200012,4836.599914,0.0,408.600006,,,-854.599976,,5164.599976,4718.600006,34.900002,4753.500008,9590.099922,
03/31/1993,9724.0,1724.799988,1019.0,705.799988,2007.5,,,1110.800049,,,,,592.599976,,,,,,5435.700195,2341.699951,3893.699951,-1552.0,640.299988,,1306.300049,,,,,1306.300049,4288.299988,,381.299988,381.299988,,,,1840.099976,,,,,,1394.999939,,,,1394.999939,3616.399902,573.599976,,,,,1046.599976,,,1046.599976,1620.199951,5236.599854,0.0,419.799988,,,-1268.300049,,5300.800049,4452.299988,35.099998,4487.399986,9723.99984,
06/30/1993,10018.799805,1993.600037,1159.900024,833.700012,1513.099976,,,1191.900024,,,,,1048.599976,,,,,,5747.200195,2480.100098,4097.899902,-1617.800049,598.400024,,1193.099976,,,,,1193.099976,4271.600098,,384.299988,384.299988,,,,2160.600098,,,,,,1551.30011,,,,1551.30011,4096.200195,574.400024,,,,,1105.699951,,,1105.699951,1680.099976,5776.300171,0.0,439.5,,,-1637.199951,,5406.099854,4208.399902,34.099998,4242.499901,10018.800072,
10/03/1993,9882.400391,2133.800049,1227.900024,905.900024,1521.300049,,,1128.599976,,,,,913.099976,,,,,,5696.799805,2539.5,4185.600098,-1646.099976,598.299988,,1047.800049,,,,,1047.800049,4185.600037,,394.600006,394.600006,,,,2220.100098,,,,,,1531.399994,,,,1531.399994,4146.100098,572.900024,,,,,1300.5,,,1300.5,1873.400024,6019.500122,0.0,418.799988,,,-1153.300049,,4556.800049,3822.299988,40.599998,3862.899986,9882.400108,
12/31/1993,9330.900391,1176.50003,729.400024,447.100006,1468.699951,,,1093.5,,,,,994.5,,,,,,4733.200195,2632.5,4300.700195,-1668.199951,586.700012,,1378.5,,,,,1378.5,4597.700012,,479.100006,479.100006,,,,1178.800049,,,,,,1785.700043,,,,1785.700043,3443.600098,570.5,,,,,1412.0,,,1412.0,1982.5,5426.100098,0.0,525.599976,,,-1242.5,,4582.399902,3865.499878,39.299999,3904.799877,9330.899975,
03/31/1994,9640.900391,1191.5,796.799988,394.700012,1570.099976,,,1174.5,,,,,1006.799988,,,,,,4942.899902,2692.800049,4453.700195,-1760.900024,661.900024,,1343.300049,,,,,1343.300049,4698.000122,,449.0,449.0,,,,1517.800049,,,,,,1783.399902,,,,1783.399902,3750.199951,570.099976,,,,,1445.400024,,,1445.400024,2015.5,5765.699951,0.0,389.799988,,,-1541.5,,4991.399902,3839.69989,35.5,3875.19989,9640.899841,
06/30/1994,10099.900391,1418.5,804.099976,614.400024,1548.599976,,,1239.599976,,,,,965.0,,,,,,5171.700195,2805.600098,4634.600098,-1829.0,723.299988,,1399.300049,,,,,1399.300049,4928.200134,,427.100006,427.100006,,,,1836.199951,,,,,,2022.900238,,,,2022.900238,4286.200195,570.200012,,,,,1458.699951,,,1458.699951,2028.899963,6315.100159,0.0,496.700012,,,-1678.199951,,4929.5,3748.000061,36.799999,3784.80006,10099.900219,
09/30/1994,10401.5,1411.100037,894.200012,516.900024,1641.5,,,1267.599976,,,,,1105.599976,,,,,,5425.799805,2941.899902,4841.299805,-1899.400024,609.900024,,1423.900024,,,,,1423.900024,4975.699951,,432.899994,432.899994,,,,1796.800049,,,,,,1909.299957,,,,1909.299957,4139.0,586.299988,,,,,1484.400024,,,1484.400024,2070.700012,6209.700012,0.0,580.900024,,,-1680.0,,5253.0,4153.900024,37.900002,4191.800026,10401.500038,
12/31/1994,11098.5,2018.599976,1458.5,560.099976,1665.0,,,1264.900024,,,,,839.900024,,,,,,5788.399902,3073.199951,4992.899902,-1919.699951,828.599976,,1408.300049,,,,,1408.300049,5310.099976,,524.900024,524.900024,,,,2220.0,,,,,,2080.999878,,,,2080.999878,4825.899902,604.200012,,,,,1305.699951,,,1305.699951,1909.899963,6735.799866,0.0,685.400024,,,-1752.699951,,5391.199951,4323.900024,38.799999,4362.700024,11098.499889,
03/31/1995,12498.0,1521.0,967.0,554.0,1906.0,,,1328.0,,,,,1258.0,,,,,,6013.0,3279.0,5243.0,-1964.0,739.0,,2467.0,,,,,2467.0,6485.0,,558.0,558.0,,,,3115.0,,,,,,2087.0,,,,2087.0,5760.0,610.0,,,,,1390.0,,,1390.0,2000.0,7760.0,0.0,792.0,,,-1683.0,,5588.0,4697.0,41.0,4738.0,12498.0,
06/30/1995,12928.0,1642.0,624.0,1018.0,2290.0,,,1387.0,,,,,851.0,,,,,,6170.0,3438.0,5458.0,-2020.0,673.0,,2647.0,,,,,2647.0,6758.0,,700.0,700.0,,,,3060.0,,,,,,2326.0,,,,2326.0,6086.0,611.0,,,,,1357.0,,,1357.0,1968.0,8054.0,0.0,874.0,,,-1676.0,,5631.0,4829.0,45.0,4874.0,12928.0,
09/30/1995,12821.099609,1696.599976,733.599976,963.0,1998.300049,,,1348.900024,,,,,1093.199951,,,,,,6137.0,3473.600098,5501.700195,-2028.099976,581.900024,,2628.600098,,,,,2628.600098,6684.10022,,636.0,636.0,,,,3046.399902,,,,,,2117.0,,,,2117.0,5799.399902,358.200012,,,,,1336.199951,,,1336.199951,1694.399963,7493.799866,0.0,1074.400024,,,-1650.300049,,5857.099854,5281.199829,46.099998,5327.299828,12821.099693,
12/31/1995,12729.299805,1511.999939,403.299988,1108.699951,2024.0,,,1384.099976,,,,,1232.300049,,,,,,6152.399902,3472.600098,5463.399902,-1990.800049,544.900024,,2559.399902,,,,,2559.399902,6576.900024,,715.299988,715.299988,,,,2035.5,,,,,,2436.400208,,,,2436.400208,5187.200195,833.0,,,,,1155.900024,,,1155.900024,1988.900024,7176.10022,0.0,1269.5,,,-1615.400024,,5852.500122,5506.600098,46.599998,5553.200096,12729.300316,
03/31/1996,13174.0,1693.0,818.0,875.0,2221.0,,,1502.0,256.0,639.0,607.0,,990.0,,,,,,6406.0,3521.0,5543.0,-2022.0,527.0,,2720.0,1327.0,,,,1393.0,6768.0,,602.0,602.0,,,,2339.0,,,,,,2541.0,,,,2541.0,5482.0,584.0,,,,,1172.0,,,1172.0,1756.0,7238.0,0.0,1379.0,,,-1569.0,,6078.0,5888.0,48.0,5936.0,13174.0,
06/30/1996,13619.0,1976.0,870.0,1106.0,2467.0,,,1441.0,272.0,631.0,538.0,,607.0,,,,,,6491.0,3571.0,5639.0,-2068.0,606.0,,2951.0,1476.0,,,,1475.0,7128.0,,652.0,652.0,,,,2545.0,,,,,,2651.0,,,,2651.0,5848.0,583.0,,,,,1155.0,,,1155.0,1738.0,7586.0,0.0,1514.0,,,-1538.0,,6008.0,5984.0,49.0,6033.0,13619.0,
09/30/1996,14616.0,2084.0,1046.0,1038.0,2193.0,,,1614.0,299.0,731.0,584.0,,915.0,,,,,,6806.0,3678.0,5764.0,-2086.0,1198.0,,2934.0,1478.0,,,,1456.0,7810.0,,750.0,750.0,,,,3157.0,,,,,,2292.0,,,,2292.0,6199.0,553.0,,,,,1246.0,,,1246.0,1799.0,7998.0,0.0,1638.0,,,-1508.0,,6436.0,6566.0,52.0,6618.0,14616.0,
12/31/1996,14667.0,1637.0,1150.0,487.0,2606.0,,,1589.0,277.0,695.0,617.0,,636.0,,,,,,6468.0,3850.0,6005.0,-2155.0,1163.0,,3186.0,424.0,,,,2762.0,8199.0,,913.0,913.0,,,,2235.0,,,,,,2492.0,,,,2492.0,5640.0,687.0,,,,,1336.0,,,1336.0,2023.0,7663.0,0.0,1762.0,,,-1482.0,,6674.0,6954.0,50.0,7004.0,14667.0,
03/31/1997,15053.0,1873.0,1230.0,643.0,2797.0,,,1594.0,278.0,712.0,604.0,,662.0,,,,,,6926.0,3848.0,6023.0,-2175.0,1195.0,,3084.0,1375.0,,,,1709.0,8127.0,,819.0,819.0,,,,2582.0,,,,,,2379.0,,,,2379.0,5780.0,732.0,,,,,1349.0,,,1349.0,2081.0,7861.0,0.0,1878.0,,,-1553.0,,6827.0,7152.0,40.0,7192.0,15053.0,
06/30/1997,15732.0,2237.0,1514.0,723.0,2745.0,,,1664.0,280.0,743.0,641.0,,697.0,,,,,,7343.0,3943.0,6203.0,-2260.0,1224.0,,3222.0,1344.0,,,,1878.0,8389.0,,971.0,971.0,,,,2978.0,,,,,,2473.0,,,,2473.0,6422.0,731.0,,,,,1365.0,,,1365.0,2096.0,8518.0,0.0,2567.0,,,-1622.0,,6229.0,7174.0,40.0,7214.0,15732.0,
09/28/1997,15347.0,1917.0,1190.0,727.0,2636.0,2636.0,,1820.0,258.0,873.0,689.0,0.0,866.0,,,,,,7239.0,3998.0,6314.0,-2316.0,1179.0,,2931.0,1316.0,1316.0,0.0,,1615.0,8108.0,,702.0,702.0,,,,2851.0,,,,,,2227.0,,,,2227.0,5780.0,729.0,,,,,1391.0,,,1391.0,2120.0,7900.0,0.0,2639.0,,,-1977.0,9012.0,-2269.0,7405.0,42.0,7447.0,15347.0,
12/31/1997,15336.0,1589.0,877.0,712.0,2642.0,,,1773.0,244.0,852.0,677.0,,816.0,,,,,,6820.0,4137.0,6458.0,-2321.0,1340.0,,3039.0,1294.0,,,,1745.0,8516.0,,765.0,765.0,,,,2255.0,,,,,,2285.0,,,,2285.0,5305.0,729.0,,,,,1369.0,,,1369.0,2098.0,7403.0,0.0,3308.0,,,-1993.0,,6618.0,7933.0,0.0,7933.0,15336.0,
03/29/1998,15955.0,1848.0,1053.0,795.0,3012.0,2913.0,,1837.0,245.0,880.0,712.0,,711.0,,,,,,7408.0,4139.0,6509.0,-2370.0,1360.0,,3048.0,1270.0,1270.0,0.0,,1778.0,8547.0,,724.0,724.0,,,,2515.0,,,,,,2442.0,,,,2442.0,5681.0,729.0,,,,,1356.0,,,1356.0,2085.0,7766.0,0.0,4196.0,,,-2186.0,9796.0,-3617.0,8189.0,0.0,8189.0,15955.0,
06/28/1998,16508.0,2047.0,1089.0,958.0,3209.0,,,1842.0,258.0,864.0,720.0,,1161.0,,,,,,8259.0,4166.0,6548.0,-2382.0,1315.0,,2768.0,1023.0,,,,1745.0,8249.0,,814.0,814.0,,,,2583.0,,,,,,2741.0,,,,2741.0,6138.0,724.0,,,,,1341.0,,,1341.0,2065.0,8203.0,0.0,4827.0,,,-2314.0,,5792.0,8305.0,0.0,8305.0,16508.0,
09/27/1998,18177.0,3653.0,2723.0,930.0,2860.0,2860.0,,1681.0,245.0,826.0,610.0,0.0,1680.0,,,,,,9874.0,4115.0,6386.0,-2271.0,1717.0,,2471.0,883.0,883.0,0.0,,1588.0,8303.0,,817.0,817.0,,,,3350.0,,,,,,3092.0,,,,3092.0,7259.0,528.0,,,,,1745.0,,,1745.0,2273.0,9532.0,,4764.0,,,-3383.0,11325.0,-4061.0,8645.0,,8645.0,18177.0,
12/31/1998,18302.0,3929.0,1552.0,2377.0,3064.0,,,1828.0,241.0,890.0,697.0,,1110.0,,,,,,9931.0,4415.0,6844.0,-2429.0,1756.0,,2200.0,813.0,,,,1387.0,8371.0,,971.0,971.0,,,,2729.0,,,,,,3492.0,,,,3492.0,7192.0,527.0,,,,,1773.0,,,1773.0,2300.0,9492.0,,5716.0,,,-3911.0,,7005.0,8810.0,,8810.0,18302.0,
04/04/1999,19025.0,4205.0,1166.0,3039.0,3470.0,3470.0,,1704.0,277.0,809.0,618.0,,1370.0,,,,,,10749.0,4531.0,7024.0,-2493.0,1548.0,,2197.0,788.0,788.0,0.0,,1409.0,8276.0,,656.0,656.0,,,,4296.0,,,,,,2800.0,,,,2800.0,7752.0,525.0,,,,,1703.0,,,1703.0,2228.0,9980.0,0.0,6402.0,,,-5037.0,12254.0,-4574.0,9045.0,0.0,9045.0,19025.0,
07/04/1999,19640.0,4512.0,1223.0,3289.0,3396.0,3396.0,,1805.0,300.0,849.0,656.0,,1438.0,,,,,,11151.0,4738.0,7248.0,-2510.0,1521.0,,2230.0,779.0,779.0,0.0,,1451.0,8489.0,,770.0,770.0,,,,4938.0,,,,,,3102.0,,,,3102.0,8810.0,530.0,,,,,1649.0,,,1649.0,2179.0,10989.0,0.0,5787.0,,,-5597.0,12367.0,-3906.0,8651.0,0.0,8651.0,19640.0,
10/03/1999,20239.0,4908.0,942.0,3966.0,3618.0,3618.0,,1638.0,275.0,721.0,642.0,0.0,1320.0,,,,,,11484.0,5059.0,7667.0,-2608.0,1541.0,,2155.0,776.0,776.0,0.0,,1379.0,8755.0,,694.0,694.0,,,,5486.0,,,,,,2912.0,,,,2912.0,9092.0,525.0,,,,,1836.0,,,1836.0,2361.0,11453.0,0.0,5792.0,,,-6223.0,13085.0,-3868.0,8786.0,0.0,8786.0,20239.0,
12/31/1999,20574.0,4442.0,739.0,3703.0,3864.0,3864.0,,1654.0,293.0,711.0,650.0,0.0,1231.0,,,,,,11191.0,5343.0,8037.0,-2694.0,1721.0,,2319.0,763.0,763.0,0.0,,1556.0,9383.0,,951.0,951.0,,,,5001.0,,,,,,3233.0,,,,3233.0,9185.0,525.0,,,,,1977.0,,,1977.0,2502.0,11687.0,0.0,5629.0,,,-6851.0,13396.0,-3287.0,8887.0,0.0,8887.0,20574.0,
07/02/2000,32044.0,6122.0,1590.0,4532.0,5341.0,5341.0,,2597.0,467.0,943.0,1187.0,0.0,1756.0,,,,,,15816.0,9025.0,13745.0,-4720.0,2183.0,,5020.0,1806.0,1806.0,0.0,,3214.0,16228.0,,1440.0,1440.0,,,,5544.0,,,,,,5234.0,,,,5234.0,12218.0,1266.0,,,,,3587.0,,,3587.0,4853.0,17071.0,0.0,8616.0,,,-6852.0,18085.0,-4876.0,14973.0,0.0,14973.0,32044.0,
10/01/2000,33488.0,7224.0,1341.0,5883.0,5411.0,5411.0,,2723.0,457.0,1007.0,1259.0,0.0,1810.0,,,,,,17168.0,9178.0,14014.0,-4836.0,2646.0,,4496.0,1761.0,1761.0,0.0,,2735.0,16320.0,,1417.0,1417.0,,,,5934.0,,,,,,4993.0,,,,4993.0,12344.0,1257.0,,,,,3715.0,,,3715.0,4972.0,17316.0,0.0,8800.0,,,-7477.0,19453.0,-4604.0,16172.0,0.0,16172.0,33488.0,
12/31/2000,33510.0,6863.0,1099.0,5764.0,5489.0,5489.0,,2702.0,433.0,1074.0,1195.0,0.0,2133.0,,,,,,17187.0,9425.0,14134.0,-4709.0,2529.0,,4369.0,1791.0,1791.0,0.0,,2578.0,16323.0,,1719.0,1719.0,,,,4289.0,,,,,,5973.0,,,,5973.0,11981.0,1123.0,,,,,4330.0,,,4330.0,5453.0,17434.0,0.0,9232.0,,,-7858.0,19599.0,-4897.0,16076.0,0.0,16076.0,33510.0,
07/01/2001,36941.0,9016.0,1295.0,7721.0,5435.0,5435.0,,2926.0,456.0,1208.0,1262.0,0.0,2221.0,,,,,,19598.0,9818.0,14718.0,-4900.0,3218.0,,4307.0,1776.0,1776.0,0.0,,2531.0,17343.0,,1542.0,1542.0,,,,4638.0,,,,,,5804.0,,,,5804.0,11984.0,2367.0,,,,,4774.0,,,4774.0,7141.0,19125.0,0.0,8860.0,,,-8574.0,21899.0,-4369.0,17816.0,0.0,17816.0,36941.0,
09/30/2001,38806.0,9463.0,1898.0,7565.0,5679.0,5679.0,,2842.0,466.0,1139.0,1237.0,0.0,2015.0,,,,,,19999.0,10166.0,15261.0,-5095.0,4258.0,,4383.0,1764.0,1764.0,0.0,,2619.0,18807.0,,1632.0,1632.0,,,,6362.0,,,,,,5045.0,,,,5045.0,13039.0,2087.0,,,,,4784.0,,,4784.0,6871.0,19910.0,0.0,9224.0,,,-9927.0,23967.0,-4368.0,18896.0,0.0,18896.0,38806.0,
12/31/2001,39153.0,8615.0,1036.0,7579.0,5067.0,4798.0,,2485.0,412.0,1062.0,1011.0,0.0,3045.0,,,,,,19212.0,9783.0,14372.0,-4589.0,5724.0,,4434.0,1689.0,1689.0,0.0,,2745.0,19941.0,,1411.0,1411.0,,,,6263.0,,,,,,6055.0,,,,6055.0,13729.0,2609.0,,,,,4522.0,,,4522.0,7131.0,20860.0,0.0,9640.0,,,-11378.0,24430.0,-4399.0,18293.0,0.0,18293.0,39153.0,
03/31/2002,41316.0,9893.0,1332.0,8561.0,6703.0,6453.0,,2750.0,486.0,1165.0,1099.0,0.0,1624.0,,,,,,20970.0,10496.0,15799.0,-5303.0,5304.0,,4546.0,3119.0,1824.0,1295.0,,1427.0,20346.0,,1591.0,1591.0,,,,7746.0,,,,,,5392.0,,,,5392.0,14729.0,2580.0,,,,,4333.0,,,4333.0,6913.0,21642.0,0.0,9457.0,,,-12367.0,26788.0,-4204.0,19674.0,0.0,19674.0,41316.0,
06/30/2002,42568.0,11610.0,1196.0,10414.0,6273.0,6273.0,,2805.0,503.0,1086.0,1216.0,0.0,1698.0,,,,,,22386.0,10784.0,16342.0,-5558.0,5118.0,,4280.0,1288.0,1288.0,0.0,,2992.0,20182.0,,1524.0,1524.0,,,,8366.0,,,,,,6427.0,,,,6427.0,16317.0,3072.0,,,,,4349.0,,,4349.0,7421.0,23738.0,0.0,9388.0,,,-13.315,26742.0,-17286.685,18830.0,0.0,18830.0,42568.0,
09/29/2002,44876.0,12544.0,1774.0,10770.0,6099.0,6099.0,,2909.0,483.0,1263.0,1163.0,0.0,2118.0,,,,,,23670.0,11076.0,16896.0,-5820.0,5110.0,,5020.0,1304.0,1304.0,0.0,,3716.0,21206.0,,1551.0,1551.0,,,,10690.0,,,,,,6160.0,,,,6160.0,18401.0,3118.0,,,,,4404.0,,,4404.0,7522.0,25923.0,0.0,9243.0,,,-16054.0,29099.0,-3335.0,18953.0,0.0,18953.0,44876.0,
12/31/2002,46356.0,12551.0,1878.0,10673.0,6184.0,5785.0,,2678.0,403.0,1142.0,1133.0,0.0,3368.0,,,,,,24781.0,10712.0,16143.0,-5431.0,5161.0,,5702.0,2121.0,1200.0,921.0,,3581.0,21575.0,,1620.0,1620.0,,,,8669.0,,,,,,8266.0,,,,8266.0,18555.0,3140.0,,,,,4711.0,,,4711.0,7851.0,26406.0,0.0,9709.0,,,-16341.0,30243.0,-3661.0,19950.0,0.0,19950.0,46356.0,
03/30/2003,52928.0,15505.0,2068.0,13437.0,7042.0,6759.0,,2599.0,449.0,1143.0,1007.0,0.0,5957.0,,,,,,31103.0,11038.0,16835.0,-5797.0,5139.0,,5648.0,2180.0,1230.0,950.0,,3468.0,21825.0,,1374.0,1374.0,,,,9265.0,,,,,,8115.0,,,,8115.0,18754.0,3713.0,,,,,5618.0,,,5618.0,9331.0,28085.0,0.0,9757.0,,,-16887.0,34908.0,-2935.0,24843.0,0.0,24843.0,52928.0,
06/29/2003,124258.0,15957.0,2190.0,13767.0,9042.0,8808.0,,6733.0,2000.0,2992.0,1741.0,0.0,3012.0,,,,,,34744.0,18279.0,24522.0,-6243.0,6086.0,,65149.0,59537.0,22724.0,36813.0,,5612.0,89514.0,,2121.0,2121.0,,,,8214.0,,,,,,11822.0,,,,11822.0,22157.0,6710.0,,,,,25109.0,,,25109.0,31819.0,53976.0,239.0,66319.0,,,-22721.0,28923.0,-2478.0,70282.0,0.0,70282.0,124258.0,
09/28/2003,120058.0,14417.0,1610.0,12807.0,8966.0,8626.0,,6701.0,1348.0,3318.0,2035.0,0.0,2983.0,,,,,,33067.0,17961.0,24338.0,-6377.0,5962.0,,63068.0,57151.0,22972.0,34179.0,,5917.0,86991.0,,1998.0,1998.0,,,,9396.0,,,,,,10266.0,,,,10266.0,21660.0,6439.0,,,,,23428.0,,,23428.0,29867.0,51527.0,229.0,66352.0,,,-26181.0,31191.0,-3060.0,68531.0,0.0,68531.0,120058.0,
