Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,Total Capital,Total Debt/Total Capital,Total Debt/EV,EV/Sales,EV/EBITDA,EV/EBIT,EV/Cash Flow to Firm,EV/Free Cash Flow to Firm,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
09/30/1988,,,,,,,,,,,,,,,15901.243782,,,,
12/31/1988,,,,,,,,,,,,,,,15810.995121,,,,
03/31/1989,,,,,,,,,,,,,,,18108.31665,,,,
06/30/1989,,,,,,,,,,,,,,,19552.936192,,,,
09/30/1989,,,,,,,,,,,,,,,23157.277802,,,,
12/31/1989,,,,,,,,,,,,,,,26171.063736,,,,
03/31/1990,24950.390244,-1235.869942,300.0,,2626.457092,26640.977394,5977.740967,43.937285,0.098587,2.918319,,,,,25090.585274,26781.172424,4.988432,,
06/30/1990,29618.714523,-1107.60495,300.0,,2235.642029,31046.751602,5838.64502,38.290426,0.072009,3.289169,,,,,29614.765625,31042.802704,5.814312,,
09/30/1990,26371.315277,-1302.719002,300.0,,1984.414001,27353.010277,5919.565918,33.522965,0.072548,2.754794,,,,,26369.844635,27351.539635,5.121303,,
12/31/1990,31073.12265,-1492.124054,75.0,,2536.74408,32192.742676,6385.908142,39.724093,0.078799,3.144943,14.663378,16.495868,22.319203,,31058.917786,32178.537811,6.021935,,
03/31/1991,36180.60112,-786.375977,,,2140.764954,37534.990097,5948.990906,35.985346,0.057034,3.551408,16.407039,18.696663,22.242511,,36225.546768,37579.935745,7.0351,,
06/30/1991,36319.909027,-986.325027,,,2287.105957,37620.689957,6241.656982,36.642609,0.060794,3.4612,15.527934,17.735887,19.136867,,36370.630219,37671.411148,7.056487,,
09/30/1991,42901.322296,-1238.758026,,,2231.583008,43894.147278,6453.259033,34.580713,0.05084,3.90218,17.069744,19.478764,21.523061,,42962.287079,43955.112061,8.249083,,
12/31/1991,53324.562515,-1117.195999,0.0,0.0,2287.554993,54494.921509,6526.501892,35.050246,0.041977,4.709362,21.118199,23.498863,24.601574,,53259.677765,54430.036758,10.251414,,
03/31/1992,53960.558441,-1000.752991,,,2471.951965,55431.757416,6575.440002,37.593712,0.044595,4.672801,21.030343,23.105721,25.384182,,54241.125,55712.323975,10.497357,,
06/30/1992,52591.748047,-1066.465973,,,2726.406982,54251.689056,7067.338013,38.577566,0.050255,4.384642,19.445182,21.3776,26.014365,,52720.0,54379.94101,10.315628,,
09/30/1992,53144.893982,-918.350014,,,2441.061951,54667.605919,7036.921936,34.689342,0.044653,4.301487,18.695308,20.558858,25.432079,,53202.825989,54725.537926,10.415102,,
12/31/1992,54721.045685,-1062.987968,,,3207.3479,56865.405617,7095.735962,45.20106,0.056402,4.34955,18.391063,20.528353,24.198903,,54844.063721,56988.423653,10.87899,,
03/31/1993,55628.606461,-864.0,0.0,0.0,3218.0,57982.606461,7180.0,44.818942,0.055499,4.340711,18.063044,20.181263,22.801583,,55668.25,58022.25,11.107184,,
06/30/1993,55947.256958,-1080.0,0.0,0.0,3486.0,58353.256958,7744.0,45.015496,0.05974,4.25723,17.49716,19.450496,21.131004,,56029.0,58435.0,11.212301,,
09/30/1993,54884.230194,-1189.0,0.0,0.0,3111.0,56806.230194,7605.0,40.907298,0.054765,4.1081,16.712566,18.545394,20.482898,,54925.0,56847.0,10.93239,,
12/31/1993,58223.203506,-1078.0,0.0,0.0,2856.0,60001.203506,7440.0,38.387097,0.047599,4.299004,17.33137,19.342748,22.871446,,58247.75,60025.75,11.561344,,
03/31/1994,52594.100952,-1100.0,0.0,0.0,3050.0,54544.100952,7866.0,38.774472,0.055918,3.826851,15.321377,17.061026,20.16323,,52650.0,54600.0,10.532807,,
06/30/1994,52402.352142,-1356.0,0.0,0.0,3472.0,54518.352142,8688.0,39.963168,0.063685,3.709741,14.782633,16.480759,18.972006,,52487.5,54603.5,10.566358,,
09/30/1994,62616.695358,-1857.0,0.0,0.0,3277.0,64036.695358,8882.0,36.894844,0.051174,4.12395,16.559787,18.406639,20.342977,,62677.625,64097.625,12.431925,,
12/31/1994,65710.548645,-1531.0,0.0,0.0,3218.0,67397.548645,8453.0,38.069325,0.047747,4.167546,16.3626,18.176254,20.304551,,66074.5,67761.5,13.205542,,
03/31/1995,71529.504257,-1432.0,0.0,0.0,3125.0,73222.504257,8259.0,37.837511,0.042678,4.391418,17.249118,19.193317,21.962918,,71709.0,73402.0,14.427329,,
06/30/1995,80456.134186,-1800.0,0.0,0.0,3734.0,82390.134186,9031.0,41.346473,0.045321,4.771261,18.556337,20.582097,25.972416,,80643.75,82577.75,16.320605,,
09/30/1995,87297.836426,-1925.0,0.0,0.0,3755.0,89127.836426,9022.0,41.620483,0.04213,5.034902,19.956972,22.231937,27.301388,,86871.0,88701.0,17.611607,,
12/31/1995,92983.197038,-1315.0,0.0,0.0,1693.0,93361.197038,7085.0,23.895554,0.018134,5.181552,20.536999,22.815542,28.268487,,93035.25,93413.25,18.637961,,
03/31/1996,103399.852386,-1756.0,0.0,0.0,4290.0,105933.852386,9830.0,43.641913,0.040497,5.761032,22.52953,24.949094,28.972897,,105340.75,107874.75,21.194485,,
06/30/1996,122196.597145,-1937.0,0.0,0.0,4472.0,124731.597145,10408.0,42.966949,0.035853,6.656612,25.770991,28.5427,32.198973,,122500.0,125035.0,25.008259,,
09/30/1996,126625.887721,-2313.0,0.0,0.0,4271.0,128583.887721,10506.0,40.65296,0.033216,6.939228,29.163957,33.678336,33.116415,,126780.5,128738.5,25.830837,,
12/31/1996,130562.252415,-1658.0,0.0,0.0,4513.0,133417.252415,10669.0,42.300122,0.033826,7.144929,29.335368,34.078481,36.25173,66.432921,129352.25,132207.25,26.887874,,
03/31/1997,138226.993713,-2237.0,0.0,0.0,3788.0,139777.993713,10369.0,36.53197,0.0271,7.520202,29.847959,34.736082,35.945051,64.932758,140434.25,141985.25,28.187776,,
06/30/1997,168648.566436,-2742.0,0.0,0.0,4085.0,169991.566436,11349.0,35.994361,0.024031,9.250738,35.533354,41.613603,40.967005,71.261094,171292.0,172635.0,34.270752,,
09/30/1997,150878.749259,-2203.0,0.0,0.0,3046.0,151721.749259,10327.0,29.495497,0.020076,8.138269,27.671302,31.128795,35.783381,61.326346,153415.0,154258.0,30.670412,,
12/31/1997,164760.065186,-1843.0,0.0,0.0,3875.0,166792.065186,11186.0,34.641516,0.023233,8.839944,29.641384,33.351743,39.628099,53.52875,167185.5625,169217.5625,33.754981,,
03/31/1998,191329.402634,-2005.0,0.0,0.0,945.0,190269.402634,8584.0,11.008854,0.004967,9.916579,32.912887,37.010193,49.916346,69.371372,193748.625,192688.625,38.504241,,
06/30/1998,210933.551514,-2153.0,0.0,0.0,4657.0,213437.551514,12642.0,36.837526,0.021819,11.080182,36.460122,40.974765,57.20499,79.04801,213835.5,216339.5,43.257487,,
09/30/1998,141886.74826,-1829.0,0.0,0.0,4623.0,144680.74826,12484.0,37.0314,0.031953,7.592399,24.731752,27.807178,42.769615,58.962088,143601.5,146395.5,29.379869,,
12/31/1998,165189.710449,-1807.0,0.0,0.0,5149.0,168531.710449,13552.0,37.994392,0.030552,8.958258,30.030597,33.930282,46.53936,61.100455,166763.0,170105.0,34.177748,,
03/31/1999,151430.66037,-1754.0,0.0,0.0,5653.0,155329.66037,14141.0,39.975956,0.036394,8.281598,28.180272,32.16601,44.926273,60.879338,152639.625,156538.625,31.477634,,
06/30/1999,153075.954,-2364.0,0.0,0.0,6207.0,156918.954,15280.0,40.621728,0.039555,8.285056,28.882561,33.330279,41.95077,56.946509,154256.0,158099.0,31.778261,,
09/30/1999,119167.993713,-1637.0,0.0,0.0,6326.0,123856.993713,15794.0,40.053185,0.051075,6.406838,23.137865,27.102187,31.433697,42.690733,119901.25,124590.25,25.074266,,
12/31/1999,143969.24375,-1812.0,0.0,0.0,6227.0,148384.24375,15740.0,39.561626,0.041965,7.540999,31.081744,37.263748,36.213195,48.99565,144867.75,149282.75,30.018155,,
03/31/2000,116118.115158,-2684.0,0.0,0.0,7365.0,120799.115158,16267.0,45.275712,0.060969,6.141911,26.39264,32.144522,30.808436,42.341451,116029.5,120710.5,24.414832,,
