Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
05/01/1993,895.202026,211.127003,12.409,198.718002,151.134995,,,215.007996,,,,,7.446,,,,,,584.716003,226.557007,555.377991,-328.821014,0.0,83.929001,,,,,,83.929001,310.486008,,74.737,74.737,,,,0.017,,,,,,105.772993,,,105.772993,180.526993,7.624,,,,,43.993,,,,,,43.993,51.617,232.143993,0.0,23.08,,,-4.785,,644.763027,663.058027,0.0,663.058027,895.20202,
07/31/1993,931.749023,154.159997,11.766,142.393997,189.873001,,,226.095001,,,,,6.951,,,,,,577.078979,242.384003,577.190002,-334.806,0.0,112.286003,,,,,,112.286003,354.670006,,84.689003,84.689003,,,,0.0,,,,,,121.01899,,,121.01899,205.707993,7.5,,,,,44.769001,,,,,,44.769001,52.269001,257.976994,0.0,23.08,,,-4.783,,655.475017,673.772017,0.0,673.772017,931.74901,
10/30/1993,1093.55896,172.419999,157.557999,14.862,218.487,,,208.100998,,,,,20.896,,,,,,619.903992,244.987,585.321015,-340.334015,0.0,228.667999,,,,,,228.667999,473.654999,,98.357002,98.357002,,,,0.0,,,,,,128.700997,,,128.700997,227.057999,5.7,,,,,289.912994,,,,,,289.912994,295.612994,522.670993,0.0,23.52,,,-4.103,,551.470981,570.887981,0.0,570.887981,1093.558974,
01/29/1994,1092.562012,187.525997,172.727997,14.798,184.701004,,,221.654999,,,,,20.59,,,,,,614.471985,249.914001,596.658997,-346.744995,0.0,228.175995,,,,,,228.175995,478.089996,,87.041,87.041,,,,0.0,,,,,,126.720993,,,126.720993,213.761993,5.7,,,,,292.373993,,,,,,292.373993,298.073993,511.835986,0.0,23.799,,,-4.692,,561.619002,580.726002,0.0,580.726002,1092.561988,
04/30/1994,1104.108032,188.136001,173.416,14.72,187.490997,,,223.751007,,,,,20.575001,,,,,,619.953003,258.681,612.112,-353.431,0.0,225.473999,,,,,,225.473999,484.154999,,85.375999,85.375999,,,,0.0,,,,,,125.185997,,,125.185997,210.561996,5.7,,,,,294.156006,,,,,,294.156006,299.856006,510.418002,0.0,23.902,,,-5.08,,574.868025,593.690025,0.0,593.690025,1104.108027,
07/31/1994,1109.188965,197.088007,182.473007,14.615,190.824005,,,211.481995,,,,,18.294001,,,,,,617.687988,268.165009,627.685974,-359.520996,73.482002,149.854004,,,,,,149.854004,491.501015,,87.182999,87.182999,,,,0.0,,,,,,133.404007,,,133.404007,220.587006,5.7,,,,,278.846985,,,,,,278.846985,284.546985,505.13399,0.0,24.287001,,,-4.781,,584.549006,604.055006,0.0,604.055006,1109.188996,
10/29/1994,1196.718018,259.958999,248.598999,11.36,228.369003,,,199.242996,,,,,20.643999,,,,,,708.215027,270.885986,637.220977,-366.334991,,217.617004,,,,,,217.617004,488.50299,,112.850998,112.850998,,,,0.4,,,,,,151.665994,,,151.665994,264.916992,10.3,,,,,260.411987,,,,,,260.411987,270.711987,535.628979,0.0,24.702999,,,-3.632,,640.017986,661.088985,0.0,661.088985,1196.717964,
01/28/1995,1194.302979,257.985998,248.460999,9.525,191.255997,,,220.354004,,,,,20.108999,,,,,,689.705017,278.76001,649.893982,-371.134003,,225.837997,,,,,,225.837997,504.598007,,95.762001,95.762001,,,,1.61,,,,,,146.163994,,,146.163994,243.535995,19.09,,,,,247.054001,,,,,,247.054001,266.144001,509.679996,0.0,24.905001,,,-4.364,,664.082017,684.623018,0.0,684.623018,1194.303015,
04/29/1995,1171.675049,225.554005,216.324005,9.23,188.582001,,,216.766006,,,,,23.104,,,,,,654.005981,295.015015,673.158997,-378.144012,,222.654007,,,,,,222.654007,517.669022,,91.674004,91.674004,,,,1.323,,,,,,114.666998,,,114.666998,207.664001,17.767,,,,,247.511002,,,,,,247.511002,265.278002,472.942003,0.0,25.458,,,-4.088,,677.363024,698.733025,0.0,698.733025,1171.675028,
07/29/1995,1192.582031,208.391005,199.727005,8.664,189.005005,,,230.994995,,,,,21.552,,,,,,649.942993,316.075012,698.388,-382.312988,,226.563995,,,,,,226.563995,542.639008,,100.934998,100.934998,,,,2.131,,,,,,116.32301,,,116.32301,219.389008,16.959,,,,,247.964005,,,,,,247.964005,264.923004,484.312012,0.0,25.458,,,-4.45,,687.262012,708.270012,0.0,708.270012,1192.582024,
10/28/1995,1223.859985,198.028001,189.539001,8.489,231.406998,,,210.897995,,,,,18.934,,,,,,659.267029,333.084015,721.926025,-388.84201,,231.509003,,,,,,231.509003,564.593018,,97.478996,97.478996,,,,2.131,,,,,,118.205006,,,118.205006,217.815002,16.959,,,,,257.039001,,,,,,257.039001,273.998001,491.813003,0.0,25.631001,,,-3.922,,710.338016,732.047017,0.0,732.047017,1223.86002,
01/27/1996,1234.224976,221.416002,213.412003,8.004,189.694,,,226.563004,,,,,19.738001,,,,,,657.411011,343.533997,729.93103,-386.397003,,233.279999,,,,,,233.279999,576.813995,,95.424004,95.424004,,,,2.131,,,,,,119.433003,,,119.433003,216.988007,16.959,,,,,258.98999,,,,,,258.98999,275.94899,492.936996,0.0,25.861,,,-3.399,,718.826002,741.288002,0.0,741.288002,1234.224998,
04/27/1996,1221.608032,160.846993,153.373993,7.473,190.084,,,242.682007,,,,,21.073,,,,,,614.685974,370.210999,759.705017,-389.493988,,236.710999,,,,,,236.710999,606.921997,,99.533997,99.533997,,,,2.205,,,,,,102.949007,,,102.949007,204.688004,15.562,,,,,252.645004,,,,,,252.645004,268.207005,472.895008,0.0,19.322001,,,-2.173,,731.563991,748.712992,0.0,748.712992,1221.608,
07/27/1996,1230.114014,117.135999,110.140999,6.995,181.289001,,,288.170013,,,,,24.190001,,,,,,610.784973,387.255005,783.953003,-396.697998,,232.074005,,,,,,232.074005,619.32901,,108.074997,108.074997,,,,2.298,,,,,,115.498997,,,115.498997,225.871994,15.213,,,,,254.514999,,,,,,254.514999,269.728,495.599994,0.0,11.985,,,-1.385,,723.913992,734.513991,0.0,734.513991,1230.113985,
10/26/1996,1436.137939,203.115007,188.473007,14.642,230.869003,,,271.096985,,,,,18.177999,,,,,,723.258972,421.485992,828.613983,-407.127991,,291.393005,,,,,,291.393005,712.878997,,121.003998,121.003998,,,,2.548,,,,,,142.856999,,,142.856999,266.408997,127.002998,,,,,257.174988,,,,,,257.174988,384.177986,650.586983,0.0,41.300999,,,-0.535,,744.785,785.550999,0.0,785.550999,1436.137982,
01/25/1997,1465.717041,183.626999,149.628998,33.998001,210.408997,,,266.454987,,,,,17.809999,,,,,,678.301025,425.041992,830.820007,-405.778015,,362.373993,,,,,,362.373993,787.415985,,102.204002,102.204002,,,,2.557,,,,,,128.095992,,,128.095992,232.856995,191.320007,,,,,260.144989,,,,,,260.144989,451.464996,684.321991,0.0,28.351999,,,-0.501,,753.54403,781.395029,0.0,781.395029,1465.71702,
04/26/1997,1437.072021,138.984001,105.542,33.442001,198.067993,,,275.321014,,,,,18.184,,,,,,630.557007,448.88501,862.208984,-413.324005,,357.630005,,,,,,357.630005,806.515015,,92.925003,92.925003,,,,2.645,,,,,,105.573002,,,105.573002,201.143005,189.574997,,,,,264.832001,,,,,,264.832001,454.406998,655.550003,0.0,14.168,,,0.0,,767.354004,781.522004,0.0,781.522004,1437.072007,
07/26/1997,1459.097046,134.091002,107.609001,26.482,207.641998,,,269.338989,,,,,17.726,,,,,,628.797974,472.59201,894.241028,-421.648987,,357.707001,,,,,,357.707001,830.299011,,96.402,96.402,,,,4.26,,,,,,127.198,,,127.198,227.860001,192.069,,,,,264.819,,,,,,264.819,456.888,684.748001,0.0,8.901,,,0.0,,765.447998,774.348998,0.0,774.348998,1459.096999,
10/25/1997,1528.535034,152.385997,146.852997,5.533,233.966003,,,265.346008,,,,,19.653999,,,,,,671.35199,488.738007,919.929016,-431.19101,,368.445007,,,,,,368.445007,857.183014,,120.385002,120.385002,,,,4.595,,,,,,135.598001,,,135.598001,260.578003,198.231995,,,,,267.52301,,,,,,267.52301,465.755005,726.333008,0.0,8.881,,,0.0,,793.320984,802.201983,0.0,802.201983,1528.534991,
01/24/1998,1573.121948,185.374996,164.660995,20.714001,271.445007,,,256.174988,,,,,18.653,,,,,,731.64801,467.434998,889.190002,-421.755005,,374.039001,,,,,,374.039001,841.473999,,105.751999,105.751999,,,,7.607,,,,,,154.100016,,,154.100016,267.459015,206.574997,,,,,267.28299,,,,,,267.28299,473.857986,741.317001,0.0,8.862,,,0.0,,822.942993,831.804994,0.0,831.804994,1573.121995,
04/25/1998,1531.251953,226.592999,170.0,56.592999,190.617004,,,242.264008,,,,,24.681,,,,,,684.155029,472.096008,903.487976,-431.391998,,375.001007,,,,,,375.001007,847.097015,,111.293999,111.293999,,,,5.668,,,,,,122.422004,,,122.422004,239.384003,207.481995,,,,,268.664001,,,,,,268.664001,476.145996,715.529999,0.0,8.763,,,0.0,,806.958984,815.721984,0.0,815.721984,1531.251983,
07/25/1998,1508.297974,176.236004,141.712006,34.523998,208.662994,,,258.726013,,,,,18.877001,,,,,,662.502014,470.781006,911.304016,-440.52301,,375.015015,,,,,,375.015015,845.796021,,106.573997,106.573997,,,,2.828,,,,,,133.335002,,,133.335002,242.737,210.132996,,,,,270.01001,,,,,,270.01001,480.143005,722.880005,0.0,8.628,,,0.0,,776.789978,785.417978,0.0,785.417978,1508.297983,
10/31/1998,1555.891968,238.032005,203.934006,34.098,222.919006,,,239.548004,129.473007,,110.074997,0.0,16.865999,,,,,,717.36499,486.907013,938.580994,-451.674011,,351.619995,105.244003,,,,,246.375992,838.527008,,119.835999,119.835999,,,,6.117,,,,,,141.698002,,,141.698002,267.651001,204.873993,,,,,270.052002,,,,,,270.052002,474.925995,742.576996,0.0,8.628,,,-3.559,,808.246012,813.315012,0.0,813.315012,1555.892008,
01/30/1999,1611.212036,256.864006,213.042007,43.821999,209.136002,209.136002,,245.570007,,,,,33.466,,,,,,745.036011,483.415985,947.937012,-464.520996,,382.76001,103.507004,,,,,279.253006,866.175995,,107.424004,107.424004,,,,12.359,,,,,,158.494004,,,158.494004,278.277008,221.218994,,,,,270.014008,,,,,,270.014008,491.233002,769.51001,0.0,8.606,,,0.0,836.976013,-3.880005,841.702008,0.0,841.702008,1611.212018,
05/01/1999,1588.208008,242.305996,193.272995,49.033001,199.516006,199.516006,,257.588989,,,,,24.398001,,,,,,723.809021,485.927002,961.039001,-475.112,,378.471985,101.780998,,,,,276.690987,864.398987,,102.889999,102.889999,,,,13.711,,,,,,141.281996,,,141.281996,257.882996,218.839005,,,,,270.09201,,,,,,270.09201,488.931015,746.814011,0.0,8.54,,,0.0,836.896973,-4.042969,841.394004,0.0,841.394004,1588.208014,
07/31/1999,1611.140015,236.032993,189.621994,46.410999,221.679993,221.679993,,262.182007,,,,,14.451,,,,,,734.346008,495.881012,981.872986,-485.992004,,380.912994,100.07,,,,,280.842995,876.794006,,118.041,118.041,,,,18.033001,,,,,,158.04401,,,158.04401,294.118011,209.207993,,,,,268.687988,,,,,,268.687988,477.895981,772.013992,0.0,8.492,,,0.0,836.961975,-6.328003,839.125972,0.0,839.125972,1611.139964,
10/31/1999,1685.584961,248.561996,188.309998,60.251999,266.05899,,,270.239014,138.781998,,158.824005,-27.367001,15.283,,,,,,800.143005,505.623993,1002.185974,-496.562012,,379.817993,98.543999,,,,,281.273994,885.441986,,162.585007,162.585007,,,,41.214001,,,,,,181.608006,,,181.608006,385.407013,184.723007,,,,,274.312988,,,,,,274.312988,459.035995,844.443008,0.0,8.364,,,0.0,,832.778015,841.142015,0.0,841.142015,1685.585024,
01/29/2000,1663.678955,217.93,150.354004,67.575996,232.621002,232.621002,,267.149994,0.0,0.0,0.0,0.0,47.125,,,,,,764.825989,512.656006,1020.197021,-507.540985,,386.196991,97.023003,,,,,289.173988,898.852997,,164.688004,164.688004,,,,39.314999,,,,,,158.28899,,,158.28899,362.291992,177.070007,,,,,277.529999,,,,,,277.529999,454.600006,816.891998,0.0,8.292,,,0.0,845.726013,-7.231018,846.786995,0.0,846.786995,1663.678993,
04/29/2000,1631.880005,148.876999,125.987,22.889999,251.393005,251.393005,,291.994995,0.0,0.0,0.0,0.0,32.004002,,,,,,724.268982,521.950989,1041.077026,-519.125977,,385.660004,95.558998,,,,,290.101006,907.610992,,131.139999,131.139999,,,,38.780998,,,,,,161.033012,,,161.033012,330.95401,175.233002,,,,,277.152008,,,,,,277.152008,452.38501,783.33902,0.0,8.146,,,0.0,849.234009,-8.838989,848.541019,0.0,848.541019,1631.880039,
07/29/2000,1608.869995,115.559002,109.690002,5.869,252.645996,252.645996,,300.178986,0.0,0.0,0.0,0.0,18.191999,,,,,,686.575989,529.387024,1056.406006,-527.018982,,392.907013,94.096001,,,,,298.811012,922.294037,,136.296997,136.296997,,,,37.743,,,,,,141.909008,,,141.909008,315.949005,166.279007,,,,,276.89801,,,,,,276.89801,443.177017,759.126022,0.0,8.053,,,0.0,852.263977,-10.572998,849.743979,0.0,849.743979,1608.870002,
10/28/2000,1641.939941,106.610004,100.646004,5.964,307.731995,307.731995,,281.403992,137.912003,,174.031998,0.0,15.363,,,,,,711.109009,541.549011,1081.612061,-540.062988,,389.282013,92.632004,,,,,296.650009,930.831024,,154.893005,154.893005,,,,38.438999,,,,,,149.292995,,,149.292995,342.625,145.927994,,,,,279.51001,,,,,,279.51001,425.438004,768.063004,0.0,8.12,,,0.0,886.674011,-20.916992,873.877019,0.0,873.877019,1641.940022,
01/27/2001,1660.123047,138.585007,138.585007,0.0,256.790985,256.790985,,277.119995,,,,,46.444,,,,,,718.940002,550.088013,1102.657959,-552.570007,,391.095001,93.819,,,,,297.276001,941.183014,,140.011993,140.011993,,,,39.608002,,,,,,156.80899,,,156.80899,336.428986,147.274002,,,,,280.174988,,,,,,280.174988,427.44899,763.877975,0.0,8.12,,,0.0,914.674988,-26.549988,896.245,0.0,896.245,1660.122975,
04/28/2001,2051.48999,69.377998,69.377998,0.0,298.352997,298.352997,,321.989014,189.714996,,170.171005,,36.833,,,,,,726.552979,695.911987,1263.795044,-567.882996,,629.025024,384.720001,,,,,244.305023,1324.937012,,151.839005,151.839005,,,,35.682999,,,,,,191.147003,,,191.147003,378.669006,457.928009,,,,,289.891998,,,,,,289.891998,747.820007,1126.489014,0.0,10.945,,,0.0,939.0,-24.94397,925.00103,0.0,925.00103,2051.490044,
07/28/2001,2121.597,149.751,149.751,0.0,305.559,305.559,,330.731,185.558,,184.285,0.0,23.529,,,,,,809.57,679.907,1258.658,-578.751,,632.12,385.473,,,,,246.647,1312.027,,149.15,149.15,,,,38.6,,,,,,212.177,,,212.177,399.927,487.899,,,,,285.762,,,,,,285.762,773.661,1173.588,0.0,8.139,,,0.0,960.682,-20.812,948.009,0.0,948.009,2121.597,
10/27/2001,2162.698,186.276,186.276,,308.115,308.115,,355.114,102.802,0.0,217.128,35.184,33.776,,,,,,883.281,679.93,1274.096,-594.166,,599.487,378.678,279.225,99.453,,129.805,91.004,1279.417,,171.177,171.177,,,,39.034,,,,,,209.992,,,209.992,420.203,462.407,,,,,284.207,,,,,,284.207,746.614,1166.817,,11.269,,,0.0,1010.473,-25.861,995.881,,995.881,2162.698,
01/26/2002,2174.295,226.235,216.235,10.0,260.373,260.373,,360.144,179.003,0.0,214.739,-33.598,52.358,,,,,,899.11,669.54,1281.45,-611.91,,605.645,367.399,305.041,62.358,,,238.246,1275.185,,161.75,161.75,,,,41.463,,,,,,192.258,,,192.258,395.471,459.035,,,,,283.461,,,,,,283.461,742.496,1137.967,0.0,12.341,,,0.0,1047.336,-23.349,1036.328,0.0,1036.328,2174.295,
04/27/2002,2203.92,298.961,293.961,5.0,242.89,242.89,,346.365,171.656,0.0,208.652,-33.943,44.648,,,,,,932.864,661.988,1291.814,-629.826,,609.068,367.75,310.978,56.772,,,241.318,1271.056,,147.554,147.554,,,,77.941,,,,,,219.419,,,219.419,444.914,420.499,,,,,283.814,,,,,,283.814,704.313,1149.227,0.0,12.451,,,0.0,1066.532,-24.29,1054.693,0.0,1054.693,2203.92,
07/27/2002,2179.652,277.468,267.468,10.0,251.019,251.019,,351.663,179.904,0.0,206.105,-34.346,30.771,,,,,,910.921,653.796,1298.906,-645.11,,614.935,367.476,310.978,56.498,,132.446,115.013,1268.731,,149.273,149.273,,,,25.485,,,,,,222.534,,,222.534,397.292,420.842,,,,,284.959,,,,,,284.959,705.801,1103.093,0.0,12.356,,,-3.768,1091.251,-23.28,1076.559,0.0,1076.559,2179.652,
10/26/2002,2220.196,309.563,309.563,,275.46,275.46,,355.638,106.231,,212.868,36.539,21.509,,,,,,962.17,652.678,1303.151,-650.473,,605.348,366.296,310.072,56.224,,127.222,111.83,1258.026,,174.07,174.07,,,,13.82,,,,,,222.221,,,222.221,410.111,409.648,,,,,285.182,,,,,,285.182,694.83,1104.941,,8.111,,,0.0,1140.103,-32.959,1115.255,,1115.255,2220.196,
01/25/2003,2230.948975,133.082001,133.082001,0.0,251.095993,251.095993,,369.533997,190.731995,0.0,212.186996,0.0,57.952,,,,,,811.664001,681.469971,1350.06604,-668.596008,,737.815002,437.626007,381.675995,55.950012,,,300.188995,1419.284973,,170.878998,170.878998,,,,13.809,,,,,,196.829,,,196.829,381.516998,408.72699,,,,,288.406006,,,,,,288.406006,697.132996,1078.649994,0.0,8.112,,,-0.116,1171.095947,-26.792936,1152.299012,0.0,1152.299012,2230.949006,
04/26/2003,2267.405029,156.979004,156.979004,0.0,242.779007,242.779007,,382.102997,189.516998,0.0,226.563004,0.0,49.776001,,,,,,831.637024,676.719971,1360.55896,-683.838989,,759.047974,455.302002,362.143005,93.158997,,,303.745972,1435.767944,,154.757004,154.757004,,,,13.812,,,,,,217.20599,,,217.20599,385.774994,408.019012,,,,,295.218994,,,,,,295.218994,703.238007,1089.013,0.0,8.28,,,-2.002,1190.145996,-18.031935,1178.39206,0.0,1178.39206,2267.405061,
07/26/2003,2298.933105,138.785004,138.785004,0.0,264.484985,264.484985,,391.11499,193.429001,0.0,232.567993,0.0,32.995998,,,,,,827.380981,670.219971,1365.073975,-694.854004,,801.33197,445.769989,370.125,75.644989,,,355.561981,1471.551941,,171.084,171.084,,,,13.786,,,,,,214.623012,,,214.623012,399.493011,407.031006,,,,,290.897003,,,,,,290.897003,697.928009,1097.421021,0.0,9.624,,,0.0,1209.875977,-17.988037,1201.511939,0.0,1201.511939,2298.93296,
10/25/2003,2393.121,97.976,97.976,0.0,291.481,291.481,,403.213,207.404,0.0,229.53,0.0,31.304,,,,,,823.974,701.342,1411.526,-710.184,,867.805,509.986,414.258,95.728,,,357.819,1569.147,,195.826,195.826,,,,14.295,,,,,,231.869,,,231.869,441.99,395.273,,,,,303.123,,,,,,303.123,698.396,1140.386,0.0,12.195,,,0.0,1265.684,-25.144,1252.735,0.0,1252.735,2393.121,
01/24/2004,2416.384033,85.188004,81.938004,3.25,266.368988,266.368988,,404.085999,221.714005,,216.613998,-34.242001,71.569,,,,,,827.211975,695.29303,1423.151978,-727.859009,,893.879028,475.638,417.688995,57.949005,,,418.241028,1589.172058,,202.580994,202.580994,,,,11.961,,,,,,205.111998,,,205.111998,419.653992,395.256012,,,,,302.295013,,,,,,302.295013,697.551025,1117.205017,,13.396,,,-7.113,1301.906006,-9.010047,1299.178959,,1299.178959,2416.383976,
