Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
06/30/1992,2850.800049,8.8,8.8,0,837.099976,,,282.200012,,,,,199.300003,,,,1327.400024,1034.400024,,,145.600006,343.399994,,,,,343.399994,1523.400024,,480.200012,480.200012,,,,122.300003,,,430.900009,,,430.900009,1033.400024,461.799988,,,,226.800003,,,226.800003,688.599991,1722.000015,,,,,,,1128.800049,1128.800049,0.0,1128.800049,2850.800064,
09/30/1992,3179.5,96.199997,96.199997,0,899.400024,,,316.0,,,,,212.699997,,,,1524.300049,1157.300049,2125.899902,-968.599976,73.099998,424.799988,,,,,424.799988,1655.200035,,586.200012,586.200012,,,,174.5,,,484.499939,,,484.499939,1245.199951,503.299988,,,,236.800003,,,236.800003,740.099991,1985.299942,171.0,500.600006,,,-55.200001,,577.799977,1194.199982,0.0,1194.199982,3179.499924,
12/31/1992,3054.399902,64.800003,64.800003,0,897.200012,,,305.399994,,,,,192.399994,,,,1459.800049,1114.0,,,0.0,480.600006,,,,,480.600006,1594.600006,,549.5,549.5,,,,130.199997,,,500.600052,,,500.600052,1180.300049,471.799988,,,,237.899994,,,237.899994,709.699982,1890.000031,,,,,,,1164.400024,1164.400024,0.0,1164.400024,3054.400055,
03/31/1993,3068.300049,122.199997,122.199997,0,847.900024,,,293.0,,,,,190.0,,,,1453.099976,1119.0,,,75.199997,421.0,,,,,421.0,1615.199997,,566.599976,566.599976,,,,140.899994,,,470.100006,,,470.100006,1177.599976,492.899994,,,,240.699997,,,240.699997,733.599991,1911.199966,,,,,,,1157.099976,1157.099976,0.0,1157.099976,3068.299942,
06/30/1993,3115.0,141.800003,141.800003,0,862.599976,,,295.799988,,,,,189.399994,,,,1489.599976,1132.099976,,,80.900002,412.399994,,,,,412.399994,1625.399971,,628.900024,628.900024,,,,43.400002,,,517.699974,,,517.699974,1190.0,489.0,,,,241.399994,,,241.399994,730.399994,1920.399994,,,,,,,1194.599976,1194.599976,0.0,1194.599976,3114.999969,
09/30/1993,3230.800049,87.699997,87.699997,0,912.099976,,,281.299988,,,,,250.899994,,,,1532.0,1213.599976,2367.0,-1153.400024,88.800003,396.399994,,,,,396.399994,1698.799973,,695.099976,695.099976,,,,51.599998,,,538.20005,,,538.20005,1284.900024,500.399994,,,,366.5,,,366.5,866.899994,2151.800018,168.100006,510.0,,,-55.099998,,455.999992,1079.0,0.0,1079.0,3230.800018,
12/31/1993,3261.100098,99.0,99.0,0,917.799988,,,294.0,,,,,249.699997,,,,1560.5,1214.300049,,,92.599998,393.700012,,,,,393.700012,1700.60006,,630.099976,630.099976,,,,137.199997,,,561.300003,,,561.300003,1328.599976,459.100006,,,,368.0,,,368.0,827.100006,2155.699982,,,,,,,1105.400024,1105.400024,0.0,1105.400024,3261.100006,
03/31/1994,3288.300049,63.299999,63.299999,0,984.0,,,289.0,,,,,244.899994,,,,1581.199951,1228.0,,,92.300003,386.799988,,,,,386.799988,1707.099991,,686.400024,686.400024,,,,98.699997,,,571.59993,,,571.59993,1356.699951,453.100006,,,,365.299988,,,365.299988,818.399994,2175.099945,,,,,,,1113.199951,1113.199951,0.0,1113.199951,3288.299896,
06/30/1994,3608.5,93.099998,93.099998,0,1027.5,,,308.200012,,,,,262.600006,,,,1691.400024,1291.199951,,,95.400002,530.5,,,,,530.5,1917.099953,,774.799988,774.799988,,,,69.800003,,,636.300034,,,636.300034,1480.900024,573.799988,,,,399.299988,,,399.299988,973.099976,2454.0,,,,,,,1154.5,1154.5,0.0,1154.5,3608.5,
09/30/1994,3806.899902,132.600006,132.600006,0,1067.0,,,304.700012,,,,,274.200012,,,,1778.5,1333.400024,2669.199951,-1335.800049,99.699997,595.299988,,,,,595.299988,2028.400009,,814.900024,814.900024,,,,44.0,,,657.5,,,657.5,1516.400024,670.299988,,,,417.399994,,,417.399994,1087.699982,2604.100006,164.100006,517.0,,,-54.900002,,576.600014,1202.800018,0.0,1202.800018,3806.900024,
12/31/1994,3896.5,151.0,151.0,0,1094.300049,,,336.700012,,,,,246.699997,,,,1828.699951,1379.599976,,,96.300003,591.900024,,,,,591.900024,2067.800003,,804.400024,804.400024,,,,105.900002,,,686.199974,,,686.199974,1596.5,666.0,,,,419.799988,,,419.799988,1085.799988,2682.299988,164.100006,,,,,,1050.099976,1214.199982,0.0,1214.199982,3896.499969,
03/31/1995,4177.200195,129.199997,129.199997,0,1242.699951,,,368.5,,,,,263.799988,,,,2004.199951,1449.699951,,,95.199997,628.099976,,,,,628.099976,2172.999924,,917.0,917.0,,,,278.100006,,,671.399994,,,671.399994,1866.5,631.900024,,,,433.399994,,,433.399994,1065.300018,2931.800018,162.100006,,,,,,1083.300049,1245.400055,0.0,1245.400055,4177.200073,
06/30/1995,4302.5,111.599998,111.599998,0,1317.0,,,359.399994,,,,,264.5,,,,2052.5,1500.199951,,,102.199997,647.599976,,,,,647.599976,2249.999924,,930.400024,930.400024,,,,238.800003,,,753.100021,,,753.100021,1922.300049,639.599976,,,,441.399994,,,441.399994,1080.999969,3003.300018,160.800003,,,,,,1138.400024,1299.200027,0.0,1299.200027,4302.500046,
09/30/1995,4320.899902,103.800003,103.800003,0,1287.5,,,355.5,,,,,317.100006,,,,2063.899902,1518.800049,3041.5,-1522.699951,90.800003,647.400024,,,,,647.400024,2257.000076,,983.5,983.5,,,,197.899994,,,728.100006,,,728.100006,1909.5,630.0,,,,441.200012,,,441.200012,1071.200012,2980.700012,160.100006,527.599976,,,-54.900002,,707.400002,1340.199982,0.0,1340.199982,4320.899994,
12/31/1995,4884.600098,112.699997,112.699997,0,1532.099976,,,398.100006,,,,,345.5,,,,2388.399902,1598.099976,,,121.300003,776.799988,,,,,776.799988,2496.199966,,1057.099976,1057.099976,,,,325.799988,,,811.799988,,,811.799988,2194.699951,775.299988,,,,535.900024,,,535.900024,1311.200012,3505.899963,158.600006,,,,,,1220.099976,1378.699982,0.0,1378.699982,4884.599945,
03/31/1996,4950.299805,125.099998,125.099998,0,1596.300049,,,422.600006,,,,,346.799988,,,,2490.800049,1615.5,,,120.800003,723.200012,,,,,723.200012,2459.500015,,1159.300049,1159.300049,,,,307.5,,,769.0,,,769.0,2235.800049,762.099976,,,,544.099976,,,544.099976,1306.199951,3542.0,157.100006,,,,,,1251.199951,1408.299957,0.0,1408.299957,4950.299957,
06/30/1996,5098.899902,164.300003,164.300003,0,1692.199951,,,429.799988,,,,,358.299988,,,,2644.600098,1600.900024,,,143.199997,710.200012,,,,,710.200012,2454.300034,,1264.0,1264.0,,,,268.600006,,,825.599945,,,825.599945,2358.199951,767.299988,,,,535.099976,,,535.099976,1302.399963,3660.599915,156.0,,,,,,1282.300049,1438.300049,0.0,1438.300049,5098.899963,
09/30/1996,4991.200195,165.199997,165.199997,0,1467.400024,,,590.599976,,,,,750.200012,,,,2849.100098,1320.199951,2618.5,-1298.300049,128.399994,693.5,,,,,693.5,2142.099945,,1178.199951,1178.199951,,,,281.299988,,,723.100159,,,723.100159,2182.600098,752.200012,,,,548.599976,,,548.599976,1300.799988,3483.400086,154.600006,542.200012,,,-49.0,,860.0,1507.800018,0.0,1507.800018,4991.200104,
12/31/1996,6614.5,139.399994,139.399994,0,1808.900024,,,381.200012,,,,,756.099976,,,,3085.600098,1519.5,2967.399902,-1447.900024,132.899994,1876.5,,,,,1876.5,3528.899994,,1225.300049,1225.300049,,,,1593.800049,,,883.899902,,,883.899902,3703.0,718.599976,,,,637.799988,,,637.799988,1356.399963,5059.399963,152.899994,,,,,,1402.199951,1555.099945,0.0,1555.099945,6614.499908,
03/31/1997,6092.200195,176.600006,176.600006,0,1532.900024,,,588.200012,,,,,335.5,,,,2633.199951,1464.0,2921.600098,-1457.599976,146.5,1848.5,,,,,1848.5,3459.0,,1263.199951,1263.199951,,,,1041.599976,,,961.400024,,,961.400024,3266.199951,666.700012,,,,579.5,,,579.5,1246.200012,4512.399963,151.100006,,,,,,1428.699951,1579.799957,0.0,1579.799957,6092.199921,
06/30/1997,6072.899902,200.5,200.5,0,1466.599976,,,575.900024,,,,,361.100006,,,,2604.100098,1488.699951,2999.5,-1510.800049,145.300003,1834.800049,,,,,1834.800049,3468.800003,,1324.900024,1324.900024,,,,768.700012,,,1011.500061,,,1011.500061,3105.100098,819.700012,,,,515.799988,,,515.799988,1335.5,4440.600098,148.800003,,,,,,1483.5,1632.300003,0.0,1632.300003,6072.900101,
09/30/1997,6048.600098,111.800003,111.800003,0,1467.400024,,,590.599976,,,,,359.5,,,,2529.300049,1533.0,3100.100098,-1567.099976,144.600006,1841.699951,1560.300049,,,,281.399902,3519.299957,,1341.900024,1341.900024,,,,656.200012,,,974.599915,,,974.599915,2972.699951,806.400024,,,,581.599976,,,581.599976,1388.0,4360.699951,143.399994,567.0,,,-41.799999,,1019.299999,1687.899994,0.0,1687.899994,6048.599945,
12/31/1997,6408.5,248.100006,248.100006,0,1644.599976,,,589.099976,183.399994,95.199997,111.400002,,402.100006,,,,2883.899902,1548.099976,3181.5,-1633.400024,155.800003,1820.699951,1558.0,,,,262.699951,3524.59993,,1428.099976,1428.099976,,,,672.799988,,,1015.100037,,,1015.100037,3116.0,964.799988,,,,579.5,,,579.5,1544.299988,4660.299988,142.800003,,,,,,1605.400024,1748.200027,0.0,1748.200027,6408.500015,
03/31/1998,6375.600098,161.699997,161.699997,0,1645.099976,,,581.0,180.0,96.599998,112.599998,,437.100006,,,,2824.899902,1564.099976,3254.300049,-1690.199951,170.300003,1816.300049,1543.0,,,,273.300049,3550.700027,,1486.5,1486.5,,,,580.599976,,,986.299927,,,986.299927,3053.399902,962.599976,,,,580.099976,,,580.099976,1542.699951,4596.099854,141.899994,,,,,,1637.599976,1779.499969,0.0,1779.499969,6375.599823,
06/30/1998,6385.5,139.100006,139.100006,0,1653.199951,,,570.700012,187.699997,92.900002,108.400002,,445.799988,,,,2808.800049,1596.699951,3355.800049,-1759.099976,172.399994,1807.599976,1532.599976,,,,275.0,3576.699921,,1480.5,1480.5,,,,452.899994,,,1052.100006,,,1052.100006,2985.5,963.299988,,,,590.599976,,,590.599976,1553.899963,4539.399963,140.899994,,,,,,1705.199951,1846.099945,0.0,1846.099945,6385.499908,
09/30/1998,7942.100098,134.0,134.0,0,1821.099976,,,619.900024,236.899994,262.899994,120.099998,,829.200012,,,,3404.199951,1882.900024,3652.0,-1769.099976,166.199997,2488.800049,2084.5,,,,404.300049,4537.90007,,1625.199951,1625.199951,,,,1328.900024,,,1334.299927,,,1334.299927,4288.399902,997.5,,,,714.799988,,,714.799988,1712.299988,6000.69989,140.100006,584.400024,,,-39.700001,,1256.600025,1941.400055,0.0,1941.400055,7942.099945,
12/31/1998,8717.599609,329.200012,329.200012,0,2136.300049,2136.300049,,666.599976,249.5,279.899994,137.199997,-37.200001,768.299988,,,,3900.399902,1953.599976,3820.199951,-1866.599976,251.0,2612.600098,2166.399902,2166.399902,0.0,,446.200195,4817.200073,,1863.0,1863.0,,,,1575.699951,,,1481.099854,,,1481.099854,4919.799805,937.799988,,,,780.700012,,,780.700012,1718.5,6638.299805,138.699997,,,,,,1940.599976,2079.299973,0.0,2079.299973,8717.599777,
03/31/1999,8372.1,268.8,268.8,0,2008.0,2008.0,,677.0,232.4,293.7,150.9,-36.6,644.1,,,,3597.9,1981.0,3902.2,-1921.2,219.0,2574.2,2126.5,2126.5,0.0,219.0,228.7,4774.2,,1935.7,1935.7,,,,721.8,,,1514.7,,,1514.7,4172.2,1292.3,,,,767.5,,,767.5,2059.8,6232.0,136.5,,,,,,2003.6,2140.1,0.0,2140.1,8372.1,
06/30/1999,8300.599609,248.600006,248.600006,0,2122.300049,2122.300049,,656.799988,245.399994,267.700012,143.699997,-35.799999,619.799988,,,,3647.5,1929.199951,3920.800049,-1991.599976,212.199997,2511.699951,2086.199951,2086.199951,0.0,,425.5,4653.099899,,1945.699951,1945.699951,,,,522.0,,,1592.5,,,1592.5,4060.199951,1293.900024,,,,736.099976,,,736.099976,2030.0,6090.199951,135.800003,,,,,,2074.600098,2210.400101,0.0,2210.400101,8300.600052,
09/30/1999,8614.200195,276.200012,276.200012,0,2147.5,2147.5,,733.299988,312.100006,280.399994,174.5,0.0,691.5,,,,3848.5,1996.0,4033.0,-2037.0,215.100006,2554.600098,2096.899902,2096.899902,0.0,,457.700195,4765.700104,,1998.5,1998.5,,,,571.799988,,,1696.30011,,,1696.30011,4266.600098,1283.300049,,,,794.299988,,,794.299988,2077.600037,6344.200134,134.699997,590.700012,,,-38.5,1793.099976,-210.0,2269.999985,0.0,2269.999985,8614.200119,
12/31/1999,8793.299805,315.899994,315.899994,0,2289.300049,2289.300049,,747.599976,305.899994,72.599998,187.300003,0.0,635.0,,,,3987.800049,2035.900024,4145.0,-2109.100098,217.600006,2552.0,2081.800049,2081.800049,0.0,,470.199951,4805.500031,,2005.900024,2005.900024,,,,626.700012,,,1724.000061,,,1724.000061,4356.600098,1249.099976,,,,828.299988,,,828.299988,2077.399963,6434.000061,134.699997,,,,,,2224.600098,2359.300095,0.0,2359.300095,8793.300156,
03/31/2000,8781.8,244.2,244.2,0,2383.0,2383.0,,738.3,266.1,72.3,198.2,0.0,682.5,,,,4048.0,2042.9,4227.8,-2184.9,226.3,2464.6,2058.4,2058.4,0.0,226.3,179.9,4733.8,,2131.5,2131.5,,,,519.1,,,1684.1,,,1684.1,4334.7,1229.0,,,,816.0,,,816.0,2045.0,6379.7,132.1,,,,,,2270.0,2402.1,0.0,2402.1,8781.8,
06/30/2000,8592.7,234.1,234.1,0,2281.5,2281.5,,725.8,260.6,76.5,202.2,0.0,663.3,,,,3904.7,2029.9,4266.8,-2236.9,247.1,2411.0,2010.0,2010.0,0.0,247.1,153.9,4688.0,,2130.3,2130.3,,,,259.0,,,1708.5,,,1708.5,4097.8,1232.3,,,,810.0,,,810.0,2042.3,6140.1,130.7,,,,,,2321.9,2452.6,0.0,2452.6,8592.7,
09/30/2000,9428.0,275.6,275.6,0,2355.3,2355.3,,791.9,323.9,321.2,177.4,0.0,854.4,,,,4277.2,2305.0,4573.8,-2268.8,254.7,2591.1,2133.3,2133.3,0.0,254.7,203.1,5150.8,,2308.8,2308.8,,,,507.5,,,1693.7,,,1693.7,4510.0,1315.3,,,,789.9,,,789.9,2105.2,6615.2,129.0,607.8,,,-33.2,2159.5,-287.0,2576.1,236.7,2812.8,9428.0,
12/31/2000,9542.400391,355.200012,355.200012,0,2312.300049,2312.300049,,816.799988,345.399994,315.200012,186.899994,0.0,753.200012,,,,4237.5,2363.199951,,,252.199997,2689.5,2159.100098,2159.100098,0.0,,530.399902,5304.899948,,2095.399902,2095.399902,,,,703.299988,,,1789.500305,,,1789.500305,4588.200195,1262.300049,,,,797.200012,,,797.200012,2059.500061,6647.700256,,,,,,,2648.5,2648.5,246.199997,2894.699997,9542.400253,
03/31/2001,9590.0,272.700012,272.700012,0,2456.699951,2456.699951,,834.900024,316.899994,356.5,192.100006,0.0,748.599976,,,,4312.899902,2366.199951,,,256.799988,2654.100098,2134.0,2134.0,0.0,,520.100098,5277.100037,,2265.199951,2265.199951,,,,362.100006,,,1726.400238,,,1726.400238,4353.700195,1464.900024,,,,787.099976,,,787.099976,2252.0,6605.700195,,,,,,,2721.0,2721.0,263.299988,2984.299988,9590.000183,
06/30/2001,9729.599609,298.799988,298.799988,0,2523.699951,2523.699951,,758.400024,293.299988,293.799988,201.699997,0.0,723.599976,,,,4304.5,2411.699951,,,252.300003,2761.100098,2235.699951,2235.699951,0.0,,525.400146,5425.100052,,2336.0,2336.0,,,,297.100006,,,1745.100189,,,1745.100189,4378.200195,1443.300049,,,,822.200012,,,822.200012,2265.500061,6643.700256,,,,,,,2805.800049,2805.800049,280.100006,3085.900055,9729.600311,
09/30/2001,9911.5,374.6,374.6,0,2673.4,2673.4,,832.5,331.3,332.1,203.8,0.0,663.5,,,,4544.0,2379.8,4968.5,-2588.7,300.5,2687.2,2382.7,2247.3,135.4,300.5,4.0,5367.5,,2437.3,2437.3,,,,425.2,,,1717.2,,,1717.2,4579.7,1394.8,,,,744.3,,,744.3,2139.1,6718.8,123.2,660.9,,,-25.6,2517.9,-291.0,2985.4,207.3,3192.7,9911.5,
12/31/2001,10499.799805,351.6,351.6,0,2776.899902,,,923.799988,368.0,368.5,222.600006,-35.299999,636.900024,,,,4598.600098,2446.100098,,,318.0,3137.100098,2836.100098,2580.600098,255.5,,301.0,5901.200196,,2417.399902,2417.399902,,,,399.600006,,,1756.700287,,,1756.700287,4573.700195,1927.400024,,,,739.900024,,,739.900024,2667.300048,7241.000243,,,,,,,3055.699951,3055.699951,203.100006,3258.799957,10499.8002,
03/31/2002,10392.0,216.100006,216.100006,0,2782.600098,2782.600098,,966.799988,340.799988,422.799988,237.600006,0.0,633.900024,,,,4599.399902,2407.199951,,,324.899994,3060.5,2762.0,2518.699951,243.300049,,298.5,5792.599945,,2491.199951,2491.199951,,,,249.699997,,,1690.20015,,,1690.20015,4431.100098,1908.699951,,,,716.299988,,,716.299988,2624.999939,7056.100037,,,,,,,3134.300049,3134.300049,201.600006,3335.900055,10392.000092,
06/30/2002,10914.200195,206.800003,206.800003,0,3000.199951,3000.199951,,980.799988,352.100006,432.700012,231.300003,0.0,649.200012,,,,4837.0,2435.899902,,,337.799988,3303.5,2955.199951,2707.5,247.699951,,348.300049,6077.19989,,2672.699951,2672.699951,,,,189.899994,,,1787.000153,,,1787.000153,4649.600098,1936.300049,,,,786.599976,,,786.599976,2722.900024,7372.500122,,,,,,,3345.0,3345.0,196.699997,3541.699997,10914.200119,
09/30/2002,11165.3,262.0,262.0,0,3064.3,3064.3,,987.0,361.2,413.8,242.5,0.0,632.9,,,,4946.2,2445.5,5356.6,-2911.1,347.4,3426.2,2998.1,2754.6,243.5,347.4,80.7,6219.1,,2789.1,2789.1,,,,145.2,,,1871.9,,,1871.9,4806.2,1826.6,,,,843.8,,,843.8,2670.4,7476.6,103.8,704.9,,,-12.0,2994.0,-291.0,3499.7,189.0,3688.7,11165.3,
12/31/2002,11776.0,351.600006,351.600006,0,3026.300049,3026.300049,,781.200012,402.100006,105.5,303.700012,0.0,992.0,,,,5151.100098,2613.899902,,,366.0,3645.0,2980.199951,3251.600098,-271.400146,,664.800049,6624.899902,,2676.300049,2676.300049,,,,943.400024,,,1869.299927,,,1869.299927,5489.0,1526.5,,,,1096.800049,,,1096.800049,2623.300049,8112.300049,,,,,,,3451.699951,3451.699951,212.0,3663.699951,11776.0,
03/31/2003,12029.900391,278.100006,278.100006,0,3193.699951,3193.699951,,1084.300049,388.100006,410.899994,314.700012,-29.4,688.099976,,,,5244.200195,2633.699951,,,395.0,3757.0,3329.5,3042.199951,287.300049,,427.5,6785.699951,,2935.300049,2935.300049,,,,840.799988,,,1753.799866,,,1753.799866,5529.899902,1525.800049,,,,952.900024,,,952.900024,2478.700073,8008.599976,,,,,,,3806.100098,3806.100098,215.199997,4021.300095,12029.90007,
06/30/2003,12900.400391,253.699997,253.699997,0,3445.600098,3445.600098,,1147.0,428.100006,408.899994,339.0,-29.0,773.599976,,,,5619.899902,2861.0,,,395.100006,4024.399902,3394.100098,3094.399902,299.700195,,630.299805,7280.499908,,3170.0,3170.0,,,,1195.099976,,,1829.400024,,,1829.400024,6194.5,1294.900024,,,,1075.0,,,1075.0,2369.900024,8564.400024,,,,,,,4120.5,4120.5,215.5,4336.0,12900.400024,
09/30/2003,13127.3,136.1,136.1,0,3539.1,3539.1,,1148.9,435.5,428.8,310.9,0.0,796.2,,,,5620.3,2963.4,6383.3,-3419.9,408.1,4135.5,3479.6,3162.7,316.9,,655.9,7507.0,,3329.3,3329.3,,,,578.3,,,1676.5,,,1676.5,5584.1,1776.6,,,,1283.5,,,1283.5,3060.1,8644.2,97.1,763.1,,,-9.5,3541.1,-130.5,4261.3,221.8,4483.1,13127.3,
12/31/2003,13670.900391,302.600006,302.600006,0,3410.699951,3490.600098,,810.700012,459.0,108.699997,269.700012,-26.700001,1476.199951,,,,6000.200195,3079.5,,,425.899994,4165.299805,3411.5,3143.699951,267.800049,,753.799805,7670.699799,,3181.100098,3181.100098,,,,848.5,,,1701.899902,,,1701.899902,5731.5,1830.599976,,,,1297.699951,,,1297.699951,3128.299927,8859.799927,0.0,,,,,,4581.600098,4581.600098,229.5,4811.100098,13670.900024,
03/31/2004,14118.3,226.4,226.4,0,3780.2,3780.2,,846.4,453.1,116.9,303.0,0.0,1149.4,,,,6002.4,3204.7,,,451.0,4460.2,3676.3,3354.5,321.8,451.0,332.9,8115.9,,3580.0,3580.0,,,,690.1,,,1716.0,,,1716.0,5986.1,1888.9,,,,1228.3,,,1228.3,3117.2,9103.3,0.0,,,,,,4769.3,4769.3,245.7,5015.0,14118.3,
06/30/2004,13972.4,120.8,120.8,0,3648.8,3814.7,,1115.0,463.5,391.6,286.7,0.0,1324.5,,,,6209.1,3140.3,,,429.0,4194.0,3636.6,3321.0,315.6,429.5,127.9,7763.3,,3562.6,3562.6,,,,437.4,,,1774.6,,,1774.6,5774.6,1834.7,,,,1193.7,,,1193.7,3028.4,8803.0,0.0,,,,,,4917.6,4917.6,251.8,5169.4,13972.4,
