Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Funds From Operations - Basic,Funds From Operations - Diluted,Cash & Equivalents,Book Value,Tangible Book Value,Net Utility Plant,Source: Bloomberg
03/31/1990,202.074005,202.074005,202.074005,,1.936553,0.673857,0.464058,0.266667,0.266667,0.266667,0.266667,0.266667,0.266667,0.138333,0.543766,0.543766,,,0.491548,6.63162,,11.554771,
06/30/1990,202.074005,202.074005,202.074005,,1.671605,0.55067,0.348298,0.19,0.19,0.19,0.19,0.19,0.19,0.146667,0.274117,0.274117,,,0.286588,6.674906,,11.606857,
09/30/1990,202.074005,202.074005,202.074005,,1.688668,0.637088,0.424473,0.24,0.24,0.24,0.24,0.24,0.24,0.146667,0.461861,0.461861,,,0.272351,6.767397,,11.662767,
12/31/1990,202.074005,202.074005,202.074005,,1.841657,0.616358,0.408642,0.23,0.23,0.23,0.23,0.23,0.23,0.146667,0.283218,0.283218,,,0.216411,6.850184,,11.74635,
03/31/1991,202.074005,202.074005,202.074005,,2.06706,0.702698,0.490924,0.27,0.27,0.27,0.27,0.27,0.27,0.146667,0.652771,0.652771,,,0.387739,6.972084,,11.813429,
06/30/1991,202.074005,202.074005,202.074005,,1.75798,0.553758,0.351772,0.183333,0.183333,0.183333,0.183333,0.183333,0.183333,0.155,0.276691,0.276691,,,0.267338,6.999361,,11.963923,
09/30/1991,202.074005,202.074005,202.074005,,1.80233,0.659318,0.444768,0.246667,0.246667,0.246667,0.246667,0.246667,0.246667,0.155,0.500109,0.500109,,,0.303532,7.091932,,12.055103,
12/31/1991,202.074005,202.074005,202.074005,,1.988232,0.652805,0.445604,0.236667,0.236667,0.236667,0.236667,0.236667,0.236667,0.155,0.287667,0.287667,,,0.332601,7.175336,,12.203504,
03/31/1992,202.074005,202.074005,202.074005,,2.088854,0.716728,0.493275,0.266667,0.266667,0.266667,0.266667,0.266667,0.266667,0.155,0.762369,0.762369,,,0.321298,7.287325,,12.270153,
06/30/1992,203.373001,202.074005,202.074005,,1.768882,0.519156,0.301474,0.15,0.15,0.15,0.15,0.15,0.15,0.1625,0.273697,0.273697,,,0.119214,7.283745,,12.331612,
09/30/1992,205.098007,203.945999,203.945999,,1.756941,0.606871,0.369838,0.185,0.185,0.185,0.185,0.185,0.185,0.1625,0.449864,0.449864,,,0.196438,7.358653,,12.468044,
12/31/1992,206.186004,206.817994,206.817994,,2.00146,0.667123,0.444478,0.23,0.23,0.23,0.23,0.23,0.23,0.1625,0.379159,0.379159,,,0.322389,7.485799,,12.749119,
03/31/1993,207.748001,210.024002,210.024002,,2.207229,0.760699,0.541029,0.29,0.29,0.29,0.29,0.29,0.29,0.1625,0.671914,0.671914,,,0.268869,7.618215,,12.721634,
06/30/1993,208.932007,211.197998,211.197998,,1.815822,0.509404,0.289444,0.135,0.135,0.135,0.135,0.135,0.135,0.169375,0.412499,0.412499,,,0.187559,7.623915,,12.785097,
09/30/1993,209.962006,212.350006,212.350006,,1.873591,0.712282,0.42818,0.22,0.22,0.22,0.22,0.22,0.22,0.169375,0.431731,0.431731,,,0.147374,7.704566,,12.976119,
12/31/1993,213.916,210.134002,210.134002,,2.133443,0.636394,0.467397,0.26,0.26,0.26,0.26,0.26,0.26,0.169375,0.397508,0.397508,,,0.098193,7.778343,,13.255212,
03/31/1994,215.427994,214.475998,214.475998,,2.376401,0.486381,0.253931,0.105,0.105,0.105,0.105,0.105,0.105,0.169375,0.818884,0.818884,,,0.174815,7.728773,,13.182984,
06/30/1994,216.468002,215.615997,215.615997,,1.856727,0.632866,0.409135,0.2,0.2,0.2,0.2,0.2,0.2,0.17625,0.292951,0.292951,,,0.104533,7.782675,,13.201231,
09/30/1994,217.186005,216.628006,216.628006,,1.848847,0.698414,0.46308,0.24,0.24,0.24,0.24,0.24,0.24,0.17625,0.550109,0.550109,,,0.152837,7.870843,,13.328705,
12/31/1994,217.880004,217.440002,217.440002,,1.985187,0.781898,0.55206,0.29,0.29,0.29,0.29,0.29,0.29,0.17625,0.251159,0.251159,,,0.041197,8.007004,,13.497025,
03/31/1995,218.910004,218.266006,218.266006,,2.158476,0.784254,0.55529,0.285,0.285,0.285,0.285,0.285,0.285,0.17625,0.812454,0.573475,,,0.076885,8.133868,,13.374615,
06/30/1995,219.873993,219.138,219.138,,1.848575,0.697392,0.463283,0.235,0.235,0.235,0.235,0.235,0.235,0.18375,0.208184,-0.177112,,,0.065601,8.205846,,13.405505,
09/30/1995,220.908005,220.186005,220.186005,,1.936604,0.764667,0.522322,0.265,0.265,0.265,0.265,0.265,0.265,0.18375,0.62305,0.298634,,,0.070572,8.318069,,13.032199,
12/31/1995,221.638,221.173996,221.173996,,2.11533,0.831382,0.598253,0.28,0.28,0.28,0.28,0.28,0.28,0.18375,0.283727,-0.053216,,,0.106597,8.442889,,13.132017,
03/31/1996,221.638,221.638,221.638,,2.235433,0.822431,0.557995,0.285,0.285,0.285,0.285,0.285,0.285,0.18375,0.752827,0.410512,,,0.108316,8.542502,,13.114791,
