Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Tax Effect on Abnormal Items,Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1994,312.075989,-158.026993,154.048996,-83.304001,70.745003,-0.762,0,3.151,73.134003,-19.589001,53.544998,0.0,0,53.544998,0,53.544998,,,53.545002,0.46,0.46,0.46,117.316002,0.46,0.46,0.46,117.316002,
03/31/1995,317.997009,-159.326996,158.670013,-95.195,63.474998,-1.031,0,2.042,64.485999,-22.57,41.916,0.0,0,41.916,0,41.916,,,41.915999,,0.36,0.36,117.683998,0.36,0.36,0.36,117.683998,
06/30/1995,360.010986,-182.285004,177.725983,-100.929001,76.796997,-4.296,0,7.429,79.929997,-27.975,51.955002,0.0,0,51.955002,0,51.955002,,,51.954997,0.44,0.44,0.44,118.084999,0.44,0.44,0.44,118.084999,
09/30/1995,370.118988,-195.712997,174.405991,-100.149002,74.257004,-6.278,0,5.702,73.681004,-24.313999,49.367001,0.0,0,49.367001,0,49.367001,,,49.367005,0.42,0.42,0.42,118.667999,0.42,0.42,0.42,118.667999,
12/31/1995,373.890991,-198.794006,175.096985,-110.208,64.889,-6.994,0,13.958,71.853,-22.410999,49.442001,0.0,0,49.442001,0,49.442001,,,49.442001,0.42,0.42,0.42,118.398003,0.42,0.42,0.42,118.398003,
03/31/1996,307.897003,-178.431,129.466003,-111.505997,17.959999,-7.086,0,7.715,18.588999,-7.064,11.525,0.0,0,11.525,0,11.525,,,11.524999,0.1,0.1,0.1,118.352997,0.1,0.1,0.1,118.352997,
06/30/1996,356.431,-209.412003,147.018997,-112.661003,34.358002,-6.206,0,6.141,34.293002,-13.031,21.261999,0.0,0,21.261999,0,21.261999,,,21.262002,0.18,0.18,0.18,118.492996,0.18,0.18,0.18,118.492996,
09/30/1996,326.002991,-297.54599,28.457001,-123.596001,-95.139,-6.514,0,8.282,-93.371,35.480999,-57.889999,0.0,0,-57.889999,0,-57.889999,96.0,-36.445,1.664999,0.01,-0.5,-0.5,116.963997,0.01,-0.5,-0.5,116.963997,
12/31/1996,390.559998,-157.858002,232.701996,-119.424004,113.278,-6.549,0,-78.426003,28.302997,-10.755,17.548,0.0,0,17.548,0,17.548,,,17.547997,0.15,0.15,0.15,116.806,0.15,0.15,0.15,118.702003,
03/31/1997,346.203003,-206.927994,139.275009,-115.304001,23.971001,-5.824,0,8.24,26.387001,-10.027,16.360001,0.0,0,16.360001,0,16.360001,-4.0,,12.36,0.12,0.14,0.14,117.019997,0.12,0.14,0.14,119.074997,
06/30/1997,382.882996,-226.326996,156.556,-119.342003,37.214001,-4.988,0,35.221001,67.447002,-25.629999,41.817001,0.0,0,41.817001,0,41.817001,-31.5,12.0,22.317003,0.19,0.36,0.36,119.301003,0.19,0.35,0.35,119.301003,
09/30/1997,401.287994,-228.162003,173.125992,-127.5,45.625999,-8.522,0,7.393,44.496999,-16.240999,28.256001,0.0,0,28.256001,0,28.256001,,,28.256,0.24,0.24,0.24,119.654999,0.24,0.24,0.24,119.654999,
12/31/1997,445.105011,-251.789993,193.315018,-133.093002,60.222,-14.734,0,-21.653,23.835,-61.404999,-37.57,0.0,0,-37.57,0,-37.57,31.0,41.400002,34.830003,0.3,-0.32,-0.32,117.800003,0.3,-0.32,-0.32,117.800003,
03/31/1998,314.838013,-223.824005,91.014008,-132.285995,-41.271999,-14.054,0,7.542,-47.783999,17.68,-30.104,0.0,0,-30.104,0,-30.104,,,-30.103999,-0.25,-0.25,-0.25,118.211998,-0.25,-0.25,-0.25,118.211998,
06/30/1998,388.446014,-268.02301,120.423004,-132.828003,-12.405,-12.647,0,17.606001,-7.445999,2.755,-4.691,0.0,0,-4.691,0,-4.691,,,-4.690999,-0.04,-0.04,-0.04,118.349998,-0.04,-0.04,-0.04,118.349998,
