Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,464.200012,,-307.0,,157.200012,,-134.0,,,23.200001,-20.800001,,37.900002,,0.0,,-17.1,2.4,-0.8,1.6,-25.6,,,27.2,-1.5,25.700001,-9.7,,16.000001,16.000001,,102.699997,0.16,-0.09,,102.699997,0.16,-0.09,-0.09,
06/30/1990,582.599976,,-379.100006,,203.499969,,-145.0,,,58.5,-29.500002,,39.400002,,0.0,,-9.9,28.999998,-9.9,19.1,-17.1,,,36.199999,-3.3,32.900002,-9.7,,23.200002,23.200002,,102.800003,0.23,0.06,,102.800003,0.23,0.06,0.06,
09/30/1990,639.700012,,-415.700012,,224.0,,-141.800003,,,82.199997,-197.099998,,41.400002,,0.0,,155.699997,-114.900002,44.799999,-70.099998,30.4,,,-100.500002,-2.3,-102.800003,-9.6,,-112.400003,-112.400003,,102.900002,-1.09,-0.79,,102.900002,-1.09,-0.79,-0.79,
12/31/1990,618.5,,-411.899994,,206.600006,,-138.100006,,,68.5,-24.0,,40.0,,0.0,,-16.0,44.5,-16.200001,28.299999,-38.299999,,,66.599998,-3.1,63.5,-9.6,,53.9,53.9,,102.899994,0.52,0.15,,102.899994,0.52,0.15,0.15,
03/31/1991,481.5,,-312.700012,,168.799988,,-134.300003,,,34.5,-33.600002,,37.400002,,0.0,,-3.8,0.899998,-0.4,0.5,-17.200001,,,17.699999,-1.9,15.8,0.0,,15.8,15.8,,103.400002,0.15,-0.01,,103.400002,0.15,-0.01,-0.01,
06/30/1991,609.700012,,-394.600006,,215.100006,,-140.5,,,74.599998,-25.799999,,34.799999,,0.0,,-9.0,48.799999,-21.6,27.200001,0.0,,,27.199999,-3.8,23.4,0.0,,23.4,23.4,,106.300003,0.22,0.22,,106.300003,0.22,0.22,0.22,
09/30/1991,651.200012,,-420.100006,,231.100006,,-141.300003,,,89.800003,-20.900001,,29.700001,,0.0,,-8.8,68.900002,-29.4,39.5,0.0,,,39.500003,-4.5,35.0,0.0,,35.0,35.0,,106.900002,0.33,0.33,,106.900002,0.33,0.33,0.33,
12/31/1991,650.900024,,-428.0,,222.900024,,-150.0,,,72.900002,-29.800001,,26.700001,,0.0,,3.1,43.100001,-18.9,24.200001,0.0,,,24.200001,-0.8,23.4,0.0,,23.4,23.4,,106.818497,0.22,0.22,,106.818497,0.22,0.22,0.22,
03/31/1992,497.799988,,-321.799988,,176.0,,-136.600006,,,39.400002,-32.099999,,26.299999,,0.0,,5.8,7.300002,-0.4,6.9,0.0,,,6.900002,-1.6,5.3,0.0,,5.3,5.3,,107.099998,0.05,0.05,,107.099998,0.05,0.05,0.05,
06/30/1992,609.200012,,-393.5,,215.700012,,-139.800003,,,75.900002,-25.700001,,25.200001,,0.0,,0.5,50.200001,-21.5,28.700001,0.0,,,28.700001,-3.3,25.4,0.0,,25.4,25.4,,107.300003,0.24,0.24,,107.300003,0.24,0.24,0.24,
09/30/1992,662.599976,,-426.799988,,235.799988,,-146.800003,,,89.0,-22.799999,,23.299999,,0.0,,-0.5,66.200001,-27.6,38.599998,32.299999,,,6.300001,-3.6,2.7,0.0,,2.7,2.7,,107.199997,0.03,0.33,,107.199997,0.03,0.33,0.33,
12/31/1992,618.400024,,-403.5,,214.900024,,-144.800003,,,70.099998,-23.2,,22.9,,0.0,,0.3,46.899999,-19.0,27.9,0.0,,,27.899999,-1.5,26.4,0.0,,26.4,26.4,,107.1045,0.25,0.25,,107.1045,0.25,0.25,0.25,
03/31/1993,522.5,,-339.5,,183.0,,-142.5,,,40.5,-21.699999,,23.799999,,0.0,,-2.1,18.800001,-8.0,10.8,24.000001,,,-13.2,-2.4,-15.6,0.0,,-15.6,-15.6,,107.400002,-0.14,0.08,,107.400002,-0.14,0.08,0.08,
06/30/1993,634.700012,,-401.0,,233.700012,,-152.199997,,,81.5,-25.4,,25.4,,0.0,,0.0,56.1,-23.200001,32.900002,0.0,,,32.9,-3.8,29.1,0.0,,29.1,29.1,,107.400002,0.27,0.27,,107.400002,0.27,0.27,0.27,
09/30/1993,703.700012,,-448.200012,,255.5,,-150.699997,,,104.800003,-26.0,,25.4,,0.0,,0.6,78.800003,-33.599998,45.200001,4.2,,,41.000005,-5.4,35.599998,0.0,,35.599998,35.599998,,107.400002,0.33,0.37,,107.400002,0.33,0.37,0.37,
12/31/1993,668.799988,,-436.299988,,232.5,,-154.0,,,78.5,-20.0,,21.6,,0.0,,-1.6,58.5,-25.9,32.599998,0.0,,,32.6,-3.5,29.1,0.0,,29.1,29.1,,107.699997,0.27,0.27,,107.699997,0.27,0.27,0.27,
03/31/1994,546.900024,,-353.899994,,193.000031,,-147.5,,,45.5,-23.6,,19.0,,0.0,,4.6,21.9,-9.4,12.5,0.0,,,12.5,-2.7,9.8,0.0,,9.8,9.8,,106.5,0.09,0.09,,106.5,0.09,0.09,0.09,
06/30/1994,673.5,,-424.799988,,248.700012,,-157.5,,,91.199997,-21.399999,,17.799999,,0.0,,3.6,69.799998,-29.1,40.700001,0.0,,,40.699997,-4.9,35.799999,0.0,,35.799999,35.799999,,106.0,0.34,0.34,,106.0,0.34,0.34,0.34,
09/30/1994,741.299988,,-472.0,,269.299988,,-160.899994,,,108.400002,-44.700001,,16.700001,,0.0,,28.0,63.700001,-28.1,35.599998,0.0,,,35.6,-6.6,29.0,0.0,,29.0,29.0,,106.300003,0.27,0.27,,106.300003,0.27,0.27,0.27,
12/31/1994,697.099976,,-454.0,,243.099976,,-161.399994,,,81.699997,-24.400001,,17.6,,0.0,,6.8,57.299996,-21.5,35.799999,3.2,,,32.599996,-4.0,28.6,0.0,,28.6,28.6,,106.300003,0.27,0.3,,106.300003,0.27,0.3,0.3,
03/31/1995,594.400024,,-383.100006,,211.300018,,-162.199997,,,49.099998,-18.899999,,17.299999,,0.0,,1.6,30.199999,-13.0,17.200001,0.0,,,17.199999,-3.2,14.0,0.0,,14.0,14.0,,105.900002,0.13,0.13,0.13,105.900002,0.13,0.13,0.13,
06/30/1995,734.700012,,-471.0,,263.700012,,-168.899994,,,94.800003,-21.700001,,19.200001,,0.0,,2.5,73.100002,-30.1,43.0,0.0,,,43.000002,-5.0,38.0,0.0,,38.0,38.0,,106.0,0.36,0.36,0.36,106.0,0.36,0.36,0.36,
09/30/1995,827.099976,,-535.099976,,292.0,,-175.899994,,,116.099998,-23.300001,,20.200001,,0.0,,3.1,92.799998,-38.599998,54.200001,0.0,,,54.199999,-6.7,47.5,0.0,,47.5,47.5,,106.400002,0.45,0.45,0.45,106.400002,0.45,0.45,0.45,
12/31/1995,790.299988,,-532.099976,,258.200012,,-175.899994,,,82.300003,-18.7,,17.9,,0.0,,0.8,63.600003,-25.700001,37.900002,0.0,,,37.900003,-3.9,34.0,0.0,,34.0,34.0,,106.199997,0.32,0.32,0.32,106.199997,0.32,0.32,0.32,
03/31/1996,332.700012,,-207.800003,,124.900009,,,,,124.900002,,,,,,,,,,10.5,-8.8,,,,-3.3,16.0,0.0,,16.0,16.0,,105.5,0.15,0.07,0.07,106.800003,0.15,0.07,0.07,
06/30/1996,384.5,,-236.100006,,148.399994,,,,,148.399994,,,,,,,,,,20.5,-26.700001,,,,-5.5,41.700001,0.0,,41.700001,41.700001,,105.599998,0.39,0.14,0.14,106.900002,0.39,0.14,0.14,
09/30/1996,426.5,,-264.5,,162.0,,,,,162.0,,,,,,,,,,29.5,-30.700001,,,,-7.3,52.900002,0.0,,52.900002,52.900002,,104.599998,0.51,0.21,0.21,105.699997,0.5,0.21,0.21,
12/31/1996,357.700012,,-216.0,,141.700012,,,,,141.699997,,,,,,,,,,6.1,-25.4,,,,-2.7,28.799999,0.0,,28.799999,28.799999,,103.5,0.28,0.04,0.04,104.599998,0.28,0.03,0.03,
