Date,Revenue,Net Premiums Earned,Net Premiums Earned (NL),Other Premiums Earned (NL & L),Investment Income,Other Operating Income,Policy Charges & Fees,Other Income,Claims & Losses,Claims & Losses (NL),Claims & Losses (L),LT Charges (L),Underwriting Expense & Acq Cost,Underwriting & Acq Cost (NL),Underwriting Cost (NL),Underwriting & Acq Cost (L),Other Operating Expense,Operating Income (Loss),(Income) Loss from Affiliates,Interest Expense,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2009,1176.15,932.329,932.329,0.0,166.601,77.22,19.366,57.854,-543.031,543.031,,,-320.919,320.919,320.919,,,214.329,,-25.953,-2.885,185.491,-51.347,134.144,0.0,0.0,0.0,134.144,0.15,134.294,0.0,0.0,134.294,122.89325,-11.40075,239.8095,0.56,0.56,0.512462,249.2895,0.54,0.54,0.494267,
03/31/2010,1153.547,930.561,930.561,0.0,149.473,73.513,21.485,52.028,-549.973,549.973,,,-325.603,325.603,325.603,,,181.606,,-26.041,5.027,160.592,-41.811,118.781,0.0,0.0,0.0,118.781,-0.171,118.61,0.0,0.0,118.61,111.49945,-7.11055,230.1675,0.513333,0.513333,0.484427,239.6565,0.493333,0.493333,0.463663,
06/30/2010,1163.068,948.128,948.128,0.0,141.265,73.675,20.39,53.285,-570.475,570.475,,,-324.599,324.599,324.599,0.0,-96.158,171.836,,-26.014,0.0,145.822,-35.598,110.224,0.0,0.0,0.0,110.224,-0.017,110.207,0.0,0.0,110.207,117.656,7.449,226.8225,0.486667,0.486667,0.518714,236.1915,0.466667,0.466667,0.498205,
09/30/2010,1176.112,967.297,967.297,0.0,124.347,84.468,22.175,62.293,-597.907,597.907,,,-325.34,325.34,325.34,,,146.109,,-26.725,1.916,121.3,-27.631,93.669,0.0,0.0,0.0,93.669,-0.05,93.619,0.0,0.0,93.619,89.0096,-4.6094,220.6185,0.426667,0.426667,0.403455,231.24,0.406667,0.406667,0.386733,
12/31/2010,1231.342,989.596,989.596,0.0,172.021,69.725,21.355,48.37,-591.512,591.512,,,-338.941,338.941,338.941,,,211.533,,-28.189,-7.753,175.591,-48.699,126.892,0.0,0.0,0.0,126.892,-0.041,126.851,0.0,0.0,126.851,109.67245,-17.17855,215.1,0.586667,0.586667,0.509867,225.0495,0.566667,0.566667,0.490335,
03/31/2011,1234.351,982.497,982.497,0.0,175.41,76.444,22.173,54.271,-607.095,607.095,,,-340.483,340.483,340.483,,,187.831,,-28.117,-0.52,159.194,-43.599,115.595,0.0,0.0,0.0,115.595,-0.005,115.59,0.0,0.0,115.59,97.138,-18.452,211.7655,0.546667,0.546667,0.458705,221.1375,0.52,0.52,0.436559,
06/30/2011,1270.949,1017.244,1017.244,0.0,171.962,81.743,25.035,56.708,-674.276,674.276,,,-355.113,355.113,355.113,,,137.169,,-28.132,-0.009,109.028,-26.908,82.12,0.0,0.0,0.0,82.12,0.064,82.184,0.0,0.0,82.184,67.85385,-14.33015,212.4555,0.386667,0.386667,0.319379,221.5155,0.373333,0.373333,0.308642,
09/30/2011,1279.731,1055.823,1055.823,0.0,135.301,88.607,22.279,66.328,-683.98,683.98,,,-363.889,363.889,363.889,,,121.514,,-28.068,2.7,96.146,-19.775,76.371,0.0,0.0,0.0,76.371,0.039,76.41,0.0,0.0,76.41,60.871,-15.539,208.224,0.366667,0.366667,0.292334,216.807,0.353333,0.353333,0.281661,
12/31/2011,1370.953,1105.303,1105.303,0.0,169.159,96.491,23.356,73.135,-693.014,693.014,,,-378.644,378.644,378.644,,,177.2,,-28.195,-0.287,148.718,-31.663,117.055,0.0,0.0,0.0,117.055,-0.028,117.027,0.0,0.0,117.027,82.47655,-34.55045,205.761,0.566667,0.566667,0.400837,214.524,0.546667,0.546667,0.38561,
03/31/2012,1378.705,1099.651,1099.651,0.0,205.11,73.944,23.877,50.067,-679.472,679.472,,,-382.023,382.023,382.023,,,214.69,,-28.821,1.434,187.303,-52.071,135.232,0.0,0.0,0.0,135.232,0.086,135.318,0.0,0.0,135.318,103.3039,-32.0141,206.721,0.653333,0.653333,0.499726,215.1165,0.626667,0.626667,0.477845,
06/30/2012,1415.747,1147.357,1147.357,0.0,185.536,82.854,27.036,55.818,-731.202,731.202,,,-395.92,395.92,395.92,,-107.769,180.856,,-32.417,0.0,148.439,-39.535,108.904,0.0,0.0,0.0,108.904,-0.066,108.838,0.0,0.0,108.838,124.688,15.85,207.2715,0.526667,0.526667,0.601569,215.292,0.506667,0.506667,0.580287,
09/30/2012,1420.501,1186.533,1186.533,0.0,138.245,95.723,26.208,69.515,-736.632,736.632,,,-399.677,399.677,399.677,,,164.63,,-32.512,1.575,133.693,-32.685,101.008,0.0,0.0,0.0,101.008,-0.061,100.947,0.0,0.0,100.947,100.947,-15.83475,204.8295,0.493333,0.493333,0.415527,212.4555,0.473333,0.473333,0.398801,
12/31/2012,1533.817,1239.975,1239.975,0.0,193.553,100.289,26.012,74.277,-801.173,801.173,,,-415.126,415.126,415.126,0.0,-52.473,265.045,,-32.552,0.0,232.493,-66.994,165.499,0.0,0.0,0.0,165.499,-0.01,165.489,0.0,0.0,165.489,238.45565,72.96665,203.7915,0.813333,0.813333,1.170096,212.481,0.78,0.78,1.123403,
03/31/2013,1506.769,1232.119,1232.119,0.0,155.898,118.752,26.736,92.016,-744.679,744.679,,,-422.213,422.213,422.213,,,193.281,,-31.111,-1.947,160.223,-43.625,116.598,0.0,0.0,0.0,116.598,0.017,116.615,0.0,0.0,116.615,104.90055,-11.71445,204.0375,0.573333,0.573333,0.514124,211.8345,0.553333,0.553333,0.498033,
06/30/2013,1564.253,1282.515,1282.515,0.0,176.795,104.943,27.652,77.291,-805.47,805.47,,,-433.271,433.271,433.271,,-135.599,189.913,,-31.207,0.0,158.706,-43.579,115.127,0.0,0.0,0.0,115.127,0.83,115.957,0.0,0.0,115.957,141.80585,25.84885,203.841,0.566667,0.566667,0.695669,211.911,0.546667,0.546667,0.668647,
09/30/2013,1634.124,1328.862,1328.862,0.0,169.503,135.759,26.121,109.638,-798.276,798.276,,,-449.711,449.711,449.711,,,226.965,,-30.349,1.617,198.233,-60.045,138.188,0.0,0.0,0.0,138.188,-1.214,136.974,0.0,0.0,136.974,107.40895,-29.56505,202.902,0.673333,0.673333,0.529364,211.137,0.646667,0.646667,0.506639,
12/31/2013,1581.533,1383.041,1383.041,0.0,48.493,149.999,27.004,122.995,-848.599,848.599,,,-465.933,465.933,465.933,0.0,-54.765,212.236,,-30.51,0.0,181.726,-46.338,135.388,0.0,0.0,0.0,135.388,-5.009,130.379,0.0,0.0,130.379,139.0892,8.7102,201.081,0.646667,0.646667,0.691707,209.4975,0.62,0.62,0.661577,
03/31/2014,1706.906,1363.612,1363.612,0.0,221.465,121.829,28.703,93.126,-822.095,822.095,,,-458.138,458.138,458.138,,,277.581,,-30.33,0.334,247.585,-77.901,169.684,0.0,0.0,0.0,169.684,-0.011,169.673,0.0,0.0,169.673,135.1659,-34.5071,194.8095,0.873333,0.873333,0.693836,203.1435,0.833333,0.833333,0.666667,
06/30/2014,1796.989,1417.645,1417.645,0.0,247.897,131.447,26.922,104.525,-867.778,867.778,,,-470.296,470.296,470.296,,,295.758,,-30.311,-1.993,263.454,-83.277,180.177,0.0,0.0,0.0,180.177,-0.216,179.961,0.0,0.0,179.961,110.29745,-69.66355,191.502,0.94,0.94,0.57596,199.956,0.9,0.9,0.551605,
09/30/2014,1840.605,1460.804,1460.804,0.0,251.483,128.318,26.345,101.973,-887.123,887.123,,,-479.174,479.174,479.174,,,308.705,,-32.929,2.677,278.453,-89.662,188.791,0.0,0.0,0.0,188.791,-0.252,188.539,0.0,0.0,188.539,139.18095,-49.35805,190.7475,0.986667,0.986667,0.729661,199.5015,0.946667,0.946667,0.706667,
12/31/2014,1784.428,1502.357,1502.357,0.0,134.892,147.179,35.473,111.706,-913.571,913.571,,,-488.92,488.92,488.92,,,198.299,,-34.604,-0.991,162.704,-51.753,110.951,0.0,0.0,0.0,110.951,-0.24,110.711,0.0,0.0,110.711,97.91815,-12.79285,190.245,0.58,0.58,0.514695,199.3185,0.553333,0.553333,0.486667,
03/31/2015,1744.679,1472.013,1472.013,0.0,143.283,129.383,36.518,92.865,-900.708,900.708,,,-482.06,482.06,482.06,,,202.688,,-34.538,0.567,168.717,-50.273,118.444,0.0,0.0,0.0,118.444,-0.137,118.307,0.0,0.0,118.307,105.55945,-12.74755,188.9535,0.626667,0.626667,0.558653,198.726,0.593333,0.593333,0.533333,
06/30/2015,1789.765,1493.041,1493.041,0.0,155.14,141.584,35.942,105.642,-906.235,906.235,,,-500.234,500.234,500.234,,,214.294,,-33.031,-3.076,178.187,-55.138,123.049,0.0,0.0,0.0,123.049,-0.014,123.035,0.0,0.0,123.035,107.1224,-15.9126,185.6715,0.66,0.66,0.576946,194.982,0.633333,0.633333,0.551723,
09/30/2015,1860.957,1531.558,1531.558,0.0,187.118,142.281,35.192,107.089,-926.355,926.355,,,-508.815,508.815,508.815,,,254.818,,-31.641,5.743,228.92,-76.184,152.736,0.0,0.0,0.0,152.736,-0.129,152.607,0.0,0.0,152.607,113.83605,-38.77095,184.7445,0.826667,0.826667,0.616181,193.4205,0.786667,0.786667,0.606667,
12/31/2015,1811.056,1543.997,1543.997,0.0,119.428,147.631,31.788,115.843,-922.972,922.972,,,-514.389,514.389,514.389,,,191.576,,-31.736,-3.634,156.206,-46.328,109.878,0.0,0.0,0.0,109.878,-0.133,109.745,0.0,0.0,109.745,117.4241,7.6791,184.9305,0.593333,0.593333,0.634963,193.524,0.566667,0.566667,0.593333,
03/31/2016,1807.211,1527.335,1527.335,0.0,137.476,142.4,40.362,102.038,-922.321,922.321,,,-505.255,505.255,505.255,0.0,-172.735,206.9,,-32.224,0.0,174.676,-54.428,120.248,0.0,0.0,0.0,120.248,-0.737,119.511,0.0,0.0,119.511,126.7072,7.1962,184.17,0.646667,0.646667,0.687991,192.7935,0.62,0.62,0.657326,
06/30/2016,1855.914,1559.793,1559.793,0.0,135.364,160.757,36.939,123.818,-964.162,964.162,,,-516.287,516.287,516.287,0.0,-182.399,193.066,,-34.752,0.0,158.314,-49.408,108.906,0.0,0.0,0.0,108.906,0.061,108.967,0.0,0.0,108.967,104.5674,-4.3996,183.924,0.593333,0.593333,0.568536,192.8625,0.566667,0.566667,0.543855,
09/30/2016,2019.727,1585.944,1585.944,0.0,321.406,112.377,32.135,80.242,-965.856,965.856,,,-523.254,523.254,523.254,,,366.465,,-37.043,2.193,331.615,-110.952,220.663,0.0,0.0,0.0,220.663,-0.013,220.65,0.0,0.0,220.65,104.99455,-115.65545,183.843,1.2,1.2,0.57111,192.834,1.146667,1.146667,0.5469,
12/31/2016,1971.333,1620.277,1620.277,0.0,236.924,114.132,29.508,84.624,-993.461,993.461,,,-544.41,544.41,544.41,,,268.356,,-36.877,0.355,231.834,-78.164,153.67,0.0,0.0,0.0,153.67,-0.88,152.79,0.0,0.0,152.79,102.11425,-50.67575,181.9695,0.84,0.84,0.561161,191.169,0.8,0.8,0.534917,
03/31/2017,1870.418,1570.042,1570.042,0.0,201.206,99.17,33.28,65.89,-979.603,979.603,,,-523.409,523.409,523.409,0.0,-146.31,221.096,,-36.799,0.0,184.297,-59.623,124.674,0.0,0.0,0.0,124.674,-1.227,123.447,0.0,0.0,123.447,161.0532,37.6062,182.8395,0.673333,0.673333,0.880845,192.6795,0.64,0.64,0.835175,
06/30/2017,1848.049,1568.703,1568.703,0.0,175.717,103.629,33.584,70.045,-964.698,964.698,,,-527.707,527.707,527.707,0.0,-157.884,197.76,,-36.799,0.0,160.961,-51.388,109.573,0.0,0.0,0.0,109.573,-0.569,109.004,0.0,0.0,109.004,139.8272,30.8232,188.001,0.58,0.58,0.743758,192.9015,0.566667,0.566667,0.726454,
09/30/2017,2031.342,1581.5,1581.5,0.0,326.438,123.404,33.612,89.792,-1081.174,1081.174,,,-516.243,516.243,516.243,,-170.991,262.934,,-36.821,0.0,226.113,-63.295,162.818,0.0,0.0,0.0,162.818,-0.764,162.054,0.0,0.0,162.054,43.637,-118.417,188.727,0.86,0.86,0.231217,193.416,0.84,0.84,0.22776,
12/31/2017,1934.956,1591.175,1591.175,0.0,208.284,135.497,34.254,101.243,-976.872,976.872,,,-533.665,533.665,533.665,,-186.14,238.279,,-36.879,0.0,201.4,-45.128,156.272,0.0,0.0,0.0,156.272,-1.683,154.589,0.0,0.0,154.589,95.8331,-58.7559,189.4035,0.813333,0.813333,0.505973,192.3315,0.806667,0.806667,0.501174,
03/31/2018,1891.247,1567.408,1567.408,0.0,222.982,100.857,30.675,70.182,-963.219,963.219,,,-520.231,520.231,520.231,,-159.751,248.046,,-37.056,0.0,210.99,-43.417,167.573,0.0,0.0,0.0,167.573,-1.177,166.396,0.0,0.0,166.396,138.7618,-27.6342,189.5625,0.88,0.88,0.732011,192.1875,0.866667,0.866667,0.722879,
06/30/2018,1910.916,1581.053,1581.053,0.0,223.408,106.455,29.719,76.736,-973.636,973.636,,,-526.862,526.862,526.862,0.0,-141.471,268.947,,-39.705,0.0,229.242,-48.464,180.778,0.0,0.0,0.0,180.778,-0.703,180.075,0.0,0.0,180.075,110.64822,-69.42678,189.7755,0.946667,0.946667,0.583048,192.5085,0.933333,0.933333,0.572691,
09/30/2018,1937.902,1603.485,1603.485,0.0,208.458,125.959,30.782,95.177,-1017.72,1017.72,,,-519.38,519.38,519.38,,-151.731,249.071,,-39.848,0.0,209.223,-44.78,164.443,0.0,0.0,0.0,164.443,-2.523,161.92,0.0,0.0,161.92,130.63521,-31.28479,190.2405,0.853333,0.853333,0.686685,192.8415,0.84,0.84,0.677769,
12/31/2018,1951.586,1619.559,1619.559,0.0,179.562,152.465,26.582,125.883,-1020.126,1020.126,,,-532.408,532.408,532.408,,-195.836,203.216,,-40.577,0.0,162.639,-26.367,136.272,0.0,0.0,0.0,136.272,-3.915,132.357,0.0,0.0,132.357,91.78159,-40.57541,190.6005,0.693333,0.693333,0.481539,192.6105,0.686667,0.686667,0.476006,
03/31/2019,1937.022,1592.856,1592.856,0.0,226.907,117.259,25.312,91.947,-988.65,988.65,,,-513.791,513.791,513.791,,-164.421,270.16,,-40.721,0.0,229.439,-47.825,181.614,0.0,0.0,0.0,181.614,-0.892,180.722,0.0,0.0,180.722,120.98457,-59.73743,190.4,0.95,0.95,0.635423,192.669,0.94,0.94,0.629948,
06/30/2019,2023.384,1646.841,1646.841,0.0,261.907,114.636,22.446,92.19,-1028.83,1028.83,,,-518.16,518.16,518.16,,-161.94,314.454,,-40.718,0.0,273.736,-56.309,217.427,0.0,0.0,0.0,217.427,-0.718,216.709,0.0,0.0,216.709,158.95684,-57.75216,190.512,1.14,1.14,0.834367,193.059,1.12,1.12,0.820857,
09/30/2019,1965.716,1676.81,1676.81,0.0,163.157,125.749,23.681,102.068,-1041.471,1041.471,,,-528.399,528.399,528.399,,-154.389,241.457,,-38.475,0.0,202.982,-37.831,165.151,0.0,0.0,0.0,165.151,0.057,165.208,0.0,0.0,165.208,146.20455,-19.00345,190.862,0.87,0.87,0.766022,193.589,0.85,0.85,0.751836,
12/31/2019,1976.074,1716.781,1716.781,0.0,114.346,144.947,21.24,123.707,-1072.166,1072.166,,,-529.951,529.951,529.951,0.0,-193.697,180.26,,-33.496,0.0,146.764,-26.97,119.794,0.0,0.0,0.0,119.794,-0.488,119.306,0.0,0.0,119.306,136.17803,16.87203,191.106,0.62,0.62,0.712579,193.28,0.62,0.62,0.707293,
03/31/2020,1810.61,1691.418,1691.418,0.0,-2.411,121.603,25.751,95.852,-1107.253,1107.253,,,-531.924,531.924,531.924,,-141.167,30.266,,-36.734,0.0,-6.468,2.942,-3.526,0.0,0.0,0.0,-3.526,-0.892,-4.418,0.0,0.0,-4.418,91.75976,96.17776,190.287,-0.02,-0.02,0.482218,190.287,-0.02,-0.02,0.482218,
06/30/2020,1936.026,1676.915,1676.915,0.0,163.316,95.795,19.87,75.925,-1135.126,1135.126,,,-519.234,519.234,519.234,,-137.844,143.822,,-38.373,0.0,105.449,-33.793,71.656,0.0,0.0,0.0,71.656,-0.396,71.26,0.0,0.0,71.26,16.72235,-54.53765,185.979,0.38,0.38,0.089915,187.862,0.38,0.38,0.06,
09/30/2020,2049.0,,,,,,,,,,,,,,,,,144.0,,,,212.0,,152.25,,,,,,152.25,,,152.25,147.667,,,0.868,0.868,0.759,,0.868,0.868,0.759,
12/31/2020,2054.833,,,,,,,,,,,,,,,,,137.0,,,,178.0,,146.75,,,,,,146.75,,,146.75,141.667,,,0.824,0.824,0.714,,0.824,0.824,0.714,
