Date,Net Revenue,Net Interest Income,Total Interest Income,Interest Income,Investment Income,Total Interest Expense,Total Non-Interest Income,Trading Securities G/L,Trading Account Profits/Losses,Investment & Loan Inc (Loss),Other Income (Loss),Commissions & Fees Earned,Other Operating Income (Losses),Provision for Loan Losses,Net Revenue after Provisions,Total Non-Interest Expense,Commissions & Fees Paid,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,"Pretax Income (Loss), GAAP",Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/1990,162.539004,124.513004,295.278004,233.774002,61.504002,-170.764999,38.026,-0.002,,,,26.719,11.309,-11.785,150.754004,-104.819,0.0,104.819,45.935001,0.0,,0.0,45.935001,-12.278,33.657001,0.0,,,33.657001,0.0,33.657001,-0.904,,32.753002,32.753002,,83.124001,0.393333,0.393333,,83.124001,0.393333,0.393333,0.393333,
06/30/1990,168.270001,129.639,300.312996,238.634995,61.678001,-170.673996,38.631001,0.001,,,,27.318001,11.312,-15.209,153.061001,-106.638,0.0,106.638,46.423,0.0,,0.0,46.423,-11.912,34.511002,0.0,,,34.511001,0.0,34.511002,-0.903,,33.608002,33.608002,,83.2185,0.404444,0.404444,,83.2185,0.404444,0.404444,0.404444,
09/30/1990,172.614994,131.668995,302.541996,241.690994,60.851002,-170.873001,40.945999,0.327,,,,27.275999,13.343,-13.621,158.993994,-110.089996,0.0,110.089996,48.903999,0.0,,0.0,48.903999,-13.094,35.810001,0.0,,,35.809999,0.0,35.810001,-0.904,,34.906001,34.906001,,83.326501,0.42,0.42,,83.326501,0.42,0.42,0.42,
12/31/1990,181.432004,139.270004,320.184006,251.363007,68.820999,-180.914001,42.162,2.374,,,,62.187,-22.399,-19.377001,162.055004,-118.942001,0.0,118.942001,43.112999,0.6,,-0.6,43.712999,-11.227,32.486,0.0,,,32.485999,0.0,32.486,-0.903,,31.583,31.583,,83.600996,0.377778,0.377778,,83.600996,0.377778,0.377778,0.377778,
03/31/1991,334.353023,247.749023,571.234009,571.234009,0.0,-323.484985,86.604,0.465,,,,86.139,0.0,-23.351999,311.001024,-224.110992,0.0,224.110992,86.889999,0.0,,0.0,86.889999,-23.910999,62.979,0.0,,,62.979,0.0,62.979,-0.904,,62.075,62.075,,160.537497,0.386667,0.386667,,160.537497,0.386667,0.386667,0.386667,
06/30/1991,344.317006,252.222008,547.584007,424.156006,123.428001,-295.362,92.094998,0.105,,,,69.503998,22.486,-25.506001,318.811005,-226.188004,0.0,226.188004,92.623001,0.0,,0.0,92.623001,-25.083,67.540001,0.0,,,67.540001,0.0,67.540001,-0.903,,66.637001,66.637001,,163.196995,0.406667,0.406667,,163.196995,0.406667,0.406667,0.406667,
09/30/1991,349.505014,256.473015,543.089012,425.493011,117.596001,-286.615997,93.031999,0.7,,,,66.794998,25.537001,-25.181,324.324014,-229.166,0.0,229.166,95.157997,0.0,,0.0,95.157997,-26.18,68.977997,0.0,,,68.977997,0.0,68.977997,-0.904,,68.073997,68.073997,,171.225002,0.393333,0.393333,,171.225002,0.393333,0.393333,0.393333,
12/31/1991,364.615035,263.440033,532.215027,532.215027,0.0,-268.774994,101.175002,0.109,,,,101.066002,0.0,-28.988001,335.627034,-232.891006,0.0,232.891006,102.736,0.0,,0.0,102.736,-28.612,74.124001,0.0,,,74.124,0.0,74.124001,-1.807,,72.317001,72.317001,,172.221003,0.426667,0.426667,0.426667,172.221003,0.426667,0.426667,0.426667,
03/31/1992,380.726009,277.775009,512.192017,512.192017,0.0,-234.417007,102.950999,2.353,,,,100.598,0.0,-29.679001,351.047008,-241.128006,0.0,241.128006,109.918999,0.0,,0.0,109.918999,-31.398001,78.521004,0.0,,,78.520998,0.0,78.521004,-0.904,,77.617004,77.617004,,174.186001,0.43,0.43,,174.186001,0.43,0.43,0.43,
06/30/1992,380.364995,279.776993,492.408997,492.408997,0.0,-212.632004,100.588002,0.134,,,,100.454002,0.0,-30.778,349.586995,-239.860001,0.0,239.860001,109.726997,-128.0,,128.0,-18.273003,5.817,-12.456,0.0,,,-12.456003,0.0,-12.456,-0.903,,-13.359,-13.359,,178.607998,-0.073333,-0.073333,,178.607998,-0.073333,-0.073333,-0.073333,
09/30/1992,384.968991,280.588989,470.622986,470.622986,0.0,-190.033997,104.380002,0.717,,,,103.663002,0.0,-27.045,357.923991,-236.970993,0.0,236.970993,120.953003,0.0,,0.0,120.953003,-34.27,86.682999,0.0,,,86.683002,0.0,86.682999,-0.903,,85.779999,85.779999,,178.761005,0.48,0.48,,178.761005,0.48,0.48,0.48,
12/31/1992,386.559992,283.304992,457.964996,457.964996,0.0,-174.660004,103.255,3.116,,,,100.139,0.0,-24.059999,362.499993,-246.063995,0.0,246.063995,116.435997,0.0,,0.0,116.435997,-28.752001,87.683998,0.0,,,87.683996,0.0,87.683998,-0.903,,86.780998,86.780998,,173.942997,0.483333,0.483333,0.483333,173.942997,0.483333,0.483333,0.483333,
03/31/1993,391.580005,281.902008,447.147003,349.660004,97.487,-165.244995,109.677997,0.634,,,,77.324997,31.719,-22.0,369.580005,-252.434998,0.0,252.434998,117.144997,0.0,,0.0,117.144997,-34.02,83.125,0.0,,,83.124996,0.0,83.125,-0.042,,83.083,83.083,,180.021,0.46,0.46,,180.021,0.46,0.46,0.46,
06/30/1993,395.091986,283.583984,446.023987,354.928986,91.095001,-162.440002,111.508002,0.407,,,,81.357002,29.743999,-18.0,377.091986,-255.292007,0.0,255.292007,121.800003,0.0,,0.0,121.800003,-38.073002,83.726997,0.0,,,83.727001,0.0,83.726997,0.0,,83.726997,83.726997,,180.274498,0.466667,0.466667,,180.274498,0.466667,0.466667,0.466667,
09/30/1993,389.92899,279.914993,438.087997,356.994995,81.093002,-158.173004,110.013997,0.526,,,,78.964996,30.523001,-15.0,374.92899,-253.820999,0.0,253.820999,121.108002,0.0,,0.0,121.108002,-37.411999,83.695999,0.0,,,83.696003,0.0,83.695999,0.0,,83.695999,83.695999,,180.120003,0.466667,0.466667,,180.120003,0.466667,0.466667,0.466667,
12/31/1993,419.438991,288.136993,451.593994,358.378998,93.214996,-163.457001,131.301998,32.410999,,,,80.390999,18.5,-14.0,405.438991,-254.917007,0.0,254.917007,150.522003,-22.0,,22.0,128.522003,-38.431999,90.089996,0.0,,,90.090004,0.0,90.089996,0.0,,90.089996,90.089996,,177.131996,0.506667,0.506667,0.506667,177.131996,0.506667,0.506667,0.506667,
03/31/1994,402.236,290.291,455.395004,351.945007,103.449997,-165.104004,111.945,0.424,,,,78.834999,32.686001,-15.0,387.236,-251.705994,0.0,251.705994,135.529999,0.0,,0.0,135.529999,-44.667,90.862999,0.0,,,90.862999,0.0,90.862999,0.0,,90.862999,90.862999,,173.195995,0.526667,0.526667,,173.195995,0.526667,0.526667,0.526667,
06/30/1994,429.98099,314.553993,514.056999,387.559998,126.497002,-199.503006,115.426996,0.358,,,,81.947998,33.120998,-15.0,414.98099,-264.877014,0.0,264.877014,150.104004,0.0,,0.0,150.104004,-50.925999,99.178001,0.0,,,99.178005,0.0,99.178001,0.0,,99.178001,99.178001,,179.294998,0.553333,0.553333,,179.294998,0.553333,0.553333,0.553333,
09/30/1994,429.637007,312.999008,540.934006,412.997009,127.936996,-227.934998,116.637999,1.581,,,,81.448997,33.608002,-14.0,415.637007,-263.11499,0.0,263.11499,152.522003,0.0,,0.0,152.522003,-51.917999,100.603996,0.0,,,100.604004,0.0,100.603996,0.0,,100.603996,100.603996,,179.153996,0.56,0.56,,179.153996,0.56,0.56,0.56,
12/31/1994,434.910004,312.283005,581.53801,451.402008,130.136002,-269.255005,122.626999,1.098,,,,85.000999,36.528,-12.0,422.910004,-271.971008,0.0,271.971008,150.938995,-7.0,,7.0,143.938995,-47.341999,96.597,0.0,,,96.596996,0.0,96.597,0.0,,96.597,96.597,,177.293998,0.546667,0.546667,0.546667,177.293998,0.546667,0.546667,0.546667,
03/31/1995,431.998001,312.486,621.621986,494.67099,126.950996,-309.135986,119.512001,0.201,,,,82.885002,36.425999,-12.0,419.998001,-268.389008,0.0,268.389008,151.608994,0.0,,0.0,151.608994,-51.587002,100.022003,0.0,,,100.021992,0.0,100.022003,0.0,,100.022003,100.022003,,176.045998,0.566667,0.566667,,176.045998,0.566667,0.566667,0.566667,
06/30/1995,444.992974,323.050972,659.991982,532.018982,127.973,-336.94101,121.942002,0.071,,,,86.122002,35.749001,-15.5,429.492974,-276.09201,0.0,276.09201,153.401001,0.0,,0.0,153.401001,-51.868999,101.531998,0.0,,,101.532001,0.0,101.531998,0.0,,101.531998,101.531998,,177.657005,0.573333,0.573333,,177.657005,0.573333,0.573333,0.573333,
09/30/1995,451.438012,323.324013,661.678017,536.994019,124.683998,-338.354004,128.114,0.516,,,,86.766998,40.831001,-26.0,425.438012,-264.895996,0.0,264.895996,160.542007,0.0,,0.0,160.542007,-55.240002,105.302002,0.0,,,105.302006,0.0,105.302002,0.0,,105.302002,105.302002,,173.989494,0.606667,0.606667,,173.989494,0.606667,0.606667,0.606667,
12/31/1995,470.179017,341.022019,670.632004,542.604004,128.028,-329.609985,129.156998,10.96,,,,71.847,46.349998,-33.0,437.179017,-277.036987,0.0,277.036987,160.141998,0.0,,0.0,160.141998,-53.632,106.510002,0.0,,,106.509998,0.0,106.510002,0.0,,106.510002,106.510002,,174.0615,0.613333,0.613333,0.613333,174.0615,0.613333,0.613333,0.613333,
03/31/1996,486.688987,349.260986,654.429993,538.73999,115.690002,-305.169006,137.428001,0.36,,,,83.792999,53.275002,-28.5,458.188987,-278.975006,0.0,278.975006,179.214005,0.0,,0.0,179.214005,-62.608002,116.606003,0.0,,,116.606003,0.0,116.606003,0.0,,116.606003,116.606003,,176.675995,0.66,0.66,0.653333,178.741505,0.653333,0.653333,0.653333,
06/30/1996,477.278971,356.488976,642.191978,542.651978,99.540001,-285.703003,120.789996,3.31,,,,76.046997,41.432999,-25.0,452.278971,-270.196014,0.0,270.196014,182.082993,0.0,,0.0,182.082993,-63.862,118.221001,0.0,,,118.220993,0.0,118.221001,0.0,,118.221001,118.221001,,173.8545,0.68,0.68,0.666667,177.146999,0.67,0.67,0.67,
09/30/1996,463.595002,353.267006,633.420998,542.25,91.170998,-280.153992,110.327996,-0.276,,,,72.407997,38.195999,-28.5,435.095002,-253.634995,0.0,253.634995,181.460007,6.0,,-6.0,187.460007,-65.942001,121.517998,0.0,,,121.518005,0.0,121.517998,-4.75,,116.767998,116.767998,,164.461498,0.71,0.71,0.693333,168.807003,0.7,0.7,0.7,
12/31/1996,472.668991,353.260994,632.737007,544.234009,88.502998,-279.476013,119.407997,10.194,,,,75.103996,34.110001,-32.0,440.668991,-266.220001,0.0,266.220001,174.449005,-77.0,,77.0,97.449005,-36.632999,60.816002,0.0,,,60.816006,0.0,60.816002,-4.275,,56.541002,56.541002,,161.545499,0.35,0.35,0.656667,164.554505,0.35,0.35,0.65,
03/31/1997,458.178988,351.784988,627.242996,547.046997,80.195999,-275.458008,106.393999,0.122,,,,72.596001,33.675999,-41.0,417.178988,-248.737,0.0,248.737,168.442001,23.0,,-23.0,191.442001,-67.669998,123.772003,0.0,,,123.772003,0.0,123.772003,-4.275,,119.497003,119.497003,,159.901497,0.75,0.75,0.66,162.398998,0.74,0.74,0.652,
06/30/1997,484.975015,363.528015,663.326019,580.111023,83.214996,-299.798004,121.447,-1.359,,,,75.942001,46.863998,-34.0,450.975015,-249.259003,0.0,249.259003,201.716003,0.0,,0.0,201.716003,-72.005997,129.710007,0.0,,,129.710007,0.0,129.710007,-4.275,,125.435007,125.435007,,158.289001,0.79,0.79,0.79,160.707001,0.78,0.78,0.78,
09/30/1997,491.928024,361.581024,674.671021,591.231018,83.440002,-313.089996,130.346999,1.096,,,,77.503998,51.747002,-34.0,457.928024,-246.621994,0.0,246.621994,211.306,0.0,,0.0,211.306,-74.238998,137.067001,0.0,,,137.067001,0.0,137.067001,-4.275,,132.792001,132.792001,,157.971004,0.84,0.84,0.84,160.799995,0.83,0.83,0.83,
12/31/1997,507.645986,365.881988,682.162994,607.817993,74.345001,-316.281006,141.763998,5.836,,,,81.810997,54.117001,-37.0,470.645986,-257.368011,0.0,257.368011,213.278,0.0,,0.0,213.278,-72.350998,140.927002,0.0,,,140.927002,0.0,140.927002,-4.275,,136.652002,136.652002,,157.735497,0.86,0.86,0.86,159.75,0.85,0.85,0.85,
03/31/1998,500.459989,365.607986,673.860977,609.461975,64.399002,-308.252991,134.852003,-0.15,,,,87.315002,47.687,-28.0,472.459989,-249.873001,0.0,249.873001,222.587006,0.0,,0.0,222.587006,-78.204002,144.382996,0.0,,,144.383003,0.0,144.382996,-4.275,,140.107996,140.107996,,156.716995,0.89,0.89,0.89,159.768002,0.88,0.88,0.88,
06/30/1998,513.27299,364.477993,651.230007,592.721008,58.508999,-286.752014,148.794997,0.011,,,,90.544998,58.238998,-28.0,485.27299,-253.298996,0.0,253.298996,231.973999,0.0,,0.0,231.973999,-81.591003,150.382996,0.0,,,150.382996,0.0,150.382996,-4.275,,146.107996,146.107996,,155.992004,0.94,0.94,0.94,159.013,0.92,0.92,0.92,
09/30/1998,512.549011,360.435013,639.562027,585.840027,53.722,-279.127014,152.113999,0.174,,,,107.625999,44.313999,-21.0,491.549011,-253.820999,0.0,253.820999,237.727997,0.0,,0.0,237.727997,-83.237999,154.490005,0.0,,,154.489998,0.0,154.490005,-4.275,,150.215005,150.215005,,155.278,0.97,0.97,0.97,158.089996,0.95,0.95,0.95,
12/31/1998,524.136969,370.749969,652.120972,603.120972,49.0,-281.371002,153.387,6.081,,,,99.610001,47.695999,-36.0,488.136969,-256.050995,0.0,256.050995,232.085999,7.0,,-7.0,239.085999,-81.265999,157.820007,0.0,,,157.82,0.0,157.820007,-4.275,,153.545007,153.545007,,155.449005,0.99,0.99,0.96,158.197006,0.97,0.97,0.94,
