Date,Assets,Cash & Near Cash Items,Interbanking Assets,Short-Term Investments,Net Loans,Total Loans,Reserve for Losses on Loans,Long-Term Investments,Net Fixed Assets,Other Assets,Customers' Acceptance Liability,Total Assets,Liabilities & Shareholders' Equity,Demand Deposits,Interest Bearing Deposits,Saving Deposits,Time Deposits,Other Deposits,Customer Deposits,ST Borrowings & Repos,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,4950.599121,3221.879883,2105.648926,35271.210938,36569.761719,-1298.550049,7045.75293,1053.983032,3240.371094,529.664978,57419.113281,,12436.722656,33426.037537,32576.185547,849.85199,0,45862.761719,3391.831055,1856.825989,3691.153076,0.0,54802.571838,394.640991,0,1294.569946,927.330017,2616.540955,57419.112793,
06/30/1990,,4674.165039,2196.534912,2413.191895,34350.675781,35537.074219,-1186.401978,6883.216797,1052.560059,3139.628906,372.078003,55082.050781,,12350.700195,32314.259521,31570.019531,744.23999,0,44664.960938,2468.120117,1566.097046,3677.837891,0.0,52377.015991,394.640991,0,1340.436035,969.958008,2705.035034,55082.051025,
09/30/1990,,5297.416992,1412.213013,2442.300049,33186.109375,34308.070312,-1121.96106,7078.736816,1057.083008,2850.631104,469.460999,53793.953125,,12172.333984,31598.416321,30792.027344,806.388977,0,43770.75,2106.735107,1636.068054,3461.219971,0.0,50974.773132,394.640991,0,1352.729004,1071.80896,2819.178955,53793.952087,
12/31/1990,,5170.617188,1226.44397,2099.144043,31995.767212,33006.574219,-1010.807007,6666.984863,1049.800049,2786.162109,361.53299,51356.453125,,13131.22168,30009.328369,26609.857422,3399.470947,0,43140.550781,1414.962036,1315.82602,2617.118896,0.0,48488.457733,394.640991,0,1366.088013,1107.265991,2867.994995,51356.452728,
03/31/1991,,4019.25293,2650.049072,2300.717041,31063.630859,32082.994141,-1019.36499,6247.836914,1041.47998,2739.196045,339.855988,50402.019531,,11977.195312,29702.352722,29218.761719,483.591003,0,41679.546875,1142.909058,1242.94101,3462.248047,0.0,47527.644989,394.640991,0,1373.468018,1106.262939,2874.371948,50402.016937,
06/30/1991,,4368.898926,4782.057129,1292.978027,29352.630859,30492.949219,-1140.317993,6703.195801,1023.244995,2424.725098,356.174011,50303.90625,,12260.094727,29865.608704,29576.386719,289.221985,0,42125.703125,1098.33606,1165.382996,3171.514893,0.0,47560.937073,394.640991,0,1379.552979,968.773987,2742.967957,50303.905029,
09/30/1991,,4737.487793,4281.382812,583.836975,27952.072266,29194.746094,-1242.672974,7314.376953,1007.802979,2708.832031,322.173004,48907.964844,,12159.472656,29253.147095,28962.912109,290.234985,0,41412.621094,834.835999,1267.274994,2880.314941,0.0,46395.047028,394.640991,0,1383.696045,734.58197,2512.919006,48907.966034,
12/31/1991,,5369.721191,4319.405762,401.095001,26908.636597,28181.685547,-1273.04895,8496.456055,986.046997,2132.261963,308.453003,48922.078125,,12525.647461,28907.680909,27294.085938,1613.594971,0,41433.328125,966.898987,1171.471008,2710.883057,0.0,46282.581177,594.640991,0,1378.94104,665.914001,2639.496032,48922.077209,
03/31/1992,,5504.055176,3439.135986,2074.040039,24661.205078,25910.755859,-1249.550049,10311.117188,965.942993,1968.686035,117.444,49041.625,,12805.768555,28951.346039,28715.957031,235.389008,0,41757.113281,381.841003,886.425018,3293.056885,0.0,46318.436188,594.479004,0,1437.949951,690.758972,2723.187927,49041.624115,
06/30/1992,,4979.522949,4709.520996,1782.452026,24133.720703,25397.363281,-1263.641968,10953.891602,941.359985,1858.631958,140.285995,49499.386719,,13213.044922,28639.880646,28426.181641,213.699005,0,41852.925781,481.205994,1034.522018,3055.760986,0.0,46424.41478,744.479004,0,1614.702026,715.791992,3074.973022,49499.387802,
09/30/1992,,4956.550781,3713.422119,1902.432007,23546.767578,24733.933594,-1187.166016,12715.791016,926.411011,1760.848022,76.613998,49598.835938,,13143.067383,28794.446655,28418.347656,376.098999,0,41937.515625,343.940002,1126.665024,3023.64502,0.0,46431.765671,616.948975,0,1797.744019,752.380005,3167.072998,49598.838669,
12/31/1992,,5695.336914,4314.791016,2071.9729,23133.196167,24200.994141,-1067.797974,12932.817383,896.890015,1752.484009,65.584,50863.074219,,14614.640625,29059.908081,27751.996094,1307.911987,0,43674.550781,503.688995,904.511979,2529.174072,0.0,47611.925827,616.948975,0,1841.410034,792.789001,3251.14801,50863.073837,
03/31/1993,,4817.074219,2777.074951,972.73999,22734.451172,23786.689453,-1052.237061,14814.333984,894.244019,1910.593994,83.112,49003.625,,13508.208008,28816.258423,28623.732422,192.526001,0,42324.464844,259.812988,963.398987,1920.776978,0.0,45468.453796,616.948975,0,1857.770996,1060.449951,3535.169922,49003.623718,
06/30/1993,,4468.935059,2551.197021,679.802002,23080.058594,24117.164062,-1037.107056,15910.048828,908.559998,1831.300049,58.073002,49487.972656,,14430.737305,28464.377594,28417.933594,46.444,0,42895.113281,384.300995,894.081974,1802.081055,0.0,45975.577305,491.949005,0,1867.21106,1153.235962,3512.396027,49487.973331,
09/30/1993,,4421.883789,3199.080078,357.972992,23737.779297,24748.015625,-1010.236023,15631.120117,918.236023,1766.927002,57.296001,50090.296875,,14859.311523,28505.892578,28505.892578,,0,43365.203125,400.778992,994.420025,1700.198975,0.0,46460.601116,491.949005,0,1875.853027,1261.890015,3629.692047,50090.293163,
12/31/1993,,5064.477051,1775.357056,468.639008,24986.568359,25987.662109,-1001.093994,16373.447266,947.616028,1796.859009,48.341999,51461.304688,,15424.885742,29276.275391,22488.275391,6788.0,0,44701.160156,1026.515991,912.000996,1273.343994,0.0,47913.021137,350.0,0,1831.909058,1366.373047,3548.282105,51461.303242,
03/31/1994,,4773.0,2305.0,850.0,26121.0,27132.0,-1011.0,16475.0,1040.0,1914.0,53.0,53531.0,,16053.0,30810.0,30810.0,,0,46863.0,321.0,1064.0,1532.0,0.0,49780.0,350.0,0,1852.0,1549.0,3751.0,53531.0,
06/30/1994,,4859.0,796.0,394.0,27774.0,28746.0,-972.0,16373.0,1078.0,1993.0,36.0,53303.0,,15951.0,30905.0,30905.0,,0,46856.0,409.0,851.0,1391.0,0.0,49507.0,350.0,0,1852.0,1594.0,3796.0,53303.0,
09/30/1994,,6240.0,660.0,232.0,29379.0,30331.0,-952.0,14625.0,1081.0,1961.0,29.0,54207.0,,17659.0,30396.0,30396.0,,0,48055.0,405.0,936.0,1261.0,0.0,50657.0,350.0,0,1852.0,1348.0,3550.0,54207.0,
12/31/1994,,6070.0,205.0,220.0,32288.0,33222.0,-934.0,13695.0,1147.0,2153.0,35.0,55813.0,,16599.0,31828.0,24965.0,6863.0,0,48427.0,1702.0,988.0,1260.0,,,350.0,0,1860.0,1226.0,3436.0,,
03/31/1995,,6230.0,292.0,179.0,34175.0,35096.0,-921.0,12204.0,1199.0,2646.0,31.0,56956.0,,16644.0,31720.0,31720.0,,0,48364.0,2361.0,1068.0,1470.0,,,350.0,0,1852.0,1491.0,3693.0,,
06/30/1995,,5898.0,295.0,221.0,35026.0,35904.0,-878.0,10802.0,1237.0,2416.0,57.0,55952.0,,16981.0,31474.0,31474.0,,0,48455.0,1328.0,854.0,1446.0,,,350.0,0,1840.0,1679.0,3869.0,,
09/30/1995,,5889.0,497.0,228.0,35120.0,35967.0,-847.0,9320.0,1277.0,2682.0,54.0,55067.0,,17044.0,31192.0,31192.0,0.0,0,48236.0,376.0,1106.0,1368.0,0.0,51086.0,350.0,0,1836.0,1795.0,3981.0,55067.0,
