Date,Level 2 Assets,Level 3 Assets,Total FV Assets,Level 2 Liabilities,Level 3 Liabilities,Total FV Liabilities,Level 2 Assets/Total Equity,Level 3 Assets/Total Equity,Total FV Assets/Total Equity,Level 2 Assets/Total Assets,Level 3 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,14.0,5.0,19.0,81.0,,81.0,0.395816,0.141363,0.537178,0.129366,0.046202,0.175568,
06/30/2008,15.0,5.0,20.0,49.0,,49.0,0.411297,0.137099,0.548396,0.137124,0.045708,0.182832,
09/30/2008,12.0,5.0,17.0,44.0,,44.0,0.319744,0.133227,0.452971,0.109121,0.045467,0.154588,
12/31/2008,12.0,5.0,17.0,87.0,,87.0,0.512383,0.213493,0.725875,0.125353,0.05223,0.177583,
03/31/2009,12.0,5.0,17.0,79.0,,79.0,0.504414,0.210172,0.714586,0.127065,0.052944,0.180008,
06/30/2009,25.0,74.0,99.0,64.0,69.0,133.0,0.996016,2.948207,3.944223,0.266553,0.788997,1.05555,
09/30/2009,13.0,127.0,140.0,69.0,122.0,191.0,0.494861,4.834412,5.329273,0.139156,1.359452,1.498608,
12/31/2009,8.0,181.0,189.0,47.0,176.0,223.0,0.297619,6.733631,7.03125,0.085543,1.935415,2.020958,
03/31/2010,10.0,258.0,268.0,48.0,253.0,301.0,0.370233,9.552018,9.922251,0.10433,2.691706,2.796035,
06/30/2010,20.0,168.0,188.0,47.0,163.0,210.0,0.738007,6.199262,6.937269,0.216943,1.822323,2.039267,
09/30/2010,15.0,174.0,189.0,42.0,168.0,210.0,0.515287,5.977327,6.492614,0.162813,1.888636,2.051449,
12/31/2010,11.0,168.0,179.0,39.0,162.0,201.0,0.3771,5.759342,6.136442,0.116822,1.784197,1.90102,
03/31/2011,14.0,31.0,45.0,30.0,25.0,55.0,0.517178,1.145179,1.662357,0.148038,0.3278,0.475838,
06/30/2011,17.0,27.0,44.0,25.0,21.0,46.0,0.650344,1.0329,1.683244,0.182227,0.28942,0.471648,
09/30/2011,11.0,22.0,33.0,25.0,16.0,41.0,0.454733,0.909467,1.3642,0.121924,0.243848,0.365773,
12/31/2011,5.0,30.0,35.0,13.0,24.0,37.0,0.224014,1.344086,1.5681,0.055414,0.332484,0.387898,
03/31/2012,11.0,38.0,49.0,9.0,32.0,41.0,0.517891,1.789077,2.306968,0.117371,0.405463,0.522834,
06/30/2012,6.0,6.0,12.0,8.0,,8.0,0.300601,0.300601,0.601202,0.065833,0.065833,0.131666,
09/30/2012,4.0,6.0,10.0,6.0,,6.0,0.198118,0.297177,0.495295,0.042758,0.064137,0.106895,
12/31/2012,3.0,6.0,9.0,4.0,,4.0,0.15536,0.31072,0.46608,0.031702,0.063405,0.095107,
03/31/2013,5.0,6.0,11.0,4.0,0.0,4.0,0.286697,0.344037,0.630734,0.050546,0.060655,0.111201,
06/30/2013,4.0,6.0,10.0,7.0,0.0,7.0,0.243605,0.365408,0.609013,0.040613,0.06092,0.101533,
09/30/2013,7.0,6.0,13.0,3.0,,3.0,0.416171,0.356718,0.772889,0.072419,0.062073,0.134492,
12/31/2013,7.0,6.0,13.0,15.0,,15.0,0.430769,0.369231,0.8,0.071861,0.061595,0.133457,
03/31/2014,3.0,0.0,3.0,6.0,0.0,6.0,0.19685,0.0,0.19685,0.029934,0.0,0.029934,
06/30/2014,10.0,0.0,10.0,3.0,0.0,3.0,0.672495,0.0,0.672495,0.101451,0.0,0.101451,
09/30/2014,9.0,0.0,9.0,8.0,0.0,8.0,0.637845,0.0,0.637845,0.094172,0.0,0.094172,
12/31/2014,19.0,,19.0,7.0,,7.0,1.511535,0.0,1.511535,0.196301,0.0,0.196301,
03/31/2015,29.0,,29.0,18.0,,18.0,2.675277,,2.675277,0.292988,,0.292988,
06/30/2015,1.0,,1.0,8.0,,8.0,0.093545,,0.093545,0.009976,,0.009976,
09/30/2015,2.0,,2.0,2.0,,2.0,0.196271,,0.196271,0.020604,,0.020604,
12/31/2015,0.0,,2.0,0.0,,3.0,0.0,,0.209864,0.0,,0.020853,
03/31/2016,,,,,,,,,0.0,,,0.0,
06/30/2016,6.0,,6.0,7.0,,7.0,0.768246,,0.768246,0.06035,,0.06035,
09/30/2016,2.0,,2.0,2.0,,2.0,0.250941,,0.250941,0.020528,,0.020528,
12/31/2016,1.0,,1.0,1.0,,1.0,0.139276,,0.139276,0.010184,,0.010184,
03/31/2017,,,,,,,,,0.0,,,0.0,
06/30/2017,3.0,,3.0,2.0,,2.0,0.506757,,0.506757,0.028991,,0.028991,
09/30/2017,5.0,,5.0,1.0,,1.0,0.793651,,0.793651,0.048728,,0.048728,
12/31/2017,,,,,,,,,0.0,,,0.0,
03/31/2018,,,,,,,,,0.0,,,0.0,
06/30/2018,,,,,,,,,0.0,,,0.0,
09/30/2018,,,,,,,,,0.0,,,0.0,
12/31/2018,,,,,,,,,0.0,,,0.0,
03/31/2019,,,,,,,,,0.0,,,0.0,
06/30/2019,,,,,,,,,0.0,,,0.0,
09/30/2019,,,,,,,,,0.0,,,0.0,
12/31/2019,,,,,,,,,0.0,,,0.0,
03/31/2020,,3376.0,3376.0,6003.0,,6003.0,,-378.900112,-378.900112,,43.415638,43.415638,
06/30/2020,,3320.0,3320.0,6335.0,,6335.0,,-316.190476,-316.190476,,43.701461,43.701461,
