Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1994,,16.377001,44.765999,36.799999,-10.077,87.865997,,,,,,,,,,,,,,,,,
06/30/1994,,18.212,46.358002,15.988,56.743999,137.302002,,,,,,,,,,,,,,,,,
09/30/1994,,21.576,50.648998,12.78,-17.316999,67.688004,,,,,,,,,,,,,,,,,
12/31/1994,,21.576,48.375,-35.521999,-1.068,33.361,,,,,,,,,,,,,,,33.361,,
03/31/1995,,19.188999,50.698002,-11.662,-14.233,43.992001,,,-46.396999,,,,,,,,,,,,,,
06/30/1995,,24.273001,51.384998,-15.952,-36.736,22.969999,,,-47.235001,,,,,,,,,,,,,,
09/30/1995,,29.153999,52.602001,41.408001,-43.372002,79.792,,,-34.676998,,,,,,,,,,,,,,
12/31/1995,,27.223,52.139,-10.288,37.833,106.906998,,,-67.636002,,,,,,,,,,,,,,
03/31/1996,,22.684,53.576,-23.888,-17.238001,35.133999,,,-49.082001,,,,,,,,,,,,,,
06/30/1996,,29.853001,55.432999,16.615,-81.125999,20.775,,,-67.351997,,,,,,,,,,,,,,
09/30/1996,,36.509998,56.463001,32.597,-7.751,117.819,,,-87.233002,,,,,,,,,,,,,,
12/31/1996,,36.618,65.185997,16.160999,35.706001,153.671005,-99.927002,,-99.927002,,,,,,,,,,,,53.744003,,
03/31/1997,,30.802,67.099998,74.627998,-27.931,144.598999,-453.971008,0.0,-128.244995,0.0,0.0,-325.726013,305.162994,0.0,200.561005,2.021,-0.2,1.07,0.0,101.710999,-4.209,,
06/30/1997,,-169.977997,43.723,189.048004,-4.549,58.243999,-300.322998,0.0,-109.467003,0.0,0.0,-190.856003,395.119995,0.0,254.095001,0.0,0.0,12.223,0.0,128.802002,153.041,,
09/30/1997,,41.424999,61.999001,-0.425,-53.201,49.798,-143.613998,0.0,-73.085999,0.0,0.0,-70.528,91.304001,0.0,-581.0,598.979004,-1.477,2.347,0.0,72.455002,-2.512,,
12/31/1997,,34.634998,209.934998,125.130997,24.368,394.069,-382.175995,0.0,-114.428001,0.0,0.0,-267.747986,5.416,0.0,120.426003,0.0,-21.474001,9.37,0.0,-102.905998,17.309,,
03/31/1998,,33.605,100.620003,48.205002,18.346001,200.776001,-165.320999,0.0,-86.817001,0.0,0.0,-78.503998,-52.494999,0.0,-7.665,0.0,-49.289001,3.898,0.0,0.561,-17.040001,,
