Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
03/31/2011,-2.676,1.861,1.189,0.785,,0.245,0.54,-6.511,-13.348,-9.966,32.867,-16.064,0.0,-1.97,-1.97,0.0,0.0,0,-1.97,-0.964,-1.006,0.0,0.0,0.0,0.0,0,0.0,0,0.0,-0.1,0.0,-0.005,0,0.0,-0.005,0.0,0.0,0.0,-0.095,0,-4.746,
06/30/2011,2.578,3.526,1.294,-0.075,,0.301,-0.376,-2.167,-0.881,5.505,-5.115,-1.676,0.0,-2.099,-2.099,0.0,0.0,0,-2.099,-1.647,-0.452,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.124,0.0,-0.005,0,0.0,-0.005,0.0,0.0,0.0,0.129,0,0.603,
09/30/2011,1.899,3.137,1.48,1.174,,0.001,1.173,-3.892,-1.389,1.551,-11.262,7.208,0.0,-2.295,-2.295,0.046,0.046,0,-2.341,-2.228,-0.113,0.0,0.0,0.0,0.0,0,0.0,0,0.0,0.146,0.0,-0.006,0,0.0,-0.006,0.0,0.0,0.0,0.152,0,-0.25,
12/31/2011,12.864,2.074,2.127,0.421,,0.704,-0.283,8.242,3.106,1.819,1.984,1.333,0.0,-12.789,-12.789,0.239,0.239,0,-13.028,-2.549,-10.479,0.0,0.0,0.0,0.0,0,0.0,0,0.0,-0.191,0.0,-0.005,0,0.0,-0.005,0.0,0.0,0.0,-0.186,0,-0.116,
03/31/2012,0.956,1.674,1.884,0.639,,-0.039,0.678,-3.241,-13.655,-4.698,29.213,-14.101,0.0,-1.188,-1.188,0.0,0.0,0,-1.188,-1.078,-0.11,0.0,0.0,0.0,0.0,0,0.0,0,0.0,-0.005,0.0,-0.005,0,0.0,-0.005,0.0,0.0,0.0,0.0,0,-0.237,
06/30/2012,6.499,3.703,1.892,0.953,0.569,0.663,-0.279,-0.049,4.224,0.837,-19.327,14.217,0.0,-5.351,-5.351,0.331,0.331,0,-5.682,-5.397,-0.285,0.0,0.0,0.0,0.0,0,0.0,0,0.0,-0.006,0.0,-0.006,0,0.0,-0.006,0.0,0.0,0.0,0.0,0,1.142,
09/30/2012,18.489,3.617,2.017,1.646,0.247,1.652,-0.253,11.209,-32.977,-3.832,46.176,1.842,0.0,-183.239,-2.561,0.423,0.423,0,-2.984,-2.358,-0.626,0.0,0.0,0.0,0.0,0,0.0,0,-180.678,178.415,-206.03,180.66,0,180.666,-0.006,206.03,206.03,0.0,-2.245,0,13.665,
12/31/2012,-9.456,8.576,1.238,-0.249,0.095,0.152,-0.496,-19.021,-15.337,-0.219,37.131,-40.596,0.0,-1.171,-33.585,0.567,0.567,0,-34.152,-32.66,-1.492,0.0,0.0,0.0,0.0,0,0.0,0,32.414,2.569,-0.623,209.238,0,241.744,-32.506,-206.03,0.0,-206.03,-0.016,0,-8.058,
03/31/2013,17.095,8.227,1.821,1.08,0.405,0.152,0.523,5.967,-8.541,-21.027,30.668,4.867,0.0,-1.855,-27.852,0.0,0.0,0,-27.852,-27.538,-0.314,338.896,338.896,0.0,0.0,0,0.0,0,-312.899,-12.667,-4.792,-26.105,0,0.0,-26.105,0.0,0.0,0.0,18.23,0,2.573,
06/30/2013,20.417,9.68,1.837,-0.953,0.401,0.012,-1.366,9.853,9.59,1.639,-0.017,-1.359,0.0,-3.675,-30.048,0.0,0.0,0,-30.048,-29.512,-0.536,226.337,226.337,0.0,0.0,0,0.0,0,-199.964,-9.579,-4.793,-26.207,0,0.0,-26.207,0.0,0.0,0.0,21.421,0,7.163,
09/30/2013,11.35,9.597,2.432,2.382,0.545,0.26,1.577,-3.061,-3.62,7.259,-26.918,20.218,0.0,14.056,-43.902,0.0,0.0,0,-43.902,-42.874,-1.028,-565.233,,,0.0,0,0.0,0,623.191,-23.977,-4.959,34.355,0,107.21,-72.855,0.0,0.0,0.0,-53.373,0,1.429,
12/31/2013,1.818,9.523,2.597,0.64,0.584,-0.354,0.41,-10.942,-5.229,4.352,5.958,-16.023,0.0,-2.168,-14.152,0.297,0.297,0,-14.449,-13.666,-0.783,0.0,0.0,0.0,0.0,0,0.0,0,11.984,-9.417,-25.057,1.404,0,13.41,-12.006,0.0,0.0,0.0,14.236,0,-9.767,
03/31/2014,-34.216,10.132,3.326,0.177,0.707,-0.029,-0.501,-47.851,-28.871,-24.683,12.585,-6.882,0.0,-5.245,-31.197,0.017,0.017,0,-31.214,-28.424,-2.79,25.952,25.952,0.0,0.0,0,0.0,0,0.0,37.268,-5.345,-25.872,0,0.0,-25.872,0.0,0.0,0.0,68.485,0,-2.193,
06/30/2014,46.035,9.595,3.333,0.8,0.777,0.014,0.009,32.307,21.816,-3.166,5.449,8.208,0.0,-36.428,-36.428,0.0,0.0,0,-36.428,-35.84,-0.588,0.0,0.0,0.0,0.0,0,0.0,0,0.0,-8.795,-5.533,-0.008,0,0.0,-0.008,0.0,0.0,0.0,-3.254,0,0.812,
09/30/2014,32.047,-20.657,17.107,84.605,5.711,0.0,78.894,-49.008,55.719,51.533,-195.033,38.773,0.0,-65.36,-65.36,0.036,0.036,0,-65.396,-45.189,-20.207,0.0,0.0,0.0,0.0,0,0.0,0,0.0,48.446,-22.276,82.953,0,665.571,-582.618,0.0,0.0,0.0,-12.231,0,15.133,
12/31/2014,166.848,-37.708,47.026,109.783,-1.115,30.934,79.964,47.747,110.846,77.837,-127.211,-13.725,0.0,-879.08,-76.86,12.556,12.556,0,-89.416,,,0.0,0.0,0.0,-802.22,0,-802.22,0,0.0,692.051,-75.976,759.983,0,1442.436,-682.453,0.0,0.0,0.0,8.044,0,-20.181,
03/31/2015,25.396,17.072,66.743,20.233,1.358,0.696,18.179,-78.652,15.395,66.853,22.984,-183.884,0.0,-117.195,-117.195,11.039,11.039,0,-128.234,-101.032,-27.202,0.0,0.0,0.0,0.0,0,0.0,0,0.0,68.202,-201.156,-0.586,0,153.619,-154.205,0.0,0.0,0.0,269.944,0,-23.597,
06/30/2015,95.496,92.687,70.2,44.435,2.396,-14.663,56.702,-111.826,-76.08,-117.685,-52.003,133.942,0.0,-920.071,-128.572,0.0,0.0,0,-128.572,-104.696,-23.876,0.0,0.0,0.0,-791.499,0,-791.499,0,0.0,842.357,-10.796,858.188,0,915.0,-56.812,0.0,0.0,0.0,-5.035,0,17.782,
09/30/2015,228.695,33.859,65.984,-2.908,2.132,24.815,-29.855,131.76,-29.593,135.056,17.441,8.856,0.0,-1135.188,-126.647,0.492,0.492,0,-127.139,-127.139,0.0,0.0,0.0,0.0,-1008.541,0,-1008.541,0,0.0,833.351,-57.028,748.632,0,1291.049,-542.417,213.139,213.139,0.0,-71.392,0,-73.142,
12/31/2015,88.413,46.382,75.073,12.24,2.114,25.152,-15.026,-45.282,75.278,-60.224,-68.422,8.086,0.0,-282.546,-163.586,4.469,4.469,0,-168.055,-148.571,-19.484,0.0,0.0,0.0,-118.96,0,-118.96,0,0.0,209.09,-55.02,-426.234,0,511.332,-937.566,685.861,685.861,0.0,4.483,0,14.957,
03/31/2016,162.0,62.0,78.0,-17.0,3.0,-10.0,-10.0,39.0,-8.0,123.0,-29.0,-47.0,0.0,-2308.0,-108.0,2.0,2.0,0,-110.0,-96.0,-14.0,0.0,0.0,0.0,-2200.0,0,-2200.0,0,0.0,2150.0,-137.0,2259.0,0,2707.0,-448.0,61.0,61.0,0.0,-33.0,0,4.0,
06/30/2016,37.0,72.0,,-23.0,3.0,11.0,-37.0,-151.0,-67.0,-139.0,29.0,26.0,,-213.0,61.0,61.0,61.0,0,0.0,0.0,0.0,0.0,0.0,0.0,2200.0,0,2200.0,0,0.0,191.0,-97.0,5.0,0,1386.0,-1381.0,0.0,0.0,0.0,283.0,0,15.0,
09/30/2016,141.0,45.0,31.0,-74.0,3.0,14.0,-91.0,134.0,25.0,74.0,9.0,26.0,12.0,-286.0,-30.0,0.0,0.0,0,-30.0,-30.0,0.0,0.0,0.0,0.0,-171.0,0,-171.0,0,0.0,145.0,-102.0,280.0,0,942.0,-662.0,0.0,0.0,0.0,-45.0,0,0.0,
12/31/2016,126.0,-585.0,91.0,145.0,4.0,-23.0,164.0,157.0,-160.0,-40.0,306.0,51.0,-12.0,2476.0,-83.0,3.0,3.0,0,-86.0,-75.0,-11.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,15.0,-100.0,33.0,0,611.0,-578.0,71.0,71.0,0.0,23.0,0,2617.0,
03/31/2017,-14.0,1.0,54.0,44.0,4.0,-14.0,54.0,-124.0,87.0,40.0,-243.0,-8.0,,-37.0,-37.0,0.0,0.0,0,-37.0,-24.0,-13.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,-96.0,-104.0,-240.0,0,618.0,-858.0,333.0,333.0,0.0,-85.0,0,-147.0,
06/30/2017,33.0,-222.0,36.0,76.0,5.0,-45.0,116.0,-50.0,-91.0,-54.0,115.0,-20.0,,-21.0,-21.0,0.0,0.0,0,-21.0,-12.0,-9.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,45.0,-105.0,62.0,0,795.0,-733.0,0.0,0.0,0.0,88.0,0,57.0,
09/30/2017,309.0,138.0,34.0,-30.0,9.0,0.0,-39.0,184.0,-44.0,45.0,183.0,0.0,0.0,-42.0,-42.0,4.0,4.0,0,-46.0,-39.0,-7.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,-289.0,-103.0,-182.0,0,481.0,-663.0,0.0,0.0,0.0,-4.0,0,-22.0,
12/31/2017,106.0,232.0,45.0,-208.0,6.0,-249.0,35.0,-84.0,-84.0,-10.0,-2.0,12.0,,-70.0,-32.0,6.0,6.0,0,-38.0,-28.0,-10.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,1.0,-119.0,120.0,0,759.0,-639.0,0.0,0.0,0.0,0.0,0,37.0,
03/31/2018,440.0,-315.0,49.0,135.0,3.0,29.0,103.0,334.0,85.0,17.0,-171.0,403.0,,-17.0,-17.0,3.0,3.0,0,-20.0,-19.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,-3093.0,-121.0,-2105.0,0,2521.0,-4626.0,-540.0,0.0,-540.0,-327.0,0,-2670.0,
06/30/2018,-185.0,68.0,41.0,-57.0,3.0,-8.0,-52.0,-263.0,-81.0,30.0,2.0,-214.0,,-126.0,-14.0,0.0,0.0,0,-14.0,-13.0,-1.0,0.0,0.0,0.0,0.0,0,0.0,0,-112.0,232.0,-87.0,412.0,0,1089.0,-677.0,0.0,0.0,0.0,-93.0,0,-79.0,
09/30/2018,20.0,112.0,42.0,-27.0,4.0,0.0,-31.0,-109.0,-23.0,-17.0,103.0,-172.0,0.0,-97.0,-7.0,23.0,23.0,0,-30.0,-30.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-90.0,75.0,-87.0,173.0,0,690.0,-517.0,0.0,0.0,0.0,-11.0,0,-2.0,
12/31/2018,-301.0,-72.0,50.0,144.0,2.0,-15.0,157.0,50.0,235.0,-41.0,-72.0,-72.0,,2978.0,-30.0,11.0,11.0,0,-41.0,-41.0,0.0,0.0,0.0,0.0,-347.0,0,-347.0,0,148.0,102.0,-88.0,205.0,0,690.0,-485.0,-303.0,0.0,-303.0,288.0,0,2779.0,
03/31/2019,37.0,109.0,45.0,-42.0,3.0,-13.0,-32.0,-75.0,-81.0,67.0,12.0,-73.0,0.0,-25.0,-20.0,6.0,6.0,0,-26.0,-26.0,0.0,0.0,0.0,0.0,-5.0,0,-5.0,0,0.0,-45.0,-87.0,48.0,0,1293.0,-1245.0,0.0,0.0,0.0,-6.0,0,-33.0,
06/30/2019,147.0,55.0,47.0,12.0,3.0,0.0,9.0,33.0,-78.0,-14.0,44.0,81.0,0.0,-10.0,-15.0,16.0,16.0,0,-31.0,-31.0,0.0,0.0,0.0,0.0,5.0,0,5.0,0,0.0,-124.0,-88.0,-35.0,0,371.0,-406.0,0.0,0.0,0.0,-1.0,0,13.0,
09/30/2019,110.0,66.0,45.0,1.0,4.0,3.0,-6.0,-2.0,122.0,-38.0,-10.0,-76.0,0.0,-81.0,-39.0,7.0,7.0,0,-46.0,-46.0,0.0,0.0,0.0,0.0,-5.0,0,-5.0,0,-37.0,-52.0,-87.0,35.0,0,733.0,-698.0,0.0,0.0,0.0,0.0,0,-23.0,
12/31/2019,141.0,83.0,46.0,27.0,3.0,16.0,8.0,-15.0,18.0,11.0,-20.0,-24.0,0.0,-48.0,-44.0,1.0,1.0,0,-45.0,-45.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-4.0,-85.0,-91.0,5.0,0,646.0,-641.0,0.0,0.0,0.0,1.0,0,8.0,
03/31/2020,38.0,-128.0,45.0,236.0,4.0,1.0,231.0,-115.0,238.0,10.0,-315.0,-48.0,0.0,-40.0,-39.0,2.0,2.0,0,-41.0,-41.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,-1.0,12.0,-88.0,100.0,0,453.0,-353.0,0.0,0.0,0.0,0.0,0,10.0,
06/30/2020,217.0,157.0,47.0,-71.0,3.0,-6.0,-68.0,84.0,-103.0,-11.0,127.0,71.0,0.0,-17.0,-17.0,1.0,1.0,0,-18.0,-18.0,0.0,0.0,0.0,0.0,0.0,0,0.0,0,0.0,-198.0,-88.0,-110.0,0,210.0,-320.0,0.0,0.0,0.0,0.0,0,2.0,
