Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Source: Bloomberg
03/31/2012,,,-1.878013,5.159712,4.476975,,54.845035,18.856667,5.968959,,-22.452255,-10.885022,-10.555344,-11.104685,,,,
06/30/2012,,,-1.798393,5.42645,4.696023,,62.115615,32.950825,21.603575,,-2.269712,-1.729117,-2.435267,-2.459167,,,,
09/30/2012,,,-1.678708,5.777336,5.374734,,61.115798,32.397591,20.909754,1587.006786,-3.264348,-2.430747,-3.185284,-3.205381,,,,
12/31/2012,,,-2.585547,4.674319,5.873568,,61.735352,29.502174,18.31748,,-19.204214,-11.600414,-11.275125,-11.291572,,,,
03/31/2013,,,-3.023279,4.318904,5.12612,,55.708093,19.62015,6.055435,,-22.742428,-15.570363,-15.114984,-15.30604,,,,
06/30/2013,,,-2.756847,4.836147,5.017495,,61.043312,30.897715,19.789976,,1.945742,1.236452,0.445091,0.445091,,36.453437,0.0,
09/30/2013,,,-3.091153,4.676697,5.228697,,60.701521,27.970447,16.800208,,-10.45491,-5.80603,-6.415974,-6.415974,,,,
12/31/2013,,,-3.866726,3.982367,4.230368,,60.163412,30.932378,19.625382,,-15.663667,-17.837517,-18.250296,-18.250296,,,,
03/31/2014,,,-5.499153,2.509162,2.860951,,55.569857,19.193653,6.168346,,-27.112774,-32.20667,-31.595891,-31.595891,,,,
06/30/2014,,,-6.801655,1.062317,2.300301,,60.542256,29.299624,18.621983,,-10.575688,-10.537593,-11.448673,-11.448673,,,,
09/30/2014,,,-7.007431,0.914902,2.205831,,60.37009,32.103686,21.314647,189.89697,-5.119402,-6.614831,-7.045988,-7.045988,,,,
12/31/2014,,,-5.455449,3.295376,3.535483,,62.194479,31.114986,20.268715,71.133924,-4.885135,-2.923714,-3.968302,-3.968302,,,,
03/31/2015,,,-5.355303,3.907407,3.94955,,57.034994,19.604496,6.927301,512.35119,-24.545429,-28.755344,-28.631289,-28.631289,,,,
06/30/2015,,,-4.386126,5.165577,4.896685,,61.548924,36.290261,25.764708,,-1.577452,-2.957386,-3.404425,-3.404425,,,,
09/30/2015,,,-5.254313,4.392553,4.279374,,60.250938,27.441732,16.911911,-158.966746,-13.334988,-13.514853,-14.049701,-14.049701,,,,
12/31/2015,,,-5.425433,4.167129,4.119509,,62.131815,31.768204,21.93902,1630.190797,-4.936192,-5.252568,-5.439342,-5.439342,,,,
03/31/2016,,,-3.399442,7.629531,7.725718,,58.315444,42.255071,30.853866,1729.327913,-3.623089,-4.319309,-6.491725,-6.491725,,,,
06/30/2016,,,-5.063357,5.581738,6.018801,,61.863837,25.632178,15.614211,,-15.378071,-17.054714,-17.231294,-17.231294,,,,
09/30/2016,,,-3.772975,7.616432,6.987474,,62.22732,29.223175,19.108607,,-1.462866,-1.821162,-2.234227,-2.234227,,,,
12/31/2016,,,-2.221423,9.750312,9.356759,,63.476453,40.241904,30.972566,,1.786619,7.1859,6.174842,6.174842,,,0.0,
03/31/2017,,,-4.646597,6.562366,6.230089,,57.026063,19.571105,8.580088,-897.045315,-26.847972,-29.156216,-29.203985,-29.203985,,,,
06/30/2017,,,-3.849304,7.787365,7.185906,,61.206966,28.665315,19.372183,,-9.631985,-10.726574,-11.08888,-11.08888,,,,
09/30/2017,,,-5.653754,5.62383,6.000205,,59.411865,24.428521,14.684039,-247.088013,-16.058492,-16.191955,-16.299909,-16.299909,,,,
12/31/2017,,,-3.16893,8.017072,8.11748,,61.636966,28.0165,18.808178,-4015.901263,-9.302482,20.344349,24.357646,24.357646,,,0.0,
03/31/2018,,,-3.489138,63.381736,58.899622,,56.021182,15.499311,4.442893,,-40.185946,-31.616883,-30.445341,-30.445341,,,,
06/30/2018,,,-2.638241,61.66252,41.721524,,60.230866,27.035523,17.812626,,5.028291,-4.140946,-4.36639,-4.36639,,182.352941,,
09/30/2018,,,0.00152,58.99623,51.687332,,70.819301,25.001738,20.298275,-6.298265,14.356127,13.174911,7.613103,7.613103,,8.227958,0.0,
12/31/2018,,,-1.646233,,,,71.845425,28.876298,25.329072,-9.048125,20.098607,17.792837,20.939886,20.939886,,11.472286,0.0,
03/31/2019,,,0.760611,,,,55.501885,22.439194,2.045012,,-10.060938,-9.812656,-8.277233,-8.277233,,,,
06/30/2019,,,100.1382,766.584956,32.65345,,69.685105,24.029803,19.881203,-15.064682,1051.233084,1038.500197,1241.330202,1241.330202,,1.211233,0.0,
09/30/2019,,,100.026928,779.053324,25.761141,,69.317796,28.632618,14.849347,,3.071901,1.304809,1.304809,1.304809,,57.524372,0.0,
12/31/2019,,,97.006365,,,,67.62927,29.018626,16.093023,-42522.421525,4.820519,6.055326,5.982134,5.982134,,,0.0,
03/31/2020,,,82.399556,514.726164,-60.003451,,61.360638,-209.318451,-221.714529,-292.55636,-235.609389,-216.328779,-216.328779,-216.328779,,,,
06/30/2020,,-93.702515,-18.21068,-17.602497,-17.335291,,48.760992,-11.430376,-32.623327,-80.030164,-49.432993,-40.462998,-40.462998,-40.462998,,,,
