Date,Returns,Return on Common Equity,Return on Assets,Return on Capital,Return on Invested Capital,Margins,Gross Margin,EBITDA Margin,Operating Margin,Incremental Operating Margin,Pretax Margin,Income before XO Margin,Net Income Margin,Net Income to Common Margin,Additional,Effective Tax Rate,Dvd Payout Ratio,Source: Bloomberg
06/30/2008,,,,,,,59.396324,,24.668364,,22.394458,15.560396,15.418622,15.418622,,30.516755,0.0,
09/30/2008,,,,,,,56.642049,44.049453,16.925453,,-7.625403,-4.518183,-5.353637,-5.353637,,,,
03/31/2009,,,,,,,48.811618,13.375392,-1.157794,,-33.80889,-35.430762,-34.620985,-34.620985,,,,
06/30/2009,,,,,,,55.69292,-256.117508,-270.600508,-1104.380313,-268.633356,-255.798215,-255.476279,-255.476279,,,,
09/30/2009,,,,,,,54.606151,24.808228,11.164563,-44.557842,-0.254883,-6.647977,-6.445964,-6.445964,,,,
12/31/2009,,,,,,,54.032977,16.768844,4.105526,,-17.711384,9.898061,9.747474,9.19314,,,0.0,
03/31/2010,,,-19.230916,-18.258099,-21.185683,,52.733233,20.289244,5.940679,159.636859,-19.846207,-14.213493,-13.880128,-13.971125,,,,
06/30/2010,,,-1.16075,5.783669,4.299974,,59.670311,30.30928,17.948415,7974.652884,-7.730557,-5.181647,-5.793522,-5.809831,,,,
09/30/2010,,,-1.533407,5.502048,4.680811,,60.801491,27.425852,14.965746,78.519682,-11.561739,-10.17987,-10.470458,-10.551414,,,,
12/31/2010,,,-2.697044,3.916522,3.678993,,60.394995,29.641963,18.42922,195.281994,-5.263097,-3.403198,-3.833836,-3.833836,,,,
03/31/2011,,,-2.536543,4.322784,4.079591,,55.780019,24.864289,10.955493,122.0481,-16.960902,-9.945519,-9.981027,-10.072863,,,,
06/30/2011,,,-2.35514,4.53988,4.288079,,60.731707,31.206829,19.386669,38.123049,-2.93938,-2.366949,-3.314601,-3.329249,,,,
09/30/2011,,,-1.897993,5.096605,4.415783,,58.684929,29.449674,16.974116,44.963917,-5.55505,-4.249908,-4.677166,-4.74866,,,,
12/31/2011,,,-1.775879,5.241669,5.127531,,61.532332,31.622083,19.979816,158.957065,-2.109647,-1.89982,-2.603298,-2.603298,,,,
