Date,Market Capitalization,Cash & Equivalents,Preferred Equity,Minority Interest,Total Debt,Enterprise Value,EV/Sales,Price/Earnings per Share,EV/Market Cap,Total Debt/EV,EV/Cash Flow,EV/Free Cash Flow,EV/Net Income,EV/Book Value,Diluted Market Cap,Diluted Enterprise Value,EV per Share,Trailing 12 Month Values for Ratios,Source: Bloomberg
03/31/2004,,-2252.0,0.0,0.0,2089.0,,,,,,,,,,,,,,
06/30/2004,11235.074867,-1384.0,0.0,0.0,5152.0,15003.074867,,,1.335378,0.343396,,,,1.354435,11266.155,15034.155,30.646915,,
09/30/2004,11407.680142,-1398.0,0.0,0.0,5117.0,15126.680142,,,1.326008,0.338276,,,,1.241316,11426.32,15145.32,30.895997,,
12/31/2004,13219.200165,-1392.0,,,4601.0,16428.200165,1.485774,,1.242753,0.280067,3.617749,3.617749,14.198963,1.276869,13235.4,16444.4,33.55433,,
03/31/2005,12939.903916,-1461.0,100.0,,5297.0,16875.903916,1.585038,11.965217,1.304175,0.313879,4.161752,4.161752,13.981693,1.347916,13603.136,17539.136,35.890906,,
06/30/2005,14229.260908,-1518.0,100.0,0.0,5399.0,18210.260908,1.761147,12.974249,1.279776,0.296481,5.096631,5.096631,14.877664,1.348309,14431.802,18412.802,38.687616,,
09/30/2005,15797.6,-1834.0,0.0,0.0,5738.0,19701.6,1.8767,13.26749,1.247126,0.291245,7.774901,7.774901,15.63619,1.478211,15510.664,19414.664,40.207347,,
12/31/2005,16287.18,-1875.0,0.0,0.0,5648.0,20060.18,1.909766,13.667984,1.231655,0.281553,5.766076,5.766076,16.429304,1.507151,16688.308,20461.308,42.590616,,
03/31/2006,15244.597243,-1909.0,0.0,0.0,5959.0,19294.597243,1.866918,13.007782,1.265668,0.308843,5.486095,5.486095,15.648497,1.546289,16029.685,20079.685,42.312713,,
06/30/2006,15852.2,-2351.0,0.0,0.0,5886.0,19387.2,1.882984,13.048689,1.222997,0.303602,4.71364,4.71364,15.32585,1.587813,16315.572,19850.572,42.609231,,
09/30/2006,15824.52,-2302.0,,,6175.0,19697.52,1.915542,13.211321,1.244747,0.313491,4.471628,4.471628,15.608177,1.480015,16356.672,20229.672,43.578584,,
12/31/2006,15155.03,-2436.0,0.0,0.0,6985.0,19704.03,1.915803,12.217857,1.300164,0.354496,4.514096,4.514096,14.837372,1.478172,15760.547,20309.547,44.478623,,
03/31/2007,15268.78,-2250.0,0.0,0.0,7047.0,20065.78,1.901429,12.259649,1.31417,0.351195,4.30781,4.30781,15.224416,1.507798,15897.7,20694.7,45.917117,,
06/30/2007,15239.2,-2956.0,0.0,0.0,7609.0,19892.2,1.850954,11.740614,1.305331,0.382512,4.051365,4.051365,14.414638,1.534182,15445.6,20098.6,44.903386,,
09/30/2007,13490.47,-3146.0,0.0,0.0,7670.0,18014.47,1.636638,9.817891,1.335348,0.425769,3.766354,3.766354,12.731074,1.352742,13693.288,18217.288,41.035239,,
12/31/2007,11096.2,-3091.0,0.0,0.0,7558.0,15563.2,1.398939,8.289902,1.40257,0.485633,3.248424,3.248424,12.756721,1.154711,11225.995,15692.995,35.695413,,
03/31/2008,9803.12,-3768.0,0.0,0.0,7621.0,13656.12,1.22279,7.861111,1.393038,0.558065,2.814534,2.814534,13.49419,1.073172,9889.152,13742.152,31.538383,,
06/30/2008,7711.73,-5861.0,0.0,0.0,8186.0,10036.73,0.929241,6.876448,1.301489,0.815604,2.29726,2.29726,19.154065,0.81302,7709.949,10034.949,23.179515,,
09/30/2008,3728.13,-5102.0,0.0,0.0,8063.0,6689.13,0.662684,3.792952,1.794232,1.205388,1.586606,1.586606,,0.637181,3728.991,6689.991,15.448337,,
12/31/2008,1225.39,-7328.0,0.0,0.0,8849.0,2746.39,0.276075,2.62037,2.241237,3.222048,0.504573,0.504573,,0.307684,1225.673,2746.673,6.342702,,
