Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Change in Insurance Reserves,Other Financing Activities,Net Changes in Cash,Source: Bloomberg
03/31/1990,709.739014,223.647003,,584.893005,-98.801003,,,,,,,,,,,,,,,,,
06/30/1990,411.325989,192.940994,,558.786987,-340.402008,,,,,,,,,,,,,,,,,
09/30/1990,662.424988,271.234009,,452.895996,-61.705002,,,,,,,,,,,,,,,,,
12/31/1990,534.252014,116.828003,,452.687988,-35.264,,,,,,,,,,,,,,,,534.252014,
03/31/1991,977.744995,136.016006,,885.481018,-43.751999,,,,,,,,,,,,,,,,,
06/30/1991,502.634003,290.677002,,399.213013,-187.255997,,,,,,,,,,,,,,,,,
09/30/1991,528.669006,205.363998,,313.027008,10.278,,,,,,,,,,,,,,,,,
12/31/1991,706.299988,258.479004,99.700996,-299.590034,647.710022,,,,,,,,,,,,,,,,,
03/31/1992,269.303986,354.799988,,393.272003,-478.768005,,,,,,,,,,,,,,,,,
06/30/1992,508.43399,266.178986,,97.598999,144.656006,,,,,,,,,,,,,,,,508.43399,
09/30/1992,340.143005,122.325996,,512.476013,-294.658997,,,,,,,,,,,,,,,,,
12/31/1992,540.72998,-620.690979,138.369995,292.690002,730.361023,,,,,,,,,,,,,,,,540.72998,
03/31/1993,550.028992,341.690002,,-349.553986,557.893005,,,,,,,,,,,,,,,,,
06/30/1993,395.987,203.643005,,154.005005,38.339001,,,,,,,,,,,,,,,,395.987,
12/31/1993,323.671997,138.403,,2.131,183.138,,,,,,,,,,,,,,,,323.671997,
03/31/1994,355.289001,-5.865,,570.963989,-209.809998,,,,,,,,,,,,,,,,,
06/30/1994,284.006012,60.326,,374.483002,-150.802994,,,,,,,,,,,,,,,,,
09/30/1994,603.453003,134.214996,,606.916016,-137.677994,,,,,,,,,,,,,,,,,
12/31/1994,256.502991,79.157997,,205.942993,-28.598,,,,,,,,,,,,,,,,256.502991,
03/31/1995,776.84198,214.470001,,219.654999,342.71701,,,-37.0,,,,,,,,,,,,,,
06/30/1995,-103.343002,419.77301,,546.330994,-1069.447021,,,-47.900002,,,,,,,,,,,,,,
09/30/1995,34.096001,386.395996,,-121.919998,-230.380005,,,-57.0,,,,,,,,,,,,,,
12/31/1995,588.304993,745.060974,,-1198.265991,1041.51001,-116.0,,-116.0,,,,,,,,,,,,,472.304993,
03/31/1996,172.199997,368.799988,,-255.300003,58.700001,,,-95.900002,,,,,,,,,,,,,,
06/30/1996,-168.100006,378.700012,,375.200012,-922.0,,,-113.599998,,,,,,,,,,,,,,
09/30/1996,266.200012,388.600006,,-565.700012,443.299988,,,-141.699997,,,,,,,,,,,,,,
12/31/1996,673.400024,247.800003,,-914.0,1054.599976,-194.300003,,-194.300003,,,,,,,,,,,,,479.100021,
03/31/1997,-503.700012,239.300003,,441.600006,-1184.599976,,,-130.300003,,,,,,,,,,,,,,
06/30/1997,-29.5,63.799999,,-331.899994,238.600006,,,-269.5,,,,,,,,,,,,,,
09/30/1997,282.600006,197.600006,,872.200012,-787.200012,,,-133.300003,,,,,,,,,,,,,,
12/31/1997,478.399994,292.899994,,-1899.199951,2084.699951,,,-169.300003,,,,,,,,,,,,,,
03/31/1998,-291.9,-83.7,0.0,82.2,-290.4,140.5,0.0,-99.5,-11798.5,11645.3,393.2,-47.6,-28.8,0.0,297.7,-301.6,0.0,0.0,-4.9,-10.0,-199.0,
