Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1993,168.899994,,,-118.0,,50.899994,,-33.700001,,,,17.200001,-3.6,,3.8,,,0.0,,-0.2,13.600001,-5.9,7.7,0.0,,,7.700001,0.0,7.7,0.0,,7.7,7.7,,34.034799,0.25,0.25,0.25,34.034799,0.25,0.25,0.25,
03/31/1994,185.0,,,-132.300003,,52.699997,,-34.099998,,,,18.6,-4.3,,4.5,,,0.0,,-0.2,14.3,-6.2,8.1,0.0,,,8.100001,0.0,8.1,0.0,,8.1,8.1,,33.9004,0.25,0.25,,33.9004,0.25,0.25,0.25,
06/30/1994,203.899994,,,-136.5,,67.399994,,-36.900002,,,,30.5,-5.7,,6.0,,,0.0,,-0.3,24.8,-10.7,14.1,0.0,,,14.1,0.0,14.1,0.0,,14.1,14.1,,33.9004,0.4,0.4,,33.9004,0.4,0.4,0.4,
09/30/1994,248.699997,,,-167.699997,,81.0,,-46.5,,,,34.5,-32.4,,11.6,,,0.0,,20.799999,2.1,-1.9,0.2,0.0,,,0.2,0.0,0.2,0.0,,0.2,0.2,,33.901599,0.0,0.0,,33.901599,0.0,0.0,0.0,
12/31/1994,234.899994,,,-160.5,,74.399994,,-48.099998,,,,26.299999,0.3,,,,,0.0,,-0.3,26.599999,-6.5,7.7,0.0,,,20.099999,0.0,7.7,0.0,,7.7,7.7,,33.904001,0.25,0.25,0.25,33.904001,0.25,0.25,0.25,
03/31/1995,243.800003,,,-164.300003,,79.5,,-42.799999,,,,36.700001,-13.3,,13.7,,,0.0,,-0.4,23.400001,-10.6,12.8,0.0,,,12.800001,0.0,12.8,0.0,,12.8,12.8,,33.9064,0.375,0.375,,33.9064,0.375,0.375,0.375,
06/30/1995,367.299988,,,-258.399994,,108.899994,,-139.100006,,,,-30.200001,-17.1,,17.4,,,0.0,,-0.3,-47.3,15.7,-31.6,8.3,,,-39.900001,0.0,-39.900002,0.0,,-39.900002,-39.900002,,44.470801,-0.9,-0.725,,44.470801,-0.9,-0.725,-0.725,
09/30/1995,417.5,,,-299.700012,,117.799988,,-74.599998,,,,43.200001,-17.0,,17.4,,,0.0,,-0.4,26.200001,-11.8,14.4,0.0,,,14.400001,0.0,14.4,0.0,,14.4,14.4,,49.163599,0.3,0.3,,49.163599,0.3,0.3,0.3,
12/31/1995,403.399994,,,-301.899994,,101.5,,-9.0,,,,92.5,-91.699997,,17.0,,,0.0,,74.699997,0.800003,-0.4,0.4,0.0,,,0.400003,0.0,0.4,0.0,,0.4,0.4,,49.163199,0.0,0.0,0.0,49.163199,0.0,0.0,0.0,
03/31/1996,403.899994,,,-303.299988,,100.600006,,-72.800003,,,,27.799999,-16.000001,,16.700001,,,0.0,,-0.7,11.799998,-5.9,5.9,0.0,,,5.899998,0.0,5.9,0.0,,5.9,5.9,,49.163599,0.125,0.125,0.125,49.163599,0.125,0.125,0.125,
06/30/1996,410.0,,,-300.5,,109.5,,-89.400002,,,,20.1,-39.799999,,17.0,,,0.0,,22.799999,-19.699999,5.5,-14.2,0.0,,,-14.199999,0.0,-14.2,0.0,,-14.2,-14.2,,49.167999,-0.3,-0.3,0.125,49.167999,-0.3,-0.3,0.125,
09/30/1996,402.600006,,,-300.100006,,102.5,,-82.900002,,,,19.6,-202.099995,,17.700001,,,0.0,,184.399994,-182.499994,36.099998,-146.399994,0.0,,,-146.399996,0.0,-146.399994,0.0,,-146.399994,-146.399994,,49.168799,-2.975,-2.975,0.0,49.168799,-2.975,-2.975,0.0,
12/31/1996,391.200012,,,-280.0,,111.200012,,-89.5,,,,21.700001,-19.599999,,20.299999,,,0.0,,-0.7,2.100002,-0.9,1.2,0.0,,,1.200002,0.0,1.2,0.0,,1.2,1.2,,49.170801,0.025,0.025,0.025,49.170801,0.025,0.025,0.025,
03/31/1997,406.5,,,-277.200012,,129.299988,,-101.5,,,,27.799999,-21.900001,,22.700001,,,0.0,,-0.8,5.899998,-3.5,2.4,0.0,,,2.399998,0.0,2.4,0.0,,2.4,2.4,,49.173999,0.05,0.05,0.05,49.173999,0.05,0.05,0.05,
06/30/1997,405.299988,,,-271.700012,,133.599976,,-102.699997,,,,30.9,-20.699999,,21.299999,,,0.0,,-0.6,10.2,-6.1,4.1,0.0,,,4.100001,0.0,4.1,-1.2,,2.9,2.9,,49.173999,0.05,0.05,0.05,49.173999,0.05,0.05,0.05,
09/30/1997,391.399994,,,-262.700012,,128.699982,,-102.0,,,,26.700001,-13.3,,13.8,,,0.0,,-0.5,13.400001,-8.0,5.4,0.0,,,5.400001,0.0,5.4,-12.0,,-6.6,-6.6,,49.4164,-0.125,-0.125,-0.125,49.4164,-0.125,-0.125,-0.125,
12/31/1997,376.700012,,,-268.899994,,107.800018,,-262.5,,,,-154.699997,-36.1,,13.9,,,0.0,,22.200001,-190.799997,72.0,-118.800003,0.0,,,-118.799997,0.0,-118.800003,-10.7,,-129.500003,-129.500003,,49.4172,-2.625,-2.625,-0.325,49.4172,-2.625,-2.625,-0.325,
03/31/1998,373.0,,,-255.7,,117.3,,-87.9,,,,29.4,-10.6,,12.9,,,0.0,,-2.3,18.8,-9.5,9.3,0.0,,,9.3,0.0,9.3,-11.0,,-1.7,-1.7,,49.758801,-0.025,-0.025,-0.025,49.758801,-0.025,-0.025,-0.025,
06/30/1998,402.399994,,,-257.799988,,144.600006,,-107.199997,,,,37.400002,-12.0,,12.1,,,0.0,,-0.1,25.400001,-12.6,12.8,0.0,,,12.800001,0.0,12.8,-11.3,,1.5,1.5,,49.802802,0.025,0.025,0.025,49.802802,0.025,0.025,0.025,
09/30/1998,414.700012,,,-270.299988,,144.400024,,-110.099998,,,,34.299999,-12.0,,12.3,,,0.0,,-0.3,22.299999,-10.9,11.4,0.0,,,11.399999,0.0,11.4,-11.1,,0.299999,0.299999,,50.079999,0.0,0.0,0.0,50.079999,0.0,0.0,0.0,
12/31/1998,407.799988,,,-265.399994,,142.399994,,-115.900002,,,,26.5,-11.5,,11.4,,,0.0,,0.1,15.0,20.299999,35.299999,0.0,,,35.3,0.0,35.299999,-10.2,,25.099999,25.099999,,50.107999,0.5,0.5,0.5,127.495996,0.275,0.275,0.275,
03/31/1999,417.899994,,,-266.5,,151.399994,,-117.0,,,,34.400002,-11.6,,10.5,,,0.0,,1.1,22.800002,-8.7,14.1,0.0,,,14.100002,0.0,14.1,-11.3,,2.8,2.8,,50.4556,0.05,0.05,0.05,50.4556,0.05,0.05,0.05,
06/30/1999,429.5,,,-265.200012,,164.299988,,-122.199997,,,,42.099998,-10.1,,10.3,,,0.0,,-0.2,31.999998,-12.2,19.799999,0.0,,,19.799998,0.0,19.799999,-12.7,,7.099999,7.099999,,50.503201,0.15,0.15,0.15,50.503201,0.15,0.15,0.15,
09/30/1999,428.600006,,,-265.200012,,163.399994,,-123.300003,,,,40.099998,-12.3,,10.4,,,0.0,,1.9,27.799999,-10.6,17.200001,0.0,,,17.199998,0.0,17.200001,-13.1,,4.1,4.1,,50.828799,0.08,0.08,0.08,50.828799,0.08,0.08,0.08,
12/31/1999,422.700012,,,-272.700012,,150.0,,-116.900002,,,,33.099998,-10.2,,10.4,,,0.0,,-0.2,22.899999,-8.599998,14.3,0.0,,,14.3,0.0,14.3,-12.5,,1.8,1.8,,50.879999,0.025,0.025,0.025,52.520001,0.025,0.025,0.025,
03/31/2000,462.700012,,,-279.200012,,183.5,,-126.099998,,,,57.400002,-9.8,,9.9,,,0.0,,-0.1,47.600002,-21.9,25.700001,0.0,,,25.700002,0.0,25.700001,-14.7,-0.2,10.800001,10.800001,,51.020801,0.2125,0.2125,0.2125,137.656396,0.1875,0.1875,0.1875,
06/30/2000,482.399994,,,-281.200012,,201.199982,,-129.899994,,,,71.300003,-10.7,,9.3,,,0.0,,1.4,60.600003,-27.9,32.699001,0.0,,,32.700003,0.0,32.700001,-19.6,-0.1,13.0,13.0,,53.324001,0.2425,0.2425,0.2425,138.723999,0.235,0.235,0.235,
09/30/2000,488.100006,,,-291.399994,,196.700012,,-127.400002,,,,69.300003,-8.6,,9.5,,,0.0,,-0.9,60.700003,-27.9,32.799999,0.0,,,32.800003,0.0,32.799999,0.0,0.0,32.799999,32.799999,,133.419998,0.245,0.245,0.245,139.007996,0.235,0.235,0.235,
12/31/2000,486.100006,,,-300.899994,,185.200012,,-133.100006,,,,52.099998,-13.4,,9.8,,,0.0,,3.6,38.699998,-17.799999,20.900999,0.0,,,20.899999,0.0,20.9,0.0,0.0,20.9,20.9,,140.0,0.15,0.15,0.15,140.0,0.15,0.15,0.15,
03/31/2001,525.400024,,,-303.799988,,221.600037,,-134.300003,,,,87.300003,-8.2,,8.8,0.0,,0.0,,-0.6,79.100003,-35.599998,43.5,0.0,,,43.500004,0.0,43.5,0.0,0.0,43.5,43.5,,138.460007,0.315,0.315,0.315,140.615997,0.31,0.31,0.31,
06/30/2001,549.7,,,-308.8,,240.9,,-138.3,,,,102.6,-7.8,,7.5,0.0,,0.0,,0.3,94.8,-42.7,52.1,0.0,,,52.1,0.0,52.1,0.0,0.0,52.1,52.1,,138.600006,0.375,0.375,0.375,140.886002,0.37,0.37,0.37,
09/30/2001,560.900024,,,-322.899994,,238.000031,,-137.699997,,,,100.300003,-16.1,,6.5,0.0,,0.0,,9.6,84.200003,-37.900002,46.299999,3.2,,,43.100001,0.0,43.099998,0.0,0.0,43.099998,43.099998,,138.888,0.31,0.335,0.365,141.264008,0.305,0.33,0.365,
12/31/2001,563.799988,,,-338.700012,,225.099976,,-147.699997,,,,77.400002,-3.2,,4.2,0.0,,0.0,,-1.0,74.200002,-33.400002,40.799999,0.0,,,40.8,0.0,40.799999,0.0,0.0,40.799999,40.799999,,139.404007,0.295,0.295,0.295,141.600006,0.29,0.29,0.29,
03/31/2002,590.0,,,-331.600006,,258.399994,,-142.0,,,,116.400002,-4.0,,4.2,,,0.0,,-0.2,112.400002,-46.599998,65.800003,0.0,,,65.800003,0.0,65.800003,0.0,0.0,65.800003,65.800003,,139.914001,0.47,0.47,0.47,142.199997,0.465,0.465,0.465,
06/30/2002,612.400024,,,-336.100006,,276.300018,,-142.199997,,,,134.100006,-2.8,,4.2,,,0.0,,-1.4,131.300006,-52.799999,78.5,0.0,,,78.500007,0.0,78.5,0.0,0.0,78.5,78.5,,140.723999,0.56,0.56,0.56,143.414993,0.55,0.55,0.55,
09/30/2002,655.2,,,-381.9,,273.3,,-159.6,,,,113.7,-15.7,,5.3,,,0.0,,10.4,98.0,-40.7,57.3,0.0,,,57.3,0.0,57.3,0.0,0.0,57.3,57.3,,144.527602,0.4,0.4,0.4,145.726115,0.39,0.39,0.39,
12/31/2002,650.099976,,,-396.299988,,253.799988,,-165.5,,,,88.300003,2.3,,5.5,-0.7,,0.0,,-7.1,90.600003,-37.599998,53.0,0.0,,,53.000005,0.0,53.0,0.0,0.0,53.0,53.0,,146.399994,0.36,0.36,0.36,146.399994,0.36,0.36,0.36,
03/31/2003,712.200012,,,-415.700012,,296.5,,-171.800003,,,,124.699997,0.6,,11.4,-2.3,,0.0,,-9.7,125.299997,-51.400002,73.900002,0.0,,,73.899996,0.0,73.900002,0.0,0.0,73.900002,73.900002,,145.863998,0.51,0.51,0.51,146.376007,0.51,0.51,0.51,
06/30/2003,743.700012,,,-427.200012,,316.5,,-173.600006,,,,142.899994,3.5,,10.0,-2.4,,0.0,,-11.1,146.399994,-60.0,86.400002,0.0,,,86.399994,0.0,86.400002,0.0,0.0,86.400002,86.400002,,144.563004,0.6,0.6,0.6,145.048996,0.6,0.6,0.6,
09/30/2003,752.0,,,-441.1,,310.9,,-172.2,,,,138.7,-1.5,,9.5,,,0.0,,-8.0,137.2,-54.1,83.1,0.0,,,83.1,0.0,83.1,0.0,0.0,83.1,83.1,3.3,143.45901,0.58,0.58,0.603,144.366985,0.58,0.58,0.6028,
12/31/2003,731.5,,,-430.799988,,300.700012,,-171.800003,,,,128.899994,2.6,,10.0,,,0.0,,-12.6,131.499994,-53.900002,77.599998,0.0,,,77.599993,0.0,77.599998,0.0,0.0,77.599998,77.599998,,143.0,0.54,0.54,0.53,143.0,0.54,0.54,0.53,
03/31/2004,752.5,,,-434.899994,,317.600006,,-173.300003,,,,144.300003,3.7,,9.3,,,0.0,,-13.0,148.000003,-60.700001,87.300003,0.0,,,87.300002,0.0,87.300003,0.0,0.0,87.300003,87.300003,,141.792999,0.62,0.62,0.62,143.380997,0.61,0.61,0.61,
06/30/2004,784.299988,,,-444.600006,,339.699982,,-175.5,,,,164.199997,2.4,,9.3,,,0.0,,-11.7,166.599997,-68.300003,98.300003,0.0,,,98.299994,0.0,98.300003,0.0,0.0,98.300003,98.300003,,140.054001,0.7,0.7,0.7,141.274002,0.7,0.7,0.7,
09/30/2004,781.5,,,-455.600006,,325.899994,,-173.100006,,,,152.800003,4.2,,9.0,,,0.0,,-13.2,157.000003,-64.400002,92.599998,0.0,,,92.600001,0.0,92.599998,0.0,0.0,92.599998,92.599998,,138.662994,0.67,0.67,0.67,139.880997,0.66,0.66,0.66,
12/31/2004,766.5,,,-460.399994,,306.100006,,-169.0,,,,137.100006,6.6,,8.5,0.0,,0.0,,-15.1,143.700006,-58.900002,84.800003,0.0,,,84.800005,0.0,84.800003,0.0,0.0,84.800003,84.800003,,137.100006,0.62,0.62,0.62,148.5,0.58,0.58,0.58,
03/31/2005,799.099976,,,-460.799988,,338.299988,,-180.699997,,,,157.600006,5.3,,8.5,,,0.0,,-13.8,162.900006,-66.300003,96.599998,0.0,,,96.600003,0.0,96.599998,0.0,0.0,96.599998,96.599998,,134.5,0.72,0.72,0.72,146.199997,0.67,0.67,0.67,
06/30/2005,853.3,,,-488.4,,364.9,,-191.8,178.7,,13.1,173.1,2.7,,17.2,,,0.0,-13.9,-6.0,175.8,-69.8,106.0,0.0,,,106.0,0.0,106.0,0.0,0.0,106.0,106.0,,134.2,0.79,0.79,0.81,145.5,0.74,0.74,0.76,
09/30/2005,852.9,,,-498.3,,354.6,,-193.0,179.9,,13.1,161.6,-4.2,,8.4,,,0.0,-13.8,9.6,157.4,-62.7,94.7,0.0,,,94.7,0.0,94.7,0.0,0.0,94.7,94.7,,134.4,0.71,0.71,0.75,145.6,0.66,0.66,0.7,
12/31/2005,822.3,,,-489.8,,332.5,,-189.8,,,,142.7,1.9,,8.9,,,0.0,,-10.8,144.6,-55.7,88.9,0.0,,,88.9,0.0,88.9,0.0,0.0,88.9,88.9,,130.9,0.68,0.68,0.71,142.3,0.64,0.64,0.67,
03/31/2006,878.5,,,-505.8,,372.7,,-203.9,190.9,,13.0,168.8,3.3,,11.9,,,0.0,-15.4,0.2,172.1,-70.2,101.9,0.0,,,101.9,0.0,101.9,0.0,0.0,101.9,101.9,,124.6,0.82,0.82,0.82,136.8,0.76,0.76,0.76,
06/30/2006,903.7,,,-510.9,,392.8,,-202.0,190.2,,11.8,190.8,5.1,,11.6,,,0.0,-17.9,1.2,195.9,-79.5,116.4,0.0,,,116.4,0.0,116.4,0.0,0.0,116.4,116.4,,124.3,0.94,0.94,0.94,136.3,0.87,0.87,0.87,
09/30/2006,909.9,,,-525.0,,384.9,,-207.9,194.9,,13.0,177.0,6.1,,11.9,,,0.0,-16.3,-1.7,183.1,-73.5,109.6,0.0,,,109.6,0.0,109.6,0.0,0.0,109.6,109.6,,124.8,0.88,0.88,0.91,136.6,0.81,0.81,0.84,
12/31/2006,898.6,,,-519.6,,379.0,,-216.3,203.1,,13.2,162.7,7.1,12.4,12.4,0.0,,0.0,-17.1,-2.4,169.8,-66.1,103.7,0.0,,,103.7,0.0,103.7,0.0,0.0,103.7,103.7,,124.1,0.835616,0.835616,0.85,129.2,0.81,0.81,0.85,
03/31/2007,998.7,,,-577.0,,421.7,,-218.3,205.0,,13.3,203.4,5.5,,12.6,,,0.0,,-18.1,208.9,-86.4,122.5,0.0,,,122.5,0.0,122.5,0.0,0.0,122.5,122.5,,120.8,1.01,1.01,1.01,125.3,0.98,0.98,0.98,
06/30/2007,1043.1,,,-601.1,,442.0,,-222.5,209.1,,13.4,219.5,-0.1,,12.6,,,,-19.3,6.8,219.4,-90.7,128.7,0.0,,,128.7,0.0,128.7,0.0,0.0,128.7,128.7,,117.2,1.1,1.1,1.14,122.0,1.05,1.05,1.1,
09/30/2007,1020.6,,,-598.5,,422.1,,-211.9,198.0,,13.9,210.2,-23.1,,12.6,,,0.0,-20.9,31.4,187.1,-75.9,111.2,0.0,,,111.2,0.0,111.2,0.0,0.0,111.2,111.2,,116.5,0.95,0.95,1.11,121.3,0.92,0.92,1.07,
12/31/2007,1005.8,,,-600.4,,405.4,,-210.9,196.6,,14.3,194.5,-7.6,,18.8,,,0.0,-21.3,10.1,186.9,-72.5,114.4,0.0,,,114.4,0.0,114.4,0.0,0.0,114.4,114.4,,116.8,0.98,0.98,0.06,117.2,0.98,0.98,1.04,
03/31/2008,1103.2,,,-632.7,,470.5,0.0,-229.4,215.6,,13.8,241.1,-15.6,,19.9,,,,-4.4,0.1,225.5,-91.6,133.9,,,,133.9,-3.6,130.3,,0.0,130.3,130.3,0.0,110.4,1.18,1.18,1.18,114.4,1.14,1.14,1.14,
06/30/2008,1147.8,,,-656.0,,491.8,0.0,-280.6,266.0,,14.6,211.2,-29.8,,17.3,,,,-3.6,16.1,181.4,-73.6,107.8,0.0,,,107.8,-3.6,104.2,0.0,0.0,104.2,104.2,9.376,111.1,0.94,0.94,1.024392,113.7,0.92,0.92,1.002463,
09/30/2008,1135.1,,,-673.5,,461.6,,-241.7,227.1,,14.6,219.9,-30.0,,16.8,,,,-3.7,16.9,189.9,-75.0,114.9,0.0,,,114.9,-3.0,111.9,0.0,0.0,111.9,111.9,,109.6,1.02,1.02,1.12,112.0,1.0,1.0,1.1,
12/31/2008,1119.1,,,-669.2,,449.9,0.0,-241.3,226.4,,14.9,208.6,-19.7,,18.0,,,,-2.7,4.4,188.9,-67.7,121.2,,,,121.2,-3.1,118.1,0.0,0.0,118.1,118.1,2.73,109.5,1.08,1.08,0.024932,109.5,1.08,1.08,1.104932,
03/31/2009,1155.7,1155.7,,-666.3,666.3,489.4,0.0,-248.9,233.8,,15.1,240.5,-14.3,,17.0,,-0.4,,-2.8,0.5,226.2,-90.4,135.8,0.0,0.0,0.0,135.8,-3.0,132.8,0.0,0.0,132.8,133.71,0.91,108.1,1.23,1.23,1.23691,108.8,1.22,1.22,1.228364,
06/30/2009,1188.8,1188.8,,-681.4,681.4,507.4,0.0,-262.7,237.3,,25.4,244.7,-12.6,,16.2,,-0.4,,-3.9,0.7,232.1,-92.7,139.4,0.0,0.0,0.0,139.4,-3.0,136.4,0.0,0.0,136.4,143.03,6.63,108.3,1.26,1.26,1.320683,109.5,1.24,1.24,1.300548,
09/30/2009,1185.1,1185.1,,-687.0,687.0,498.1,0.0,-263.2,247.3,,15.9,234.9,-11.8,,15.0,,-0.3,,-4.2,1.3,223.1,-88.5,134.6,0.0,0.0,0.0,134.6,-3.2,131.4,0.0,0.0,131.4,134.625,3.225,107.6,1.22,1.22,1.251162,108.8,1.21,1.21,1.239642,
12/31/2009,1165.1,1165.1,,-689.1,689.1,476.0,0.0,-260.2,240.5,,19.7,215.8,-12.6,,14.7,,-0.5,,-2.9,1.3,203.2,-57.4,145.8,0.0,0.0,0.0,145.8,-3.1,142.7,0.0,0.0,142.7,144.845,2.145,107.5,1.33,1.33,1.347395,107.5,1.33,1.33,1.347395,
03/31/2010,1193.6,1193.6,,-686.7,686.7,506.9,0.0,-272.7,246.0,,26.7,234.2,-11.1,,14.6,,-0.3,,-3.8,0.6,223.1,-86.9,136.2,0.0,0.0,0.0,136.2,-3.5,132.7,0.0,0.0,132.7,138.4,5.7,104.6,1.27,1.27,1.323136,106.5,1.25,1.25,1.303521,
06/30/2010,1238.4,1238.4,,-704.8,704.8,533.6,0.0,-263.1,245.4,,17.7,270.5,-10.5,,14.5,,-0.2,,-4.6,0.8,260.0,-102.8,157.2,0.0,0.0,0.0,157.2,-3.5,153.7,0.0,0.0,153.7,153.7,0.0,103.5,1.48,1.48,1.48,105.4,1.46,1.46,1.46,
09/30/2010,1276.5,1276.5,,-748.8,748.8,527.7,0.0,-292.4,270.5,,21.9,235.3,-18.7,,21.6,,-0.3,,-4.2,1.6,216.6,-73.5,143.1,0.0,0.0,0.0,143.1,-3.1,140.0,0.0,0.0,140.0,149.62,9.62,102.1,1.37,1.37,1.465426,104.1,1.34,1.34,1.432411,
12/31/2010,1295.4,1295.4,,-765.8,765.8,529.6,0.0,-290.8,272.4,,18.4,238.8,-22.9,,19.3,,-0.3,,2.0,1.9,215.9,-80.8,135.1,0.0,0.0,0.0,135.1,-3.3,131.8,0.0,0.0,131.8,131.02,-0.78,104.5,1.26,1.26,1.25378,104.5,1.26,1.26,1.252536,
03/31/2011,1368.4,1368.4,,-800.0,800.0,568.4,0.0,-332.6,282.8,,49.8,235.8,-22.1,,24.0,,-0.3,,-1.5,-0.1,213.7,-83.1,130.6,0.0,0.0,0.0,130.6,-3.5,127.1,0.0,0.0,127.1,145.235,18.135,100.3,1.27,1.27,1.448006,103.2,1.23,1.23,1.405727,
06/30/2011,1403.3,1403.3,,-815.1,815.1,588.2,0.0,-362.5,322.7,,39.8,225.7,-18.4,,21.0,,-0.2,,-2.6,0.2,207.3,-80.6,126.7,0.0,0.0,0.0,126.7,-3.8,122.9,0.0,0.0,122.9,157.935,35.035,100.6,1.22,1.22,1.56993,102.8,1.2,1.2,1.540807,
09/30/2011,1404.5,1404.5,,-836.0,836.0,568.5,0.0,-329.1,283.8,,45.3,239.4,-19.3,,20.3,,-0.2,,-2.5,1.7,220.1,-82.5,137.6,0.0,0.0,0.0,137.6,-3.3,134.3,0.0,0.0,134.3,157.05,22.75,100.6,1.34,1.34,1.561133,102.2,1.31,1.31,1.532603,
