Date,Level 1 Assets,Level 2 Assets,Total FV Assets,Level 2 Liabilities,Total FV Liabilities,Level 1 Assets/Total Equity,Level 2 Assets/Total Equity,Total FV Assets/Total Equity,Level 1 Assets/Total Assets,Level 2 Assets/Total Assets,Total FV Assets/Total Assets,Source: Bloomberg
03/31/2008,125.0,126.5,251.5,,,35.168372,35.590393,70.758765,21.342786,21.598899,42.941685,
06/30/2008,82.4,169.2,251.6,,,21.157391,43.444547,64.601938,12.754964,26.191018,38.945982,
09/30/2008,42.9,158.9,43.0589,,,13.206786,48.917444,13.255704,7.358503,27.255621,7.385759,
12/31/2008,123.789,347.98,471.769,,,35.658135,100.237646,135.895781,20.114425,56.543131,76.657556,
03/31/2009,51.4,175.4,226.8,,,14.842108,50.647971,65.490078,8.175887,27.899815,36.075702,
06/30/2009,23.0,176.3,199.3,,,7.090646,54.351345,61.441991,3.885181,29.780758,33.665939,
09/30/2009,,99.7,99.7,,,,42.936753,42.936753,,20.258834,20.258834,
12/31/2009,3.519,186.018,189.537,,,1.767072,93.409259,95.176331,0.517703,27.366293,27.883996,
03/31/2010,3.857,372.938,376.795,,,2.628548,254.157495,256.786043,0.594947,57.526149,58.121096,
06/30/2010,7.178,184.157,191.335,,,4.063632,104.255548,108.31918,1.034336,26.536661,27.570997,
09/30/2010,3.946,155.904,159.85,,,2.055476,81.210574,83.26605,0.512279,20.239834,20.752113,
12/31/2010,194.499,155.888,350.387,,,67.030714,53.724101,120.754815,19.805064,15.873459,35.678523,
03/31/2011,136.321,206.4,342.721,,,49.441466,74.858009,124.299476,12.504357,18.932514,31.436871,
06/30/2011,175.207,201.2,376.407,,,52.451846,60.233389,112.685236,11.154758,12.809632,23.96439,
09/30/2011,159.199,206.573,365.772,,,40.99348,53.192207,94.185687,8.115947,10.531068,18.647014,
12/31/2011,512.549,289.758,802.307,,,79.735692,45.076772,124.812464,16.699781,9.440844,26.140624,
03/31/2012,395.992,408.534,804.526,,,59.691107,61.581665,121.272773,11.37758,11.737935,23.115514,
06/30/2012,402.251,411.092,813.343,,,58.447516,59.732123,118.179639,11.564619,11.818796,23.383415,
09/30/2012,334.65,463.705,798.355,,,46.684058,64.687378,111.371436,8.786156,12.174464,20.96062,
12/31/2012,295.161,457.788,752.949,,,39.636324,61.475037,101.11136,7.438739,11.537316,18.976055,
03/31/2013,317.83,713.644,1031.474,,,39.097376,87.787836,126.885212,7.284184,16.355644,23.639828,
06/30/2013,375.881,709.432,1085.313,,,33.997243,64.165872,98.163115,8.388795,15.832882,24.221676,
09/30/2013,444.259,695.931,1140.19,,,36.887252,57.783821,94.671073,9.064059,14.198834,23.262893,
12/31/2013,610.167,595.44,1205.607,,,45.754712,44.650376,90.405088,11.273162,11.001073,22.274235,
03/31/2014,1163.153,510.793,1673.946,,,78.67871,34.551374,113.230084,19.23169,8.445503,27.677193,
06/30/2014,1219.947,500.121,1720.068,,,75.786992,31.069109,106.856101,19.285193,7.906024,27.191217,
09/30/2014,1188.924,483.602,1672.526,,,68.928165,28.036946,96.965112,17.540075,7.134531,24.674606,
12/31/2014,1119.302,494.888,1614.19,,,60.251773,26.639709,86.891481,15.893532,7.027164,22.920696,
03/31/2015,2459.699,502.931,2962.63,,,128.83307,26.342306,155.175376,26.618316,5.442607,32.060923,
06/30/2015,2298.806,502.886,2801.692,,,113.126041,24.747413,137.873454,23.80983,5.20863,29.01846,
09/30/2015,2123.943,494.205,2618.148,,,97.998679,22.802607,120.801285,21.418776,4.983781,26.402557,
12/31/2015,1815.419,501.385,2316.804,2.474,2.474,81.649625,22.55011,104.199735,17.793217,4.914156,22.707373,
03/31/2016,1610.789,467.227,2078.016,,,69.513467,20.163143,89.67661,14.30252,4.148603,18.451123,
06/30/2016,1395.013,443.303,1838.316,,,57.744572,18.349895,76.094467,12.032709,3.823718,15.856427,
09/30/2016,973.25,374.098,1347.348,2603.7,2603.7,38.484108,14.792528,53.276636,7.882266,3.029787,10.912052,
12/31/2016,1472.49,266.206,1738.696,3571.0,3571.0,54.947757,9.933801,64.881558,10.837803,1.959326,12.797129,
03/31/2017,1082.486,263.405,1345.891,,,36.402199,8.857871,45.26007,7.538678,1.834412,9.37309,
06/30/2017,1623.682,546.125,2169.807,,,52.16649,17.546185,69.712675,9.830236,3.306397,13.136633,
09/30/2017,,,,5188.0,5188.0,,,,,,,
12/31/2017,1472.49,266.206,1738.696,6681.0,6681.0,41.108545,7.431861,48.540406,7.744753,1.400145,9.144899,
03/31/2018,2599.477,,2599.477,6566.0,6566.0,64.651867,0.0,64.651867,12.89884,0.0,12.89884,
06/30/2018,3756.357,150.0,3906.357,8354.0,8354.0,83.537717,3.335854,86.873571,16.574452,0.661856,17.236308,
09/30/2018,3078.564,,3078.564,8316.0,8316.0,61.45264,0.0,61.45264,13.175271,0.0,13.175271,
12/31/2018,3812.041,,3812.041,10148.0,10148.0,72.766024,0.0,72.766024,14.676147,0.0,14.676147,
03/31/2019,3370.097,,3370.097,10831.0,10831.0,59.092806,0.0,59.092806,12.381581,0.0,12.381581,
06/30/2019,4528.205,500.0,5028.205,13760.0,13760.0,74.165415,8.189273,82.354688,15.0083,1.657202,16.665502,
09/30/2019,4459.721,,4459.721,13356.0,13356.0,64.996251,0.0,64.996251,14.413298,0.0,14.413298,
12/31/2019,4743.786,300.0,5043.786,15949.0,15949.0,62.565125,3.956658,66.521783,13.962286,0.882984,14.845269,
03/31/2020,4878.187,300.0,5178.187,15221.0,15221.0,58.009471,3.567481,61.576953,13.913861,0.855678,14.769539,
06/30/2020,6880.046,300.0,7180.046,15510.0,15510.0,73.703568,3.213797,76.917365,18.507045,0.806988,19.314033,
