Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Assets Held-for-Sale,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
02/29/1992,614.229004,8.335,6.948,1.387,132.598999,,,144.550003,,,,,18.372,,,,,,303.855988,293.627014,0.0,0.0,0.0,16.746,,,,,16.746,310.373014,,70.718002,70.718002,,,,14.486,,,,,,52.362999,,,52.362999,137.567001,57.971001,,,,,41.986,,,,,,41.986,99.957001,237.524002,0,70.247002,,0.0,,306.458008,376.705009,0.0,376.705009,614.229012,
05/31/1992,622.349976,6.023,4.996,1.027,150.171005,,,138.160995,,,,,16.892,,,,,,311.247009,293.455994,464.881989,-171.425995,0.0,17.646999,,,,,17.646999,311.102993,,72.238998,72.238998,,,,2.709,,,,,,55.906998,,,55.906998,130.854996,57.345001,,,,,45.422001,,,,,,45.422001,102.767002,233.621998,0,72.143997,,0.0,,316.584015,388.728012,0.0,388.728012,622.35001,
08/31/1992,629.64801,20.434999,19.327999,1.107,126.832001,,,143.738007,,,,,19.961,,,,,,310.966003,289.143005,0.0,0.0,0.0,29.539,,,,,29.539,318.682005,,74.448997,74.448997,,,,2.709,,,,,,54.334999,,,54.334999,131.492996,57.154999,,,,,45.372002,,,,,,45.372002,102.527,234.019997,0,73.334,,0.0,,322.294006,395.628006,0.0,395.628006,629.648003,
11/30/1992,620.63501,13.369,12.334,1.035,125.719002,,,141.794998,,,,,20.806,,,,,,301.688995,288.945007,,,0.0,30.000999,,,,,30.000999,318.946007,,64.282997,64.282997,,,,1.875,,,,,,50.075005,,,50.075005,116.233002,57.044998,,,,,45.455002,,,,,,45.455002,102.5,218.733002,0,74.024002,,0.0,,327.877991,401.901993,0.0,401.901993,620.634995,
02/28/1993,650.603027,10.07,9.089,0.981,150.862,,,149.556,,,,,22.538,,,,,,333.026001,291.75,,,0.0,25.827,,,,,25.827,317.577,,79.334999,79.334999,,,,1.736,,,,,,54.153,,,54.153,135.223999,56.134998,,,,,44.584999,,,,,,44.584999,100.719997,235.943996,0,78.294998,,0.0,,336.364014,414.659012,0.0,414.659012,650.603008,
05/31/1993,694.208984,17.589,16.691,0.898,168.854996,,,158.987,,,,,18.082001,,,,,,363.513,293.391998,488.92099,-195.529007,0.0,37.304001,,,,,37.304001,330.695999,,90.460999,90.460999,,,,1.165,,,,,,55.325997,,,55.325997,146.951996,55.625999,,,,,53.443001,,,,,,53.443001,109.069,256.020996,0,81.850998,,0.0,,356.337006,438.188004,0.0,438.188004,694.209,
08/31/1993,682.25,13.352,12.489,0.863,144.828995,,,174.496002,,,,,22.468,,,,,,355.144989,296.86499,499.634003,-202.768997,0.0,30.24,,,,,30.24,327.10499,,71.616997,71.616997,,,,1.165,,,,,,67.018006,,,67.018006,139.800003,55.511002,,,,,44.221001,,,,,,44.221001,99.732002,239.532005,0,82.852997,,0.0,,359.86499,442.717987,0.0,442.717987,682.249992,
11/30/1993,695.013,10.492,9.635,0.857,151.578995,,,173.082001,,,,,26.511,,,,,,361.664001,301.912994,512.375977,-210.462997,0.0,31.436001,,,,,31.436001,333.348995,,67.649002,67.649002,,,,16.165001,,,,,,58.174004,,,58.174004,141.988007,55.397999,,,,,45.582001,,,,,,45.582001,100.98,242.968006,0,84.481003,,0.0,,367.563995,452.044998,0.0,452.044998,695.013004,
02/28/1994,741.140015,21.108999,20.976999,0.132,170.804001,,,166.757004,,,,,24.148001,,,,,,382.817993,305.471008,523.788025,-218.317001,0.0,52.851002,,,,,52.851002,358.32201,,88.044998,88.044998,,,,7.163,,,,,,61.405008,,,61.405008,156.613007,54.577,,,,,54.757,,,,,,54.757,109.334,265.947006,0,85.379997,,0.0,,389.812988,475.192986,0.0,475.192986,741.139992,
05/31/1994,798.572998,13.275,13.275,0.0,189.740997,,,184.882004,,,,,25.218,,,,,,413.115997,307.561005,531.549011,-223.988007,0.0,77.896004,,,,,77.896004,385.457009,,97.698997,97.698997,,,,11.49,,,,,,71.33,,,71.33,180.518997,54.136002,,,,,60.025002,,,,,,60.025002,114.161004,294.680001,0,97.333,,0.0,,406.559998,503.892998,0.0,503.892998,798.572999,
08/31/1994,827.830017,1.165,1.165,0.0,176.994003,,,213.509003,,,,,28.886999,,,,,,420.554993,317.626007,549.588013,-231.962006,0.0,89.649002,,,,,89.649002,407.275009,,80.636002,80.636002,,,,31.482,,,,,,74.268,,,74.268,186.386002,53.553001,,,,,64.250999,,,,,,64.250999,117.804001,304.190002,0,100.653,,0.0,,422.987,523.639999,0.0,523.639999,827.830002,
11/30/1994,861.414001,4.52,4.52,0.0,190.776001,,,213.112,,,,,26.909,,,,,,435.316986,326.699005,567.530029,-240.830994,0.0,99.398003,,,,,99.398003,426.097008,,101.449997,101.449997,,,,27.482,,,,,,67.700998,,,67.700998,196.632996,53.553001,,,,,67.550003,,,,,,67.550003,121.103004,317.736,0,101.468002,,0.0,,442.209991,543.677994,0.0,543.677994,861.413994,
02/28/1995,911.507996,7.148,7.148,0.0,207.673004,,,217.699997,,,,,28.025999,,,,,,460.546997,338.68399,587.801025,-249.117004,0.0,112.277,,,,,112.277,450.960991,,104.733002,104.733002,,,,49.473999,,,,,,69.664993,,,69.664993,223.871994,53.081001,,,,,70.940002,,,,,,70.940002,124.021004,347.892998,0,102.224998,,0.0,,461.390015,563.615013,0.0,563.615013,911.508011,
05/31/1995,916.963989,2.003,2.003,0.0,216.442993,,,200.878006,,,,,32.577999,,,,,,451.902008,334.916992,589.286011,-254.369003,0.0,130.145004,,,,,130.145004,465.061996,,87.329002,87.329002,,,,38.860001,,,,,,53.038994,,,53.038994,179.227997,53.476002,,,,,93.928001,,,,,,93.928001,147.404003,326.632,0,103.640999,,0.0,,486.69101,590.332009,0.0,590.332009,916.964009,
08/31/1995,916.744019,12.137,12.137,0.0,180.473007,,,191.363998,,,,,40.880001,,,,,,424.854004,347.96701,610.96698,-263.0,0.0,143.923004,,,,,143.923004,491.890015,,81.220001,81.220001,,,,0.66,,,,,,54.405002,,,54.405002,136.285004,83.146004,,,,,95.527,,,,,,95.527,178.673004,314.958008,0,104.526001,,0.0,,497.26001,601.786011,0.0,601.786011,916.744019,
11/30/1995,929.776001,14.856,14.856,0.0,185.223007,,,174.819,,,,,37.182999,,,,,,412.080994,361.712006,633.140015,-271.428009,0.0,155.983002,,,,,155.983002,517.695007,,81.616997,81.616997,,,,0.66,,,,,,50.26701,,,50.26701,132.544006,83.146004,,,,,99.107002,,,,,,99.107002,182.253006,314.797012,0,105.188004,,0.0,,509.790985,614.978989,0.0,614.978989,929.776001,
02/29/1996,1182.473022,7.536,7.536,0.0,217.304001,,,216.917999,,,,,32.828999,,,,,,474.587006,461.143005,741.854004,-280.710999,0.0,246.742996,,,,,246.742996,707.886002,,97.814003,97.814003,,,,195.313995,,,,,,68.161003,,,68.161003,361.289001,78.741997,,,,,115.478996,,,,,,115.478996,194.220993,555.509995,0,105.845001,,0.0,,521.117981,626.962982,0.0,626.962982,1182.472977,
05/31/1996,1282.42395,17.58,17.58,0.0,244.255997,,,216.158997,,,,,27.108999,,,,,,505.104004,544.052002,848.775024,-304.722992,0.0,233.268005,,,,,233.268005,777.320007,,88.718002,88.718002,,,,2.475,,,,,,76.392005,,,76.392005,167.585007,315.522003,,,,,131.998993,,,,,,131.998993,447.520996,615.106003,0,107.043999,,0.0,,560.273987,667.317986,0.0,667.317986,1282.423989,
08/31/1996,1283.848999,11.206,11.206,0.0,207.158005,,,218.384995,,,,,26.039,,,,,,462.787994,550.406006,839.489014,-289.083008,0.0,270.654999,,,,,270.654999,821.061005,,84.808998,84.808998,,,,12.935,,,,,,76.263005,,,76.263005,174.007004,298.869995,,,,,141.440002,,,,,,141.440002,440.309998,614.317001,0,107.271004,,0.0,,562.260986,669.53199,0.0,669.53199,1283.848991,
11/30/1996,1308.770996,0.342,0.342,0.0,214.240005,,,233.899002,,,,,25.591999,,,,,,474.072998,567.721985,867.721008,-299.998993,0.0,266.976013,,,,,266.976013,834.697998,,69.643997,69.643997,,,,35.534,,,,,,60.667004,,,60.667004,165.845001,326.235992,,,,,139.729004,,,,,,139.729004,465.964996,631.809998,0,108.209,,0.0,,568.752014,676.961014,0.0,676.961014,1308.771011,
02/28/1997,1505.970947,2.763,2.763,0.0,270.108002,,,286.231995,,,,,21.205,,,,,,580.307983,653.129028,989.534973,-336.406006,0.0,272.533997,,,,,272.533997,925.663025,,97.389,97.389,,,,144.080002,,,,,,74.278984,,,74.278984,315.747986,360.912994,,,,,131.041,,,,,,131.041,491.953995,807.701981,0,109.366997,,0.0,,588.901978,698.268974,0.0,698.268974,1505.970955,
05/31/1997,1561.186035,7.212,7.212,0.0,266.835999,,,296.888,,,,,23.191999,,,,,,594.127991,691.026978,1036.620972,-345.593994,0.0,276.031006,,,,,276.031006,967.057984,,117.910004,117.910004,,,,55.984001,,,,,,72.900001,,,72.900001,246.794006,450.393005,,,,,139.604004,,,,,,139.604004,589.997009,836.791015,0,115.019997,,0.0,,600.497986,715.517983,8.877,724.394983,1561.185998,
08/31/1997,1601.766968,1.599,1.599,0.0,243.479996,,,302.506012,,,,,28.451,,,,,,576.036011,751.296021,1110.858032,-359.562012,0.0,274.434998,,,,,274.434998,1025.731018,,124.639,124.639,,,,53.683998,,,,,,82.505005,,,82.505005,260.828003,449.009003,,,,,142.203003,,,,,,142.203003,591.212006,852.040009,0,115.635002,,0.0,,614.653992,730.288994,19.438,749.726994,1601.767002,
11/30/1997,1674.947021,6.3,6.3,0.0,257.342987,,,278.639008,,,,,37.865002,,,,,,580.146973,815.554016,1189.108032,-373.553986,0.0,279.246002,,,,,279.246002,1094.800018,,121.370003,121.370003,,,,110.124001,,,,,,89.893997,,,89.893997,321.388,454.088989,,,,,137.313995,,,,,,137.313995,591.402985,912.790985,0,116.526001,,0.0,,619.487976,736.013977,26.142,762.155977,1674.946962,
02/28/1998,1763.678955,7.147,7.147,0.0,304.466003,,,280.799011,,,,,31.055,,,,,,623.46698,858.588989,1229.912964,-371.324005,0.0,281.622986,,,,,281.622986,1140.211975,,159.684006,159.684006,,,,57.737999,,,,,,89.097984,,,89.097984,306.519989,510.618011,,,,,148.843994,,,,,,148.843994,659.462006,965.981995,0,116.628998,,0.0,,645.896973,762.52597,35.171001,797.696972,1763.678967,
05/31/1998,1842.342041,3.788,3.788,0.0,310.154999,,,288.911011,172.919998,,115.990997,0.0,40.140999,,,,,,642.994995,933.15802,1315.667969,-382.51001,0.0,266.188995,95.724998,,,,170.463997,1199.347015,,176.751999,176.751999,,,,138.080002,,,,,,95.199005,,,95.199005,410.031006,439.61499,,,,,170.018005,,,,,,170.018005,609.632996,1019.664001,0,117.664001,,0.0,,662.609009,780.27301,42.404999,822.678009,1842.34201,
08/31/1998,1881.088,11.196,11.196,0.0,269.016,269.016,,320.601,180.11,140.491,140.491,0.0,40.758,,,,,,641.571,985.625,1380.563,-394.938,0.0,253.892,108.153,,,110.993,34.746,1239.517,,151.283,151.283,,,,262.76,,,,,,107.756,,,107.756,521.799,415.223,,,,,175.305,,,,,,175.305,590.528,1112.327,0,113.23,,0.0,619.388,-8.629,723.989,44.772,768.761,1881.088,
11/30/1998,1869.760986,22.788,22.788,0.0,281.291992,281.291992,,310.682007,179.442993,131.238998,131.238998,0.0,34.765999,,,,,,649.528015,967.72998,1345.411987,-377.682007,0.0,252.503006,108.264,,,,144.239006,1220.232986,,163.979996,163.979996,,,,226.802002,,,,,,114.362991,,,114.362991,505.144989,415.571014,,,,,170.914993,,,,,,170.914993,586.486008,1091.630997,0,113.393997,,0.0,628.747009,-8.054016,734.08699,44.042999,778.12999,1869.760986,
02/28/1999,1845.765991,16.75,16.75,0.0,294.278015,,,295.55899,163.529007,,132.029999,0.0,37.271999,,,,,,643.859009,928.182983,1246.989014,-318.806,0.0,273.723999,106.904999,,,,166.819,1201.906982,,173.139999,173.139999,,,,165.686996,,,,,,166.723999,,,166.723999,505.550995,424.661011,,,,,151.020996,,,,,,151.020996,575.682007,1081.233002,0,113.963997,,0.0,,607.190979,721.154976,43.377998,764.532974,1845.765976,
05/31/1999,1686.95105,7.641,7.641,0.0,281.705994,,,257.01001,163.276993,39.785999,53.946999,0.0,77.898003,,,,,,624.255005,871.346985,1131.760986,-260.414001,0.0,191.348999,83.402,,,,107.946999,1062.695984,,161.264008,161.264008,,,,180.007996,,,,,,86.453003,,,86.453003,427.725006,365.802002,,,,,155.955994,,,,,,155.955994,521.757996,949.483002,0,111.473999,,0.0,,578.174988,689.648987,47.819,737.467987,1686.950989,
08/31/1999,1667.938965,7.054,7.054,0.0,254.755997,254.755997,,288.752991,170.792007,117.960999,117.960999,0.0,55.043999,,,,,,605.606995,867.41803,1141.515015,-274.096985,0.0,194.914001,,,,,194.914001,1062.332031,,171.839005,171.839005,,,,148.654999,,,,,,120.831009,,,120.831009,441.325012,364.171997,,,,,176.078995,,,,,,176.078995,540.250992,981.576004,0,,,0.0,,686.362976,686.362976,,686.362976,1667.93898,
11/30/1999,1685.496948,7.211,7.211,0.0,259.696991,259.696991,,328.554993,200.143997,65.892998,62.518002,0.0,57.473999,,,,,,652.937012,861.348022,1150.657959,-289.309998,0.0,171.212006,,,,,171.212006,1032.560028,,172.442001,172.442001,,,,108.282997,,,,,,158.410011,,,158.410011,439.13501,363.825989,,,,,184.154007,,,,,,184.154007,547.979996,987.115005,0,,,0.0,,698.382019,698.382019,,698.382019,1685.497025,
02/29/2000,1764.670044,18.077,18.077,0.0,293.390015,293.390015,,355.544006,216.860001,70.081001,68.602997,0.0,60.257999,,,,,,727.268982,865.981018,1170.385986,-304.404999,0.0,171.419998,,,,,171.419998,1037.401016,,174.904007,174.904007,,,,257.101013,,,,,,105.999985,,,105.999985,538.005005,363.015015,,,,,194.365997,,,,,,194.365997,557.381012,1095.386017,0,,,0.0,,669.283997,669.283997,,669.283997,1764.670013,
05/31/2000,1673.873047,0.538,0.538,0.0,301.174988,,,291.20401,144.903,81.632004,64.668999,0.0,31.312,,,,,,624.229004,862.512024,1180.621948,-318.109985,0.0,187.132004,80.212997,,,,106.919006,1049.644028,,157.998001,157.998001,,,,162.882004,,,,,,112.389984,,,112.389984,433.269989,362.190002,,,,,151.473007,,,,,,151.473007,513.66301,946.932999,0,109.776001,,0.0,,563.578003,673.354004,53.585999,726.940002,1673.873001,
08/31/2000,1658.571045,0.24,0.24,0.0,272.028015,272.028015,,301.145996,158.548004,74.194,68.403999,0.0,30.577999,,,,,,603.992004,863.015015,1196.870972,-333.855988,0.0,191.563995,,,,,191.563995,1054.57901,,160.751999,160.751999,,,,176.063004,,,,,,79.03299,,,79.03299,415.847992,361.721008,,,,,209.029007,,,,,,209.029007,570.750015,986.598007,0,,,0.0,,671.973022,671.973022,,671.973022,1658.57103,
11/30/2000,1508.649,0.936,0.936,0.0,154.502,154.502,,271.641,132.206,61.767,77.668,0.0,29.897,,,,,,456.976,858.13,1208.377,-350.247,0.0,193.543,,,,,193.543,1051.673,,148.697,148.697,,,,59.19,,,,,,70.378,,,70.378,278.265,361.367,,,,,204.924,,,,,,204.924,566.291,844.556,0,,,0.0,,664.093,664.093,,664.093,1508.649,
02/28/2001,1502.061035,0.786,0.786,0.0,171.227997,171.227997,,253.126007,114.845001,62.188,76.093002,0.0,33.026001,,,,,,458.165985,851.08197,1209.634033,-358.552002,0.0,192.813004,,,,,192.813004,1043.894974,,179.619995,179.619995,,,,47.762001,,,,,,64.396996,,,64.396996,291.778992,356.317993,,,,,204.876007,,,,,,204.876007,561.194,852.972992,0,,,0.0,,649.088013,649.088013,,649.088013,1502.061005,
05/31/2001,1475.862061,0.194,0.194,0.0,169.330002,,,227.505997,102.051003,59.735001,65.720001,0.0,52.688999,,,,,,449.718994,836.749023,1201.189941,-364.44101,0.0,189.393997,80.376999,76.439003,3.937996,,109.016998,1026.143021,,207.567993,207.567993,,,,15.542,,,,,,83.508995,,,83.508995,306.618988,309.208008,,,,,160.834,,,,,,160.834,470.042007,776.660995,0,109.684998,,0.0,,539.97998,649.664978,49.535999,699.200977,1475.861973,
08/31/2001,1432.089966,0.816,0.816,0.0,130.091003,130.091003,,228.285995,100.821999,62.469002,64.995003,0.0,47.091999,,,,,,406.285004,835.322998,1216.795044,-381.471985,0.0,190.481995,76.264,76.264,0.0,,114.217995,1025.804993,,185.335007,185.335007,,,,11.031,,,,,,80.313986,,,80.313986,276.679993,292.446991,,,,,213.544998,,,,,,213.544998,505.991989,782.671982,0,,,0.0,,649.41803,649.41803,,649.41803,1432.090012,
11/30/2001,1427.350952,0.819,0.819,0.0,125.945999,125.945999,,229.173004,94.660004,62.683998,71.829002,0.0,45.869999,,,,,,401.808014,829.513977,1227.244019,-397.730011,0.0,196.029007,76.023003,76.023003,0.0,,120.006004,1025.542984,,189.949005,189.949005,,,,7.244,,,,,,78.79198,,,78.79198,275.984985,291.82901,,,,,213.707001,,,,,,213.707001,505.536011,781.520996,0,,,0.0,,645.830017,645.830017,,645.830017,1427.351013,
02/28/2002,1402.834961,0.61,0.61,0.0,144.610001,144.610001,,225.897003,103.167,56.932999,65.796997,0.0,47.601002,,,,,,418.717987,783.172974,1264.521973,-481.348999,0.0,200.944,75.679001,75.679001,0.0,,125.264999,984.116974,,209.643997,209.643997,,,,30.660999,,,,,,92.145992,,,92.145992,332.450989,291.429993,,,,,190.561005,,,,,,190.561005,481.990997,814.441986,0,,,0.0,,588.393005,588.393005,,588.393005,1402.834991,
05/31/2002,1457.313965,0.496,0.496,0.0,197.240005,,,219.949997,103.763,60.566002,55.620998,0.0,72.653999,,,,,,490.339996,766.596008,1225.407959,-458.812012,0.0,200.378006,75.400002,75.400002,0.0,,124.978004,966.974014,,233.181,233.181,,,,6.363,,,,,,99.807014,,,99.807014,339.351013,289.25,,,,,181.240005,,,,,,181.240005,470.490005,809.841019,0,111.484001,,0.0,499.826996,-5.054993,606.256004,41.216999,647.473003,1457.314022,
08/31/2002,1559.985962,2.455,2.455,0.0,138.251007,138.251007,,316.303009,162.757996,79.260002,74.285004,0.0,80.584,,,,,,537.593018,795.330994,1239.501953,-444.17099,0.0,227.061996,102.039001,102.039001,0.0,,125.022995,1022.39299,,293.531006,293.531006,,,,113.349998,,,,,,14.151985,,,14.151985,421.03299,295.247009,,,,,220.692001,,,,,,220.692001,515.939011,936.972,0,,,0.0,,623.013977,623.013977,,623.013977,1559.985977,
11/30/2002,1532.196045,0.714,0.714,0.0,110.536003,110.536003,,345.085999,171.395004,84.882004,88.808998,0.0,65.636002,,,,,,521.971985,781.286987,1234.842041,-453.554993,0.0,228.936996,101.765999,101.765999,0.0,,127.170998,1010.223984,,271.283997,271.283997,,,,18.468,,,,,,81.301989,,,81.301989,371.053986,295.266998,,,,,232.188995,,,,,,232.188995,527.455994,898.509979,0,,,0.0,,633.685974,633.685974,,633.685974,1532.195953,
02/28/2003,1525.140991,0.553,0.553,0.0,122.061996,122.061996,,329.903015,150.242996,83.885002,95.775002,0.0,79.419998,,,,,,531.937988,760.969971,1221.124023,-460.153992,0.0,232.233002,104.012001,104.012001,0.0,,128.221001,993.202972,,224.039001,224.039001,,,,49.453999,,,,,,86.680004,,,86.680004,360.173004,295.998993,,,,,235.945999,,,,,,235.945999,531.944992,892.117996,0,,,0.0,,633.02301,633.02301,,633.02301,1525.141006,
05/31/2003,1478.069,1.139,1.139,0.0,169.967,,,268.983,116.112,77.975,74.896,0.0,66.157,,,,,,506.246,743.044,1221.149,-478.105,0.0,228.779,116.781,116.781,0.0,,111.998,971.823,,222.987,222.987,,,,2.339,,,,,,92.845,,,92.845,318.171,289.689,,,,,193.483,,,,,,193.483,483.172,801.343,0,121.39,,0.0,520.072,-5.168,636.294,40.432,676.726,1478.069,
08/31/2003,1441.223022,0.598,0.598,0.0,172.934006,172.934006,,256.21701,118.139999,68.296997,69.779999,0.0,53.391998,,,,,,483.140991,728.802002,1220.187988,-491.385986,0.0,229.279999,115.432999,115.432999,0.0,,113.847,958.082001,,207.962997,207.962997,,,,1.181,,,,,,83.996017,,,83.996017,293.140015,288.977997,,,,,231.748001,,,,,,231.748001,520.725998,813.866013,0,,,0.0,,627.356995,627.356995,,627.356995,1441.223007,
11/30/2003,1479.906982,2.008,2.008,0.0,204.227997,204.227997,,262.700989,117.332001,69.612999,75.755997,0.0,51.584999,,,,,,520.521973,722.547974,1231.828979,-509.281006,0.0,236.837006,117.249001,117.249001,0.0,,119.588005,959.384979,,234.421997,234.421997,,,,1.464,,,,,,84.112996,,,84.112996,319.998993,289.122009,,,,,235.315994,,,,,,235.315994,524.438004,844.436996,0,,,0.0,,635.469971,635.469971,,635.469971,1479.906967,
02/29/2004,1557.307007,7.166,7.166,0.0,237.104004,237.104004,,299.480011,141.518005,80.899002,77.063004,0.0,52.317001,,,,,,596.067017,715.973022,1239.357056,-523.383972,0.0,245.266998,118.275002,118.275002,0.0,,126.991997,961.240021,,268.924988,268.924988,,,,5.526,,,,,,103.118012,,,103.118012,377.569,288.447998,,,,,237.830002,,,,,,237.830002,526.278,903.847,0,,,0.0,,653.460022,653.460022,,653.460022,1557.307022,
