Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/1989,69.991997,,,,,,,,,,,,,,,,,,,,,,,,,4.952,,,4.952,4.952,,56.278457,0.088889,0.088889,,56.278457,0.088889,0.088889,0.088889,
03/31/1990,70.675003,,-43.506001,,27.169003,,-17.75,,,9.419,-1.714,,0.876,,,,0.838,7.705,-2.97,4.735,0.0,,,4.735,0.0,4.735,0.0,,4.735,4.735,,56.434502,0.084444,0.084444,,56.434502,0.084444,0.084444,0.084444,
06/30/1990,76.096001,,-48.091999,,28.004002,,-17.92,,,10.084,-1.779,,0.838,,,,0.941,8.305,-3.2,5.105,0.0,,,5.105,0.0,5.105,0.0,,5.105,5.105,,56.456998,0.088889,0.088889,,56.456998,0.088889,0.088889,0.088889,
09/30/1990,72.181,,-44.851002,,27.329998,,-17.827,,,9.503,-1.242,,0.982,,,,0.26,8.261,-3.08,5.181,0.0,,,5.181,0.0,5.181,0.0,,5.181,5.181,,56.447999,0.093333,0.093333,,56.447999,0.093333,0.093333,0.093333,
12/31/1990,77.834999,,-45.868,,31.966999,,-20.57,,,11.397,-2.288,,0.802,,,,1.486,9.109,-3.22,5.889,0.0,,,5.889,0.0,5.889,0.0,,5.889,5.889,,56.4075,0.104444,0.104444,0.104444,56.4075,0.104444,0.104444,0.104444,
03/31/1991,72.231003,,-43.933998,,28.297005,,-19.065001,,,9.232,-0.795,,0.81,,,,-0.015,8.437,-3.16,5.277,0.0,,,5.277,0.0,5.277,0.0,,5.277,5.277,,56.8755,0.093333,0.093333,,56.8755,0.093333,0.093333,0.093333,
06/30/1991,76.125999,,-47.328999,,28.797001,,-19.563999,,,9.233,-0.898,,0.686,,,,0.212,8.335,-3.13,5.205,0.0,,,5.205,0.0,5.205,0.0,,5.205,5.205,,56.969999,0.091111,0.091111,,56.969999,0.091111,0.091111,0.091111,
09/30/1991,72.508003,,-45.882999,,26.625004,,-19.923,,,6.702,-0.311,,0.736,,,,-0.425,6.391,-2.4,3.991,0.0,,,3.991,0.0,3.991,0.0,,3.991,3.991,,57.010499,0.068889,0.068889,,57.010499,0.068889,0.068889,0.068889,
12/31/1991,75.624001,,-46.852001,,28.772,,-19.843,,,8.929,-0.991,,0.714,,,,0.277,7.938,-2.81,5.128,0.0,,,5.128,0.0,5.128,0.0,,5.128,5.128,,57.0105,0.091111,0.091111,0.091111,57.0105,0.091111,0.091111,0.091111,
03/31/1992,73.733002,,-46.285,,27.448002,,-19.785999,,,7.662,-0.57,,0.569,,,,0.001,7.092,-2.553,4.539,21.063,,,-16.524,0.0,-16.524,0.0,,-16.524,-16.524,,57.162457,-0.288889,0.08,,57.162457,-0.288889,0.08,0.08,
