Date,Revenue,Sales & Services Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2000,2.933,,-2.532,,0.401,,-5.769,,,,-5.368,0.336,,0.0,,0.0,-0.336,-5.032,0.0,-5.032,0.0,,,-5.032,0.0,-5.032,0.0,0.0,-5.032,-5.032,,8.361,-0.6,-0.6,-0.6,10.037147,-0.6,-0.6,-0.6,
06/30/2000,5.127,,-3.503,,1.624,,-6.798,,,,-5.174,0.684,,0.118,-0.802,0.0,0.0,-4.49,0.0,-4.49,0.0,,,-4.49,0.0,-4.49,0.0,0.0,-4.49,-4.49,,29.712001,-0.153333,-0.153333,-0.153333,29.712001,-0.153333,-0.153333,-0.153333,
09/30/2000,7.859,,-4.708,,3.151,,-8.567,,,,-5.416,1.396,,0.093,-1.489,0.0,0.0,-4.02,0.0,-4.02,0.0,,,-4.02,0.0,-4.02,0.0,0.0,-4.02,-4.02,,51.997501,-0.08,-0.08,-0.08,51.997501,-0.08,-0.08,-0.08,
12/31/2000,10.705,,-7.288,,3.417,,-9.736,,,,-6.319,1.338,,0.091,-1.429,0.0,0.0,-4.981,0.0,-4.981,0.0,,,-4.981,0.0,-4.981,0.0,0.0,-4.981,-4.981,,52.7085,-0.093333,-0.093333,-0.074667,52.7085,-0.093333,-0.093333,-0.074667,
03/31/2001,12.079,,-6.563,,5.516,,-10.066,,,,-4.55,1.143,,,-1.1,0.0,-0.043,-3.407,0.0,-3.407,0.0,,,-3.407,0.0,-3.407,0.0,0.0,-3.407,-3.407,,53.101501,-0.066667,-0.066667,-0.066667,53.101501,-0.066667,-0.066667,-0.066667,
06/30/2001,12.72,,-6.659,,6.061,,-11.002,,,,-4.941,0.697,,,-0.7,0.0,0.003,-4.244,0.0,-4.244,0.0,,,-4.244,0.0,-4.244,0.0,0.0,-4.244,-4.244,,53.482498,-0.08,-0.08,-0.08,53.482498,-0.08,-0.08,-0.08,
09/30/2001,10.861,,-5.75,,5.111,,-10.945,,,,-5.834,1.036,,,-1.0,0.0,-0.036,-4.798,0.0,-4.798,0.0,,,-4.798,0.0,-4.798,0.0,0.0,-4.798,-4.798,,54.084,-0.086667,-0.086667,-0.086667,54.084,-0.086667,-0.086667,-0.086667,
12/31/2001,16.013,,-9.246,,6.767,,-11.825,,,,-5.058,0.806,,,-0.806,0.0,0.0,-4.252,0.0,-4.252,0.0,,,-4.252,0.0,-4.252,0.0,0.0,-4.252,-4.252,,54.220499,-0.08,-0.08,-0.06,54.220499,-0.08,-0.08,-0.06,
03/31/2002,14.409,,-7.507,,6.902,,-13.017,,,,-6.115,0.498,,,-0.5,0.0,0.002,-5.617,0.0,-5.617,0.0,,,-5.617,0.0,-5.617,0.0,0.0,-5.617,-5.617,,54.461998,-0.1,-0.1,-0.1,54.461998,-0.1,-0.1,-0.1,
06/30/2002,19.386999,,-9.225,,10.161999,,-14.429,,,,-4.267,0.527,,,-0.5,0.0,-0.027,-3.74,0.0,-3.74,0.0,,,-3.74,0.0,-3.74,0.0,0.0,-3.74,-3.74,,54.575998,-0.07,-0.07,-0.07,54.575998,-0.07,-0.07,-0.07,
