Date,Revenue,Rental Income,Base Rent,Recoveries from Tenants,Percentage Rent,Other Rental Income,Real Estate Sales,Com & Fee Earn/Inc from REO,Mortgage Income,Other Operating Income,Operating Expenses,Property Operating Expenses,Real Estate Tax,Other Property Expense,General & Administrative,Depreciation & Amortization,Provision for Loan Losses,Cost of Real Estate Sold,Other Operating Expenses,Operating Income (Loss),Non-Operating (Income) Loss,Interest Expense,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",FFO Reconciliation,D&A of Con Real Estate,D&A of Uncon Real Estate,D&A of Non-Real Estate Assets,D&A from Disc Ops,Income from Uncon JVs,Disposal of Uncon Assets,Disposal of Assets from Disc Ops,Other FFO Adjustments,Funds from Operations,Other Abnormal Gains/(Losses),Adjusted Funds from Operations,Straight-Line Rent,Stock-Based Compensation,Amortization of Financing Costs,Recurring Capital Expenditure,Accounting Adjustments,Tenant Improv & Leasing Com,Funds Available For Distribution,AFFO Per Diluted Share,FAD Per Diluted Share,Dividend Per Share,AFFO Payout Ratio,FAD Payout Ratio,FFO Payout Ratio,Source: Bloomberg
12/31/2017,361.342,306.87,0.0,41.378,0.0,265.492,0.0,0.0,0.0,54.472,-248.878,138.537,58.15,80.387,28.136,84.404,,0.0,-2.199,112.464,-74.129,65.23,-7.788,16.687,38.335,0.0,0.0,0.0,27.982,0.0,0.0,0.0,38.335,3.766,31.719,-3.737,3.691,27.982,-48.515,-76.497,96.018,0.29,0.29,-0.50527,96.265,0.29,0.29,-0.50527,,84.404,29.397,-0.554,,,0.0,-76.497,93.184,161.682,6.299,167.981,-14.479,,4.297,-29.374,0.554,-47.322,85.348,1.666825,0.846883,0.8125,48.745357,95.940078,48.251893,
03/31/2018,301.695,241.768,0.0,26.399,0.0,215.369,0.0,0.0,0.0,59.927,-206.829,113.751,45.661,68.09,23.528,69.388,,0.0,0.162,94.866,18.957,51.453,2.404,-72.814,113.823,0.0,0.0,0.0,101.766,0.0,0.0,0.0,113.823,5.47,105.504,-3.738,-4.875,101.766,78.245,-23.521,90.52,1.12,1.12,0.864395,95.256,1.12,1.12,0.864395,,69.388,48.006,-0.566,,,6.44,-23.521,-49.293,157.69,0.162,157.852,-6.93,,3.537,-7.359,0.566,-9.765,133.026,1.657134,1.39651,0.8125,49.030421,58.180732,45.875452,
06/30/2018,301.116,238.421,0.0,27.052,0.0,211.369,0.0,0.0,0.0,62.695,-201.146,110.405,45.322,65.083,22.479,67.914,,0.0,0.348,99.97,15.929,57.157,-76.727,3.641,115.899,0.0,0.0,0.0,103.556,0.0,0.0,0.0,115.899,5.759,107.293,-3.737,-15.265,103.556,118.346,14.79,87.176,1.19,1.19,1.357553,92.083,1.19,1.19,1.350616,,67.914,47.308,-0.584,,,-72.025,14.79,-11.149,155.569,0.348,155.917,-5.675,,3.546,-8.742,0.584,-24.182,106.183,1.693222,1.153123,0.8125,47.985427,70.460844,44.717778,
09/30/2018,307.545,250.866,0.0,29.103,0.0,221.763,0.0,0.0,0.0,56.679,-207.755,115.164,48.805,66.359,20.594,70.747,,0.0,1.25,99.79,-0.336,57.798,-71.908,14.446,99.454,0.0,0.0,0.0,88.209,0.0,0.0,0.0,99.454,4.661,91.947,-3.738,-5.933,88.209,92.907,4.698,85.566,1.03,1.03,1.085793,90.428,1.03,1.03,1.081953,,70.747,45.485,-0.616,,,-70.937,2.504,9.748,149.801,0.163,149.964,-9.58,,2.63,-17.69,0.616,-25.326,94.681,1.65838,1.047032,0.8125,48.993592,77.600311,46.30877,
12/31/2018,317.036,247.519,0.0,31.042,0.0,216.477,0.0,0.0,0.0,69.517,-213.009,109.343,46.563,62.78,26.03,71.458,,0.0,6.178,104.027,-162.347,54.669,-165.047,272.725,-58.32,0.0,0.0,0.0,-61.219,0.0,0.0,0.0,-58.32,-3.68,-57.482,-3.737,-5.101,-61.219,-9.346,51.873,83.967,-0.73,-0.73,-0.111306,84.156,-0.73,-0.73,-0.113609,,71.458,46.348,-0.638,,,-167.445,36.984,220.852,142.66,0.426,143.086,-10.914,,2.695,-37.749,0.638,-54.777,37.878,1.619059,0.428601,0.85,52.499616,198.319869,50.029406,
03/31/2019,304.255,240.118,0.0,,0.0,,0.0,0.0,0.0,64.137,-207.061,112.684,46.688,65.996,25.979,68.343,,0.0,0.055,97.194,-44.425,53.267,-11.932,3.09,52.769,0.0,0.0,0.0,43.792,0.0,0.0,0.0,52.769,2.515,47.53,-3.738,-9.949,43.792,44.841,1.049,83.313,0.52,0.52,0.538223,87.81,0.52,0.52,0.531946,,68.343,47.625,-0.707,,,-17.166,1.049,2.041,147.492,0.055,147.547,-4.595,,2.742,-8.717,0.707,-15.431,112.304,1.680298,1.278943,0.85,50.586254,66.461123,47.835815,
06/30/2019,313.024,244.959,0.0,28.479,0.0,216.48,0.0,0.0,0.0,68.065,-208.511,113.309,46.694,66.615,25.48,69.461,,0.0,0.261,104.513,69.228,49.872,-51.469,-67.631,173.741,0.0,0.0,0.0,161.103,0.0,0.0,0.0,173.741,6.172,164.84,-3.737,-23.75,161.103,161.103,0.0,82.971,1.94,1.94,1.94,87.398,1.94,1.94,1.94,,69.461,49.903,-0.746,,,-59.015,0.0,-67.631,159.247,0.261,159.508,-8.121,,2.712,-15.988,0.746,-24.193,90.914,1.825076,1.04023,0.85,46.573401,81.712718,43.847608,
09/30/2019,313.634,248.028,0.0,32.581,0.0,215.447,0.0,0.0,0.0,65.606,-212.117,117.768,49.626,68.142,23.841,70.464,,0.0,0.044,101.517,-60.795,51.224,9.864,-0.293,40.722,0.0,0.0,0.0,33.157,0.0,0.0,0.0,40.722,1.095,36.895,-3.738,-22.753,33.157,29.616,-3.541,82.292,0.4,0.4,0.359889,86.714,0.4,0.4,0.359165,,70.464,47.674,-0.74,,,0.0,-3.541,3.248,151.357,0.044,151.401,-8.403,,3.112,-14.184,0.74,-28.55,81.363,1.745981,0.938291,0.85,48.683232,90.590195,45.680081,
12/31/2019,308.082,250.452,0.0,31.957,0.0,218.495,0.0,0.0,0.0,57.63,-204.901,114.867,47.756,67.111,25.575,64.09,,0.0,0.369,103.181,-78.926,47.811,11.874,19.241,24.255,0.0,0.0,0.0,17.432,0.0,0.0,0.0,24.255,0.36,21.169,-3.737,-0.502,17.432,36.673,19.241,79.517,0.21,0.21,0.461197,80.07,0.21,0.21,0.450302,,64.09,47.224,-0.742,,,0.0,19.241,0.0,147.605,0.369,147.974,-1.497,,3.087,-6.377,0.742,-20.315,123.112,1.75491,1.460057,0.85,48.435536,58.216908,45.790759,
03/31/2020,314.303,222.631,,,,,,0.0,0.0,91.672,-207.017,107.855,46.622,61.233,19.57,68.279,,0.0,11.313,107.286,19.828,39.994,12.814,-72.636,127.114,0.0,0.0,0.0,114.801,0.0,0.0,0.0,127.114,5.909,118.539,-3.738,3.646,114.801,42.165,-72.636,77.864,1.474378,1.474378,0.541521,82.567,1.390398,1.390398,0.510676,,68.279,56.318,-0.65,,,0.0,-72.636,0.0,172.021,-26.435,145.586,-47.359,,2.5,-3.793,0.65,-21.681,79.549,1.763247,0.963448,0.295,16.730499,30.619197,13.175717,
06/30/2020,253.699,195.886,,,,,,0.0,0.0,57.813,-217.026,90.389,41.661,48.728,23.51,95.941,,,7.186,36.673,29.954,32.731,2.199,-64.884,66.627,0.0,0.0,0.0,56.444,0.0,0.0,0.0,66.627,4.093,60.181,-3.737,-7.001,56.444,-8.44,-64.884,75.69,0.74,0.74,-0.111507,80.219,0.74,0.74,-0.111507,,95.941,45.107,-0.609,,,0.0,-64.884,0.0,136.092,0.373,136.465,11.004,,2.661,-5.543,0.609,-13.008,125.187,1.701156,1.560565,0.885,52.02346,56.710214,48.942627,
09/30/2020,234.333,,,,,,,,,,,,,,,,,,,0.55,,,,,,,,,,,,,,,-5.599,,,-5.599,-6.546,,,-0.22,-0.22,-0.257,,-0.22,-0.22,-0.257,,,,,,,,,,,,,,,,,,,,,,,,,,
12/31/2020,227.75,,,,,,,,,,,,,,,,,,,0.25,,,,,,,,,,,,,,,-9.077,,,-9.077,-10.011,,,-0.28,-0.28,-0.365,,-0.28,-0.28,-0.365,,,,,,,,,,,,,,,,,,,,,,,,,,
