Date,P/E,Average,High,Low,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,Market Cap,Market Cap / Deposits,Enterprise Value,EV/Total Revenues,EV/EBITDA,Source: Bloomberg
06/30/1986,,,,,,,,,1.085938,,,,,,
09/30/1986,,,,,,,,,0.898438,,,,,,
12/31/1986,,,,,,,,,0.953125,,,,,,
03/31/1987,,,,,,,,,1.375,,,,,,
06/30/1987,,,,,,,,,1.203125,,,,,,
09/30/1987,,,,,,,,,1.039062,,,,,,
12/31/1987,,,,,,,,,0.625,,,,,,
03/31/1988,,,,,,,,,0.859375,,,,,,
06/30/1988,,,,,,,,,1.0,,,,,,
09/30/1988,,,,,,,,,1.101562,,,,,,
12/31/1988,,,,,,,,,1.078125,,,,,,
03/31/1989,,,,,,,,,1.257812,,,,,,
06/30/1989,,,,,,,,,1.4375,,,,,,
09/30/1989,,,,,,,,,1.660156,,,,,,
12/31/1989,,,,,,,,,1.828125,,,,,,
03/31/1990,,,,,4.05861,,,,1.867188,428.885498,,375.953497,,,
06/30/1990,,,,,3.662026,,,,1.703125,391.609758,,388.763758,,,
09/30/1990,,,,,2.659797,,,,1.28125,294.564509,,283.35051,,,
12/31/1990,16.901409,8.228068,8.228068,8.228068,3.076956,,2.081961,,1.5,344.376,,360.616999,2.12089,8.217131,
03/31/1991,21.428572,8.021334,9.859892,6.509132,3.568794,,2.420734,,1.78125,410.029502,,418.424502,2.41324,9.871995,
06/30/1991,16.975309,9.692402,10.622668,8.032433,3.302757,,2.23844,,1.71875,395.257504,,402.931504,2.222163,8.024766,
09/30/1991,19.428572,9.007078,9.813841,7.889168,3.873108,,2.661775,,2.125,489.158003,,483.761003,2.555188,9.098211,
12/31/1991,22.058824,9.57664,11.12756,8.793809,4.894397,,3.271378,,2.8125,648.62998,,642.896981,3.132935,10.609912,
03/31/1992,17.093023,10.229939,11.539592,8.037253,3.895573,,2.531475,,2.296875,528.648758,,513.024758,2.351124,8.036102,
06/30/1992,17.06621,7.794187,8.1206,7.206109,3.826129,,2.487744,,2.335938,536.480753,,525.505753,2.324208,8.017603,
09/30/1992,16.048035,8.545455,9.085218,7.466955,3.596751,,2.3504,,2.296875,526.700992,,510.886992,2.167706,7.455157,
12/31/1992,19.198312,8.322654,9.389709,7.440772,4.257639,,2.798871,,2.84375,656.5195,,642.8815,2.622807,9.057603,
03/31/1993,17.285156,9.23996,9.904082,8.002862,3.955598,,2.615447,,2.765625,639.058517,,617.294517,2.418108,8.066468,
06/30/1993,16.666667,7.993873,8.726989,7.370782,3.905951,,2.588195,,2.875,665.160002,,643.902004,2.394142,7.844237,
09/30/1993,21.45979,9.533094,10.838901,7.966103,4.947684,,3.271279,,3.835938,888.341749,,837.401745,2.932849,9.499844,
12/31/1993,18.238994,9.156245,10.146258,8.239223,4.305905,,2.865226,,3.625,843.754971,,819.599972,2.643521,8.282301,
03/31/1994,16.568048,8.985879,10.945108,7.230798,4.057072,,2.5849,,3.5,814.659981,,785.66398,2.357567,7.268878,
06/30/1994,15.680474,7.558559,8.211022,6.441677,3.809751,,2.313421,,3.3125,771.017482,,755.02248,2.138625,6.441677,
09/30/1994,18.306011,7.395869,8.427531,6.131387,4.534166,,2.772916,,4.1875,974.682477,,951.479477,2.563122,7.561987,
12/31/1994,15.957447,6.920972,7.735414,6.405809,3.963531,,2.397766,,3.75,857.07,,826.795,2.162245,6.295697,
03/31/1995,18.75,6.538642,7.546558,5.77891,4.647124,,2.840743,,4.546875,1033.850282,,997.828281,2.569755,7.448537,
06/30/1995,17.824074,7.665165,8.314835,7.315935,4.556537,,2.908447,,4.8125,1098.289516,,1049.845518,2.620565,7.549044,
09/30/1995,21.995708,8.630841,9.908003,6.600302,5.602039,,3.730524,,6.40625,1464.776218,,1385.767214,3.323972,9.288856,
12/31/1995,19.7,9.303692,10.103069,8.278364,5.130777,,3.424883,19.271368,6.15625,1407.02325,,1347.201249,3.066707,8.582485,
03/31/1996,19.924812,8.956585,10.065635,7.493781,5.353909,,3.356788,18.948803,6.625,1513.308973,,1450.074972,3.060101,8.672127,
06/30/1996,21.503496,9.065882,9.702334,8.330606,5.866196,,3.536035,19.608821,7.6875,1758.06976,,1692.57376,3.300883,9.326555,
09/30/1996,21.666667,8.711084,10.586711,6.955177,5.789506,,3.436812,20.83977,8.125,1861.794977,,1774.155977,3.227569,9.271591,
12/31/1996,27.358491,10.579278,13.163425,9.15903,7.245218,,4.247483,30.176798,10.875,2504.425581,,2428.042578,4.142922,11.813395,
03/31/1997,21.838235,12.009002,14.470165,9.200283,5.904663,,3.433083,24.820018,9.28125,2146.864467,,2056.474475,3.308266,9.242831,
06/30/1997,28.057065,11.407114,13.076476,9.297318,7.476373,,4.529823,33.530058,12.90625,2993.16588,,2899.749883,4.406801,12.066554,
09/30/1997,32.645631,13.21789,15.760917,11.853638,8.754276,,5.500038,40.238721,16.8125,3925.180789,,3790.649783,5.356779,14.140153,
