Date,P/E,P/Book,P/Tangible Book,P/Sales,P/Free Cash Flow,Price/Share,High,Low,Market Cap,Average,Market Cap / Deposits,Source: Bloomberg
09/30/1980,,,,,,1.005208,,,,,,
12/31/1980,,,,,,1.203125,,,,,,
03/31/1981,,,,,,1.255208,,,,,,
06/30/1981,,,,,,1.302083,,,,,,
09/30/1981,,,,,,1.026042,,,,,,
12/31/1981,,,,,,0.989583,,,,,,
03/31/1982,,,,,,0.875,,,,,,
06/30/1982,,,,,,0.84375,,,,,,
09/30/1982,,,,,,0.885417,,,,,,
12/31/1982,,,,,,1.026042,,,,,,
03/31/1983,,,,,,1.177083,,,,,,
06/30/1983,,,,,,1.46875,,,,,,
09/30/1983,,,,,,1.510417,,,,,,
12/31/1983,,,,,,1.401042,,,,,,
03/31/1984,,,,,,1.302083,,,,,,
06/30/1984,,,,,,1.046875,,,,,,
09/30/1984,,,,,,1.135417,,,,,,
12/31/1984,,,,,,0.958333,,,,,,
03/31/1985,,,,,,1.098958,,,,,,
06/30/1985,,,,,,1.135417,,,,,,
09/30/1985,,,,,,1.005208,,,,,,
12/31/1985,,,,,,1.302083,,,,,,
03/31/1986,,,,,,1.536458,,,,,,
06/30/1986,,,,,,1.567708,,,,,,
09/30/1986,,,,,,1.515625,,,,,,
12/31/1986,,,,,,1.515625,,,,,,
03/31/1987,,,,,,1.645833,,,,,,
06/30/1987,,,,,,1.770833,,,,,,
09/30/1987,,,,,,1.942708,,,,,,
12/31/1987,,,,,,1.541667,,,,,,
03/31/1988,,,,,,1.760417,,,,,,
06/30/1988,,,,,,1.979167,,,,,,
09/30/1988,,,,,,2.109375,,,,,,
12/31/1988,,,,,,2.007812,,,,,,
03/31/1989,,,,,,2.296875,,,,,,
06/30/1989,,,,,,2.632812,,,,,,
09/30/1989,,,,,,2.875,,,,,,
12/31/1989,,,,,,2.8125,,,,,,
03/31/1990,,,,,,2.46875,,,,,,
06/30/1990,,,,,,2.71875,,,,,,
09/30/1990,,,,,,1.859375,,,,,,
12/31/1990,,,,,,2.59375,,,,,,
03/31/1991,,,,,,3.21875,,,,,,
06/30/1991,,,,,,3.4375,,,,,,
09/30/1991,,,,,,4.1875,,,,,,
12/31/1991,,,,,,4.5625,,,,,,
03/31/1992,,,,,,4.546875,,,,,,
06/30/1992,,,,,,4.75,,,,,,
09/30/1992,,,,,,4.875,,,,,,
12/31/1992,,,,,,5.390625,,,,,,
12/31/1993,,,,,,6.09375,,,,,,
12/31/1994,,,,,,5.84375,,,,,,
12/31/1995,,,,,,8.25,,,,,,
12/31/1996,,,,,,10.875,,,,,,
03/31/1997,,,,,,11.5625,,,,,,
06/30/1997,,,,,,14.0625,,,,,,
09/30/1997,,,,,,15.3125,,,,,,
12/31/1997,,,,,,19.375,,,,,,
03/31/1998,,,,,,20.78125,0.517391,0.517391,66934.534111,0.517391,0.514296,
06/30/1998,,,,,,18.75,0.536841,0.42381,60419.174194,0.482033,0.474826,
