Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
03/31/1990,,65.199997,33.0,-35.299999,-41.0,21.9,,,,,,,,,,,,,,,,,
06/30/1990,,44.799999,32.200001,-11.3,-31.0,34.700001,,,,,,,,,,,,,,,,,
09/30/1990,,26.299999,32.799999,5.7,17.6,82.400002,,,,,,,,,,,,,,,,,
12/31/1990,,4.7,32.099998,-16.299999,40.700001,61.200001,,,,,,,,,,,,,,,61.200001,,
03/30/1991,,14.8,35.200001,4.4,-50.900002,3.5,,,,,,,,,,,,,,,,,
06/30/1991,,23.4,33.400002,-5.3,-22.1,29.4,,,,,,,,,,,,,,,,,
09/30/1991,,22.0,33.400002,-11.8,30.1,73.699997,,,,,,,,,,,,,,,,,
12/31/1991,,-12.0,33.700001,22.5,-0.4,43.799999,,,,,,,,,,,,,,,43.799999,,
03/31/1992,,-157.100006,35.200001,173.399994,-30.299999,21.200001,,,,,,,,,,,,,,,,,
06/30/1992,,19.6,34.400002,-6.4,-9.8,37.799999,,,,,,,,,,,,,,,,,
09/30/1992,,-80.699997,35.200001,99.599998,1.5,55.599998,,,,,,,,,,,,,,,,,
12/31/1992,,-16.0,32.099998,11.2,44.900002,72.199997,,,,,,,,,,,,,,,72.199997,,
03/31/1993,,11.3,32.700001,-22.4,-9.9,11.7,,,,,,,,,,,,,,,,,
06/30/1993,,31.9,32.200001,-5.2,3.0,61.900002,,,,,,,,,,,,,,,,,
09/30/1993,,42.299999,31.9,-3.9,43.400002,113.699997,,,,,,,,,,,,,,,,,
12/31/1993,,-22.0,33.200001,42.400002,50.299999,103.900002,,,,,,,,,,,,,,,103.900002,,
03/31/1994,,48.0,30.799999,-25.700001,-24.700001,28.4,,,,,,,,,,,,,,,,,
06/30/1994,,53.299999,32.700001,-1.5,-6.7,77.800003,,,,,,,,,,,,,,,,,
09/30/1994,,61.599998,32.0,-24.6,37.5,106.5,,,,,,,,,,,,,,,,,
12/31/1994,,47.5,37.900002,6.9,0.2,92.5,,,,,,,,,,,,,,,,,
03/31/1995,,34.400002,32.799999,13.4,-76.300003,4.3,,,-36.099998,,,,,,,,,,,,,,
06/30/1995,,52.700001,33.599998,-26.700001,-21.299999,38.299999,,,-39.299999,,,,,,,,,,,,,,
09/30/1995,,19.4,34.799999,47.5,29.1,130.800003,,,-31.799999,,,,,,,,,,,,,,
12/31/1995,,16.799999,34.900002,32.799999,12.1,96.599998,,,-78.9,,,,,,,,,,,,,,
03/31/1996,,36.299999,30.799999,-33.299999,-36.299999,-2.5,,,-48.398998,,,,,,,,,,,,,,
06/30/1996,,30.6,30.299999,24.299999,-6.5,78.699997,,,-61.599998,,,,,,,,,,,,,,
09/30/1996,,35.799999,30.200001,-8.0,22.4,80.400002,,,-47.200001,,,,,,,,,,,,,,
12/31/1996,,53.200001,32.400002,-10.3,-11.0,64.300003,-63.5,,-63.5,,,,,,,,,,,,0.800003,,
12/31/1997,,46.799999,34.5,-29.9,23.200001,74.599998,-45.799999,24.299999,-44.599998,0.0,0.0,-25.5,-41.200001,-17.799999,30.299999,0.0,-17.0,1.9,-35.799999,-2.8,-12.4,,
12/31/1998,,-173.399994,42.299999,350.299988,-121.900002,97.300003,-40.0,2.7,-74.0,0.0,0.0,40.939999,-110.099998,-19.200001,-833.799988,750.0,-1.0,0.4,-0.6,-5.9,-52.799999,,
03/31/1999,,48.299999,39.700001,-48.0,-24.4,15.6,-36.599998,0.0,-38.0,0.0,0.0,1.4,21.299999,-19.200001,47.099998,0.0,-3.7,0.4,-0.4,-2.9,0.3,,
06/30/1999,,72.800003,35.799999,-21.4,45.400002,132.600006,50.099998,0.0,-35.599998,0.0,0.0,85.699997,-162.399994,-19.200001,-146.199997,0.0,-2.0,0.8,-0.3,4.5,20.299999,,
09/30/1999,,71.699997,41.700001,-64.900002,97.099998,145.600006,-43.0,0.0,-48.099998,0.0,0.0,5.1,-98.300003,-19.299999,99.099998,200.0,-376.0,0.0,-0.1,-2.0,4.3,,
12/31/1999,,-178.5,37.700001,250.600006,-65.5,44.299999,-32.5,0.0,-51.200001,0.0,0.0,18.700001,-45.400002,-19.200001,-35.599998,15.2,0.0,0.0,-0.5,-5.3,-33.599998,,
03/31/2000,,30.7,38.6,-36.7,-104.6,-72.0,-25.3,0.0,-29.9,0.0,0.0,4.6,92.5,-19.3,117.6,0.0,-4.3,0.1,-1.3,-0.3,-4.8,,
06/30/2000,,7.5,39.0,42.5,-52.6,36.4,190.5,0.0,-36.1,0.0,0.0,226.6,-231.6,-19.3,-67.4,0.0,-144.4,0.0,-0.1,-0.4,-4.7,,
09/30/2000,,74.3,48.1,-152.2,82.4,52.6,52.9,0.0,-50.3,0.0,0.0,103.2,-89.0,-19.5,-93.0,21.5,0.0,0.0,0.0,2.0,16.5,,
12/31/2000,,-100.300003,38.700001,18.299999,51.5,8.2,-38.799999,0.0,-39.299999,0.0,0.0,0.5,153.5,0.0,58.799999,94.300003,0.0,0.0,-0.2,0.6,122.900002,,
03/31/2001,,20.299999,38.400002,7.8,-60.900002,5.6,-17.299999,0.6,-22.9,0.0,0.0,5.0,-10.5,0.0,-10.3,0.0,-3.2,0.0,0.0,3.0,-22.200001,,
06/30/2001,,32.099998,38.900002,8.2,2.1,81.300003,-27.700001,0.0,-27.0,0.0,0.0,-0.7,-10.0,0.0,-5.2,2.5,0.0,0.0,0.0,-7.3,43.599998,,
09/30/2001,,41.200001,37.200001,-16.200001,35.599998,97.800003,-21.1,0.0,-24.700001,0.0,0.0,3.6,-1.7,0.0,8.7,0.0,-10.7,0.0,-0.2,0.5,75.0,,
12/31/2001,,-0.8,40.0,-43.400002,78.900002,74.699997,-48.099998,0.0,-49.5,0.0,0.0,1.4,-5.1,0.0,3.4,0.0,-7.1,0.0,-0.2,-1.2,21.5,,
