Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
12/31/2010,3434.0,3474.0,-40.0,-1824.0,896.0,928.0,1610.0,0.0,-287.0,120.0,120.0,167.0,1323.0,-55.0,54.733,59.207,-4.474,,0.267,1268.0,-579.0,333.0,246.0,689.0,0.0,0.0,0.0,689.0,0.0,689.0,-19.0,0.0,670.0,738.25,68.25,375.0,1.79,1.79,1.968667,388.0,1.77,1.77,1.945902,
03/31/2011,3925.0,3878.0,47.0,-1836.0,900.0,936.0,2089.0,0.0,-117.0,112.0,112.0,5.0,1972.0,-45.0,45.0,49.0,-4.0,,0.0,1927.0,-793.0,643.0,150.0,1134.0,0.0,0.0,0.0,1134.0,0.0,1134.0,-19.0,0.0,1115.0,1117.05,2.05,383.0,2.91,2.91,2.91658,397.0,2.86,2.86,2.865164,
06/30/2011,4338.0,4355.0,-17.0,-2057.0,1028.0,1029.0,2281.0,0.0,-109.0,103.0,103.0,6.0,2172.0,-41.0,41.0,47.0,-6.0,,0.0,2131.0,-872.0,576.0,296.0,1259.0,0.0,0.0,0.0,1259.0,,1259.0,-19.0,0.0,1240.0,1274.85,34.85,384.0,3.23,3.23,3.319922,397.0,3.17,3.17,3.257783,
09/30/2011,4328.0,4282.0,46.0,-2081.0,1016.0,1065.0,2247.0,0.0,-116.0,112.0,112.0,4.0,2131.0,-37.0,37.0,41.0,-4.0,,0.0,2094.0,-1092.0,473.0,619.0,1002.0,0.0,0.0,0.0,1002.0,,1002.0,-19.0,0.0,983.0,968.1,-14.9,384.0,2.56,2.56,2.521094,400.0,2.5,2.5,2.46275,
12/31/2011,4297.0,4295.0,2.0,-2121.0,1010.0,1111.0,2176.0,0.0,-200.0,132.0,132.0,68.0,1976.0,-35.0,35.0,38.0,-3.0,,0.0,1941.0,-752.0,571.0,181.0,1189.0,0.0,0.0,0.0,1189.0,0.0,1189.0,-19.0,0.0,1170.0,1228.15,58.15,384.0,3.05,3.05,3.198307,400.0,2.98,2.98,3.125375,
03/31/2012,4536.0,4457.0,79.0,-2281.0,1062.0,1219.0,2255.0,0.0,-655.0,128.0,128.0,527.0,1600.0,-40.0,40.0,43.0,-3.0,,0.0,1560.0,-763.0,725.0,38.0,797.0,0.0,0.0,0.0,797.0,0.0,797.0,-19.0,0.0,778.0,1145.0,367.0,385.0,2.02,2.02,2.974026,399.0,2.0,2.0,2.919799,
06/30/2012,3972.0,3956.0,16.0,-2320.0,1036.0,1284.0,1652.0,0.0,-796.0,132.0,132.0,664.0,856.0,-45.0,45.0,48.0,-3.0,,0.0,811.0,-455.0,460.0,-5.0,356.0,0.0,0.0,0.0,356.0,,356.0,-19.0,0.0,337.0,775.65,438.65,389.0,0.87,0.87,1.993959,390.0,0.86,0.86,1.984744,
09/30/2012,4179.0,4141.0,38.0,-2414.0,1114.0,1300.0,1765.0,0.0,-860.0,124.0,124.0,736.0,905.0,-40.0,40.0,44.0,-4.0,,0.0,865.0,-685.0,544.0,141.0,180.0,0.0,0.0,0.0,180.0,,180.0,-19.0,0.0,161.0,649.4,488.4,391.0,0.41,0.41,1.66087,393.0,0.41,0.41,1.652748,
12/31/2012,4470.0,4393.0,77.0,-2533.0,1153.0,1380.0,1937.0,0.0,-177.0,147.0,147.0,30.0,1760.0,-119.0,40.0,47.0,-7.0,,79.0,1641.0,-973.0,470.0,503.0,668.0,0.0,0.0,0.0,668.0,0.0,668.0,-19.0,0.0,649.0,720.0,71.0,391.0,1.66,1.66,1.841432,407.0,1.64,1.64,1.814447,
03/31/2013,3994.0,4021.0,-27.0,-2399.0,1087.0,1312.0,1595.0,0.0,-160.0,112.0,112.0,48.0,1435.0,-55.0,55.0,58.0,-3.0,,0.0,1380.0,-602.0,497.0,105.0,778.0,61.0,61.0,0.0,717.0,0.0,717.0,-19.0,0.0,698.0,790.0,31.0,392.0,1.78,1.94,2.015306,408.0,1.76,1.91,1.98598,
06/30/2013,4026.0,4001.0,25.0,-2442.0,1092.0,1350.0,1584.0,0.0,116.0,126.0,126.0,-242.0,1700.0,-52.0,52.0,55.0,-3.0,,0.0,1648.0,-611.0,284.0,327.0,1037.0,2.0,2.0,0.0,1035.0,0.0,1035.0,-19.0,0.0,1016.0,862.0,-156.0,392.0,2.59,2.6,2.19898,408.0,2.54,2.54,2.157647,
09/30/2013,4231.0,4288.0,-57.0,-2462.0,1094.0,1368.0,1769.0,0.0,-1078.0,120.0,120.0,958.0,691.0,-50.0,50.0,53.0,-3.0,,0.0,641.0,-206.0,409.0,-203.0,435.0,129.0,129.0,0.0,306.0,0.0,306.0,-6.0,0.0,300.0,1044.0,615.0,399.0,0.75,1.08,2.616541,401.0,0.75,1.07,2.603666,
12/31/2013,3660.0,3728.0,-68.0,-2287.0,966.0,1321.0,1373.0,0.0,-528.0,127.0,127.0,401.0,845.0,-103.0,35.0,38.0,-3.0,,68.0,742.0,-512.0,474.0,38.0,230.0,0.0,0.0,0.0,230.0,-56.0,174.0,0.0,0.0,174.0,388.0,214.0,399.0,0.44,0.44,0.972431,401.0,0.43,0.43,0.963666,
03/31/2014,3599.0,3647.0,-48.0,-2098.0,892.0,1206.0,1501.0,0.0,-121.0,119.0,119.0,2.0,1380.0,49.0,27.0,31.0,-4.0,,-76.0,1429.0,-578.0,416.0,162.0,851.0,517.0,517.0,0.0,334.0,-98.0,236.0,0.0,0.0,236.0,705.0,-48.0,394.0,0.6,1.92,1.78934,396.0,0.6,1.9,1.778788,
06/30/2014,3289.0,3471.0,-182.0,-1996.0,841.0,1155.0,1293.0,0.0,-330.0,113.0,113.0,217.0,963.0,-52.0,124.0,125.0,-1.0,,-72.0,911.0,-354.0,373.0,-19.0,557.0,-56.0,-56.0,0.0,613.0,-108.0,505.0,0.0,0.0,505.0,576.0,127.0,385.0,1.31,1.17,1.496104,387.0,1.31,1.17,1.496104,
09/30/2014,3441.0,3181.0,260.0,-1991.0,818.0,1173.0,1450.0,0.0,-1707.0,111.0,111.0,1596.0,-257.0,-60.0,126.0,127.0,-1.0,,-66.0,-317.0,-768.0,228.0,540.0,-1085.0,156.0,156.0,0.0,-1241.0,-89.0,-1330.0,0.0,0.0,-1330.0,487.0,1661.0,381.0,-3.5,-3.08,1.278215,381.0,-3.5,-3.08,1.278215,
12/31/2014,2683.0,2648.0,35.0,-2037.0,746.0,1291.0,646.0,0.0,-5275.0,119.0,119.0,5156.0,-4629.0,-54.0,122.0,127.0,-5.0,,-68.0,-4683.0,989.0,209.0,-1198.0,-3694.0,1072.0,1072.0,0.0,-4766.0,-48.0,-4814.0,0.0,0.0,-4814.0,334.0,4076.0,377.0,-12.78,-9.93,0.885942,377.0,-12.78,-9.93,0.881671,
03/31/2015,1630.0,1638.0,-8.0,-1729.0,647.0,1082.0,-99.0,0.0,-7356.0,82.0,82.0,7274.0,-7455.0,-69.0,127.0,130.0,-3.0,,-58.0,-7524.0,3020.0,-85.0,-2935.0,-4504.0,132.0,132.0,0.0,-4636.0,-15.0,-4651.0,0.0,0.0,-4651.0,-167.0,4352.0,377.0,-12.34,-11.99,-0.442971,377.0,-12.34,-11.99,-0.446233,
06/30/2015,2019.0,1991.0,28.0,-1401.0,607.0,794.0,618.0,0.0,-687.0,111.0,111.0,576.0,-69.0,-117.0,122.0,125.0,-3.0,,-5.0,-186.0,-731.0,900.0,-169.0,-917.0,-120.0,-120.0,0.0,-797.0,-63.0,-860.0,0.0,0.0,-860.0,178.0,1158.0,378.0,-2.28,-2.6,0.470899,378.0,-2.28,-2.6,0.463492,
09/30/2015,1526.0,1606.0,-80.0,-1521.0,649.0,872.0,5.0,0.0,-4215.0,89.0,89.0,4126.0,-4210.0,-160.0,124.0,126.0,-2.0,,36.0,-4370.0,251.0,-270.0,19.0,-4119.0,17.0,17.0,0.0,-4136.0,-7.0,-4143.0,0.0,0.0,-4143.0,-33.0,4093.0,378.0,-10.95,-10.91,-0.087302,378.0,-10.95,-10.91,-0.087302,
12/31/2015,1263.0,1221.0,42.0,-1449.0,590.0,859.0,-186.0,0.0,-8423.0,98.0,98.0,8325.0,-8609.0,-59.0,115.0,116.0,-1.0,,-56.0,-8668.0,798.0,-187.0,-611.0,-7870.0,-188.0,-188.0,0.0,-7682.0,469.0,-7213.0,0.0,0.0,-7213.0,-24.0,7377.0,378.0,-19.07,-19.57,-0.063492,378.0,-19.07,-19.57,-0.063492,
03/31/2016,1084.0,1087.0,-3.0,-1157.0,479.0,678.0,-73.0,0.0,-204.0,93.0,93.0,111.0,-277.0,-105.0,116.0,117.0,-1.0,,-11.0,-382.0,11.0,-10.0,-1.0,-371.0,0.0,0.0,0.0,-371.0,-1.0,-372.0,0.0,0.0,-372.0,-314.0,58.0,378.0,-0.98,-0.98,-0.830688,378.0,-0.98,-0.98,-0.830688,
06/30/2016,1365.0,1386.0,-21.0,-1183.0,514.0,669.0,182.0,0.0,-359.0,103.0,103.0,256.0,-177.0,-104.0,116.0,118.0,-2.0,,-12.0,-281.0,81.0,144.0,-225.0,-200.0,0.0,0.0,0.0,-200.0,-44.0,-244.0,0.0,0.0,-244.0,-99.0,145.0,379.0,-0.65,-0.65,-0.261214,379.0,-0.65,-0.65,-0.267414,
09/30/2016,1438.0,1439.0,-1.0,-1130.0,482.0,648.0,308.0,0.0,-1111.0,102.0,102.0,1009.0,-803.0,-102.0,115.0,118.0,-3.0,,-13.0,-905.0,379.0,150.0,-529.0,-526.0,33.0,33.0,0.0,-559.0,-48.0,-607.0,0.0,0.0,-607.0,-12.0,562.0,380.0,-1.6,-1.51,-0.031579,380.0,-1.6,-1.51,-0.031579,
12/31/2016,1451.0,1455.0,-4.0,-1124.0,501.0,623.0,327.0,0.0,-335.0,112.0,112.0,223.0,-8.0,-106.0,117.0,119.0,-2.0,,-11.0,-114.0,-29.0,107.0,-78.0,-143.0,0.0,0.0,0.0,-143.0,-39.0,-182.0,0.0,0.0,-182.0,-22.0,160.0,380.0,-0.48,-0.48,-0.057895,380.0,-0.48,-0.48,-0.058947,
03/31/2017,1537.0,1512.0,25.0,-1047.0,471.0,576.0,490.0,0.0,148.0,103.0,103.0,-251.0,638.0,-100.0,113.0,118.0,-5.0,,-13.0,538.0,-271.0,188.0,83.0,267.0,0.0,0.0,0.0,267.0,-54.0,213.0,0.0,0.0,213.0,31.0,-182.0,380.0,0.56,0.56,0.081579,383.0,0.56,0.56,0.081579,
06/30/2017,1405.0,1346.0,59.0,-1058.0,486.0,572.0,347.0,0.0,-239.0,106.0,106.0,133.0,108.0,-99.0,112.0,117.0,-5.0,,-13.0,9.0,604.0,126.0,-730.0,613.0,0.0,0.0,0.0,613.0,-41.0,572.0,0.0,0.0,572.0,-79.0,-651.0,381.0,1.5,1.5,-0.207349,383.0,1.5,1.5,-0.207349,
09/30/2017,1362.0,1389.0,-27.0,-1032.0,473.0,559.0,330.0,0.0,-136.0,98.0,98.0,38.0,194.0,-101.0,113.0,116.0,-3.0,,-12.0,93.0,12.0,99.0,-111.0,105.0,0.0,0.0,0.0,105.0,-42.0,63.0,0.0,0.0,63.0,14.0,-49.0,381.0,0.16,0.16,0.036745,383.0,0.16,0.16,0.032063,
12/31/2017,1592.0,1640.0,-48.0,-1003.0,430.0,573.0,589.0,0.0,-214.0,88.0,88.0,126.0,375.0,-97.0,109.0,115.0,-6.0,,-12.0,278.0,240.0,182.0,-422.0,518.0,0.0,0.0,0.0,518.0,-62.0,456.0,0.0,0.0,456.0,126.0,-330.0,381.0,1.2,1.2,0.330709,383.0,1.19,1.19,0.328381,
03/31/2018,1691.0,1733.0,-42.0,-1070.0,517.0,553.0,621.0,0.0,-134.0,114.0,114.0,20.0,487.0,-99.0,111.0,117.0,-6.0,,-12.0,388.0,-182.0,198.0,-16.0,206.0,0.0,0.0,0.0,206.0,-61.0,145.0,0.0,0.0,145.0,114.0,-31.0,382.0,0.38,0.38,0.298429,384.0,0.38,0.38,0.298429,
06/30/2018,1872.0,1936.0,-64.0,-1122.0,514.0,608.0,750.0,0.0,-148.0,117.0,117.0,31.0,602.0,-94.0,107.0,111.0,-4.0,,-13.0,508.0,-239.0,249.0,-10.0,269.0,0.0,0.0,0.0,269.0,-74.0,195.0,0.0,0.0,195.0,181.0,-14.0,382.0,0.51,0.51,0.473822,385.0,0.51,0.51,0.473636,
09/30/2018,1998.0,1976.0,22.0,-1169.0,559.0,610.0,829.0,0.0,-231.0,99.0,99.0,132.0,598.0,-192.0,109.0,115.0,-6.0,,83.0,406.0,-245.0,262.0,-17.0,161.0,0.0,0.0,0.0,161.0,-80.0,81.0,0.0,0.0,81.0,235.0,154.0,383.0,0.21,0.21,0.613577,385.0,0.21,0.21,0.61,
12/31/2018,1737.0,1703.0,34.0,-1154.0,520.0,634.0,583.0,0.0,-834.0,101.0,101.0,733.0,-251.0,-93.0,101.0,107.0,-6.0,,-8.0,-344.0,-6.0,185.0,-179.0,-350.0,0.0,0.0,0.0,-350.0,-31.0,-381.0,0.0,0.0,-381.0,140.0,521.0,379.0,-1.0,-1.0,0.369393,379.0,-1.0,-1.0,0.369393,
03/31/2019,1699.0,1654.0,45.0,-1177.0,531.0,646.0,522.0,0.0,-260.0,123.0,123.0,137.0,262.0,-97.0,105.0,109.0,-4.0,,-8.0,165.0,-167.0,186.0,-19.0,-2.0,0.0,0.0,0.0,-2.0,-45.0,-47.0,0.0,0.0,-47.0,38.0,85.0,376.0,-0.12,-0.12,0.101064,376.0,-0.12,-0.12,0.101064,
06/30/2019,1636.0,1598.0,38.0,-1139.0,537.0,602.0,497.0,0.0,-476.0,102.0,102.0,374.0,21.0,-173.0,107.0,110.0,-3.0,,66.0,-152.0,-164.0,187.0,-23.0,-316.0,0.0,0.0,0.0,-316.0,-44.0,-360.0,0.0,0.0,-360.0,41.0,401.0,377.0,-0.96,-0.96,0.108753,377.0,-0.96,-0.96,0.10366,
09/30/2019,1463.0,1438.0,25.0,-1198.0,487.0,711.0,265.0,0.0,-170.0,98.0,98.0,72.0,95.0,-81.0,104.0,109.0,-5.0,,-23.0,14.0,-131.0,141.0,-10.0,-117.0,0.0,0.0,0.0,-117.0,-53.0,-170.0,0.0,0.0,-170.0,-108.0,62.0,377.0,-0.45,-0.45,-0.286472,377.0,-0.45,-0.45,-0.286472,
12/31/2019,1673.0,1625.0,48.0,-1233.0,512.0,721.0,440.0,0.0,-3378.0,83.0,83.0,3295.0,-2938.0,-97.0,108.0,109.0,-1.0,,-11.0,-3035.0,-212.0,146.0,66.0,-3247.0,0.0,0.0,0.0,-3247.0,271.0,-2976.0,0.0,0.0,-2976.0,243.0,3219.0,377.0,-7.89,-7.89,0.644562,377.0,-7.89,-7.89,0.644562,
03/31/2020,1254.0,1236.0,18.0,-1032.0,466.0,566.0,222.0,0.0,-4685.0,68.0,68.0,4617.0,-4463.0,-103.0,107.0,109.0,-2.0,,-4.0,-4566.0,-56.0,89.0,-33.0,-4622.0,0.0,0.0,0.0,-4622.0,142.0,-4480.0,0.0,0.0,-4480.0,129.0,4609.0,378.0,-11.86,-11.86,0.34127,378.0,-11.86,-11.86,0.333122,
06/30/2020,734.0,697.0,37.0,-804.0,386.0,418.0,-70.0,0.0,-380.0,94.0,94.0,286.0,-450.0,34.0,108.0,109.0,-1.0,,-142.0,-416.0,38.0,-27.0,-11.0,-378.0,0.0,0.0,0.0,-378.0,-8.0,-386.0,0.0,0.0,-386.0,-209.0,177.0,378.0,-1.02,-1.02,-0.55291,378.0,-1.02,-1.02,-0.55291,
09/30/2020,969.714,,,,,,,,,,,,48.9,,,,,,,-132.618,,,,-174.608,,,,,,-174.608,,,-174.608,-154.747,,,-0.404,-0.404,-0.375,,-0.404,-0.404,-0.375,
12/31/2020,1055.214,,,,,,,,,,,,151.671,,,,,,,0.958,,,,-66.823,,,,,,-66.823,,,-66.823,-53.925,,,-0.158,-0.158,-0.144,,-0.158,-0.158,-0.144,
