Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Prepaid Pension Costs,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Current Portion of LT Debt,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1995,579.830017,4.241,4.241,0.0,89.518997,,,129.649002,,,,,21.205,,,,244.613998,137.214005,177.850006,-40.636002,0.0,,198.001999,,,,,198.001999,335.216003,,71.487999,71.487999,,,,12.912,,,,,,15.642001,,,15.642001,100.042,90.103996,,,,,86.598,,,,86.598,176.701996,276.743996,0.0,150.298996,,,-4.343,,153.191999,299.147995,3.938,303.085995,579.829991,
12/31/1995,597.724976,3.974,3.974,0.0,93.315002,,,125.704002,,,,,29.233,,,,252.225998,140.100998,182.753998,-42.653,0.0,,205.397995,,,,,205.397995,345.498993,,31.785,31.785,,,,7.616,,,,,,84.249002,,,84.249002,123.650002,68.675003,,,,,86.045998,,,,86.045998,154.721001,278.371003,0.0,150.270004,,,-4.277,,169.928993,315.921997,3.432,319.353997,597.725,
03/31/1996,654.807007,3.023,3.023,0.0,92.002998,,,129.317001,,,,,17.757,,,,242.100006,139.959,185.903,-45.944,0.0,,272.747986,,,,,272.747986,412.706985,,73.280998,73.280998,,,,10.321,,,,,,36.402999,,,36.402999,120.004997,121.088997,,,,,82.696999,,,,82.696999,203.785995,323.790993,0.0,150.251007,,,-4.277,,181.553001,327.527008,3.489,331.016008,654.807001,
06/30/1996,660.935974,5.448,5.448,0.0,98.613998,,,128.574005,,,,,21.636999,,,,254.272995,139.507996,190.005997,-50.498001,0.0,,267.154999,,,,,267.154999,406.662994,,79.105003,79.105003,,,,14.607,,,,,,33.062998,,,33.062998,126.775002,105.734001,,,,,86.128998,,,,86.128998,191.862999,318.638,0.0,150.156998,,,-3.917,,195.043007,341.283005,1.015,342.298005,660.936005,
09/30/1996,665.867004,4.229,4.229,0.0,95.016998,,,131.783997,,,,,20.945,,,,251.975006,140.188004,194.085007,-53.896999,0.0,,273.70401,,,,,273.70401,413.892014,,81.079002,81.079002,,,,18.568001,,,,,,30.865997,,,30.865997,130.513,95.975998,,,,,85.200996,,,,85.200996,181.176994,311.689995,0.0,150.102005,,,-7.406,,207.004007,349.700012,4.477,354.177012,665.867007,
12/31/1996,667.661987,5.619,5.619,0.0,101.976997,,,125.398003,,,,,23.752001,,,,256.746002,141.457993,197.798996,-56.341,0.0,,269.458008,,,,,269.458008,410.916001,,33.720001,33.720001,,,,26.711,,,,,,82.768004,,,82.768004,143.199005,75.109001,,,,,79.467003,,,,79.467003,154.576004,297.775009,0.0,150.302002,,,-6.718,,222.005994,365.589996,4.297,369.886996,667.662005,
03/31/1997,743.732971,7.369,7.369,0.0,102.519997,,,129.735992,,,,,24.709999,,,,264.334991,140.119995,198.485992,-58.366001,0.0,,339.278015,,,,,339.278015,479.39801,,93.581001,93.581001,,,,31.077,,,,,,33.349003,,,33.349003,158.007004,131.154007,,,,,74.227997,,,,74.227997,205.382004,363.389008,0.0,150.358994,,,-5.012,,230.816001,376.162994,4.181,380.343995,743.733002,
06/30/1997,740.049988,7.791,7.791,0.0,107.258003,,,117.573997,,,,,34.209999,,,,266.833008,142.417999,203.416,-60.998001,0.0,,330.799011,,,,,330.799011,473.21701,,94.789001,94.789001,,,,25.434999,,,,,,28.962004,,,28.962004,149.186005,121.899002,,,,,75.254997,,,,75.254997,197.153999,346.340004,0.0,150.494003,,,-4.913,,244.164999,389.746002,3.964,393.710002,740.050006,
09/30/1997,759.534973,7.835,7.835,0.0,111.353996,,,121.556999,,,,,27.899,,,,268.644989,144.195999,207.647995,-63.452,0.0,,346.694,,,,,346.694,490.889999,,101.341003,101.341003,,,,28.358999,,,,,,30.904001,,,30.904001,160.604004,115.452003,,,,,73.262001,,,,73.262001,188.714005,349.318008,0.0,151.167007,,,-2.835,,257.935998,406.268005,3.949,410.217005,759.535014,
12/31/1997,774.375977,9.848,9.848,0.0,114.365997,,,124.748001,,,,,28.065001,,,,277.027008,147.130005,212.153,-65.023003,0.0,,350.218994,,,,,350.218994,497.348999,,38.942001,38.942001,,,,24.004999,,,,,,106.401999,,,106.401999,169.348999,105.504997,,,,,71.600998,,,,71.600998,177.105995,346.454994,0.0,151.279999,,,-2.188,,274.841015,423.933014,3.988,427.921014,774.376008,
03/31/1998,803.187012,5.42,5.42,0.0,120.535004,,,130.639008,35.744999,28.177,66.717003,,33.43,,,,290.023987,147.335999,216.121002,-68.785004,0.0,,365.826996,346.563995,,,,19.263,513.162994,,35.926998,35.926998,,,,25.898001,,,,,,107.538008,,,107.538008,169.363007,118.981003,,,,,70.384003,,,,70.384003,189.365005,358.728012,0.0,152.587997,,,0.0,,287.98999,440.577988,3.881,444.458988,803.187,
06/30/1998,869.263977,6.772,6.772,0.0,128.242996,,,152.557007,40.811001,27.514,84.232002,,33.881001,,,,321.453003,149.026001,222.744003,-73.718002,0.0,,398.785004,378.200989,,,,20.584015,547.811005,,42.598,42.598,,,,37.250999,,,,,,120.237,,,120.237,200.085999,171.699997,,,,,78.001999,,,,78.001999,249.701996,449.787994,0.0,153.466995,,,-31.209999,,285.650002,407.906998,11.569,419.475998,869.263992,
09/30/1998,889.500977,10.262,10.262,0.0,127.439003,,,159.662003,86.616997,28.701,44.344002,,31.93,,,,329.292999,159.307007,239.179993,-79.873001,0.0,,400.901001,100.849998,,,,300.051003,560.208008,,40.091,40.091,,,,30.591,,,,,,128.650993,,,128.650993,199.332993,178.569,,,,,78.049004,,,,78.049004,256.618004,455.950996,0.0,153.466995,,,-42.049,,310.676014,422.094009,11.456,433.55001,889.501006,
12/31/1998,895.322021,8.69,8.69,0.0,134.218002,,,139.235001,35.966,27.632,75.637001,,40.308998,,,,322.451996,158.998001,239.186996,-80.189003,0.0,,413.872009,346.072998,,,,67.799011,572.87001,,42.653999,42.653999,,,,16.27,,,,,,135.452007,,,135.452007,194.376007,217.490997,,,,,66.916,,,,66.916,284.406998,478.783005,0.0,153.414001,,,-41.651001,,302.037994,413.800995,2.738,416.538995,895.322,
03/31/1999,875.823975,9.108,9.108,0.0,133.218002,,,140.639008,34.811001,28.756001,77.071999,0.0,39.921001,,,,322.885986,167.095993,249.966995,-82.871002,0.0,,385.84201,366.246002,285.571991,80.674011,,19.596008,552.938004,,36.175999,36.175999,,,,34.998001,,,,,,125.583996,,,125.583996,196.757996,197.570999,,,,,62.91,,,,62.91,260.480999,457.238995,0.0,152.848999,,,-39.629002,,302.323002,415.542999,3.042,418.584999,875.823994,
06/30/1999,881.27002,10.836,10.836,0.0,134.561996,,,137.429993,30.125,26.677,80.626999,0.0,43.535,,,,326.363007,174.828125,261.131012,-86.300003,0.0,,380.075989,359.924988,280.542999,79.381989,,20.151001,554.904114,,35.701,35.701,,,,35.132,,,,,,126.133003,,,126.133003,196.966003,186.059998,,,,,62.292999,,,,62.292999,248.352997,445.319,0.0,152.294998,,,-33.377998,,314.254005,433.171005,2.78,435.951005,881.270005,
09/30/1999,882.171997,9.426,9.426,0.0,132.085007,,,141.705002,33.472,26.469999,81.763,0.0,41.779999,,,,324.996002,180.798004,271.924011,-91.125999,0.0,,376.377991,355.524994,272.786987,82.738007,,20.852997,557.175995,,34.816002,34.816002,,,,23.809999,,,,,,129.672995,,,129.672995,188.298996,170.404007,,,,,65.226997,,,,65.226997,235.631004,423.93,0.0,152.072998,,,-32.153999,,335.794014,455.713013,2.529,458.242013,882.172013,
12/31/1999,863.72998,11.418,11.418,0.0,127.911003,,,135.479996,32.174999,25.518999,77.786003,0.0,44.000999,,,,318.809998,180.535995,267.123993,-86.587997,0.0,,364.384003,349.42099,269.046997,80.373993,,14.963013,544.919998,,44.609001,44.609001,,,,20.155001,,,,,,115.597998,,,115.597998,180.362,145.311996,,,,,66.684998,,,,66.684998,211.996994,392.358994,0.0,152.052002,,,-35.921001,,352.741009,468.872009,2.499,471.371009,863.730003,
03/31/2000,843.557983,7.298,7.298,0.0,124.899002,,,136.496994,31.594,23.599001,81.304001,0.0,38.875,,,,307.569,177.460999,268.714996,-91.253998,0.0,,358.528015,343.700012,265.459991,78.240021,,14.828003,535.989014,,37.202999,37.202999,,,,18.163,,,,,,121.335997,,,121.335997,176.701996,134.162003,,,,,65.717003,,,,65.717003,199.879005,376.581001,0.0,152.022003,,,-55.258999,,367.787991,464.550995,2.426,466.976995,843.557996,
06/30/2000,851.007019,6.892,6.892,0.0,131.481995,,,139.216995,31.448,24.851999,82.917,0.0,41.379002,,,,318.970001,177.910156,274.881012,-96.970001,0.0,,354.126007,262.261993,262.261993,0.0,,91.864014,532.036163,,38.956001,38.956001,,,,20.569,,,,,,121.068001,,,121.068001,180.593002,121.234001,,,,,65.908997,,,,65.908997,187.142998,367.736,0.0,151.931,,,-59.831001,,388.747993,480.847992,2.423,483.270992,851.006992,
09/30/2000,844.585999,8.16,8.16,0.0,126.728996,,,138.459,30.987,25.636,81.835999,0.0,38.158001,,,,311.506012,171.921005,270.970001,-99.049004,0.0,,361.158997,339.040009,256.869995,82.170013,,22.118988,533.080002,,38.014999,38.014999,,,,13.301,,,,,,129.637996,,,129.637996,180.953995,112.905998,,,,,63.410999,,,,63.410999,176.316998,357.270992,0.0,152.085007,,,-69.038002,,399.634987,482.681992,4.633,487.314991,844.585984,
12/31/2000,866.61499,15.433,15.433,0.0,133.643005,,,133.304001,26.766001,22.101999,84.435997,0.0,43.074001,,,,325.45401,181.341003,285.257996,-103.917,0.0,,359.820007,344.752991,264.02301,80.72998,,15.067017,541.161011,,45.764,45.764,,,,0.794,,,,,,121.580001,,,121.580001,168.138,109.5,,,,,64.045998,,,,64.045998,173.545998,341.683998,0.0,152.442001,,,-68.004997,,435.933006,520.37001,4.561,524.93101,866.615008,
03/31/2001,1075.807,15.338,15.338,0.0,136.358,,,143.003,25.027,25.641,92.335,0.0,44.236,,,,338.935,185.337,,,0.0,,551.535,502.838,335.681,167.157,,48.697,736.872,,47.332,47.332,,,,1.296,,,,,,136.793,,,136.793,185.421,272.33,,,,,77.119,,,,77.119,349.449,534.87,0.0,152.848,,,-66.616,520.94,-70.671,536.501,4.436,540.937,1075.807,
06/30/2001,1162.823,16.96,16.96,0.0,136.452,,,154.672,30.07,26.15,98.452,0.0,41.871,,,,349.955,185.515,,,0.0,,627.353,575.526,410.432,165.094,,51.827,812.868,,45.063,45.063,,,,1.48,,,,,,137.235,,,137.235,183.778,340.116,,,,,71.899,,,,71.899,412.015,595.793,0.0,153.488,,,-63.898,544.783,-71.698,562.675,4.355,567.03,1162.823,
09/30/2001,1219.171,11.879,11.879,0.0,146.568,,,163.853,30.372,26.976,106.505,0.0,41.439,,,,363.739,195.217,,,0.0,,660.215,606.337,434.256,172.081,,53.878,855.432,,47.515,47.515,,,,1.049,,,,,,160.501,,,160.501,209.065,343.153,,,,,71.172,,,,71.172,414.325,623.39,0.0,153.753,,,-62.207,567.136,-65.161,593.521,2.26,595.781,1219.171,
12/31/2001,1798.151,33.71,33.71,0.0,191.534,,,197.454,42.885,35.539,119.03,0.0,61.545,,,,484.243,240.89,430.636,-189.746,0.0,,1073.018,1012.16,763.27,248.89,,60.858,1313.908,,69.904,69.904,,,,7.634,,,,,,280.979,,,280.979,358.517,723.524,,,,,106.154,,,,106.154,829.678,1188.195,0.0,153.73,,,-60.818,597.414,-80.807,609.519,0.437,609.956,1798.151,
03/31/2002,1816.305,19.837,19.837,0.0,205.958,,,204.173,45.08,37.365,121.728,0.0,60.113,,,,490.081,266.332,,,0.0,,1059.892,996.39,776.221,220.169,,63.502,1326.224,,62.593,62.593,,,,10.664,,,,,,260.295,,,260.295,333.552,726.129,,,,,116.912,,,,116.912,843.041,1176.593,0.0,154.5,,,-57.777,626.92,-84.394,639.249,0.463,639.712,1816.305,
06/30/2002,1970.753,17.686,17.686,0.0,221.316,,,222.911,45.062,40.553,137.296,0.0,60.25,,,,522.163,286.73,,,0.0,,1161.86,1075.679,846.113,229.566,,86.181,1448.59,,65.292,65.292,,,,9.852,,,,,,285.531,,,285.531,360.675,786.179,,,,,89.007,,,,89.007,875.186,1235.861,0.0,155.69,,,-55.475,660.142,-26.038,734.319,0.573,734.892,1970.753,
09/30/2002,1996.099,23.895,23.895,0.0,208.355,,,219.786,45.558,38.031,136.197,0.0,60.043,,,,512.079,294.418,,,0.0,,1189.602,1104.338,876.973,227.365,,85.264,1484.02,,62.122,62.122,,,,7.694,,,,,,304.31,,,304.31,374.126,772.959,,,,,93.464,,,,93.464,866.423,1240.549,0.0,156.285,,,-54.263,692.308,-40.012,754.318,1.232,755.55,1996.099,
12/31/2002,2087.033,25.652,25.652,0.0,221.262,,,214.492,40.438,39.065,134.989,0.0,79.595,,,,541.001,313.178,498.595,-185.417,0.0,,1232.854,1134.506,898.497,236.009,,98.348,1546.032,,66.625,66.625,,,,4.55,,,,,,294.57,,,294.57,365.745,769.823,,,,,114.278,,,,114.278,884.101,1249.846,0.0,157.712,,,-52.48,730.971,-0.275,835.928,1.259,837.187,2087.033,
03/31/2003,2188.898,46.178,46.178,0.0,228.857,,,228.903,45.688,40.661,142.554,0.0,73.914,,,,577.852,329.014,,,0.0,,1282.032,1156.934,918.84,238.094,,125.098,1611.046,,77.059,77.059,,,,4.421,,,,,,289.391,,,289.391,370.871,797.627,,,,,122.552,,,,122.552,920.179,1291.05,0.0,158.748,,,-51.069,765.627,23.207,896.513,1.335,897.848,2188.898,
06/30/2003,2304.209,81.401,81.401,0.0,243.813,,,229.592,45.066,42.506,142.02,0.0,82.489,,,,637.295,348.971,,,0.0,,1317.943,1178.571,941.598,236.973,,139.372,1666.914,,79.512,79.512,,,,5.365,,,,,,294.7,,,294.7,379.577,824.971,,,,,120.359,,,,120.359,945.33,1324.907,0.0,162.794,,,-45.087,806.216,54.059,977.982,1.32,979.302,2304.209,
09/30/2003,2332.405,91.01,91.01,0.0,242.937,,,230.054,44.839,43.01,142.205,0.0,79.813,,,,643.814,359.425,,,0.0,,1329.166,1189.262,953.403,235.859,,139.904,1688.591,,81.312,81.312,,,,22.697,,,,,,303.695,,,303.695,407.704,783.392,,,,,106.347,,,,106.347,889.739,1297.443,0.0,165.14,,,-42.254,843.378,68.091,1034.355,0.607,1034.962,2332.405,
12/31/2003,2445.586914,163.755005,163.755005,0.0,241.384995,,,205.587006,40.299999,41.997002,123.290001,0.0,116.724998,,,,727.452026,376.210999,586.164978,-209.953995,0.0,,1341.92395,1209.739014,963.263977,246.475037,,132.184936,1718.134949,,86.337997,86.337997,,,,21.973,,,,,,229.372993,,,229.372993,337.68399,790.202026,,,,,195.214005,,,,195.214005,985.416031,1323.100021,0.0,167.766006,,,-39.838001,889.601013,104.539967,1122.068985,0.418,1122.486985,2445.587006,
03/31/2004,2515.283,287.71,287.71,0.0,248.387,,,207.836,41.372,41.099,125.365,0.0,89.711,,,,833.644,374.567,,,0.0,,1307.072,1198.956,957.119,241.837,,108.116,1681.639,,78.276,78.276,,,,22.763,,,,,,221.663,,,221.663,322.702,787.467,,,,,191.186,,,,191.186,978.653,1301.355,0.0,180.371,,,-31.987,974.211,91.02,1213.615,0.313,1213.928,2515.283,
06/30/2004,2535.2,344.401001,344.401001,0.0,245.438995,,,203.179001,39.995998,41.75,121.432999,0.0,89.575996,,,,882.594971,376.225006,,,0.0,,1276.380005,1186.73999,947.046997,239.692993,,89.640015,1652.605011,,84.719002,84.719002,,,,23.322001,,,,,,196.918997,,,196.918997,304.96,771.344971,,,,,202.126999,,,,202.126999,973.47197,1278.43197,0.0,184.354004,,,-28.566,1019.030029,81.765951,1256.583984,0.181,1256.764984,2535.196954,
09/30/2004,2618.037,407.35,407.35,0.0,241.869,,,212.052,40.628,42.118,129.306,0.0,93.687,,,,954.958,381.091,,,0.0,,1281.988,1195.828,958.065,237.763,,86.16,1663.079,,73.953,73.953,,,,22.478,,,,,,219.113,,,219.113,315.544,781.96,,,,,207.719,,,,207.719,989.679,1305.223,0.0,186.94,,,-32.075,1061.497,96.373,1312.735,0.079,1312.814,2618.037,
12/31/2004,2798.145,506.369,506.369,0.0,238.873,238.873,,213.709,41.132,42.427,130.15,0.0,97.458,,,,1056.409,407.527,656.887,-249.36,0.0,,1334.209,1254.346,996.262,258.084,,79.863,1741.736,,91.576,91.576,,,,72.879,72.879,0.0,0.0,,,240.152,,,240.152,404.607,779.94,779.94,0.0,0.0,,169.025,,,,169.025,948.965,1353.572,0.0,190.091,,,-36.48,1126.262,164.1,1443.973,0.6,1444.573,2798.145,
03/31/2005,2696.417,436.702,436.702,0.0,251.259,,,224.091,41.037,44.869,138.185,0.0,113.64,,,,1025.692,396.79,,,0.0,,1273.935,1223.698,977.496,246.202,,50.237,1670.725,,105.005,105.005,,,,69.738,69.738,0.0,0.0,,,218.675,,,218.675,393.418,700.9,700.9,0.0,0.0,,167.694,,,,167.694,868.594,1262.012,0.0,185.217,,,-44.158,1170.479,122.28,1433.818,0.587,1434.405,2696.417,
06/30/2005,2572.322,365.675,365.675,0.0,264.637,,,224.224,44.379,42.281,137.564,0.0,92.592,,,,947.128,378.114,,,0.0,,1247.08,1193.854,954.802,239.052,,53.226,1625.194,,87.847,87.847,,,,69.285,69.285,0.0,0.0,,,216.277,,,216.277,373.409,658.077,658.077,0.0,0.0,,172.526,,,,172.526,830.603,1204.012,0.0,181.251,,,-117.241,1223.593,80.104,1367.707,0.603,1368.31,2572.322,
09/30/2005,2465.818,398.581,398.581,0.0,259.92,,,228.96,44.644,42.904,141.412,0.0,99.533,,,,986.994,376.34,,,0.0,,1102.484,1053.839,949.138,104.701,,48.645,1478.824,,78.829,78.829,,,,66.276,66.276,0.0,0.0,,,218.783,,,218.783,363.888,684.601,684.601,0.0,0.0,,160.92,,,,160.92,845.521,1209.409,0.0,179.99,,,-162.605,1158.097,80.317,1255.799,0.61,1256.409,2465.818,
12/31/2005,2407.329,434.525,434.525,0.0,254.822,254.822,,208.179,39.723,40.887,127.569,0.0,132.517,,,,1030.043,316.218,574.491,-258.273,0.0,,1061.068,1001.827,933.227,68.6,,59.241,1377.286,,82.317,82.317,,,,412.212,412.212,0.0,0.0,,,246.705,,,246.705,741.234,270.104,270.104,0.0,0.0,,154.223,,,,154.223,424.327,1165.561,0.0,171.421,,,-138.151,1151.856,56.454,1241.58,0.188,1241.768,2407.329,
03/31/2006,2442.154,412.719,412.719,0.0,275.106,,,226.442,45.222,42.848,138.372,0.0,149.859,,,,1064.126,309.825,,,0.0,,1068.203,1013.168,945.461,67.707,,55.035,1378.028,,88.408,88.408,,,,477.787,477.787,0.0,0.0,,,212.072,,,212.072,778.267,186.861,186.861,0.0,0.0,,167.367,,,,167.367,354.228,1132.495,0.0,170.011,,,-120.647,1196.318,63.794,1309.476,0.183,1309.659,2442.154,
06/30/2006,2566.713,475.417,475.417,0.0,299.048,,,229.373,49.554,43.088,136.731,0.0,155.234,,,,1159.072,321.91,,,0.0,,1085.731,1043.139,975.156,67.983,,42.592,1407.641,,76.665,76.665,,,,388.717,388.717,0.0,0.0,,,250.794,,,250.794,716.176,413.307,413.307,0.0,0.0,,186.62,,,,186.62,599.927,1316.103,0.0,170.166,,,-237.737,1250.222,67.746,1250.397,0.213,1250.61,2566.713,
09/30/2006,2566.935,460.129,331.825,128.304,296.066,,,236.279,49.977,42.009,144.293,0.0,144.533,,,,1137.007,320.779,,,0.0,,1109.149,1037.604,969.778,67.826,,71.545,1429.928,,74.62,74.62,,,,443.113,443.113,0.0,0.0,,,245.629,,,245.629,763.362,329.202,329.202,0.0,0.0,,188.514,,,,188.514,517.716,1281.078,0.0,172.811,,,-249.892,1294.281,68.445,1285.645,0.212,1285.857,2566.935,
12/31/2006,2181.35,65.143,65.064,0.079,290.791,,,232.441,45.419,43.855,143.167,0.0,129.816,,,,718.191,329.616,638.72,-309.104,0.0,,1133.543,1067.11,995.382,71.728,,66.433,1463.159,,79.951,79.951,,,,2.995,2.995,0.0,0.0,,,228.488,,,228.488,311.434,367.161,367.161,0.0,0.0,,228.698,,,,228.698,595.859,907.293,0.0,168.949,,,-328.184,1353.156,79.914,1273.835,0.222,1274.057,2181.35,
03/31/2007,2294.758,136.917,104.078,32.839,311.005,,,247.517,49.034,44.977,153.506,0.0,120.962,,,,816.401,331.686,,,0.0,,1146.671,1065.909,998.396,67.513,,80.762,1478.357,,85.031,85.031,,,,9.759,9.759,0.0,0.0,,,170.19,,,170.19,264.98,413.355,413.355,0.0,0.0,,278.159,,,,278.159,691.514,956.494,0.0,169.609,,,-319.94,1400.478,87.882,1338.029,0.235,1338.264,2294.758,
06/30/2007,2388.57,180.224,69.433,110.791,322.9,,,249.864,45.264,47.167,157.433,0.0,116.757,,,,869.745,333.949,,,0.0,,1184.876,1091.445,1020.02,71.425,,93.431,1518.825,,87.031,87.031,,,,5.104,5.104,0.0,0.0,,,198.94,,,198.94,291.075,397.124,397.124,0.0,0.0,,301.636,,,,301.636,698.76,989.835,0.0,169.394,,,-333.292,1460.526,101.858,1398.486,0.249,1398.735,2388.57,
