Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Depreciation & Amortization,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Other Investment (Inc) Loss,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
06/30/1996,3.685,,,-1.049,,2.636,,-2.383,,,,,0.253,0.13,,0.0,,,0.0,-0.13,0.383,0.0,0.383,0.0,,,0.383,0.0,0.383,0.0,,0.383,0.383,,14.412,0.025,0.025,0.025,14.412,0.025,0.025,0.025,
09/30/1996,3.828,,,-1.074,,2.754,,-2.626,,,,,0.128,0.126,,0.0,,,0.0,-0.126,0.254,0.0,0.254,0.0,,,0.254,0.0,0.254,0.0,,0.254,0.254,,14.398,0.02,0.02,0.02,14.398,0.02,0.02,0.02,
12/31/1996,3.321,,,-1.5,,1.821,,-2.352,,,,,-0.531,0.15,,0.0,,,0.0,-0.15,-0.381,0.0,-0.381,0.0,,,-0.381,0.0,-0.381,0.0,,-0.381,-0.381,,13.952,-0.025,-0.025,-0.025,13.952,-0.025,-0.025,-0.025,
03/31/1997,4.189,,,-0.804,,3.385,,-2.494,,,,,0.891,0.129,,0.0,,,0.0,-0.129,1.02,0.0,1.02,0.541,,,0.479,0.0,0.479,0.0,,0.479,0.479,,14.14,0.035,0.07,0.07,14.14,0.035,0.07,0.07,
06/30/1997,5.665,,,-1.308,,4.357,,-3.528,,,,,0.829,0.124,,0.0,,,0.0,-0.124,0.953,0.0,0.953,0.082,,,0.871,0.0,0.871,0.0,,0.871,0.871,,14.024,0.06,0.065,0.065,14.248,0.06,0.065,0.065,
09/30/1997,6.819,,,-1.806,,5.013,,-4.679,,,,,0.334,0.292,,0.0,,,0.0,-0.292,0.626,0.0,0.626,0.138,,,0.488,0.0,0.488,0.0,,0.488,0.488,,16.526,0.03,0.04,0.04,17.212,0.03,0.035,0.035,
12/31/1997,4.578,,,-1.592,,2.986,,-4.47,,,,,-1.484,0.404,,0.0,,,0.0,-0.404,-1.08,0.0,-1.08,0.146,,,-1.226,0.0,-1.226,0.0,,-1.226,-1.226,,16.82,-0.075,-0.065,-0.065,16.82,-0.075,-0.065,-0.065,
03/31/1998,4.593,,,-1.307,,3.286,,-4.8,,,,,-1.514,0.386,,0.0,,,0.0,-0.386,-1.128,0.0,-1.128,1.513,,,-2.641,0.0,-2.641,0.0,,-2.641,-2.641,,17.122,-0.155,-0.09,-0.03,17.122,-0.155,-0.09,-0.03,
06/30/1998,5.803,,,-1.437,,4.366,,-5.265,,,,,-0.899,0.357,,0.0,5.8,,0.0,-6.157,-0.542,0.0,-0.542,0.0,,,-0.542,0.0,-0.542,0.0,0.0,-0.542,-0.542,,17.146,-0.03,-0.03,-0.03,17.146,-0.03,-0.03,-0.03,
09/30/1998,4.967,,,-1.563,,3.404,,-6.257,,,,,-2.853,0.37,,0.0,,,0.0,-0.37,-2.483,0.0,-2.483,0.0,,,-2.483,0.0,-2.483,0.0,0.0,-2.483,-2.483,,17.242,-0.145,-0.145,-0.145,17.242,-0.145,-0.145,-0.145,
12/31/1998,5.126701,,,-1.700538,,3.426163,,-5.949591,,,,,-2.523428,0.217704,,0.0,-0.217704,,0.0,0.0,-2.305724,0.0,-2.305724,0.0,,,-2.305724,0.0,-2.305724,0.0,0.0,-2.305724,-2.305724,,17.279464,-0.135,-0.135,-0.135,17.279464,-0.135,-0.135,-0.135,
03/31/1999,6.193,,,-2.071,,4.122,,-5.751,,,,,-1.629,0.248,,0.0,-0.247,,0.0,-0.001,-1.381,0.0,-1.381,0.0,,,-1.381,0.0,-1.381,0.0,,-1.381,-1.381,,17.288,-0.08,-0.08,-0.08,17.288,-0.08,-0.08,-0.08,
06/30/1999,6.352,,,-1.357,,4.995,,-5.89,,,,,-0.895,0.157,,0.0,,,0.0,-0.157,-0.738,0.0,-0.738,0.0,,,-0.738,0.0,-0.738,0.0,,-0.738,-0.738,,17.304001,-0.045,-0.045,-0.045,17.304001,-0.045,-0.045,-0.045,
09/30/1999,4.168,,,-1.115,,3.053,,-6.362,,,,,-3.309,0.24,,0.0,,,0.0,-0.24,-3.069,0.0,-3.069,0.0,,,-3.069,0.0,-3.069,0.0,,-3.069,-3.069,,17.308,-0.175,-0.175,-0.175,17.308,-0.175,-0.175,-0.175,
12/31/1999,5.943662,,,-1.61033,,4.333332,0.0,-8.120352,3.524082,,,4.59627,-3.78702,0.209998,-0.209998,0.0,,,0.0,0.0,-3.577022,0.0,-3.577022,0.0,,,-3.577022,0.0,-3.577022,0.0,0.0,-3.577022,-3.577022,,17.347062,-0.205,-0.205,-0.205,17.347062,-0.205,-0.205,-0.205,
03/31/2000,6.053,,,-1.8,,4.253,,-7.823,,,,,-3.569,0.499,,0.0,-0.498,,0.0,-0.001,-3.07,0.0,-3.07,0.0,,,-3.07,0.0,-3.07,0.0,,-3.07,-3.07,,18.177999,-0.17,-0.17,-0.17,18.177999,-0.17,-0.17,-0.17,
06/30/2000,6.166,,,-1.855,,4.311,,-7.468,,,,,-3.157,1.559,,0.0,,,0.0,-1.559,-1.598,0.0,-1.598,0.0,,,-1.598,0.0,-1.598,0.0,0.0,-1.598,-1.598,,19.976,-0.08,-0.08,-0.08,19.976,-0.08,-0.08,-0.08,
09/30/2000,5.165,,,-1.408,,3.757,,-14.925,,,,,-11.168,1.584,,0.0,,,0.0,-1.584,-9.584,0.0,-9.584,0.0,,,-9.584,0.0,-9.584,0.0,0.0,-9.584,-9.584,,20.392,-0.465,-0.465,-0.465,20.392,-0.465,-0.465,-0.465,
12/31/2000,5.278,,,-1.883,,3.395,,-9.523,,,,,-6.128,1.568,,,,,0.0,-1.568,-4.56,0.0,-4.56,0.0,,,-4.56,0.0,-4.56,0.0,0.0,-4.56,-4.56,,20.636999,-0.22,-0.22,-0.22,20.636999,-0.22,-0.22,-0.22,
03/31/2001,6.446,,,-2.076,,4.37,,-9.162,,,,,-4.792,1.449,-1.45,,-1.45,,0.0,0.001,-3.343,0.0,-3.343,0.0,,,-3.343,0.0,-3.343,0.0,0.0,-3.343,-3.343,,20.721001,-0.16,-0.16,-0.16,20.721001,-0.16,-0.16,-0.16,
06/30/2001,6.682,,,-2.035,,4.647,,-10.758,,,,,-6.111,0.986,,0.0,,,0.0,-0.986,-5.125,0.0,-5.125,0.0,,,-5.125,0.0,-5.125,0.0,0.0,-5.125,-5.125,,20.792,-0.25,-0.25,-0.25,20.792,-0.25,-0.25,-0.25,
09/30/2001,5.594,,,-1.478,,4.116,,-10.541,,,,,-6.425,0.809,,0.0,,,0.0,-0.809,-5.616,0.0,-5.616,0.0,,,-5.616,0.0,-5.616,0.0,0.0,-5.616,-5.616,,20.858,-0.27,-0.27,-0.27,20.858,-0.27,-0.27,-0.27,
12/31/2001,6.589,,,-1.615,,4.974,,-10.91,,,,,-5.936,0.616,,0.0,,,0.0,-0.616,-5.32,0.0,-5.32,0.0,,,-5.32,0.0,-5.32,0.0,0.0,-5.32,-5.32,,20.903999,-0.25,-0.25,-0.25,20.903999,-0.25,-0.25,-0.25,
03/31/2002,7.34,,,-2.581,,4.759,,-11.885,4.269,,,7.616,-7.126,0.534,-0.534,,-0.534,,0.0,0.0,-6.592,0.0,-6.592,0.0,,,-6.592,0.0,-6.592,0.0,0.0,-6.592,-6.592,,20.927,-0.32,-0.32,-0.32,20.927,-0.32,-0.32,-0.32,
06/30/2002,5.306,,,-1.673,,3.633,,-9.556,,,,,-5.923,0.423,,0.0,,,-0.033,-0.39,-5.5,0.0,-5.5,0.0,,,-5.5,0.0,-5.5,0.0,0.0,-5.5,-5.5,,20.952,-0.26,-0.26,-0.26,20.952,-0.26,-0.26,-0.26,
09/30/2002,5.576,,,-1.598,,3.978,,-9.498,,,,,-5.52,0.328,,0.0,,,-0.017,-0.311,-5.192,0.0,-5.192,0.0,,,-5.192,0.0,-5.192,0.0,0.0,-5.192,-5.192,,20.983999,-0.25,-0.25,-0.25,20.983999,-0.25,-0.25,-0.25,
12/31/2002,5.62,,,-2.088,,3.532,,-8.262,,,,,-4.73,0.291,,0.0,,,-0.03,-0.261,-4.439,0.0,-4.439,0.0,,,-4.439,0.0,-4.439,0.0,0.0,-4.439,-4.439,,21.016001,-0.21,-0.21,-0.21,21.016001,-0.21,-0.21,-0.21,
06/30/2003,5.1,,,-1.222,,3.878,,-7.324,,,,,-3.446,0.261,,0.0,,,-0.082,-0.179,-3.185,0.0,-3.185,0.0,,,-3.185,0.0,-3.185,0.0,0.0,-3.185,-3.185,,21.052999,-0.15,-0.15,-0.15,21.052999,-0.15,-0.15,-0.15,
09/30/2003,5.341,,,-1.411,,3.93,,-6.81,,,,,-2.88,0.119,,0.0,,,0.025,-0.144,-2.761,0.0,-2.761,0.0,,,-2.761,0.0,-2.761,0.0,0.0,-2.761,-2.761,,21.076,-0.13,-0.13,-0.13,21.076,-0.13,-0.13,-0.13,
12/31/2003,6.683,,,-2.125,,4.558,,-6.795,,,,,-2.237,0.27,,0.0,,,-0.118,-0.152,-1.967,0.0,-1.967,0.0,,,-1.967,0.0,-1.967,0.0,0.0,-1.967,-1.967,,21.173,-0.09,-0.09,-0.09,21.173,-0.09,-0.09,-0.09,
03/31/2004,8.615,,,-2.833,,5.782,,-7.471,,,,,-1.689,-0.019,,0.0,,,0.019,-0.175,-1.533,0.0,-1.533,0.0,,,-1.533,0.0,-1.533,0.0,0.0,-1.533,-1.533,,21.311032,-0.071935,-0.071935,-0.071935,21.311032,-0.071935,-0.071935,-0.071935,
06/30/2004,7.441,,,-1.757,,5.684,,-8.225,,,,,-2.541,0.162,,0.0,,,0.008,-0.17,-2.379,0.0,-2.379,0.0,,,-2.379,0.0,-2.379,0.0,0.0,-2.379,-2.379,,21.570999,-0.11,-0.11,-0.06,21.570999,-0.11,-0.11,-0.06,
09/30/2004,10.437,,,-2.429,,8.008,,-7.74,,,,,0.268,0.191,,0.0,,,-0.012,-0.179,0.459,0.0,0.459,0.0,,,0.459,0.0,0.459,0.0,0.0,0.459,0.459,,21.851999,0.02,0.02,0.02,23.038,0.02,0.02,0.02,
12/31/2004,9.566,,,-2.457,,7.109,,-7.633,,,,,-0.524,0.323,,0.0,,,-0.116,-0.207,-0.201,0.0,-0.201,0.0,,,-0.201,0.0,-0.201,0.0,0.0,-0.201,-0.201,,21.952158,-0.01,-0.01,-0.01,21.952158,-0.01,-0.01,-0.01,
03/31/2005,10.772,,,-2.723,,8.049,,-8.505,,,,,-0.456,0.235,,0.0,,,0.029,-0.264,-0.221,0.0,-0.221,0.0,,,-0.221,0.0,-0.221,0.0,0.0,-0.221,-0.221,,22.004999,-0.01,-0.01,-0.01,22.004999,-0.01,-0.01,-0.01,
06/30/2005,8.423,,,-2.333,,6.09,,-11.518,,,,,-5.428,-13.08,,0.0,,,0.054,13.026,-18.508,0.0,-18.508,0.0,,,-18.508,0.0,-18.508,0.0,0.0,-18.508,-18.508,,24.134413,-0.77,-0.77,-0.22,24.134413,-0.77,-0.77,-0.22,
09/30/2005,10.936,,,-2.448,,8.488,,-11.527,,,,,-3.039,0.26,,0.0,,,0.058,-0.318,-2.779,0.0,-2.779,0.0,,,-2.779,0.0,-2.779,0.0,0.0,-2.779,-2.779,,26.251116,-0.11,-0.11,-0.11,26.251116,-0.11,-0.11,-0.11,
12/31/2005,10.515,,,-3.07,,7.445,,-11.985,,,,,-4.54,0.313,,0.0,,,0.056,-0.369,-4.227,-0.253,-4.48,0.0,,,-4.48,0.0,-4.48,0.0,0.0,-4.48,-4.48,,26.350871,-0.17,-0.17,-0.1598,26.350871,-0.17,-0.17,-0.1598,
03/31/2006,13.797,,,-3.835,,9.962,,-13.94,,,,,-3.978,0.4,,0.0,,,-0.052,-0.348,-3.578,-0.103,-3.681,0.0,,,-3.681,0.0,-3.681,0.0,0.0,-3.681,-3.681,,25.9999,-0.14,-0.14,-0.14,25.9999,-0.14,-0.14,-0.14,
06/30/2006,13.008,,,-3.483,,9.525,,-15.177,,,,,-5.652,-0.341,,0.0,,,-0.114,0.455,-5.993,-0.138,-6.131,0.0,,,-6.131,0.0,-6.131,0.0,0.0,-6.131,-6.131,,26.488487,-0.23,-0.23,-0.2,26.488487,-0.23,-0.23,-0.2,
09/30/2006,10.886,,,-2.925,,7.961,,-16.835,,,,,-8.874,0.301,,0.0,,,0.027,-0.328,-8.573,-0.103,-8.676,0.0,,,-8.676,0.0,-8.676,0.0,0.0,-8.676,-8.676,,26.611,-0.33,-0.33,-0.33,26.611,-0.33,-0.33,-0.33,
12/31/2006,12.904,,,-2.873,,10.031,0.0,-16.915,10.917,,,5.998,-6.884,0.262,,0.0,,,-0.062,-0.2,-6.622,-0.103,-6.725,0.0,,,-6.725,0.0,-6.725,0.0,0.0,-6.725,-6.725,,26.712,-0.25,-0.25,-0.25,26.712,-0.25,-0.25,-0.25,
03/31/2007,13.851,,,-2.731,,11.12,,-17.421,,,,,-6.301,-0.176,,0.0,,,0.176,-0.259,-6.218,-0.131,-6.349,0.0,,,-6.349,0.0,-6.349,0.0,0.0,-6.349,-6.349,,28.684513,-0.221339,-0.221339,-0.221339,28.684513,-0.221339,-0.221339,-0.221339,
06/30/2007,14.063,,,-3.532,,10.531,,-18.337,,,,,-7.806,-0.324,,0.0,,,0.022,0.302,-8.13,-0.145,-8.275,0.0,,,-8.275,0.0,-8.275,0.0,0.0,-8.275,-8.275,,32.338,-0.26,-0.26,-0.25,32.338,-0.26,-0.26,-0.25,
09/30/2007,11.355,,,-2.877,,8.478,,-18.475,,,,,-9.997,0.76,,0.0,,,0.0,-0.76,-9.237,-0.145,-9.382,0.0,,,-9.382,0.0,-9.382,0.0,0.0,-9.382,-9.382,,32.422,-0.29,-0.29,-0.29,32.422,-0.29,-0.29,-0.29,
12/31/2007,16.015,,,-3.773,,12.242,0.0,-20.826,13.54,,,7.286,-8.584,0.45,,0.0,,,0.0,-0.45,-8.134,-0.167,-8.301,0.0,,,-8.301,0.0,-8.301,0.0,0.0,-8.301,-8.301,,32.488,-0.26,-0.26,-0.26,32.488,-0.26,-0.26,-0.26,
03/31/2008,17.507,,,-4.883,,12.624,0.0,-21.518,14.419,,,7.099,-8.894,-6.008,,0.0,,,0.0,6.008,-14.902,-0.07,-14.972,0.0,,,-14.972,0.0,-14.972,0.0,0.0,-14.972,-14.972,,32.612,-0.46,-0.46,-0.26,32.612,-0.46,-0.46,-0.26,
06/30/2008,16.357,16.27,0.087,-5.627,5.627,10.73,0.0,-20.084,13.514,6.144,0.426,0.0,-9.354,0.385,,,,-0.244,,-0.141,-8.969,-0.145,-9.114,0.0,0.0,0.0,-9.114,0.0,-9.114,0.0,0.0,-9.114,-9.114,0.0,32.845,-0.28,-0.28,-0.28,32.845,-0.28,-0.28,-0.28,
09/30/2008,19.999,19.777,0.222,-4.793,4.793,15.206,0.0,-21.159,13.898,6.85,0.411,0.0,-5.953,-0.104,,,,0.043,,0.061,-6.057,-0.273,-6.33,0.0,0.0,0.0,-6.33,0.0,-6.33,0.0,0.0,-6.33,-6.33,0.0,34.475,-0.18,-0.18,-0.18,34.475,-0.18,-0.18,-0.18,
12/31/2008,17.271,17.081,0.19,-4.519,4.519,12.752,0.0,-18.792,13.227,5.203,0.362,0.0,-6.04,-1.477,,,,,,1.477,-7.517,-0.182,-7.699,0.0,0.0,0.0,-7.699,0.0,-7.699,0.0,0.0,-7.699,-7.90245,-0.20345,36.051,-0.21,-0.21,-0.219202,36.051,-0.21,-0.21,-0.219202,
03/31/2009,19.583,19.384,0.199,-5.498,5.498,14.085,0.0,-22.256,14.718,7.131,0.407,0.0,-8.171,-0.131,,,,-0.104,,0.235,-8.302,-0.152,-8.454,0.0,0.0,0.0,-8.454,0.0,-8.454,0.0,0.0,-8.454,-8.454,0.0,36.142,-0.23,-0.23,-0.23,36.142,-0.23,-0.23,-0.23,
06/30/2009,19.913,19.588,0.325,-5.072,5.072,14.841,0.0,-22.304,15.967,5.983,0.354,0.0,-7.463,-0.071,,,,-0.044,,0.115,-7.534,-0.226,-7.76,0.0,0.0,0.0,-7.76,0.0,-7.76,0.0,0.0,-7.76,-7.76,0.0,36.549,-0.21,-0.21,-0.21,36.549,-0.21,-0.21,-0.21,
09/30/2009,20.022,19.725,0.297,-5.446,5.446,14.576,0.0,-21.973,14.816,6.786,0.371,0.0,-7.397,-0.035,,,,-0.053,,0.088,-7.432,-0.242,-7.674,0.0,0.0,0.0,-7.674,0.0,-7.674,0.0,0.0,-7.674,-7.674,0.0,36.924,-0.21,-0.21,-0.21,36.924,-0.21,-0.21,-0.21,
12/31/2009,22.799,22.623,0.176,-5.772,5.772,17.027,0.0,-21.969,15.19,6.397,0.382,0.0,-4.942,0.337,,,,-0.275,,-0.062,-4.605,0.04,-4.565,0.0,0.0,0.0,-4.565,0.0,-4.565,0.0,0.0,-4.565,-4.565,0.0,37.011,-0.12,-0.12,-0.12,37.011,-0.12,-0.12,-0.12,
03/31/2010,22.979,22.829,0.15,-6.239,6.239,16.74,0.0,-22.014,14.864,6.788,0.362,0.0,-5.274,6.492,,,,-0.001,,-6.491,1.218,-0.243,0.975,0.0,0.0,0.0,0.975,0.0,0.975,0.0,0.0,0.975,-3.17785,-4.15285,36.971,0.02,0.02,-0.088525,36.971,0.02,0.02,-0.09262,
06/30/2010,22.002,21.761,0.241,-5.284,5.284,16.718,0.0,-22.773,15.753,6.653,0.367,0.0,-6.055,0.318,,,,0.002,,-0.32,-5.737,-0.243,-5.98,0.0,0.0,0.0,-5.98,0.0,-5.98,0.0,0.0,-5.98,-6.13535,-0.15535,37.086,-0.16,-0.16,-0.165436,37.086,-0.16,-0.16,-0.165436,
