Date,Assets,Real Estate Held for Sale,Real Estate Equity Interests,Net Real Estate Property,Gross Real Estate Property,Accumulated Depreciation,Net Mortgages & Notes,Mortgage Loan (REIT),Notes Receivable,Allowance for Loan Losses,Mortgage Backed Invt,Total Real Estate Investments,Cash & Near Cash Items,Accounts Receivable,Other Investments,Other Assets,Restricted Assets,Total Assets,Liabilities & Shareholders' Equity,Accounts Payable,ST Liabilities & Deposits,Security Deposits,Other ST Liabilities,Secured & Unsecured Debt,Unsecured Debt,Secured Debt,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1997,,0.0,0.0,198.983998,204.141998,-5.158,0.0,0.0,0.0,0.0,0.0,198.983994,3.123,1.675,0.0,3.834,5.037,212.653,,4.759,0.792,0.792,0.0,56.362001,,,0.0,61.912998,0.0,0.0,167.108002,-16.368,150.740002,212.653,
06/30/1997,,0.0,0.0,198.836,204.976,-6.14,0.0,0.0,0.0,0.0,0.0,198.836,21.929,1.3,0.0,3.333,4.615,230.013,,6.812,0.0,0.0,,55.151,0.0,55.151,0.0,61.963,0.0,0.0,184.693,-16.643,168.05,230.013,
09/30/1997,,0.0,0.0,214.922005,222.324005,-7.402,0.0,0.0,0.0,0.0,0.0,214.921997,6.789,1.153,0.0,4.005,4.655,231.524002,,4.965,4.562,0.0,4.562,54.727001,,,0.0,64.253998,0.0,0.0,178.410995,-11.141,167.269995,231.524002,
12/31/1997,,,,229.97,238.774,-8.804,,,,,,229.97,2.06,3.63,,5.995,6.799,248.454,,10.72,,,,70.817,23.0,47.817,,81.537,,,173.849,-6.932,166.917,248.454,
03/31/1998,,,,348.91,359.376,-10.466,6.0,,6.0,,,354.91,1.465,4.189,,6.423,5.156,372.143,,12.449,,,,192.704,132.5,60.204,,205.153,,,169.287,-2.297,166.99,372.143,
06/30/1998,,,,390.476,403.286,-12.81,6.0,,6.0,,,396.476,2.01,5.751,,8.829,7.831,420.897,,14.382,,,,206.609,110.2,96.409,,220.991,,,199.906,,199.906,420.897,
09/30/1998,,,,441.707,457.161,-15.454,6.0,,6.0,,,447.707,1.247,7.102,,11.376,8.769,476.201,,16.905,,,,258.856,162.8,96.056,,275.761,,,200.44,,200.44,476.201,
12/31/1998,,,,493.746,512.357,-18.611,6.0,,6.0,,,499.746,1.554,8.479,,13.026,7.491,530.296,,20.698,,,,309.829,194.0,115.829,,330.527,,,199.769,,199.769,530.296,
03/31/1999,,,,515.339,537.352,-22.013,6.0,,6.0,,,521.339,1.45,9.244,,13.291,4.559,549.883,,19.14,5.44,,5.44,299.22,172.0,127.22,,323.8,,,226.083,,226.083,549.883,
06/30/1999,,,,525.978,551.675,-25.697,6.0,,6.0,,,531.978,2.863,9.404,,13.641,4.426,562.312,,17.284,6.057,,6.057,276.011,148.0,128.011,,299.352,38.588,,224.372,,262.96,562.312,
09/30/1999,,0.0,0.0,579.110992,609.278992,-30.167999,6.0,6.0,0.0,0.0,0.0,585.111023,2.503,3.296,0.0,29.166,0.0,620.075989,,17.33,6.671,0.0,6.671,332.557,,,0.0,356.558014,38.588001,0.0,224.929993,0.0,263.517994,620.075989,
12/31/1999,,0.0,0.0,598.827,634.322998,-35.495998,6.0,6.0,0.0,0.0,0.0,604.827026,3.446,3.432,0.0,26.732,4.681,643.117981,,23.349001,6.674,0.0,6.674,350.511993,,,0.0,380.535004,38.588001,0.0,225.317001,-1.322,262.583003,643.117981,
03/31/2000,,0.0,0.0,584.316,624.947,-40.631,6.0,6.0,6.0,0.0,0.0,590.316,1.968,12.911,0.0,51.236,4.844,661.275,,28.487,6.696,0.0,6.696,369.874,211.0,158.874,0.0,398.361,38.588,0.0,224.326,0.0,262.914,661.275,
06/30/2000,,,,643.098,688.973,-45.875,6.0,,6.0,,,649.098,0.733,14.256,,29.703,5.836,699.626,,21.471,6.954,,6.954,391.658,220.0,171.658,,420.083,38.588,,240.955,,279.543,699.626,
09/30/2000,,0.0,0.0,693.769,745.474,-51.705,6.0,0.0,6.0,0.0,0.0,699.769,0.775,17.038,0.0,42.297,6.055,765.934,,30.229,7.447,0.0,7.447,411.613,240.0,171.613,0.0,441.842,38.588,0.0,278.801,6.703,324.092,765.934,
12/31/2000,,0.0,0.0,705.744995,705.744995,0.0,6.0,6.0,0.0,0.0,0.0,711.744995,2.776,2.835,0.0,56.632999,6.995,780.984009,,23.122999,7.453,0.0,7.453,431.255997,,,0.0,461.832001,38.588001,0.0,279.02301,1.541,319.152012,780.984009,
03/31/2001,,0.0,0.0,732.577,796.032,-63.455,6.0,6.0,6.0,0.0,0.0,738.577,5.796,19.469,0.0,47.347,8.921,820.11,,45.656,7.967,0.0,7.967,460.378,259.0,201.378,0.0,506.034,38.588,0.0,281.85,-6.362,314.076,820.11,
06/30/2001,,,,776.114,846.098,-69.984,6.0,,6.0,,,782.114,3.666,20.846,,51.943,20.992,879.561,,34.144,8.243,,8.243,501.312,274.0,227.312,,543.699,38.588,,300.022,-2.748,335.862,879.561,
09/30/2001,,,,829.78,906.816,-77.036,6.0,,6.0,,,835.78,2.72,22.089,,52.478,15.721,928.788,,47.225,,,,552.697,308.0,244.697,,599.922,38.588,,299.428,-9.15,328.866,928.788,
12/31/2001,,,,796.626,880.716,-84.09,6.0,,6.0,,,802.626,2.376,23.716,,121.9,11.528,962.146,,56.347,,,,573.161,328.0,245.161,,629.508,38.588,,301.981,-7.931,332.638,962.146,
03/31/2002,,,,,,,,,,,,,,,,,,,,,,,,246.272,,,,,,,,,,,
06/30/2002,,,,,,,,,,,,,,,,,,,,,,,,245.121,,,,,,,,,,,
09/30/2002,,,,,,,,,,,,,,,,,,,,,,,,277.976,,,,,,,,,,,
12/31/2002,,0.0,0.0,1044.808,1158.285,-113.477,0.0,0.0,0.0,0.0,0.0,1044.808,3.79,28.704,0.0,73.921,8.02,1159.243,,58.512,0.0,0.0,,614.878,338.0,276.878,0.0,673.39,96.088,0.0,400.021,-10.256,485.853,1159.243,
03/31/2003,,0.0,,1092.599,1213.684,-121.085,,0.0,,,,1092.599,3.674,31.335,0.0,74.904,8.779,1211.291,,57.194,0.0,0.0,0.0,666.405,354.0,312.405,0.0,723.599,96.088,0.0,401.041,-9.437,487.692,1211.291,
06/30/2003,,,,1107.752,1237.131,-129.379,,,,,,1107.752,3.998,31.933,,78.101,9.967,1231.751,,60.466,11.99,,11.99,681.812,370.0,311.812,,742.278,96.088,,402.85,-9.465,489.473,1231.751,
09/30/2003,,,,1086.081,1219.92,-133.839,,,,,,1086.081,3.225,31.788,,80.805,9.246,1211.145,,54.467,12.584,,12.584,655.316,334.0,321.316,,709.783,96.088,,415.505,-10.231,501.362,1211.145,
12/31/2003,,0.0,0.0,1135.68,1277.24,-141.56,0.0,0.0,0.0,0.0,0.0,1135.68,4.985,1.969,0.0,118.89,11.057,1272.58,,43.408,13.027,0.0,13.027,709.007,,,0.0,765.442,96.088,0.0,410.119,0.932,507.139,1272.58,
03/31/2004,,0.0,0.0,1148.34,1297.589,-149.249,0.0,0.0,0.0,0.0,0.0,1148.34,4.356,2.504,0.0,125.711,13.909,1294.82,,50.717,13.481,0.0,13.481,718.898,,,0.0,783.096,96.088,0.0,414.511,1.125,511.724,1294.82,
06/30/2004,,0.0,0.0,1230.383,1388.045,-157.662,0.0,0.0,0.0,0.0,0.0,1230.383,3.03,39.483,50.622,130.975,13.259,1379.744,,52.024,13.934,0.0,13.934,723.074,324.0,399.074,,775.098,187.138,0.0,411.126,6.382,604.646,1379.744,
09/30/2004,,0.0,0.0,1348.967,1515.481,-166.514,0.0,0.0,0.0,0.0,0.0,1348.967,5.33,42.636,62.349,49.518,14.879,1523.679,,62.523,16.289,0.0,16.289,847.046,476.0,371.046,0.0,909.569,187.138,0.0,413.764,13.208,614.11,1523.679,
12/31/2004,,0.0,0.0,1680.102,1856.161,-176.059,0.0,0.0,0.0,0.0,0.0,1680.102,3.158,45.708,67.419,58.228,17.669,1872.284,,48.581,16.284,0.0,16.284,1186.946,,,0.0,1251.811,187.138,0.0,422.031,11.304,620.473,1872.284,
03/31/2005,,,,1803.558,1990.145,-186.587,,,,,,1803.558,3.77,49.877,65.97,62.348,18.688,2004.211,,74.353,17.262,,17.262,1217.917,537.0,680.917,,1292.27,187.138,,513.207,11.596,711.941,2004.211,
06/30/2005,,0.0,,1613.331,1810.792,-197.461,,,,,,1882.018,2.39,47.745,73.396,66.037,20.11,2091.696,,73.451,,,,1301.934,639.0,662.934,,1375.385,187.138,0.0,520.473,8.7,716.311,2091.696,
09/30/2005,,,,1975.381,2184.187,-208.806,,,,,,1975.381,4.551,51.594,77.101,68.738,19.434,2196.799,,84.346,18.892,,18.892,1271.698,605.0,666.698,,1356.044,187.138,20.132,604.581,28.904,840.755,2196.799,
12/31/2005,,0.0,0.0,2118.156,2339.046,-220.89,0.0,0.0,0.0,0.0,0.0,2118.156,3.911,59.337,82.01,78.023,21.013,2362.45,,86.391,19.478,0.0,19.478,1406.666,,,0.0,1512.535,187.138,20.115,607.629,35.033,849.915,2362.45,
03/31/2006,,0.0,0.0,2256.099,2490.041,-233.942,0.0,0.0,0.0,0.0,0.0,2256.099,3.43,62.981,82.604,82.886,23.125,2511.125,,113.507,19.634,0.0,19.634,1544.43,774.0,770.43,0.0,1657.937,187.138,20.198,609.346,36.506,853.188,2511.125,
06/30/2006,,0.0,0.0,2310.088,2553.272,-243.184,0.0,0.0,0.0,0.0,0.0,2310.088,3.647,61.998,77.719,98.88,24.307,2576.639,,114.123,22.297,0.0,22.297,1305.103,537.0,768.103,0.0,1419.226,187.138,20.176,910.003,40.096,1157.413,2576.639,
09/30/2006,,0.0,0.0,3009.614,3269.709,-260.095,0.0,0.0,0.0,0.0,0.0,3009.614,7.821,67.832,72.096,104.707,43.772,3305.842,,173.97,24.692,0.0,24.692,1721.348,552.0,1169.348,0.0,1895.318,187.138,57.389,1140.378,25.619,1410.524,3305.842,
12/31/2006,,0.0,0.0,3322.582,3602.202,-279.62,0.0,0.0,0.0,0.0,0.0,3322.582,2.948,74.742,74.824,108.021,34.36,3617.477,,158.119,25.363,0.0,25.363,2024.866,850.0,1174.866,0.0,2208.348,187.138,57.477,1139.919,24.595,1409.129,3617.477,
03/31/2007,,0.0,0.0,3394.872,3691.365,-296.493,0.0,0.0,0.0,0.0,0.0,3394.872,9.012,78.262,73.76,118.882,46.943,3721.731,,195.006,24.413,0.0,24.413,2176.594,1065.0,1111.594,0.0,2371.6,129.638,58.47,1142.728,19.295,1350.131,3721.731,
06/30/2007,,0.0,0.0,3507.609,3823.551,-315.942,0.0,0.0,0.0,0.0,0.0,3507.609,7.017,79.853,77.698,126.377,48.332,3846.886,,201.998,25.005,0.0,25.005,2274.269,1238.0,1036.269,0.0,2476.267,129.638,58.429,1146.393,36.159,1370.619,3846.886,
09/30/2007,,,,3952.271,4287.79,-335.519,0.0,,0.0,0.0,0.0,3952.271,10.78,84.229,79.29,124.034,56.399,4307.003,,253.744,0.0,0.0,,2502.832,1340.0,1162.832,0.0,2756.576,129.638,59.719,1334.729,26.341,1550.427,4307.003,
12/31/2007,,0.0,0.0,4290.217,4646.235,-356.018,,0.0,0.0,0.0,0.0,4290.217,8.03,88.255,84.322,119.359,51.911,4642.094,,247.289,27.575,0.0,27.575,2787.904,1575.0,1212.904,0.0,3062.768,129.638,75.506,1366.089,8.093,1579.326,4642.094,
03/31/2008,,0.0,0.0,4326.193,4687.851,-361.658,0.0,0.0,0.0,0.0,0.0,4326.193,7.654,93.005,74.134,118.447,65.612,4685.045,,292.622,0.0,0.0,,2625.852,1510.0,1115.852,0.0,2918.474,349.638,74.857,1374.768,-32.692,1766.571,4685.045,
06/30/2008,,0.0,0.0,4436.104,4820.244,-384.14,0.0,0.0,0.0,0.0,0.0,4436.104,7.072,93.67,75.131,119.704,71.927,4803.608,,284.529,0.0,0.0,,2693.333,1591.0,1102.333,0.0,2977.862,379.638,74.788,1375.951,-4.631,1825.746,4803.608,
09/30/2008,,0.0,0.0,4564.46,4971.051,-406.591,0.0,0.0,0.0,0.0,0.0,4564.46,15.391,93.946,72.509,118.794,68.04,4933.14,,312.761,0.0,0.0,,2804.551,1726.0,1078.551,0.0,3117.312,379.638,75.12,1377.598,-16.528,1815.828,4933.14,
12/31/2008,,0.0,,4724.096,5152.786,-428.69,0.0,0.0,0.0,,,4724.096,71.161,92.186,61.861,114.991,67.782,5132.077,,418.906,0.0,0.0,,2938.108,1856.145,1081.963,33.963,3390.977,379.638,41.09,1407.613,-87.241,1741.1,5132.077,
03/31/2009,,0.0,,4791.558,5244.097,-452.539,0.0,0.0,0.0,0.0,0.0,4791.558,125.281,91.962,64.788,106.822,54.77,5235.181,,369.416,,,,2829.12,1787.266,1041.854,,3198.536,379.638,73.791,1663.084,-79.868,2036.645,5235.181,
06/30/2009,,0.0,,4890.13,5367.1,-476.97,0.0,0.0,0.0,0.0,0.0,4890.13,70.313,92.362,66.068,116.097,51.683,5286.653,,332.318,,,,2826.584,1884.984,941.6,,3158.902,379.638,81.999,1719.127,-53.013,2127.751,5286.653,
09/30/2009,,0.0,,4971.165,5471.93,-500.765,0.0,0.0,0.0,0.0,0.0,4971.165,68.28,95.811,71.08,126.999,60.002,5393.337,,347.385,,,,2666.096,1828.919,837.177,,3013.481,379.638,82.522,1961.858,-44.162,2379.856,5393.337,
12/31/2009,,0.0,,5039.128,5559.775,-520.647,0.0,0.0,0.0,0.0,0.0,5039.128,70.628,100.602,72.882,126.696,47.291,5457.227,,304.202,,,,2746.946,1809.929,937.017,,3051.148,379.638,82.671,1977.5,-33.73,2406.079,5457.227,
03/31/2010,,0.0,,5055.223,5593.793,-538.57,0.0,0.0,0.0,0.0,0.0,5055.223,70.98,101.958,76.918,127.623,35.832,5468.534,,306.539,,,,2762.814,1877.975,884.839,,3069.353,379.638,58.582,1987.951,-26.99,2399.181,5468.534,
06/30/2010,,0.0,,5155.737,5718.492,-562.755,0.0,0.0,0.0,0.0,0.0,5155.737,73.254,105.481,77.088,115.939,37.66,5565.159,,323.718,,,,2684.411,1824.58,859.831,,3008.129,379.638,58.682,2159.087,-40.377,2557.03,5565.159,
09/30/2010,,0.0,,5273.649,5861.816,-588.167,0.0,0.0,0.0,0.0,0.0,5273.649,110.811,113.232,80.941,134.697,35.295,5748.625,,320.387,,,,2519.463,1678.146,841.317,,2839.85,379.638,57.571,2504.914,-33.348,2908.775,5748.625,
12/31/2010,,0.0,,5444.814,6060.821,-616.007,0.0,0.0,0.0,0.0,0.0,5444.814,91.232,122.341,83.899,135.221,28.354,5905.861,,335.371,,,,2584.162,1793.293,790.869,,2919.533,379.638,57.503,2566.788,-17.601,2986.328,5905.861,
03/31/2011,,0.0,,5498.465,6145.499,-647.034,0.0,0.0,0.0,0.0,0.0,5498.465,78.196,130.109,88.694,157.366,30.513,5983.343,,314.185,,,,2669.466,1881.521,787.945,,2983.651,379.638,57.36,2569.527,-6.833,2999.692,5983.343,
06/30/2011,,0.0,,5855.352,6534.433,-679.081,0.0,0.0,0.0,0.0,0.0,5855.352,60.925,130.354,88.862,184.359,23.432,6343.284,,334.098,,,,2553.329,1778.638,774.691,,2887.427,379.638,57.274,3025.217,-6.272,3455.857,6343.284,
09/30/2011,,0.0,,5925.292,6635.872,-710.58,0.0,0.0,0.0,0.0,0.0,5925.292,73.056,139.553,88.777,200.949,27.929,6455.556,,365.331,,,,2659.366,1898.484,760.882,,3024.697,379.638,57.365,3026.058,-32.202,3430.859,6455.556,
