Date,P/E,P/Sales,EV/Sales,Average,High,Low,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
03/31/2020,,,2.13995,,,,2.565608,50.0,27782.97275,
06/30/2020,,,2.373343,28556.070149,32659.447413,25223.473171,3.908546,56.86,30048.897811,
09/12/2020,,,2.48553814261907,,,,4.09331405094953,60.14,31469.3984237,
09/30/2020,26.0571923743501,2.07125171991983,2.50259357180609,,,,,,,
12/31/2020,25.4291754756871,2.06136905421448,2.49065282340325,,,,,,,
