Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Derivative & Hedging Assets,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/2006,8955.462891,886.39502,886.39502,0.0,1602.152954,1602.152954,,0.0,0.0,0.0,0.0,0.0,0.0,,,2488.548096,136.774994,,,5761.583008,,568.557007,438.019989,419.657013,18.362976,130.537018,6466.915009,,157.113998,157.113998,,0.0,-0.163,0.163,0.163,,7878.315201,,,7878.315201,8035.429199,150.0,150.0,0.0,0.0,,97.024002,,,,97.024002,247.024002,8282.453201,0.0,71.274002,,,-84.228996,700.934021,-14.969002,673.010025,0.0,673.010025,8955.463226,
12/31/2006,9276.136719,6810.031128,973.93103,5836.100098,1758.682007,1758.682007,,0.0,0.0,0.0,0.0,0.0,0.0,,,8568.712891,148.848999,293.562012,-144.712997,0.0,,558.575012,436.769012,421.31601,15.453003,121.806,707.424011,,139.848007,139.848007,,0.0,-0.104,0.104,0.104,,8209.788712,,,8209.788712,8349.636719,150.0,150.0,0.0,0.0,,107.436996,,,,107.436996,257.436996,8607.073715,0.0,72.786003,,,-103.351997,723.106018,-23.477043,669.062981,0.0,669.062981,9276.136696,
03/31/2007,9191.765625,1381.767944,1274.767944,107.0,1599.654053,1599.654053,,0.0,0.0,0.0,0.0,0.0,0.0,,,2981.422119,152.908997,,,5490.141113,,567.294006,435.846008,421.371002,14.475006,131.447998,6210.344116,,159.535004,159.535004,,0.0,-0.045,0.045,0.045,,8129.756989,,,8129.756989,8289.291992,150.0,150.0,0.0,0.0,,110.373001,,,,110.373001,260.373001,8549.664993,0.0,72.258003,,,-120.220001,726.755981,-36.692963,642.101021,0.0,642.101021,9191.766014,
06/30/2007,9262.527344,1109.118027,987.91803,121.199997,1775.43103,1775.43103,,0.0,0.0,0.0,0.0,0.0,0.0,,,2884.549072,155.565002,,,5624.054199,,598.359009,434.933014,421.078003,13.855011,163.425995,6377.97821,,177.264008,177.264008,,0.0,0.0,0.0,0.0,,8211.534821,,,8211.534821,8388.798828,150.0,150.0,0.0,0.0,,105.318001,,,,105.318001,255.318001,8644.116829,0.0,72.596001,,,-139.289993,755.002014,-69.897995,618.410027,0.0,618.410027,9262.526855,
09/30/2007,9043.477539,1215.293041,1152.993042,62.299999,1717.463989,1717.463989,,0.0,0.0,0.0,0.0,0.0,0.0,,,2932.75708,164.459,,,5260.295898,,685.966003,433.894989,421.078003,12.816986,252.071014,6110.720901,,187.729996,187.729996,,0.0,0.0,0.0,0.0,,7907.393051,,,7907.393051,8095.123047,347.0,347.0,0.0,0.0,,116.616997,,,,116.616997,463.616997,8558.740044,0.0,74.474998,,,-150.194,785.140015,-224.683014,484.737999,0.0,484.737999,9043.478043,
12/31/2007,7935.01123,1615.053974,1552.948975,62.105,1408.219971,1408.219971,,0.0,0.0,0.0,0.0,0.0,0.0,,,3023.273926,171.007996,355.174011,-184.166,4187.383789,,553.344971,456.444,438.838989,17.605011,96.90097,4911.736755,,188.778,188.778,,0.0,0.0,0.0,0.0,,7762.470047,,,7762.470047,7951.248047,345.0,345.0,0.0,0.0,,127.279999,,,,127.279999,472.279999,8423.528046,0.0,73.962997,,,-150.005997,-387.479004,-24.99498,-488.516983,0.0,-488.516983,7935.011063,
03/31/2008,7827.35498,4710.753819,4654.34082,56.412998,1783.240967,1783.240967,,0.0,0.0,0.0,0.0,0.0,0.0,,,6493.995117,163.147995,,,541.052979,,629.158997,455.299011,438.838989,16.460022,173.859985,1333.35997,,156.729004,156.729004,,0.0,0.0,0.0,0.0,,6656.163086,,,6656.163086,6812.89209,978.789001,978.789001,0.0,0.0,,168.197998,,,,168.197998,1146.987,7959.879089,714.500977,73.443001,,,-150.964005,-748.723999,-20.780014,-132.52404,0.0,-132.52404,7827.355049,
06/30/2008,7778.468,4521.274,4486.064,35.21,1959.438,1959.438,,0.0,0.0,0.0,0.0,0.0,0.0,,,6480.712,160.676,,,504.404,,632.676,454.136,438.839,15.297,178.54,1297.756,,203.375,203.375,,0.0,0.0,0.0,0.0,,6660.151,,,6660.151,6863.526,978.804,978.804,0.0,0.0,,106.931,,,,106.931,1085.735,7949.261,683.699,50.51,,,-152.561,-733.563,-18.878,-170.793,0.0,-170.793,7778.468,
09/30/2008,7261.048828,4592.189785,4561.904785,30.285,1397.178955,1397.178955,,0.0,0.0,0.0,0.0,0.0,0.0,,,5989.369141,157.483994,,,480.944,,633.252014,458.80899,443.757996,15.050995,174.443024,1271.680008,,200.393005,200.393005,,0.0,0.0,0.0,0.0,,6101.75885,,,6101.75885,6302.151855,978.869019,978.869019,0.0,0.0,,109.406998,,,,109.406998,1088.276016,7390.427872,713.88501,92.097,,,-152.561005,-772.11499,-10.685028,-129.379013,0.0,-129.379013,7261.048859,
12/31/2008,6642.296,4098.866,4077.381,21.485,1264.885,1264.885,,0.0,0.0,0.0,0.0,0.0,0.0,,,5363.751,156.263,384.822,-228.559,438.774,,683.508,448.885,434.337,14.548,234.623,1278.545,,121.586,121.586,,0.0,0.0,0.0,0.0,,5437.999,,,5437.999,5559.585,978.881,978.881,0.0,0.0,,143.354,,,,143.354,1122.235,6681.82,742.212,63.21,,,-152.561,-649.254,-43.131,-39.524,0.0,-39.524,6642.296,
03/31/2009,6253.027,3924.623,3904.783,19.84,1115.759,1115.759,0.0,0.0,0.0,0.0,0.0,0.0,1.425,0.259,0.0,5041.807,149.192,,,415.827,415.827,646.201,449.873,436.349,13.524,196.069,1211.22,,88.599,,88.599,0.0,0.0,,,,5067.167,,,5067.167,5155.766,978.952,978.952,,,,143.899,,131.272,12.627,0.0,1122.851,6278.617,770.431,35.035,0.886,34.149,-153.003,-637.413,-40.64,-25.59,0.0,-25.59,6253.027,
06/30/2009,6221.272,3986.945,3973.685,13.26,1098.388,1098.388,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,5085.333,143.712,,,357.432,357.432,634.795,445.235,432.591,12.644,189.56,1135.939,,110.415,,110.415,0.0,0.0,,,,5079.941,,,5079.941,5190.356,909.046,909.046,,,,145.171,,132.5,12.671,0.0,1054.217,6244.573,800.087,7.154,0.886,6.268,-153.162,-640.73,-36.65,-23.301,0.0,-23.301,6221.272,
09/30/2009,5907.139,3901.909,3876.105,25.804,949.184,949.184,0.0,0.0,0.0,0.0,0.0,0.0,9.753,0.321,0.0,4860.846,128.11,,,324.942,324.942,593.241,440.066,428.117,11.949,152.854,1046.293,,140.183,,140.183,0.0,0.0,,,,4775.29,,,4775.007,4915.473,879.171,879.171,,,,145.44,,131.964,13.476,0.0,1024.611,5940.084,830.944,0.886,0.885561,0.000439,-153.163,-678.241,-33.371,-32.945,0.0,-32.945,5907.139,
12/31/2009,5929.663,3776.824,3376.824,400.0,1054.381,1054.381,0.0,0.0,0.0,0.0,0.0,0.0,26.951,5.361,26.951,4858.156,127.972,380.314,-252.342,298.633,298.633,644.902,433.31,425.63,7.68,206.231,1071.507,,188.933,,188.933,0.0,0.0,0.0,0.0,,4843.454,0.0,0.0,4843.425,5032.387,796.791,796.791,0.0,0.0,,119.17,0.0,119.17,,0.0,915.961,5948.348,864.328,0.886,0.885561,0.000439,-153.306,-694.914,-35.679,-18.685,0.0,-18.685,5929.663,
03/31/2010,5666.683,3678.499,3678.499,0.0,960.341,960.341,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.463,0.0,4638.84,122.766,,,258.245,258.245,646.832,436.638,428.702,7.936,208.731,1027.843,,176.126,,176.126,0.0,0.0,,,,4572.846,,,4572.837,4748.972,797.531,797.531,,,,117.943,,117.943,,0.0,915.474,5664.446,896.542,0.886,0.885561,0.000439,-151.516,-710.328,-33.347,2.237,0.0,2.237,5666.683,
06/30/2010,5461.203,3492.147,3492.147,0.0,1047.768,1047.768,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.361,0.0,4539.915,121.069,,,216.894,216.894,583.325,436.009,428.691,7.318,146.955,921.288,,120.394,,120.394,0.0,0.0,,,,4472.692,,,4472.68,4593.086,740.584,740.584,,,,116.337,,116.337,,0.0,856.921,5450.007,929.188,0.886,0.885561,0.000439,-145.973,-735.328,-37.577,11.196,0.0,11.196,5461.203,
09/30/2010,5263.969,3292.518,3292.518,0.0,1081.521,1081.521,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.529,0.0,4374.039,113.844,,,189.133,189.133,586.953,435.399,428.691,6.708,151.025,889.93,,128.083,,128.083,0.0,0.0,,,,4272.734,,,4269.114,4400.817,712.161,712.161,,,,114.816,,114.816,,0.0,826.977,5227.794,963.761,0.886,0.885561,0.000439,-145.102,-753.253,-30.117,36.175,0.0,36.175,5263.969,
12/31/2010,5115.736,3271.71,2865.941,405.769,982.319,982.319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4254.029,115.111,377.631,-262.52,160.936,160.936,585.66,434.383,428.691,5.692,151.277,861.707,,113.647,,113.647,0.0,0.0,0.0,0.0,,4184.736,0.0,0.0,4184.736,4298.383,639.946,639.946,0.0,0.0,,120.536,0.0,120.536,,0.0,760.482,5058.865,999.353,0.886,1.771122,-0.885122,-139.945,-771.544,-31.879,56.871,0.0,56.871,5115.736,
03/31/2011,4976.054,3187.308,2776.009,411.299,956.945,956.945,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.481,0.0,4144.253,111.1,,,145.168,145.168,575.533,428.691,428.691,0.0,145.361,831.801,,91.944,,91.944,0.0,0.0,,,,4045.265,,,4043.675,4137.209,640.09,640.09,,,,119.394,,119.394,,0.0,759.484,4896.693,1035.121,0.886,0.885561,0.000439,-138.04,-790.314,-28.292,79.361,0.0,79.361,4976.054,
06/30/2011,5081.77,3202.984,2685.666,517.318,1038.766,1038.766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4241.75,111.125,395.396,-284.271,134.346,134.346,594.549,432.96,428.691,4.269,161.589,840.02,,107.297,,107.297,0.0,0.0,,,,4142.961,,,4142.285,4250.258,839.166,839.166,,,,117.762,,117.762,,0.0,956.928,5207.186,446.925,814.771,4.032,810.739,-131.176,-1231.986,-23.95,-125.416,0.0,-125.416,5081.77,
09/30/2011,5000.319,3103.847,2583.475,520.372,1084.927,1084.927,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.062,0.0,4188.774,108.005,403.036,-295.031,118.82,118.82,584.72,432.765,428.691,4.074,151.893,811.545,,96.683,,96.683,0.0,0.0,,,,4058.191,,,4057.923,4154.874,839.199,839.199,,,,114.406,,114.406,,0.0,953.605,5108.479,446.925,819.173,4.032,815.141,-127.335,-1219.666,-27.257,-108.16,0.0,-108.16,5000.319,
12/31/2011,5175.578,522.024,0.0,522.024,1220.065,1220.065,0.0,0.0,0.0,0.0,0.0,0.0,2572.174,0.0,2572.174,4314.263,116.341,410.819,-294.478,102.771,102.771,642.203,430.6,428.691,1.909,211.603,861.315,,149.261,,149.261,0.0,0.0,0.0,0.0,,4205.375,0.0,0.0,4205.375,4354.636,810.888,810.888,0.0,0.0,,120.252,0.0,120.252,,0.0,931.14,5285.776,281.898,989.811,0.623,989.188,-127.336,-1216.543,-38.028,-110.198,0.0,-110.198,5175.578,
03/31/2012,5136.178,525.356,0.0,525.356,1210.506,1210.506,0.0,0.0,0.0,0.0,0.0,0.0,2547.25,,2547.25,4283.112,116.883,415.214,-298.331,93.127,93.127,643.056,428.691,428.691,0.0,214.365,853.066,,146.747,,146.747,0.0,0.0,,,,4152.604,,,4152.604,4299.351,810.623,810.623,,,,118.69,,118.69,,0.0,929.313,5228.664,281.898,993.334,0.623,992.711,-127.302,-1206.285,-34.131,-92.486,0.0,-92.486,5136.178,
06/30/2012,5185.062,524.055,0.0,524.055,1266.882,1266.882,0.0,0.0,0.0,0.0,0.0,0.0,2548.257,,2548.257,4339.194,117.032,424.104,-307.072,85.281,85.281,643.555,430.4,428.691,1.709,213.155,845.868,,218.567,,218.567,0.0,0.0,,,,4155.88,,,4155.88,4374.447,810.365,810.365,,,,116.353,,116.353,,0.0,926.718,5301.165,281.898,994.699,0.623,994.076,-126.739,-1231.304,-34.657,-116.103,0.0,-116.103,5185.062,
09/30/2012,5246.995,3064.272,2539.844,524.428,1330.018,1330.018,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.356,0.0,4394.29,119.906,437.642,-317.736,79.907,79.907,652.892,430.247,428.691,1.556,222.289,852.705,,281.513,,281.513,0.0,0.0,,,,4208.052,,,4208.052,4489.565,810.112,810.112,,,,110.931,,110.931,,0.0,921.043,5410.608,281.898,1000.087,0.623,999.464,-126.739,-1286.065,-32.794,-163.613,0.0,-163.613,5246.995,
12/31/2012,5150.6,450.1,0.0,450.1,1206.5,1206.5,0.0,0.0,0.0,0.0,0.0,0.0,2683.2,0.0,2683.2,4339.8,127.9,435.0,-307.1,63.5,63.5,619.4,429.6,428.7,0.9,189.8,810.8,,199.9,,199.9,0.0,0.0,0.0,0.0,,4175.4,0.0,0.0,4175.4,4375.3,809.9,809.9,0.0,0.0,,126.8,0.0,126.8,,0.0,936.7,5312.0,281.9,1001.6,0.6,1001.0,-126.7,-1265.9,-52.3,-161.4,0.0,-161.4,5150.6,
03/31/2013,4892.0,501.9,0.0,501.9,1170.4,1170.4,0.0,0.0,0.0,0.0,0.0,0.0,2430.2,,2430.2,4102.5,127.4,445.4,-318.0,56.2,56.2,605.9,429.5,428.7,0.8,176.4,789.5,,149.4,,149.4,0.0,0.0,,,,3939.0,,,3939.0,4088.4,849.2,849.2,,,,126.1,,126.1,,0.0,975.3,5063.7,0.001092,1286.198908,0.6,1285.598908,-126.7,-1278.5,-52.7,-171.7,0.0,-171.7,4892.0,
06/30/2013,5075.8,902.3,0.0,902.3,1178.5,1178.5,0.0,0.0,0.0,0.0,0.0,0.0,2202.4,,2202.4,4283.2,126.4,454.7,-328.3,50.5,50.5,615.7,428.7,428.7,0.0,187.0,792.6,,176.7,,176.7,0.0,0.0,,,,4076.4,,,4076.4,4253.1,847.1,847.1,,,,123.8,,123.8,,0.0,970.9,5224.0,0.001092,1287.898908,0.6,1287.298908,-124.4,-1260.2,-51.5,-148.2,0.0,-148.2,5075.8,
09/30/2013,4923.2,3164.2,2222.4,941.8,959.7,959.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,0.0,4123.9,125.9,440.6,-314.7,50.7,50.7,622.7,431.8,431.8,0.0,190.9,799.3,,209.8,,209.8,0.0,0.0,,,,3864.9,,,3864.9,4074.7,845.0,845.0,,,,119.8,,119.8,,0.0,964.8,5039.5,0.001092,1290.898908,0.6,1290.298908,-123.9,-1237.8,-45.5,-116.3,0.0,-116.3,4923.2,
12/31/2013,4786.9,318.8,318.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3737.1,0.0,3737.1,4055.9,134.8,442.7,-307.9,0.0,,596.2,435.2,435.2,0.0,161.0,731.0,,185.5,,185.5,0.0,0.0,0.0,0.0,,3737.1,0.0,0.0,3737.1,3922.6,842.9,842.9,0.0,0.0,,98.4,0.0,98.4,,0.0,941.3,4863.9,0.001092,1294.298908,0.6,1293.698908,-123.9,-1214.4,-33.0,-77.0,0.0,-77.0,4786.9,
03/31/2014,4761.4,935.8,0.0,935.8,890.0,890.0,0.0,0.0,0.0,0.0,0.0,0.0,2153.9,1.4,2153.9,3979.7,133.6,,,41.6,41.6,606.5,434.9,434.9,0.0,170.2,781.7,,172.1,,172.1,0.0,0.0,,,,3691.7,,,3691.7,3863.8,840.8,840.8,,,,96.3,,96.3,,0.0,937.1,4800.9,0.001092,1297.298908,0.6,1296.698908,-122.2,-1177.2,-37.4,-39.5,0.0,-39.5,4761.4,
06/30/2014,4784.5,994.8,0.0,994.8,941.8,941.8,0.0,0.0,0.0,0.0,0.0,0.0,2046.5,0.2,2046.5,3983.1,140.0,,,40.2,40.2,621.2,434.9,434.9,0.0,186.1,801.4,,189.7,,189.7,0.0,0.0,,,,3674.2,,,3674.2,3863.9,968.3,968.3,,,,94.3,,94.3,,0.0,1062.6,4926.5,0.000713,1169.499287,0.6,1168.899287,-121.6,-1152.1,-37.8,-142.0,0.0,-142.0,4784.5,
09/30/2014,4600.2,1092.4,0.0,1092.4,753.9,753.9,0.0,0.0,0.0,0.0,0.0,0.0,1942.2,,1942.2,3788.5,145.5,,,29.9,29.9,636.3,440.3,440.3,0.0,196.0,811.7,,203.7,,203.7,0.0,0.0,,,,3497.7,,,3497.7,3701.4,965.9,965.9,,,,90.1,,90.1,,0.0,1056.0,4757.4,0.000713,1173.799287,0.6,1173.199287,-130.7,-1155.1,-45.2,-157.2,0.0,-157.2,4600.2,
12/31/2014,4628.3,250.6,250.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3533.6,4.8,3533.6,3784.2,165.6,505.7,-340.1,0.0,,678.5,442.5,442.5,0.0,231.2,844.1,,202.1,,202.1,0.0,0.0,0.0,0.0,,3533.6,0.0,0.0,3533.6,3735.7,949.6,949.6,0.0,0.0,,125.7,0.0,125.7,,0.0,1075.3,4811.0,0.000713,1167.299287,0.6,1166.699287,-138.3,-1144.6,-67.1,-182.7,0.0,-182.7,4628.3,
03/31/2015,4578.9,175.2,175.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3535.9,0.4,3535.9,3711.1,174.7,,,0.0,,693.1,442.1,442.1,0.0,250.6,867.8,,220.6,,220.6,0.0,0.0,,,,3535.9,,,3535.9,3756.5,961.0,961.0,,,,123.2,,123.2,,0.0,1084.2,4840.7,0.000713,1171.299287,0.6,1170.699287,-135.5,-1219.9,-77.7,-261.8,0.0,-261.8,4578.9,
06/30/2015,4464.6,128.6,128.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3474.4,0.3,3474.4,3603.0,192.0,,,0.0,,669.6,442.5,442.5,0.0,226.8,861.6,,169.0,,169.0,0.0,0.0,,,,3474.4,,,3474.4,3643.4,958.5,958.5,,,,111.4,,111.4,,0.0,1069.9,4713.3,0.000713,1176.299287,0.6,1175.699287,-134.2,-1233.8,-57.0,-248.7,0.0,-248.7,4464.6,
09/30/2015,4511.4,151.6,151.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3508.1,1.1,3508.1,3659.7,198.1,,,0.0,,653.6,442.1,442.1,0.0,210.4,851.7,,178.7,,178.7,0.0,0.0,,,,3508.1,,,3508.1,3686.8,956.1,956.1,,,,112.7,,112.7,,0.0,1068.8,4755.6,0.000713,1181.199287,0.6,1180.599287,-134.4,-1229.0,-62.0,-244.2,0.0,-244.2,4511.4,
12/31/2015,4505.2,164.5,164.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3505.6,0.8,3505.6,3670.1,199.7,537.8,-338.1,0.0,,635.4,442.2,442.2,0.0,192.4,835.1,,183.5,,183.5,0.0,0.0,0.0,0.0,,3505.6,0.0,0.0,3505.6,3689.1,942.6,942.6,0.0,0.0,,96.3,0.0,96.3,,0.0,1038.9,4728.0,0.000713,1186.899287,0.6,1186.299287,-134.2,-1226.8,-48.7,-222.8,0.0,-222.8,4505.2,
03/31/2016,4280.0,141.5,141.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3311.2,0.1,3311.2,3452.7,195.5,,,0.0,,631.8,442.2,442.2,0.0,189.5,827.3,,158.3,,158.3,0.0,0.0,,,,3311.2,,,3311.2,3469.5,940.8,940.8,,,,94.0,,94.0,,0.0,1034.8,4504.3,0.000713,1191.899287,0.6,1191.299287,-109.4,-1260.1,-46.7,-224.3,0.0,-224.3,4280.0,
06/30/2016,4290.8,148.6,148.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3320.5,1.2,3320.5,3469.1,196.8,,,0.0,,624.9,442.2,442.2,0.0,181.5,821.7,,161.1,,161.1,0.0,0.0,,,,3320.5,,,3320.5,3481.6,939.0,939.0,,,,91.4,,91.4,,0.0,1030.4,4512.0,0.000713,1196.399287,0.6,1195.799287,-109.2,-1260.0,-48.4,-221.2,0.0,-221.2,4290.8,
09/30/2016,4426.1,173.1,173.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3440.4,0.3,3440.4,3613.5,201.3,,,0.0,,611.3,442.2,442.2,0.0,168.8,812.6,,170.4,,170.4,0.0,0.0,,,,3440.4,,,3440.4,3610.8,937.3,937.3,,,,86.5,,86.5,,0.0,1023.8,4634.6,0.000713,1200.599287,0.6,1199.999287,-110.3,-1251.7,-47.1,-208.5,0.0,-208.5,4426.1,
