Date,Last Price,Period-over-Period % Change,Open Price,High Price,Low Price,Market Capitalization,Current Shares Outstanding,Source: Bloomberg
09/30/1980,,,,14.75,11.0,,,
12/31/1980,,,,14.833333,11.833333,,,
03/31/1981,,,,13.166667,11.166667,,,
06/30/1981,,,,12.75,9.5,,,
09/30/1981,,,,9.916667,8.083333,,,
12/31/1981,,,,10.083333,8.166667,,,
03/31/1982,,,,10.083333,8.333333,,,
06/30/1982,8.25,,8.666667,10.083333,7.916667,,,
09/30/1982,8.291667,0.505051,8.25,9.125,6.166667,,,
12/31/1982,11.0625,33.417085,8.3125,11.916667,7.770833,,,
03/31/1983,13.375,20.903955,10.9375,13.708333,10.9375,,,
06/30/1983,14.583333,9.034268,13.333333,15.5,11.916667,,,
09/30/1983,12.416667,-14.857143,14.75,15.333333,11.958333,,,
12/31/1983,13.0,4.697987,12.25,14.5,12.041667,,,
03/31/1984,9.520833,-26.762821,13.0,13.895833,8.833333,,,
06/30/1984,9.0,-5.47046,9.520833,10.166667,8.5,,,
09/30/1984,10.125,12.5,8.958333,10.5625,7.916667,,,
12/31/1984,8.6875,-14.197531,9.916667,10.416667,8.604167,,,
03/31/1985,9.666667,11.270983,8.6875,11.0,8.6875,,,
06/30/1985,10.333333,6.896552,9.708333,11.0,9.666667,,,
09/30/1985,11.708333,13.306452,10.354167,13.083333,10.333333,,,
12/31/1985,16.333333,39.501779,11.666667,16.333333,10.916667,,,
03/31/1986,20.645833,26.403061,16.291667,22.458333,15.25,,,
06/30/1986,16.583333,-19.677094,20.645833,23.333333,15.666667,,,
09/30/1986,12.666667,-23.61809,16.5,16.583333,11.041667,,,
12/31/1986,14.770833,16.611842,12.666667,15.3125,12.0,,,
03/31/1987,16.625,12.552891,14.729167,18.291667,14.708333,,,
06/30/1987,19.666667,18.295739,16.416667,20.0,14.916667,,,
09/30/1987,26.833333,36.440678,19.375,26.833333,19.375,,71.063999,
12/31/1987,22.25,-17.080745,26.583333,27.416667,14.833333,,71.064003,
03/31/1988,25.1875,13.202247,22.125,27.125,19.6875,,71.064003,
06/30/1988,24.875,-1.240695,25.0625,26.625,20.375,,71.064003,
09/30/1988,21.875,-12.060302,24.9375,27.0,19.0,,73.379997,
12/31/1988,17.5,-20.0,21.6875,21.875,16.375,,73.379997,
03/31/1989,16.5,-5.714286,17.4375,18.75,15.125,,73.379997,
06/30/1989,17.1875,4.166667,16.625,18.4375,15.625,,73.379997,
09/30/1989,17.3125,0.727273,17.125,19.625,16.875,1231.126492,70.482002,
12/31/1989,15.875,-8.303249,17.375,17.5625,14.625,1136.745295,71.112,
03/31/1990,14.0,-11.811024,15.875,16.25,12.75,1010.603958,71.606003,
06/30/1990,16.6875,19.196429,14.0,17.75,12.625,1215.651,72.185997,
09/30/1990,8.25,-50.561798,16.6875,17.5,7.875,608.585981,72.848,
12/31/1990,10.6875,29.545455,8.4375,11.75,8.25,797.223394,73.767998,
03/31/1991,12.8125,19.883041,10.8125,14.875,10.5,967.446291,74.594002,
06/30/1991,13.0,1.463415,12.75,15.9375,11.625,994.266026,75.508003,
09/30/1991,14.5625,12.019231,13.0,16.75,13.0,1126.933648,76.482002,
12/31/1991,18.3125,25.751073,14.5625,18.4375,12.6875,1435.956402,77.386002,
03/31/1992,16.9375,-7.508532,18.1875,19.75,16.875,1347.683013,78.414001,
06/30/1992,15.9375,-5.904059,16.75,17.5,14.9375,1282.713782,79.568001,
10/01/1992,19.6875,23.529412,16.0625,20.25,14.9375,1606.61818,80.484001,
12/31/1992,20.6875,5.079365,19.5625,22.4375,17.875,1712.893497,81.606003,
03/31/1993,20.125,-2.719033,20.8125,22.3125,19.125,1672.548534,82.798401,
07/01/1993,19.6875,-2.173913,20.125,23.375,18.125,1648.828125,83.108002,
09/30/1993,21.3125,8.253968,19.6875,22.1875,17.0625,1798.647065,83.108002,
