Date,Total Assets,"Cash, Cash Equivalents & STI",Cash & Cash Equivalents,ST Investments,Accounts & Notes Receiv,"Accounts Receivable, Net","Notes Receivable, Net",Inventories,Raw Materials,Work In Process,Finished Goods,Other Inventory,Other ST Assets,Prepaid Expenses,Derivative & Hedging Assets,Deferred Tax Assets,Taxes Receivable,Misc ST Assets,Total Current Assets,"Property, Plant & Equip, Net","Property, Plant & Equip",Accumulated Depreciation,LT Investments & Receivables,LT Investments,LT Receivables,Other LT Assets,Total Intangible Assets,Goodwill,Other Intangible Assets,Investments in Affiliates,Misc LT Assets,Total Noncurrent Assets,Liabilities & Shareholders' Equity,Payables & Accruals,Accounts Payable,Accrued Taxes,Interest & Dividends Payable,Other Payables & Accruals,ST Debt,ST Borrowings,ST Lease Liabilities,ST Finance Leases,ST Operating Leases,Other ST Liabilities,Deferred Revenue,Derivatives & Hedging,Misc ST Liabilities,Total Current Liabilities,LT Debt,LT Borrowings,LT Lease Liabilities,LT Finance Leases,LT Operating Leases,Other LT Liabilities,Accrued Liabilities,Pension Liabilities,Pensions,Other Post-Ret Benefits,Deferred Tax Liabilities,Misc LT Liabilities,Total Noncurrent Liabilities,Total Liabilities,Preferred Equity and Hybrid Capital,Share Capital & APIC,Common Stock,Additional Paid in Capital,Treasury Stock,Retained Earnings,Other Equity,Equity Before Minority Interest,Minority/Non Controlling Interest,Total Equity,Total Liabilities & Equity,Source: Bloomberg
09/30/1992,169.447006,7.481,7.481,,23.596001,,,38.703999,,,,,0.863,,,,,,70.643997,44.659,157.112,-112.453003,0.0,,,54.144001,,,,,54.144001,98.803001,,12.726,12.726,,,,0.0,,,,,19.715002,,,19.715002,32.441002,0.0,,,,,14.46,,,,,,14.46,14.46,46.901002,0.0,49.441002,,,-2.069,,75.174003,122.546005,0.0,122.546005,169.447007,
12/31/1992,174.487,12.065,12.065,,17.907,,,38.361,,,,,6.169,,,,,,74.501999,45.369999,159.542999,-114.172997,0.0,,,54.615002,,,,,54.615002,99.985001,,12.914,12.914,,,,0.0,,,,,22.740999,,,22.740999,35.654999,0.0,,,,,16.489,,,,,,16.489,16.489,52.143999,0.0,49.409,,,-2.25,,75.183998,122.342999,0.0,122.342999,174.486998,
03/31/1993,167.800995,1.073,1.073,,20.371,,,38.243,,,,,6.378,,,,,,66.065002,47.764,163.584,-115.82,0.0,,,53.972,,,,,53.972,101.736,,12.369,12.369,,,,0.0,,,,,18.120999,,,18.120999,30.49,0.0,,,,,20.007,,,,,,20.007,20.007,50.497,0.0,49.380001,,,-2.731,,70.655004,117.304005,0.0,117.304005,167.801004,
06/30/1993,172.863998,9.016,9.016,,23.625,,,34.064999,,,,,6.275,,,,,,72.981003,47.319,160.154007,-112.834999,0.0,,,52.563999,,,,,52.563999,99.882999,,13.768,13.768,,,,20.403999,,,,,2e-06,,,2e-06,34.172001,0.0,,,,,20.313999,,,,,,20.313999,20.313999,54.486,0.0,49.373001,,,-3.094,,72.098997,118.377998,0.0,118.377998,172.863998,
09/30/1993,176.046005,17.191,17.191,,22.878,,,31.233999,,,,,6.508,,,,,,77.810997,46.066002,158.354004,-112.288002,0.0,,,52.168999,,,,,52.168999,98.235001,,12.497,12.497,,,,24.122,,,,,0.0,,,0.0,36.618999,0.0,,,,,20.714001,,,,,,20.714001,20.714001,57.333,0.0,49.376999,,,-3.181,,72.516999,118.712997,0.0,118.712997,176.045998,
12/31/1993,173.923004,18.000999,18.000999,,17.969999,,,32.683998,,,,,6.74,,,,,,75.394997,46.095001,160.046005,-113.950996,0.0,,,52.432999,,,,,52.432999,98.528,,11.675,11.675,,,,0.0,,,,,24.228999,,,24.228999,35.903999,0.0,,,,,20.055,,,,,,20.055,20.055,55.959,0.0,49.321999,,,-4.279,,72.920998,117.963997,0.0,117.963997,173.922997,
03/31/1994,234.125,1.649,1.649,,38.637001,,,43.530998,,,,,9.693,,,,,,93.510002,49.59,165.602997,-116.013,0.0,,,91.025002,,,,,91.025002,140.615002,,16.596001,16.596001,,,,0.0,,,,,30.320999,,,30.320999,46.917,49.0,,,,,22.52,,,,,,22.52,71.52,118.437,0.0,49.292999,,,-5.875,,72.269997,115.687996,0.0,115.687996,234.124996,
06/30/1994,234.291,2.292,2.292,0.0,35.319,,,47.403,,,,,9.665,,,,,,94.679001,49.382,166.945999,-117.564003,0.0,,,90.230003,,,,,90.230003,139.612003,,17.782,17.782,,,,0.0,,,,,26.043001,,,26.043001,43.825001,54.375,,,,,22.538,,,,,,22.538,76.913,120.738001,0.0,49.284,,,-7.654,,71.922997,113.552998,0.0,113.552998,234.290998,
09/30/1994,241.197998,2.747,2.747,0.0,32.966,,,52.099998,,,,,9.842,,,,,,97.654999,50.633999,169.598007,-118.963997,0.0,,,92.908997,,,,,92.908997,143.542995,,19.780001,19.780001,,,,0.0,,,,,24.365999,,,24.365999,44.146,64.125,,,,,22.336,,,,,,22.336,86.461,130.607,0.0,49.231998,,,-7.349,,68.708001,110.591,0.0,110.591,241.198,
12/31/1994,213.388,1.897,1.897,,19.541,,,24.945999,,,,,6.998,,,,,,53.382,11.102,16.233999,-5.132,0.0,,,148.904007,,,,,148.904007,160.006007,,8.519,8.519,,,,0.0,,,,,16.575999,,,16.575999,25.094999,63.5,,,,,14.495,,,,,,14.495,77.995,103.089999,0.0,48.799999,,,-6.722,,68.220001,110.298,0.0,110.298,213.388,
03/31/1995,248.621002,1.742,1.742,,31.889,,,53.574001,,,,,14.033,,,,,,101.237999,56.096001,177.490005,-121.393997,0.0,,,91.287003,,,,,91.287003,147.383003,,19.899,19.899,,,,0.0,,,,,29.533998,,,29.533998,49.432999,68.050003,,,,,22.156,,,,,,22.156,90.206003,139.639002,0.0,48.787998,,,-6.705,,66.899,108.981998,0.0,108.981998,248.621,
06/30/1995,244.432007,2.928,2.928,,28.181,,,50.823002,,,,,15.646,,,,,,97.578003,56.694,179.315002,-122.621002,0.0,,,90.160004,,,,,90.160004,146.854004,,17.731001,17.731001,,,,0.0,,,,,27.169001,,,27.169001,44.900002,68.900002,,,,,22.021,,,,,,22.021,90.921001,135.821003,0.0,48.743,,,-6.647,,66.515,108.611,0.0,108.611,244.432003,
09/30/1995,243.970001,1.85,1.85,,29.438,,,50.504002,,,,,16.466,,,,,,98.258003,56.202999,180.356995,-124.153999,0.0,,,89.509003,,,,,89.509003,145.712002,,18.275999,18.275999,,,,0.0,,,,,25.764002,,,25.764002,44.040001,72.5,,,,,21.075001,,,,,,21.075001,93.575001,137.615002,0.0,48.743,,,-6.647,,64.258999,106.355,0.0,106.355,243.970001,
12/31/1995,128.636993,3.247,3.247,,16.25,,,22.257999,,,,,18.895,,,,,,60.650002,9.686,16.062,-6.376,0.0,,,58.300999,,,,,58.300999,67.986999,,7.587,7.587,,,,0.0,,,,,15.972,,,15.972,23.559,0.0,,,,,11.716,,,,,,11.716,11.716,35.275,0.0,48.750999,,,-6.636,,51.247,93.362,0.0,93.362,128.636999,
03/31/1996,121.291,12.647,12.647,,8.915,,,22.044001,,,,,11.054,,,,,,54.66,9.546,16.26,-6.714,0.0,,,57.084999,,,,,57.084999,66.630999,,6.773,6.773,,,,0.0,,,,,9.658999,,,9.658999,16.431999,0.0,,,,,11.583,,,,,,11.583,11.583,28.014999,0.0,48.750999,,,-6.636,,51.161002,93.276001,0.0,93.276001,121.291,
06/30/1996,118.228996,15.505,15.505,,2.442,,,21.799999,,,,,12.34,,,,,,52.087002,10.128,17.285999,-7.158,0.0,,,56.014,,,,,56.014,66.142,,6.997,6.997,,,,0.0,,,,,7.517,,,7.517,14.514,0.0,,,,,11.579,,,,,,11.579,11.579,26.093,0.0,48.750999,,,-6.636,,50.020998,92.135998,0.0,92.135998,118.228998,
09/30/1996,113.352997,8.931,8.931,,4.97,,,25.355,,,,,7.987,,,,,,47.243,11.038,18.591999,-7.554,0.0,,,55.071999,,,,,55.071999,66.109999,,8.337,8.337,,,,0.0,,,,,6.01,,,6.01,14.347,0.0,,,,,10.34,,,,,,10.34,10.34,24.687,0.0,48.750999,,,-6.636,,46.551001,88.666,0.0,88.666,113.353001,
12/31/1996,59.389999,15.419,15.419,,0.137,,,17.323,,,,,3.012,,,,,,35.890999,5.672,9.427,-3.755,5.0,,,12.827,,,,,12.827,23.499,,3.313,3.313,,,,0.0,,,,,9.193,,,9.193,12.506,0.0,,,,,14.843,,,,,,14.843,14.843,27.349,0.0,48.733002,,,-6.609,,-10.082999,32.041002,0.0,32.041002,59.390002,
03/31/1997,60.450001,19.139999,19.139999,,5.945,,,20.465,,,,,4.912,,,,,,50.462002,8.08,14.962,-6.882,0.0,,,1.908,,,,,1.908,9.988,,6.621,6.621,,,,0.0,,,,,11.602,,,11.602,18.223,0.0,,,,,10.045,,,,,,10.045,10.045,28.268,0.0,48.729,,,-6.603,,-9.944001,32.181999,0.0,32.181999,60.449999,
06/30/1997,56.757,21.596001,21.596001,,0.785,,,19.497999,,,,,5.193,,,,,,47.071999,7.656,13.43,-5.774,0.0,,,2.029,,,,,2.029,9.685,,5.132,5.132,,,,0.0,,,,,10.588,,,10.588,15.72,0.0,,,,,9.75,,,,,,9.75,9.75,25.47,0.0,48.245998,,,-5.917,,-11.042,31.286999,0.0,31.286999,56.756999,
09/30/1997,56.271,19.232,19.232,,0.216,,,17.693001,,,,,2.799,,,,,,39.939999,5.505,9.991,-4.486,0.0,,,10.826,,,,,10.826,16.331,,6.852,6.852,,,,0.0,,,,,8.181,,,8.181,15.033,0.0,,,,,9.181,,,,,,9.181,9.181,24.214,0.0,51.745998,,,-5.917,,-13.771999,32.056999,0.0,32.056999,56.270999,
12/31/1997,54.895,8.877,8.877,,0.201,,,22.900999,,,,,4.3,,,,,,36.278999,5.58,10.339,-4.759,10.155,,,2.881,,,,,2.881,18.616,,5.615,5.615,,,,0.0,,,,,6.172,,,6.172,11.787,0.0,,,,,11.705,,,,,,11.705,11.705,23.492,0.0,51.449001,,,-6.615,,-13.431,31.403002,0.0,31.403002,54.895001,
03/31/1998,145.160995,3.453,3.453,0.0,6.162,,,24.110001,,,,,3.042,,,,,,36.766998,16.861,,,4.568,,,86.964996,,,,,86.964996,108.393996,,5.55,5.55,,,,2.184,,,,,10.004001,,,10.004001,17.738001,28.573999,,,,,17.719,,,,,,17.719,46.292999,64.031,0.0,100.555,,,-6.149,,-13.275999,81.130001,0.0,81.130001,145.161001,
06/30/1998,149.352005,2.629,2.629,0.0,5.654,,,23.854,,,,,3.683,,,,,,35.82,17.497999,22.563999,-5.066,4.485,,,91.549004,,,,,91.549004,113.532003,,5.663,5.663,,,,1.827,,,,,12.007999,,,12.007999,19.497999,29.753,,,,,17.673,,,,,,17.673,47.426001,66.924,0.0,100.559998,,,-6.147,,-11.985,82.427998,0.0,82.427998,149.351997,
09/30/1998,161.209,2.079,2.079,0.0,11.131,,,23.370001,0.0,0.0,23.370001,,3.644,,,,,,40.223999,18.232,24.157,-5.925,0.0,,,102.752998,95.319,,,,7.433998,120.984999,,5.027,5.027,,,,1.531,,,,,17.139001,,,17.139001,23.697001,33.750999,,,,,16.848,,,,,,16.848,50.598999,74.296,0.0,104.195999,,,-6.207,,-11.076001,86.912998,0.0,86.912998,161.208998,
12/31/1998,150.093994,1.558,1.558,0.0,14.429,,,0.0,,,,,19.414,,,,,,35.401001,14.147,16.679001,-2.532,0.0,,,100.545998,95.996002,,,,4.549995,114.692998,,1.19,1.19,,,,1.876,,,,,15.299999,,,15.299999,18.365999,37.188999,,,,,18.193001,,,,,,18.193001,55.382,73.747999,0.0,104.344002,,,-6.207,,-21.790559,76.346443,0.0,76.346443,150.094442,
03/31/1999,158.949005,1.821,1.821,0.0,15.536,,,0.0,,,,,9.579,,,,,,26.936001,14.691,17.632,-2.941,0.0,,,117.321999,107.653,107.653,0.0,,9.668999,132.012999,,1.898,1.898,,,,1.957,1.957,0.0,0.0,,17.569999,,,17.569999,21.424999,36.632999,36.632999,0.0,0.0,,17.226,,,,,,17.226,53.858999,75.283998,0.0,110.554001,,,-6.207,,-20.682,83.665001,0.0,83.665001,158.948999,
06/30/1999,209.033997,0.885,0.885,0.0,26.664,,,0.0,,,,,10.729,,,,,,38.278,16.166,20.330999,-4.165,0.0,,,154.589996,143.800995,143.800995,0.0,,10.789001,170.755997,,3.457,3.457,,,,4.017,4.017,0.0,0.0,,27.214,,,27.214,34.688,52.562,52.562,0.0,0.0,,16.718,,,,,,16.718,69.280001,103.968,0.0,130.792007,,,-6.157,,-19.569,105.066008,0.0,105.066008,209.034008,
09/30/1999,229.645,1.678,1.678,0.0,31.892,30.515,,0.0,,,,,5.41,,,,,,38.98,17.485,22.243999,-4.759,9.808,,,163.372,145.948,145.948,0.0,13.63,3.794,190.665,,3.562,3.562,,,,3.551,3.551,0.0,0.0,,30.634,,,30.634,37.747,54.381,54.381,0.0,0.0,,16.859,,,,,,16.859,71.24,108.987,0.0,145.834,,,-6.157,-19.019,0.0,120.658,0.0,120.658,229.645,
12/31/1999,250.837997,1.987,1.987,0.0,31.365,,,0.0,0.0,0.0,0.0,0.0,7.865,,,,,,41.216999,4.867,6.602,-1.735,0.0,,,204.753998,85.692001,53.799999,31.892002,,119.061996,209.620998,,3.86,3.86,,,,0.807,0.807,0.0,0.0,,32.529999,,,32.529999,37.196999,61.529999,61.529999,0.0,0.0,,13.207,,,,,,13.207,74.736999,111.933997,0.0,151.744995,,,-6.157,,-6.684,138.903996,0.0,138.903996,250.837993,
03/31/2000,260.306,1.8,1.8,0.0,37.061001,,,0.0,0.0,0.0,0.0,0.0,8.184,,,,,,47.044998,21.58,29.011,-7.431,0.0,,,191.681,168.145004,168.145004,0.0,,23.535995,213.261,,3.981,3.981,,,,5.307,5.307,0.0,0.0,,36.101999,,,36.101999,45.389999,76.749001,76.749001,0.0,0.0,,18.608999,,,,,,18.608999,95.358,140.747999,0.0,151.744995,,,-6.157,,-26.03,119.557995,0.0,119.557995,260.305994,
06/30/2000,253.432007,1.873,1.873,0.0,39.514,,,0.0,0.0,0.0,0.0,0.0,9.345,,,,,,50.731998,21.141001,30.018,-8.877,7.375,,,174.184006,167.942001,167.942001,0.0,,6.242004,202.700006,,3.651,3.651,,,,31.961,31.961,0.0,0.0,,34.428,,,34.428,70.040001,50.755001,50.755001,0.0,0.0,,18.177,,,,,,18.177,68.932001,138.972002,0.0,161.076004,,,-5.895,,-40.721001,114.460003,0.0,114.460003,253.432005,
09/30/2000,235.830002,0.555,0.555,0.0,41.570999,,,0.0,0.0,0.0,0.0,0.0,7.12,,,,,,49.245998,13.25,23.063999,-9.814,7.375,,,165.959,160.352005,160.352005,0.0,,5.606995,186.584,,3.998,3.998,,,,22.615,22.615,0.0,0.0,,32.294002,,,32.294002,58.907001,47.313,47.313,0.0,0.0,,17.708,,,,,,17.708,65.021,123.928001,0.0,161.076004,,,-5.895,,-43.279,111.902004,0.0,111.902004,235.830006,
12/31/2000,150.712,8.217,8.217,,36.599,36.599,,,,,,,4.257,,,,,,49.073,6.175,9.884,-3.709,5.092,,,90.372,102.136,84.7,17.436,,-11.764,101.639,,4.299,4.299,,,,0.353,0.347,0.006,0.006,,37.998,,,37.998,42.65,7.747,7.742,0.005,0.005,,4.193,,,,,,4.193,11.94,54.59,,159.256,,,-3.231,-49.212,-10.691,96.122,,96.122,150.712,
03/31/2001,145.212997,0.517,0.517,0.0,31.917,,,0.0,0.0,0.0,0.0,0.0,4.511,,,,,,36.945,6.285,,,0.0,,,101.983002,84.475998,84.475998,0.0,,17.507004,108.268002,,3.141,3.141,,,,0.307,0.307,0.0,0.0,,33.612001,,,33.612001,37.060001,3.366,3.366,0.0,0.0,,5.329,,,,,,5.329,8.695,45.755001,0.0,159.255997,,,-3.231,,-56.567,99.457996,0.0,99.457996,145.212998,
06/30/2001,151.604004,0.596,0.596,0.0,38.304001,,,0.0,0.0,0.0,0.0,0.0,4.751,,,,,,43.651001,6.625,,,0.0,,,101.328003,83.852997,83.852997,0.0,,17.475006,107.953003,,1.999,1.999,,,,0.242,0.242,0.0,0.0,,32.169,,,32.169,34.41,7.942,7.942,0.0,0.0,,4.347,,,,,,4.347,12.289,46.699,0.0,159.255997,,,-3.359,,-50.992002,104.904995,0.0,104.904995,151.603995,
09/30/2001,142.761993,4.042,4.042,0.0,33.237,,,0.0,0.0,0.0,0.0,0.0,5.379,,,,,,42.658001,7.016,,,9.552,,,83.536003,83.117996,83.117996,0.0,,0.418007,100.104003,,2.125,2.125,,,,0.186,0.186,0.0,0.0,,33.592,,,33.592,35.903,2.908,2.908,0.0,0.0,,4.314,,,,,,4.314,7.222,43.125,0.0,158.367996,,,-3.359,,-55.371999,99.636997,0.0,99.636997,142.761997,
12/31/2001,147.18,5.271,5.271,0.0,35.256,35.256,,0.0,0.0,0.0,0.0,0.0,5.003,,,,,,45.53,6.967,12.9,-5.933,11.238,,,83.445,105.934,82.211,23.723,,-22.489,101.65,,2.036,2.036,,,,0.123,0.123,0.0,0.0,,37.652,,,37.652,39.811,2.91,2.91,0.0,0.0,,3.575,,,,,,3.575,6.485,46.296,0.0,157.723,,,-3.351,-48.943,-4.545,100.884,0.0,100.884,147.18,
03/31/2002,161.085007,7.189,7.189,0.0,31.684,,,0.0,0.0,0.0,0.0,0.0,5.252,,,,,,44.125,7.039,,,26.690001,,,83.231003,81.865997,46.298,35.567997,,1.365006,116.960004,,2.393,2.393,,,,0.103,0.103,0.0,0.0,,34.098002,,,34.098002,36.594002,2.894,2.894,0.0,0.0,,7.016,,,,,,7.016,9.91,46.504002,0.0,157.589996,,,-1.717,,-41.291999,114.580997,0.0,114.580997,161.084999,
06/30/2002,167.242004,10.089,10.089,0.0,35.185001,,,0.0,0.0,0.0,0.0,0.0,5.643,,,,,,50.917,6.986,,,26.577999,,,82.761002,82.353996,46.298,36.055996,,0.407005,116.325001,,1.96,1.96,,,,0.116,0.116,0.0,0.0,,39.293999,,,39.293999,41.369999,2.864,2.864,0.0,0.0,,6.976,,,,,,6.976,9.84,51.209999,0.0,157.330994,,,-1.225,,-40.074,116.031994,0.0,116.031994,167.241993,
09/30/2002,157.753998,10.534,10.534,0.0,32.542999,,,0.0,0.0,0.0,0.0,0.0,4.311,,,,,,47.388,6.934,,,20.228001,,,83.204002,82.742996,46.298,36.444996,,0.461006,110.366003,,2.328,2.328,,,,0.0,0.0,0.0,0.0,,38.400001,,,38.400001,40.728001,2.566,2.566,0.0,0.0,,4.755,,,,,,4.755,7.321,48.049001,0.0,157.352005,,,-5.185,,-42.461999,109.705006,0.0,109.705006,157.754006,
12/31/2002,169.845001,13.744,13.744,0.0,33.509998,,,0.0,0.0,0.0,0.0,0.0,5.206,,,,,,52.459999,6.819,14.957,-8.138,27.195999,,,83.370003,82.886002,46.298,36.588001,,0.484001,117.385002,,2.39,2.39,,,,0.0,0.0,0.0,0.0,,37.836002,,,37.836002,40.226002,2.55,2.55,0.0,0.0,,8.413,,,,,,8.413,10.963,51.189002,0.0,157.378998,,,-5.187,,-33.536,118.655998,0.0,118.655998,169.845,
03/31/2003,173.589005,45.045001,30.044001,15.001,33.521999,,,0.0,0.0,0.0,0.0,0.0,5.026,,,,,,83.593002,6.595,,,0.0,,,83.401001,83.103996,46.298,36.805996,,0.297005,89.996001,,1.851,1.851,,,,0.0,0.0,0.0,0.0,,42.035002,,,42.035002,43.886002,0.0,0.0,0.0,0.0,,4.418,,,,,,4.418,4.418,48.304002,0.0,157.309006,,,-8.366,,-23.657998,125.285008,0.0,125.285008,173.58901,
06/30/2003,158.942001,27.549,15.436,12.113,35.592999,,,0.0,0.0,0.0,0.0,0.0,5.374,,,,,,68.515999,6.418,,,0.0,,,84.008003,83.252998,46.298,36.954998,,0.755005,90.426003,,2.352,2.352,,,,0.0,0.0,0.0,0.0,,45.212999,,,45.212999,47.564999,0.0,0.0,0.0,0.0,,4.418,,,,,,4.418,4.418,51.982999,0.0,157.039001,,,-28.403,-21.677,-2e-06,106.959,0.0,106.959,158.941998,
09/30/2003,164.264999,39.262,14.561,24.701,30.002001,,,0.0,0.0,0.0,0.0,0.0,5.078,,,,,,74.342003,6.226,,,0.0,,,83.696999,82.872002,46.298,36.574001,,0.824997,89.922998,,2.157,2.157,,,,0.0,0.0,0.0,0.0,,47.252,,,47.252,49.409,0.0,0.0,0.0,0.0,,4.418,,,,,,4.418,4.418,53.827001,0.0,156.112,,,-27.254,-18.444,0.024,110.438,0.0,110.438,164.265,
12/31/2003,182.251999,21.936999,10.268,11.669,38.410999,38.410999,,0.0,0.0,0.0,0.0,0.0,5.773,,,,,,66.121002,6.505,16.150999,-9.646,0.0,,,109.625999,101.811996,53.931999,47.879997,,7.814003,116.131,,2.378,2.378,,,,0.0,0.0,0.0,0.0,,48.769999,,,48.769999,51.147999,0.0,0.0,0.0,0.0,,13.182,,,,,,13.182,13.182,64.329999,0.0,156.682007,,,-24.191,-14.552,-0.032001,117.907005,0.015,117.922005,182.252004,
03/31/2004,181.55,24.286,12.539,11.747,36.727,36.727,,0.0,0.0,0.0,0.0,0.0,6.217,,,,,,67.23,6.238,,,0.0,,,108.082,100.251,53.197,47.054,,7.831,114.32,,2.637,2.637,,,,0.0,0.0,0.0,0.0,,46.654,,,46.654,49.291,0.0,0.0,0.0,0.0,,13.182,,,,,,13.182,13.182,62.473,0.0,156.154,,,-24.603,-12.461,-0.017,119.073,0.004,119.077,181.55,
06/30/2004,189.942,27.717,17.981,9.736,42.476,42.476,,0.0,0.0,0.0,0.0,0.0,6.489,,,,,,76.682,6.375,,,0.0,,,106.885,99.093,53.212,45.881,,7.792,113.26,,4.57,4.57,,,,0.0,0.0,0.0,0.0,,51.899,,,51.899,56.469,0.0,0.0,0.0,0.0,,13.182,,,,,,13.182,13.182,69.651,0.0,154.666,,,-24.878,-9.486,-0.047,120.255,0.036,120.291,189.942,
09/30/2004,186.713,29.065,12.706,16.359,39.057,39.057,,,,,,,5.798,,,,,,73.92,6.697,,,,,,106.096,98.331,53.709,44.622,,7.765,112.793,,2.441,2.441,,,,0.0,,,,,51.41,,,51.41,53.851,,,,,,13.182,,,,,,13.182,13.182,67.033,,153.309,,,-26.592,-7.454,-0.064,119.199,0.481,119.68,186.713,
