Date,Cash from Operating Activities,Net Income,Depreciation & Amortization,Non-Cash Items,Stock-Based Compensation,Deferred Income Taxes,Other Non-Cash Adj,Chg in Non-Cash Work Cap,(Inc) Dec in Accts Receiv,(Inc) Dec in Inventories,Inc (Dec) in Accts Payable,Inc (Dec) in Other,Net Cash From Disc Ops,Cash from Investing Activities,Change in Fixed & Intang,Disp in Fixed & Intang,Disp of Fixed Prod Assets,Disp of Intangible Assets,Acq of Fixed & Intang,Acq of Fixed Prod Assets,Acq of Intangible Assets,Net Change in LT Investment,Dec in LT Investment,Inc in LT Investment,Net Cash From Acq & Div,Cash from Divestitures,Cash for Acq of Subs,Cash for JVs,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Cash From (Repayment) Debt,Cash From (Repay) ST Debt,Cash From LT Debt,Repayments of LT Debt,Cash (Repurchase) of Equity,Increase in Capital Stock,Decrease in Capital Stock,Other Financing Activities,Effect of Foreign Exchange Rates,Net Changes in Cash,Source: Bloomberg
03/31/2012,4.641,43.273,23.271,-54.206,7.235,,-61.441,-7.697,-7.697,0,,0.0,0,-21.5,-10.24,0.906,0.906,0,-11.146,-11.146,0,0.07,0.07,0.0,0.0,0,0.0,0,-11.33,-53.293,-326.148,281.918,287.81,0.0,-5.892,-9.063,0.151,-9.214,0.0,0.127,-70.025,
06/30/2012,82.69,47.201,23.719,64.522,2.854,,61.668,-52.752,-31.247,0,,-21.505,0,-41.458,-22.187,0.595,0.595,0,-22.782,-22.782,0,-0.07,,,-3.94,0,-3.94,0,-15.261,-5.367,0.0,-5.64,-0.02,0.0,-5.62,0.273,1.525,-1.252,0.0,-5.897,29.968,
09/30/2012,88.396,52.098,25.727,8.027,3.26,,4.767,2.544,-27.309,0,,29.853,0,-56.711,-15.05,0.375,0.375,0,-15.425,-15.425,0,0.0,0.0,0.0,-39.257,0,-39.257,0,-2.404,-8.192,0.0,-5.792,,,,-2.4,0.054,-2.454,0.0,6.575,30.068,
12/31/2012,159.974,34.974,25.571,29.065,12.112,,16.953,70.364,5.998,0,,64.366,0,-12.564,-21.13,0.853,0.853,0,-21.983,-21.983,0,-13.711,0.07,-13.781,0.0,0,0.0,0,22.277,-80.021,-241.703,165.331,2143.499,,-1978.168,1.758,2.201,-0.443,-5.407,-5.971,61.418,
03/31/2013,-21.458,48.309,24.64,19.538,4.277,11.164,4.097,-113.945,-39.654,0,,-74.291,0,-36.194,-30.8,0.659,0.659,0,-31.459,-31.459,0,0.06,0.06,0.0,0.0,0,0.0,0,-5.454,-33.959,0.0,-34.304,0.0,0.0,-34.304,0.345,0.345,0.0,0.0,-21.824,-113.435,
06/30/2013,0.674,38.517,24.986,-27.362,6.405,-12.041,-21.726,-35.467,-87.584,0,,52.117,0,-31.874,-28.445,0.373,0.373,0,-28.818,-28.818,0,0.0,0.0,0.0,0.0,0,0.0,0,-3.429,139.737,0.0,-350.521,0.0,0.0,-350.521,490.258,490.258,0.0,0.0,-3.945,104.592,
09/30/2013,198.695,66.769,27.324,29.723,6.133,-3.842,27.432,74.879,52.705,0,,22.174,0,-155.924,-14.695,0.0,0.0,0,-14.695,-14.695,0,0.0,0.0,0.0,-144.97,0,-144.97,0,3.741,-1.516,0.0,-0.982,,,-0.982,-0.534,0.0,-0.534,0.0,9.57,50.825,
12/31/2013,215.46,72.996,30.554,-18.584,-10.193,15.883,-24.274,130.494,-77.148,0,,207.642,0,-12.184,-12.386,0.989,0.989,0,-13.375,-13.375,0,2.275,2.275,0.0,0.0,0,0.0,0,-2.073,-33.305,0.0,-1.85,2060.755,,-2062.605,57.24,63.14,-5.9,-88.695,-1.538,168.433,
03/31/2014,-28.437,90.183,29.088,-8.92,1.381,-1.587,-8.714,-138.788,-51.018,0,,-87.77,0,-13.979,-17.288,0.418,0.418,0,-17.706,-17.706,0,5.861,5.861,0.0,-0.667,0,-0.667,0,-1.885,3.007,0.0,-0.334,0.0,0.0,-0.334,3.341,11.756,-8.415,0.0,2.647,-36.762,
06/30/2014,67.134,85.12,29.845,4.336,5.607,0.414,-1.685,-52.167,-10.55,0,,-41.617,0,-19.029,-18.007,0.119,0.119,0,-18.126,-18.126,0,0.0,0.0,0.0,0.0,0,0.0,0,-1.022,-157.093,0.0,-0.132,0.0,0.0,-0.132,-148.546,8.17,-156.716,-8.415,4.075,-104.913,
