Date,P/Book,Average,High,Low,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
08/31/1980,,,,,,,,,,,4.074074,,
11/30/1980,,,,,,,,,,,4.617284,,
02/28/1981,,,,,,,,,,,5.407407,,
05/31/1981,,,,,,,,,,,5.975309,,
08/31/1981,,,,,,,,,,,5.160494,,
11/30/1981,,,,,,,,,,,6.962963,,
02/28/1982,,,,,,,,,,,5.925926,,
05/31/1982,,,,,,,,,,,6.888889,,
08/31/1982,,,,,,,,,,,8.37037,,
11/30/1982,,,,,,,,,,,11.185185,,
02/28/1983,,,,,,,,,,,12.444444,,
05/31/1983,,,,,,,,,,,17.611111,,
08/31/1983,,,,,,,,,,,15.444444,,
11/30/1983,,,,,,,,,,,14.444444,,
02/29/1984,,,,,,,,,,,12.944444,,
05/31/1984,,,,,,,,,,,14.166667,,
08/31/1984,,,,,,,,,,,19.25,,
11/30/1984,,,,,,,,,,,16.333333,,
02/28/1985,,,,,,,,,,,22.0,,
05/31/1985,,,,,,,,,,,22.833333,,
08/31/1985,,,,,,,,,,,18.666667,,
11/30/1985,,,,,,,,,,,18.0,,
02/28/1986,,,,,,,,,,,16.333333,,
05/31/1986,,,,,,,,,,,19.833333,,
08/31/1986,,,,,,,,,,,22.333333,,
11/30/1986,,,,,,,,,,,21.333333,,
02/28/1987,,,,,,,,,,,24.25,,
05/31/1987,,,,,,,,,,,24.916667,,
08/31/1987,,,,,,,,,,,31.666667,,
11/30/1987,,,,,,,,,,,22.0,,
02/29/1988,,,,,,,,,,,21.875,,
05/31/1988,,,,,,,,,,,22.25,,
08/31/1988,,,,,,,,,,,22.25,,
11/30/1988,,,,,,,,,,,22.25,,
02/28/1989,,,,,,,,,,,25.75,,
05/31/1989,,,,,,,,,,,32.0,,
08/31/1989,,,,,,,,,,,34.25,,
11/30/1989,,,,,,,,,,,30.25,,
02/28/1990,2.608504,1017.273014,1017.273014,1017.273014,,,,,,,22.5,1017.385538,
05/31/1990,2.88683,1059.854245,1210.530421,917.784762,,,,,,,26.125,1191.733034,
08/31/1990,2.649352,1213.389764,1361.470038,1021.996029,,,,,,,25.125,1148.780475,
11/30/1990,2.594756,1166.775395,1283.410973,1037.473027,3.206445,22.080576,,3.161954,8.743137,9.601738,25.625,1173.783598,
02/28/1991,3.35896,1356.472542,1579.464481,1172.926976,4.096662,27.739134,,4.019729,11.239409,12.343689,34.5,1572.94401,
05/31/1991,3.218206,1629.175385,1828.386011,1422.001009,3.91562,25.699711,,3.830839,10.715264,11.755731,34.375,1563.453378,
08/31/1991,2.477698,1340.397738,1580.148006,1176.613252,3.00874,20.181981,,2.899498,9.932914,11.194859,26.25,1176.613252,
11/30/1991,1.121496,776.368766,1275.351377,468.021999,1.388278,7.790469,,1.251039,5.983535,7.176747,11.75,491.49949,
02/29/1992,1.319067,574.623784,664.711981,494.730754,1.716391,9.822193,,1.558932,9.693354,12.601905,13.875,583.568981,
05/31/1992,0.992811,513.196592,576.544734,432.467979,1.389043,6.112081,,1.185552,10.641797,16.640882,10.625,416.488003,
08/31/1992,0.884391,432.848226,472.598978,362.286005,1.259148,5.603908,,1.051859,8.580349,12.952716,9.5,360.357513,
11/30/1992,0.977986,357.193973,411.408266,316.200512,1.331513,7.527022,,1.1613,8.118533,11.446883,10.25,399.805272,
02/28/1993,1.137824,410.847769,464.342769,350.692389,1.373691,12.496274,,1.275247,13.026012,22.922491,10.75,439.171999,
05/31/1993,0.976288,433.222679,547.003269,363.921999,1.210923,24.764934,,1.172409,20.172661,78.128592,9.375,394.315,
08/31/1993,1.229483,493.646893,539.44,405.065,1.524906,38.583913,,1.498231,20.931838,50.778619,11.875,503.013001,
11/30/1993,1.300464,536.077651,632.013001,427.763001,1.631869,32.327587,,1.655418,18.010107,33.637405,12.75,555.521737,
02/28/1994,1.817622,678.493492,808.693097,538.211,2.233428,42.868322,,2.312809,21.40323,35.615534,17.875,795.793498,
05/31/1994,1.465525,692.540269,826.22472,589.168498,1.704807,142.645436,,1.824508,18.086125,31.813039,14.5,669.060015,
08/31/1994,1.407327,616.210051,674.500765,549.058001,1.542317,,,1.652909,18.762679,38.637593,14.0,648.531991,
11/30/1994,0.990617,569.730121,707.848268,452.493995,1.023229,26.816804,,1.102016,13.461793,29.096656,10.0,467.204996,
02/28/1995,1.132781,511.423405,570.399486,456.043988,1.120185,26.433623,,1.233377,12.405511,21.834089,11.625,556.660105,
05/31/1995,1.182221,591.282686,649.354727,550.55199,1.124006,13.625044,,1.232276,10.770554,17.344411,12.375,590.958772,
08/31/1995,1.188807,574.895066,629.152523,514.263111,1.021031,11.294423,,1.139186,9.501475,15.011846,11.75,571.846265,
11/30/1995,1.218818,551.167822,598.880767,506.339763,0.956031,80.299783,,1.112196,10.621777,18.933203,11.125,564.834242,
02/29/1996,1.004451,549.415435,613.752771,455.44539,0.783107,24.957558,,0.959974,9.602031,17.94439,9.25,495.157514,
05/31/1996,1.014599,477.687327,527.937015,440.396991,0.800182,14.717129,,0.953581,9.865287,18.895895,9.5,496.697502,
