Date,Cash From Operating Activities,Net Income,Depreciation & Amortization,Other Non-Cash Adjustments,Changes in Non-Cash Capital,Cash From Operations,Cash From Investing Activities,Disposal of Fixed Assets,Capital Expenditures,Increase in Investments,Decrease in Investments,Other Investing Activities,Cash from Financing Activities,Dividends Paid,Change in Short-Term Borrowings,Increase in Long-Term Borrowings,Decrease In Long-Term Borrowings,Increase in Capital Stocks,Decrease in Capital Stocks,Other Financing Activities,Net Changes in Cash,Direct Method Cashflow,Source: Bloomberg
05/20/1989,,5.736,10.926,3.036,-21.809999,-2.112,,,,,,,,,,,,,,,,,
08/12/1989,,7.442,8.62,1.38,3.407,20.849001,,,,,,,,,,,,,,,,,
11/04/1989,,3.016,7.694,-0.016,-34.620998,-23.927,,,,,,,,,,,,,,,,,
02/03/1990,,-23.042,10.62,30.573999,25.150999,43.303001,,,,,,,,,,,,,,,,,
05/26/1990,,6.143,11.328,0.251,-0.672,17.049999,,,,,,,,,,,,,,,,,
08/18/1990,,8.631,9.931,4.122,12.451,35.134998,,,,,,,,,,,,,,,,,
11/10/1990,,3.239,9.48,-10.17,-16.431999,-13.883,,,,,,,,,,,,,,,,,
02/02/1991,,15.57,10.315,11.914,19.52,57.319,,,,,,,,,,,,,,,57.319,,
05/25/1991,,8.022,12.962,-0.284,-30.559999,-9.86,,,,,,,,,,,,,,,,,
08/17/1991,,11.536,12.161,3.915,27.108999,54.721001,,,,,,,,,,,,,,,,,
11/09/1991,,5.511,11.18,-9.414,-12.805,-5.528,,,,,,,,,,,,,,,,,
02/01/1992,,20.158001,11.836,15.577,8.311,55.882,,,,,,,,,,,,,,,,,
05/23/1992,,11.551,18.214001,1.356,-22.059999,9.061,,,,,,,,,,,,,,,,,
08/15/1992,,14.886,14.69,-2.121,8.974,36.429001,,,,,,,,,,,,,,,,,
11/07/1992,,8.32,14.915,1.06,-36.73,-12.435,,,,,,,,,,,,,,,,,
01/30/1993,,25.83,19.139,6.173,41.297001,92.439003,,,,,,,,,,,,,,,,,
05/22/1993,,11.423,20.259001,0.588,-28.754999,3.515,,,,,,,,,,,,,,,,,
08/14/1993,,16.962,15.618,-0.711,26.827,58.695999,,,,,,,,,,,,,,,,,
11/06/1993,,9.897,16.322001,-4.168,-30.645,-8.594,,,,,,,,,,,,,,,,,
01/29/1994,,30.034,18.348,-2.294,16.677999,62.765999,,,,,,,,,,,,,,,62.765999,,
05/21/1994,,15.986,25.924,0.0,-4.161,37.749001,,,,,,,,,,,,,,,,,
08/13/1994,,19.193001,20.413,1.389,5.848,46.842999,,,,,,,,,,,,,,,,,
11/05/1994,,-36.578999,21.191,14.149,-76.967003,-78.206001,,,,,,,,,,,,,,,,,
01/28/1995,,8.568,21.945999,-4.266,17.406,43.653999,,,,,,,,,,,,,,,43.653999,,
05/20/1995,,3.083,31.327999,-0.944,20.135,53.602001,,,-83.186996,,,,,,,,,,,,,,
08/12/1995,,10.673,24.278999,-1.349,22.697001,56.299999,,,-53.43,,,,,,,,,,,,,,
11/04/1995,,-2.309,25.243999,-1.557,-56.077,-34.699001,,,-62.023998,,,,,,,,,,,,,,
02/03/1996,,18.839001,26.226,0.928,11.856,57.848999,-37.410999,,-37.410999,,,,,,,,,,,,20.438,,
05/25/1996,,9.444,35.417,-7.493,30.777,68.144997,,,-36.131001,,,,,,,,,,,,,,
08/17/1996,,15.173,27.309,10.059,-4.303,48.237999,,,-57.778999,,,,,,,,,,,,,,
11/09/1996,,6.292,26.718,-17.322001,3.638,19.326,,,-30.275,,,,,,,,,,,,,,
02/01/1997,,27.636,27.41,2.202,-26.712999,30.535,-22.732,,-22.732,,,,,,,,,,,,7.803,,
05/24/1997,,22.513,47.238998,-3.946,10.778,76.584,-510.708008,5.465,-121.165001,0.0,0.0,-395.007996,484.996002,0.0,21.489,454.256989,-197.399994,206.789001,0.0,-0.139,50.872002,,
08/16/1997,,29.452,40.881001,-6.238,-32.780998,31.313999,16.475,51.034,-44.355,0.0,0.0,9.796,-49.264,0.0,0.0,0.0,-10.889,4.277,0.0,-42.652,-1.475,,
11/08/1997,,-62.544998,61.956001,91.334999,-25.391001,65.355003,-33.994999,8.126,-84.781998,0.0,0.0,42.660999,50.423,0.0,-20.561001,1535.395996,-1519.81604,12.613,0.0,42.791,81.782997,,
01/31/1998,,62.681,61.629002,-1.249,-32.617001,90.444,-70.483002,14.883,-79.071999,0.0,0.0,-6.294,-97.169998,0.0,-0.928,0.0,-101.564003,3.707,0.0,1.615,-77.209,,
05/23/1998,,-285.02301,128.5,204.481995,53.236,101.195,-17.879,9.996,-121.185997,0.0,0.0,93.310997,-36.854,0.0,23.171,4168.899902,-4189.166992,29.827999,0.0,-69.585999,46.462002,,
08/15/1998,,7.778,106.676003,108.950996,-2.977,220.427994,-220.908005,12.833,-177.927002,0.0,0.0,-55.813999,2.662,0.0,0.0,57.207001,-59.393002,20.354,0.0,-15.506,2.182,,
11/07/1998,,28.84,101.028999,35.903,-30.091,135.681,-370.225006,0.199,-198.503006,0.0,0.0,-171.921005,254.634003,0.0,-22.851999,287.967987,-39.928001,9.195,0.0,20.250999,20.09,,
01/30/1999,,85.629997,79.092003,-73.373001,179.248001,270.596985,-114.802002,42.645,-224.572006,0.0,0.0,67.125,-163.932999,0.0,-0.319,0.0,-244.143997,9.954,0.0,70.575996,-8.138,,
