Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,EBITDA,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Source: Bloomberg
04/30/1989,20.636501,,20.6297,,30.247714,2.923134,1.928739,0.714778,0.714778,,,,,0.0,-2.962405,,10.728607,16.460879,
07/31/1989,20.651601,,20.643401,,30.95404,3.742627,2.509631,0.954974,0.954974,,,,,0.0,1.283728,,7.645234,16.943028,
10/31/1989,20.651601,,20.651601,,30.533764,3.264495,2.110103,1.059981,1.059981,,,,,0.0,2.857194,,7.919586,17.664146,
01/31/1990,24.697301,,22.674451,,40.551164,4.474392,2.759703,1.517671,1.517671,,,,,0.0,1.766004,,14.509633,21.274712,
04/30/1990,24.697301,,24.697301,,39.917756,3.945557,2.388854,0.707979,0.707979,,,,,0.0,0.735767,,13.009551,21.923238,
07/31/1990,24.932001,,25.077,,44.273294,4.248421,2.949379,1.402115,1.402115,,,,,0.0,-0.44264,,13.82749,24.140301,
10/31/1990,24.9298,,24.932001,,43.24554,4.176354,2.846624,0.807812,0.807812,,,,,0.0,2.888282,,11.757728,25.375141,
01/31/1991,24.9301,24.92995,24.92995,,41.704652,3.599623,2.428855,0.695991,0.695991,0.695991,0.695991,0.695991,0.695991,0.0,9.789868,,9.492547,23.215925,
04/30/1991,24.957401,,24.947099,,31.555794,1.352451,0.023152,-1.963732,-1.963732,,,,,0.0,-5.51474,,5.275934,22.700828,
07/31/1991,24.957001,,24.957401,,38.147572,2.580601,1.264687,-0.573878,-0.573878,,,,,0.0,4.083791,,8.829526,18.577543,
10/31/1991,24.955,,24.955,,34.552772,1.778527,0.405378,-1.034354,-1.034354,,,,,0.0,-0.428152,,6.016634,17.181382,
01/31/1992,24.988001,24.969,24.969,,41.257933,2.740287,1.197145,-5.49729,-5.49729,-5.49729,-5.49729,-5.49729,-5.49729,0.0,7.045268,,10.525443,12.839346,
04/30/1992,25.181999,,25.038,,39.081729,2.811778,1.342575,-0.33259,-0.33259,,,,,0.0,-2.438457,,6.378477,12.756956,
07/31/1992,25.181999,,25.488001,,41.814236,3.449837,1.979539,0.442373,0.442373,,,,,0.0,2.223463,,6.091437,14.208654,
10/31/1992,25.239,,25.566999,,40.277974,3.537534,2.284835,0.280496,0.280496,,,,,0.0,1.106643,,8.205703,12.91502,
01/31/1993,30.999001,28.961,28.961,,35.814257,2.904231,1.749181,0.012728,0.292747,0.292747,0.012728,0.292747,0.292747,0.0,2.215043,,6.279965,13.344924,
04/30/1993,31.089579,,31.046,,26.09926,1.687885,0.805233,-5.6531,0.263811,,,,,0.0,-0.3925,,5.065662,8.234257,
07/31/1993,35.716999,,33.688,,16.011812,1.174801,0.746763,0.370331,0.319251,,,,,0.0,1.330527,,3.874468,12.296754,
10/31/1993,43.858002,,37.247002,,16.396634,1.114422,0.959302,0.764725,0.646061,,,,,0.0,0.888505,,3.074547,17.194575,
01/31/1994,43.957001,44.472,44.472,,35.535659,2.455034,1.165494,0.780122,0.780122,0.780122,0.780122,0.780122,0.780122,0.0,2.812645,,3.303302,18.872984,
04/30/1994,43.966,,44.508999,,15.495298,1.43557,0.909866,0.886303,0.749949,,,,,0.0,1.709446,,3.549599,20.687654,
07/31/1994,43.979,,44.384998,,16.111877,1.440944,0.899948,1.409795,0.691076,,,,,0.0,-0.616574,,7.358795,24.570303,
10/31/1994,43.056,,44.165001,,18.641946,1.883561,1.303396,0.993429,0.993429,,,,,0.0,-0.677889,,6.72593,25.270146,
01/31/1995,41.660999,42.928001,42.928001,,20.692397,2.147502,1.468785,1.166601,1.166601,1.166601,1.166601,1.166601,1.166601,0.0,2.779045,,6.412581,26.26217,
04/30/1995,40.797001,,41.382,,20.067381,2.223452,1.466372,1.129929,1.11598,,,,,0.0,1.543904,,5.946231,26.207958,
07/31/1995,40.971001,,41.389999,,18.897997,2.006976,1.376741,1.065875,1.065875,,,,,0.0,0.346661,,5.036236,27.492239,
10/31/1995,40.16,,41.384998,,19.40112,2.288965,1.513724,0.661558,0.661558,,,,,0.0,1.934566,,6.332827,27.618345,
01/31/1996,39.478001,,40.157001,,20.783394,2.640509,1.726861,1.267021,1.267021,,,,,0.0,1.295994,,3.906094,28.144082,
04/30/1996,39.330002,,39.709999,,20.135317,2.094653,1.25265,0.737942,0.737942,0.737942,,,,0.0,-0.110123,-1.228561,2.456172,28.500603,
07/31/1996,,,,,,,,,,1.186,,,1.186,,,,,,
