Date,Basic Shares Outstanding,Diluted Weighted Avg Shares,Basic Weighted Avg Shares,Per Share Data Items,Revenue,Operating Income,Net Income to Common - Basic,Net Income before XO - Basic,Normalized Net Income - Basic,Net Income to Common - Diluted,Net Income before XO - Diluted,Normalized Net Income - Diluted,Dividends,Cash Flow,Free Cash Flow,Cash & Equivalents,Book Value,Tangible Book Value,Source: Bloomberg
03/31/1995,,50.0,50.0,,4.81918,0.42698,0.37,0.37,,0.37,0.37,0.37,,1.6619,1.6619,,,,
06/30/1995,,50.0,50.0,,5.37288,0.85606,0.64,0.64,,0.64,0.64,0.64,,1.6759,1.6759,,,,
09/30/1995,50.0,50.0,50.0,,5.67446,0.48424,0.41,0.41,,0.41,0.41,0.41,,2.27722,2.27722,1.07728,18.41304,,
12/31/1995,50.799999,50.75,50.75,,3.064788,-2.26467,-1.39,-1.39,,-1.39,-1.39,-1.39,0.03,0.514522,0.514522,1.002205,19.362087,,
03/31/1996,50.799999,50.909,50.792999,,5.088752,0.689032,0.55,0.55,0.5,0.55,0.55,0.5,0.03,1.924458,1.924458,1.291673,19.023346,,
06/30/1996,50.5,50.626999,50.497002,,5.334297,0.754302,0.57,0.57,0.52,0.57,0.57,0.52,0.03,1.327861,1.327861,1.097347,19.263129,,
09/30/1996,50.5,50.630001,50.487,,5.710183,0.579991,0.46,0.46,0.54,0.46,0.46,0.54,0.03,2.385109,2.385109,0.992158,20.090911,,
12/31/1996,50.5,50.675999,50.487999,,6.99594,0.821364,0.64,0.64,0.58,0.64,0.64,0.58,0.03,2.549794,2.549794,1.041485,21.505406,,
03/31/1997,50.5,50.724998,50.490002,,5.694593,0.909586,0.68,0.68,0.68,0.68,0.68,0.68,0.04,1.705169,1.705169,0.896693,21.241168,,
06/30/1997,50.5,50.737999,50.469002,,6.322019,1.20149,0.88,0.88,0.71,0.87,0.87,0.7,0.04,2.404149,2.404149,0.752079,23.073802,,
09/30/1997,50.5,50.791,50.466,,6.573317,1.006975,0.76,0.76,0.72,0.76,0.76,0.72,0.04,1.475449,1.475449,1.233644,24.691466,,
12/31/1997,50.5,50.806999,50.479,,7.148992,0.988906,0.75,0.75,0.75,0.74,0.74,0.74,0.04,1.872066,1.872066,1.021347,25.890753,,
03/31/1998,50.5,50.799999,50.480999,,5.999841,1.030586,0.79,0.79,0.79,0.78,0.78,0.78,0.05,1.38977,,0.76602,26.85701,,
06/30/1998,50.5,50.799,50.48,,6.545622,1.129358,0.86,0.86,0.82,0.86,0.86,0.82,0.05,1.04479,,0.957287,27.710713,,
09/30/1998,50.299999,50.748001,50.465,,6.486971,1.062756,0.83,0.83,0.82,0.83,0.83,0.82,0.05,1.287704,,1.462127,28.997039,,
12/31/1998,49.988998,50.317001,50.075001,,7.08006,0.998682,0.79,0.79,0.84,0.79,0.79,0.84,0.05,-0.091163,,0.786693,29.59059,,
03/31/1999,49.0,50.026001,49.803001,,5.905789,1.0457,0.83,0.83,0.86,0.82,0.82,0.85,0.06,2.183021,,0.909694,29.699,,
06/30/1999,48.653999,48.896999,48.679001,,6.800099,0.968036,0.78,0.78,0.88,0.78,0.78,0.88,0.06,-0.082253,,0.701073,28.995684,,
09/30/1999,48.155132,48.796001,48.618,,7.032087,0.996647,0.81,0.81,0.91,0.8,0.8,0.91,0.06,0.499527,,0.804857,28.611467,,
12/31/1999,46.5,47.053001,46.966,,7.246966,1.148661,0.84,0.84,0.87,0.84,0.84,0.87,0.06,1.584827,,1.338215,28.547999,,
03/31/2000,45.799999,46.005001,45.889,,7.405761,1.440868,1.06,1.06,1.17,1.06,1.06,1.17,0.06,0.409837,0.409837,1.463363,29.980155,29.980155,
06/30/2000,45.799999,46.125,45.82,,7.674553,1.280642,0.85,0.85,0.96,0.84,0.84,0.96,0.06,0.106155,0.106155,1.459323,30.581747,30.581747,
09/30/2000,45.799999,46.414001,45.834,,8.085766,1.570035,1.04,1.04,1.04,1.03,1.03,1.03,0.06,0.549483,0.549483,1.448166,32.11417,32.11417,
12/31/2000,46.0,46.888,45.949,,9.091166,1.61849,1.12,1.12,1.1,1.1,1.1,1.08,0.12,0.894644,0.894644,1.670065,34.420696,34.420696,
03/31/2001,46.1,47.004,46.059,,8.895808,1.553507,1.09,1.09,1.16,1.07,1.07,1.14,0.07,1.377689,1.377689,1.518937,36.448894,36.448894,
06/30/2001,46.2,47.088,46.141,,10.511064,1.764656,1.24,1.24,1.18,1.22,1.22,1.16,0.07,1.740968,1.740968,0.392229,36.96961,36.96961,
