Date,P/E,Average,High,Low,P/Book,P/Sales,P/Cash Flow,P/Free Cash Flow,EV/Sales,EV/EBITDA,EV/EBIT,Price/Share,Enterprise Value,Source: Bloomberg
03/31/2011,32.027902,17550.914793,18155.150293,16387.90274,2.147445,1.505398,14.288274,20.986338,3.171944,13.806666,25.571052,27.31,16595.613005,
06/30/2011,40.805476,17488.393839,18296.916933,16497.154346,2.408788,1.786871,18.549147,26.893273,3.359794,14.55277,26.279966,31.16,18001.776692,
09/30/2011,27.328732,17119.540218,18057.198223,15972.632876,2.062205,1.56067,14.236182,18.60691,2.916198,12.45062,21.34392,26.08,15986.596293,
12/31/2011,30.423386,16944.803552,17750.392397,15603.182268,2.304757,1.891117,16.771161,23.316624,3.096518,12.947798,21.574228,29.69,17129.937392,
03/31/2012,31.012729,16947.913609,17494.053306,16262.443251,2.282468,1.946744,15.706346,22.064338,3.13154,12.27493,19.44557,30.14,17442.675916,
06/30/2012,25.186449,16745.062767,17488.483991,15815.594263,1.98069,1.71334,13.801456,18.046481,2.906758,11.259604,17.658234,26.22,16033.676607,
09/30/2012,30.378536,16732.570827,17568.615052,15594.130878,2.182047,1.984963,14.513844,18.64376,3.156924,12.228598,19.411348,29.98,17217.865684,
12/31/2012,28.779483,17035.271273,17844.960901,16341.41314,2.249388,2.021829,14.134209,16.998679,3.18478,12.199778,19.178749,30.59,17433.483221,
03/31/2013,33.855661,18456.639635,19507.397866,17513.331685,2.583308,2.391828,15.451097,17.5101,3.58823,13.83778,21.813401,35.82,19566.620381,
06/30/2013,31.060897,19149.258785,19975.312585,17767.792538,2.289426,2.247654,13.201278,15.466281,3.240384,12.491159,19.660478,33.59,17812.392646,
09/30/2013,30.642406,18093.913916,19936.950406,17420.19028,2.429683,2.448628,14.696073,17.317271,3.607009,14.134266,22.052578,36.45,19957.583294,
12/31/2013,34.426907,21615.482359,23565.24616,19729.535516,3.032917,3.024809,19.211365,22.452296,4.125825,17.025746,27.328201,45.89,23529.581443,
03/31/2014,31.663913,23089.727469,24089.52787,21678.473381,2.958536,2.871837,17.992827,21.02234,3.973606,16.138997,25.588804,44.63,23336.989393,
06/30/2014,36.682079,24065.267029,24807.28886,22596.011185,3.195089,3.014787,19.469983,22.560778,4.090463,16.582735,26.155734,48.41,24874.102589,
09/30/2014,35.917014,24310.333439,25224.095671,23155.166891,3.00855,2.684801,16.631353,19.459141,3.707151,14.609441,22.795889,44.33,23229.010464,
12/31/2014,36.629317,22608.83508,23549.112812,22021.006051,3.297755,2.6983,15.52379,18.246381,3.703793,14.012905,21.386086,44.73,23289.447359,
03/31/2015,36.274318,23052.581134,23872.32554,22403.702801,3.457622,2.68873,15.284438,18.310453,3.766173,14.119199,21.520495,44.57,23564.942345,
06/30/2015,34.199982,23809.675757,24208.548634,23383.890253,3.511721,2.69514,14.679312,17.382608,3.799634,14.080596,21.41424,44.77,23641.320857,
09/30/2015,31.131145,24181.846469,25215.149384,22918.606067,3.657853,2.667195,13.629291,15.803283,3.778783,13.977652,21.408485,44.47,23356.656681,
12/31/2015,34.557786,24277.102489,24970.713608,23469.51513,3.808926,2.770144,14.097409,15.847804,3.898245,14.433094,22.01278,46.6,24059.967995,
03/31/2016,36.64041,24744.366109,26480.546417,23153.503552,4.210825,3.096443,16.083959,18.03154,4.263842,15.580486,23.649449,52.66,26440.084354,
06/30/2016,34.671561,26464.807761,27261.060175,25525.588014,4.344154,3.018564,16.385134,18.294644,4.236335,15.554008,23.721956,51.97,26426.259043,
09/30/2016,35.075497,26896.641448,27991.528344,26390.524787,4.509543,3.074377,16.705994,18.587904,4.277126,15.755587,24.143453,53.57,26847.520172,
12/31/2016,26.177275,24117.18877,27329.002825,22357.184352,3.6557,2.385588,11.584085,12.644678,3.543934,12.80566,19.561402,41.95,22358.682507,
03/31/2017,26.129098,22675.978241,23631.067612,21853.208192,3.579955,2.328374,11.827672,12.834045,3.610453,13.209887,20.390707,41.31,22919.154502,
06/30/2017,24.197571,22349.055813,23164.932983,21429.204265,3.289259,2.158953,10.916326,11.702636,3.439381,12.330876,18.915118,38.66,21998.282709,
09/30/2017,25.491597,22453.878772,23634.973026,21490.350309,3.466345,2.288262,10.983286,11.685807,3.517267,12.422809,18.939354,41.45,22746.1636,
12/31/2017,20.758258,21522.171494,22873.672683,20687.51256,3.052155,1.975622,9.904295,11.156164,3.186153,11.294173,17.248268,36.4,20939.397126,
03/31/2018,18.138517,20315.791991,21699.02968,19220.856284,2.65956,1.702597,9.826812,11.364732,2.960999,10.550539,16.207571,31.79,19708.406293,
06/30/2018,18.009887,19534.653444,20746.692532,18978.144169,2.713404,1.654578,9.424478,10.918744,2.921245,10.959195,17.321969,30.93,19452.571346,
09/30/2018,17.049773,18036.163848,19822.466581,16191.765496,2.444321,1.487362,9.662494,11.435229,2.747331,10.589306,17.316037,27.66,18181.838631,
12/31/2018,16.792085,17559.686759,18376.302498,16216.640235,2.911307,1.273409,5.277384,5.926102,2.509208,23.220866,,23.33,16347.489624,
03/31/2019,17.407714,17268.557239,17805.361484,16356.649746,3.015965,1.300436,5.114517,5.727615,2.693498,22.713877,,23.67,17421.543311,
06/30/2019,16.054192,17598.194665,18557.865539,16824.313368,2.882116,1.245178,4.93096,5.513377,2.638893,20.283936,,22.6,17018.222614,
09/30/2019,25.285097,16824.967324,17440.757533,16100.584811,3.50857,1.168543,4.566007,5.068678,2.530544,,,21.25,16359.968046,
12/31/2019,77.008869,16025.248478,16413.971069,15726.625782,3.293778,1.111326,6.777154,7.604863,2.42503,20.124959,,20.3,15757.842625,
03/31/2020,110.876312,15201.073036,16444.778307,12783.044523,2.186988,0.687365,4.042158,4.400822,2.029597,17.550205,,12.54,13180.203911,
06/30/2020,,13701.6991,14955.452354,12932.971323,2.623139,0.832021,4.69105,5.078209,2.192135,24.68383,,14.86,13946.363905,
09/12/2020,,,,,2.5578252630903,0.811304687909952,4.57424704073009,4.95176583035422,2.17138713271927,24.4502034307257,,14.49,13814.36493836,
09/30/2020,9.40298507462687,,,,2.47396277957999,0.833147316122188,5.21223021582734,,2.22646322562386,7.17384066958317,19.4864384775194,,,
12/31/2020,9.10175879396985,,,,2.55105633802817,0.828657867814598,4.96232876712329,,2.21446583768686,7.13726962227229,17.5556716873155,,,
