Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Depreciation & Amortization,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",General & Administrative,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2012,497.14,413.123,84.017,-397.248,371.704,25.544,99.892,0.0,-45.674,14.152,14.152,31.522,54.218,-2.821,3.167,3.219,-0.052,,-0.346,51.397,-20.302,31.095,0.0,0.0,0.0,31.095,0.0,31.095,0.0,0.0,31.095,31.095,0.0,129.247479,0.24,0.24,0.24,129.247479,0.24,0.24,0.24,
06/30/2012,547.452,458.217,89.235,-416.766,390.242,26.524,130.686,0.0,-48.098,15.937,15.937,32.161,82.588,-3.527,2.652,2.685,-0.033,,0.875,79.061,-31.229,47.832,0.0,0.0,0.0,47.832,0.0,47.832,0.0,0.0,47.832,47.832,0.0,129.247479,0.373333,0.373333,0.373333,129.247479,0.373333,0.373333,0.373333,
09/30/2012,550.511,461.328,89.183,-422.011,393.284,28.727,128.5,0.0,-47.568,14.507,14.507,33.061,80.932,-2.571,2.86,2.882,-0.022,,-0.289,78.361,-27.317,51.044,0.0,0.0,0.0,51.044,0.0,51.044,0.0,0.0,51.044,51.044,0.0,129.247452,0.393333,0.393333,0.393333,129.247452,0.393333,0.393333,0.393333,
12/31/2012,533.797,444.026,89.771,-422.16,392.212,29.948,111.637,0.0,-44.121,14.312,14.312,29.809,67.516,-3.237,2.749,2.755,-0.006,,0.488,64.279,-24.798,39.481,0.0,0.0,0.0,39.481,0.0,39.481,0.0,0.0,39.481,39.481,0.0,129.2475,0.306667,0.306667,0.306667,129.2475,0.306667,0.306667,0.306667,
03/31/2013,538.416,449.039,89.377,-422.854,393.02,29.834,115.562,0.0,-49.618,17.761,17.761,31.857,65.944,-2.46,2.386,2.4,-0.014,,0.074,63.484,-22.931,40.553,0.0,0.0,0.0,40.553,0.0,40.553,0.0,0.0,40.553,40.553,0.0,129.247376,0.313333,0.313333,0.313333,129.247376,0.313333,0.313333,0.313333,
06/30/2013,590.304,495.855,94.449,-443.723,413.206,30.517,146.581,0.0,-49.008,17.639,17.639,31.369,97.573,-2.695,2.361,2.403,-0.042,,0.334,94.878,-36.623,58.255,0.0,0.0,0.0,58.255,0.0,58.255,0.0,0.0,58.255,58.255,0.0,129.247376,0.453333,0.453333,0.453333,129.247376,0.453333,0.453333,0.453333,
09/30/2013,616.458,517.208,99.25,-464.908,431.994,32.914,151.55,0.0,-53.474,18.311,18.311,35.163,98.076,-2.823,2.434,2.479,-0.045,,0.389,95.253,-35.104,60.149,0.0,0.0,0.0,60.149,0.0,60.149,0.0,0.0,60.149,60.149,0.0,129.247376,0.466667,0.466667,0.466667,129.247376,0.466667,0.466667,0.466667,
12/31/2013,592.47,499.281,93.189,-469.916,436.109,33.807,122.554,0.0,-45.709,16.054,16.054,29.655,76.845,-1.774,2.292,2.338,-0.046,,-0.518,75.071,-27.915,47.156,0.0,0.0,0.0,47.156,0.0,47.156,0.0,0.0,47.156,47.156,0.0,129.2475,0.366667,0.366667,0.366667,129.2475,0.366667,0.366667,0.366667,
03/31/2014,620.276,519.791,100.485,-483.209,449.117,34.092,137.067,0.0,-57.015,19.135,19.135,37.88,80.052,-2.818,2.043,2.076,-0.033,,0.775,77.234,-31.347,45.887,0.0,0.0,0.0,45.887,0.0,45.887,0.0,0.0,45.887,45.887,0.0,129.247376,0.353333,0.353333,0.353333,129.247376,0.353333,0.353333,0.353333,
06/30/2014,702.987,590.509,112.478,-521.017,485.896,35.121,181.97,0.0,-59.275,20.889,20.889,38.386,122.695,-1.631,1.596,1.622,-0.026,,0.035,121.064,-47.215,73.849,0.0,0.0,0.0,73.849,0.0,73.849,0.0,0.0,73.849,73.849,0.0,129.247376,0.573333,0.573333,0.573333,129.247376,0.573333,0.573333,0.573333,
09/30/2014,743.586,627.587,115.999,-550.267,512.56,37.707,193.319,0.0,-67.057,21.931,21.931,45.126,126.262,-2.395,1.444,1.463,-0.019,,0.951,123.867,-45.958,77.909,0.0,0.0,0.0,77.909,0.0,77.909,0.0,0.0,77.909,77.909,0.0,129.247376,0.6,0.6,0.6,129.247376,0.6,0.6,0.6,
12/31/2014,721.048,617.886,103.162,-545.916,506.37,39.546,175.132,0.0,-62.834,21.21,21.21,41.624,112.298,-1.949,1.419,1.449,-0.03,,0.53,110.349,-40.48,69.869,0.0,0.0,0.0,69.869,0.0,69.869,0.0,0.0,69.869,69.869,0.0,129.231,0.54,0.54,0.54,129.231,0.54,0.54,0.54,
03/31/2015,696.245,616.177,80.068,-527.705,488.917,38.788,168.54,0.0,-64.975,21.292,21.292,43.683,103.565,-1.735,1.498,1.569,-0.071,,0.237,101.83,-39.306,62.524,0.0,0.0,0.0,62.524,0.0,62.524,0.0,0.0,62.524,62.524,0.0,128.956243,0.486667,0.486667,0.486667,128.956243,0.486667,0.486667,0.486667,
06/30/2015,762.151,678.314,83.837,-555.76,515.989,39.771,206.391,0.0,-65.492,23.533,23.533,41.959,140.899,-1.527,1.086,1.169,-0.083,,0.441,139.372,-53.798,85.574,0.0,0.0,0.0,85.574,0.0,85.574,0.0,0.0,85.574,85.574,0.0,128.590399,0.666667,0.666667,0.666667,128.590399,0.666667,0.666667,0.666667,
09/30/2015,779.474,701.527,77.947,-570.514,527.953,42.561,208.96,0.0,-69.106,24.35,24.35,44.756,139.854,-2.996,1.13,1.163,-0.033,,1.866,136.858,-52.49,84.368,0.0,0.0,0.0,84.368,0.0,84.368,0.0,0.0,84.368,84.368,0.0,127.871201,0.66,0.66,0.66,127.871201,0.66,0.66,0.66,
12/31/2015,734.572,667.29,67.282,-560.964,516.741,44.223,173.608,0.0,-59.686,20.133,20.133,39.553,113.922,-1.965,1.287,1.309,-0.022,,0.678,111.957,-39.733,72.224,0.0,0.0,0.0,72.224,0.0,72.224,0.0,0.0,72.224,72.224,0.0,126.8775,0.566667,0.566667,0.566667,126.8775,0.566667,0.566667,0.566667,
03/31/2016,707.733,646.16,61.573,-541.782,497.01,44.772,165.951,0.0,-66.403,21.142,21.142,45.261,99.548,-1.683,1.167,1.183,-0.016,,0.516,97.865,-37.58,60.285,0.0,0.0,0.0,60.285,0.0,60.285,0.0,0.0,60.285,60.415,0.13,125.974542,0.48,0.48,0.479581,125.974542,0.48,0.48,0.479581,
06/30/2016,755.435,748.636085,6.798915,-555.579,509.099,46.48,199.856,0.0,-66.42,22.778,22.778,43.642,133.436,-1.312,1.052,1.064,-0.012,,0.26,132.124,-50.736,81.388,0.0,0.0,0.0,81.388,0.0,81.388,0.0,0.0,81.388,81.5609,0.1729,125.031019,0.653333,0.653333,0.652325,125.072143,0.653333,0.653333,0.652325,
09/30/2016,782.611,705.914,76.697,-578.271,529.23,49.041,204.34,0.0,-66.936,22.01,22.01,44.926,137.404,-1.127,1.121,1.131,-0.01,,0.006,136.277,-50.696,85.581,0.0,0.0,0.0,85.581,0.0,85.581,0.0,0.0,85.581,85.6304,0.0494,124.113105,0.686667,0.686667,0.689939,124.217056,0.686667,0.686667,0.687065,
12/31/2016,745.738,606.612915,139.125085,-571.258,521.684,49.574,174.48,0.0,-61.033,20.696,20.696,40.337,113.447,-2.126,0.934,0.954,-0.02,,1.192,111.321,-42.81,68.511,0.0,0.0,0.0,68.511,0.0,68.511,0.0,0.0,68.511,68.2679,-0.2431,123.5715,0.553333,0.553333,0.552457,123.675,0.553333,0.553333,0.551368,
03/31/2017,754.096,671.9,82.196,-577.889,527.602,50.287,176.207,0.0,-68.085,22.872,22.872,45.213,108.122,-0.969,0.56,0.595,-0.035,,0.409,107.153,-41.361,65.792,0.0,0.0,0.0,65.792,0.0,65.792,0.0,0.0,65.792,65.84205,0.05005,123.523536,0.533333,0.533333,0.533033,123.666687,0.533333,0.533333,0.533033,
06/30/2017,839.912,750.882,89.03,-603.775,553.326,50.449,236.137,0.0,-75.705,28.283,28.283,47.422,160.432,-0.142,0.573,0.642,-0.069,,-0.431,160.29,-61.872,98.418,0.0,0.0,0.0,98.418,0.0,98.418,0.0,0.0,98.418,98.6832,0.2652,123.477935,0.8,0.8,0.799197,123.641963,0.793333,0.793333,0.795478,
09/30/2017,872.987,778.705,94.282,-634.033,582.099,51.934,238.954,0.0,-75.079,28.785,28.785,46.294,163.875,0.65,0.327,0.555,-0.228,,-0.977,164.525,-62.211,102.314,0.0,0.0,0.0,102.314,0.0,102.314,0.0,0.0,102.314,102.457,0.143,123.429442,0.826667,0.826667,0.830085,123.571404,0.826667,0.826667,0.827824,
12/31/2017,891.117,783.875,107.242,-667.035,613.942,53.093,224.082,0.0,-80.625,27.793,27.793,52.832,143.457,0.407,-0.046,0.362,-0.408,,-0.361,143.864,53.386,197.25,0.0,0.0,0.0,197.25,0.0,197.25,0.0,0.0,197.25,92.71985,-104.53015,123.423,1.6,1.6,0.751237,123.564,1.593333,1.593333,0.747374,
03/31/2018,925.02,806.617,118.403,-692.468,638.987,53.481,232.552,0.0,-83.212,29.976,29.976,53.236,149.34,-1.854,-0.445,0.011,-0.456,,2.299,147.486,-38.153,109.333,0.0,0.0,0.0,109.333,0.0,109.333,0.0,0.0,109.333,109.62056,0.28756,123.380205,0.886667,0.886667,0.888478,123.534072,0.886667,0.886667,0.888478,
06/30/2018,1033.498,893.976,139.522,-731.094,674.859,56.235,302.404,0.0,-81.923,29.891,29.891,52.032,220.481,0.991,-0.657,0.011,-0.668,,-0.334,221.472,-58.038,163.434,0.0,0.0,0.0,163.434,0.0,163.434,0.0,0.0,163.434,163.76659,0.33259,123.101808,1.326667,1.326667,1.330335,123.254328,1.326667,1.326667,1.329365,
09/30/2018,1058.233,914.313312,143.919688,-747.529,689.443,58.086,310.704,0.0,-82.319,31.209,31.209,51.11,228.385,0.819,-0.749,0.029,-0.778,,-0.07,229.204,-55.762,173.442,0.0,0.0,0.0,173.442,0.0,173.442,0.0,0.0,173.442,172.76497,-0.67703,122.827893,1.413333,1.413333,1.406561,122.963661,1.413333,1.413333,1.406561,
12/31/2018,1026.944,1697.594688,-670.650688,-728.361,665.806,62.555,298.583,0.0,-79.738,28.104,28.104,51.634,218.845,-1.494,-1.073,0.138,-1.211,,2.567,217.351,-57.892,159.459,0.0,0.0,0.0,159.459,0.0,159.459,0.0,0.0,159.459,159.89271,0.43371,122.244,1.306667,1.306667,1.30798,122.3805,1.3,1.3,1.303544,
03/31/2019,990.782,990.782,,-727.461,664.388,63.073,263.321,0.0,-84.895,31.56,31.56,53.335,178.426,1.961,-1.361,0.122,-1.483,,-0.6,180.387,-47.064,133.323,0.0,0.0,0.0,133.323,0.0,133.323,0.0,0.0,133.323,133.69983,0.37683,121.549705,1.1,1.1,1.09996,121.715331,1.093333,1.093333,1.096429,
06/30/2019,1060.666,1060.666,,-742.032,679.461,62.571,318.634,0.0,-84.145,32.391,32.391,51.754,234.489,1.085,-1.609,0.16,-1.769,,0.524,235.574,-61.502,174.072,0.0,0.0,0.0,174.072,0.0,174.072,0.0,0.0,174.072,174.26239,0.19039,120.783414,1.44,1.44,1.442767,120.968046,1.44,1.44,1.441574,
09/30/2019,1048.457,1048.457,,-737.35,673.857,63.493,311.107,0.0,-93.58,33.633,33.633,59.947,217.527,0.867,-1.711,0.003,-1.714,,0.844,218.394,-54.295,164.099,0.0,0.0,0.0,164.099,0.0,164.099,0.0,0.0,164.099,167.97474,3.87574,119.820421,1.366667,1.366667,1.401887,119.984152,1.366667,1.366667,1.398969,
12/31/2019,1009.206,1009.206,,-732.052,667.508,64.544,277.154,0.0,-88.89,26.391,26.391,62.499,188.264,1.33,-1.705,0.092,-1.797,,0.375,189.594,-45.57,144.024,0.0,0.0,0.0,144.024,0.0,144.024,0.0,0.0,144.024,144.37318,0.34918,119.532,1.206667,1.206667,1.20782,119.799,1.2,1.2,1.202915,
03/31/2020,987.364,987.364,,-718.411,652.976,65.435,268.953,0.0,-85.783,33.608,33.608,52.175,183.17,-2.469,-1.148,0.1,-1.248,,3.617,180.701,-47.524,133.177,0.0,0.0,0.0,133.177,0.0,133.177,0.0,0.0,133.177,133.23862,0.06162,119.050174,1.12,1.12,1.11918,119.805572,1.11,1.11,1.110514,
06/30/2020,896.21,896.21,,-621.036,555.301,65.735,275.174,0.0,-76.008,25.881,25.881,50.127,199.166,-0.161,0.534,0.765,-0.231,,-0.373,199.005,-51.2,147.805,0.0,0.0,0.0,147.805,0.0,147.805,0.0,0.0,147.805,147.85398,0.04898,117.610178,1.26,1.26,1.257153,118.359884,1.25,1.25,1.250414,
09/30/2020,1032.444,,,,,,,,,,,,239.0,,,,,,,235.333,,173.0,,,,,,173.0,,,173.0,172.429,,,1.456,1.456,1.47,,1.456,1.456,1.47,
12/31/2020,1027.222,,,,,,,,,,,,228.333,,,,,,,221.833,,161.25,,,,,,161.25,,,161.25,161.571,,,1.354,1.354,1.407,,1.354,1.354,1.407,
