Date,Revenue,Sales & Services Revenue,Other Revenue,Cost of Revenue,Cost of Goods & Services,Gross Profit,Other Operating Income,Operating Expenses,"Selling, General & Admin",Research & Development,Other Operating Expense,Operating Income (Loss),Non-Operating (Income) Loss,"Interest Expense, Net",Interest Expense,Interest Income,Foreign Exch (Gain) Loss,(Income) Loss from Affiliates,Other Non-Op (Income) Loss,Pretax Income,Income Tax Expense (Benefit),Current Income Tax,Deferred Income Tax,Tax Allowance/Credit,Income (Loss) from Cont Ops,Net Extraordinary Losses (Gains),Discontinued Operations,XO & Accounting Changes,Income (Loss) Incl. MI,Minority Interest,"Net Income, GAAP",Preferred Dividends,Other Adjustments,"Net Income Avail to Common, GAAP","Net Income Avail to Common, Adj",Net Abnormal Losses (Gains),Basic Weighted Avg Shares,"Basic EPS, GAAP",Basic EPS from Cont Ops,"Basic EPS from Cont Ops, Adjusted",Diluted Weighted Avg Shares,"Diluted EPS, GAAP",Diluted EPS from Cont Ops,"Diluted EPS from Cont Ops, Adjusted",Source: Bloomberg
03/31/2011,73.662,0.0,73.662,-2.666,2.666,70.996,0.0,-230.895,71.523,158.612,0.76,-159.899,-16.197,10.599,12.001,-1.402,,,5.598,-176.096,0.0,,,,-176.096,0.0,0.0,0.0,-176.096,0.0,-176.096,0.0,0.0,-176.096,-171.6973,4.3987,202.329,-0.87,-0.87,-0.848605,202.329,-0.87,-0.87,-0.848605,
06/30/2011,114.424,74.535,39.889,-9.306,9.306,105.118,0.0,-271.008,96.663,173.604,0.741,-165.89,-8.98,6.76,6.962,-0.202,,,2.22,-174.87,-24.448,,,,-199.318,0.0,0.0,0.0,-199.318,25.249,-174.069,0.0,0.0,-174.069,-171.885,2.184,204.413,-0.85,-0.85,-0.840871,204.413,-0.85,-0.85,-0.840871,
09/30/2011,659.2,419.595,239.605,-38.406,38.406,620.794,0.0,-405.087,110.654,189.052,105.381,215.707,-15.097,6.982,7.059,-0.077,,,8.115,200.61,27.842,,,,228.452,0.0,0.0,0.0,228.452,-7.342,221.11,0.0,0.0,221.11,316.52375,95.41375,206.002,1.06,1.06,1.536508,219.349,1.02,1.02,1.454986,
12/31/2011,563.34,456.759,106.581,-30.127,30.127,533.213,0.0,-309.311,121.881,186.438,0.992,223.902,-13.101,12.233,12.43,-0.197,,,0.868,210.801,-22.66,,,,188.141,0.0,0.0,0.0,188.141,-29.512,158.629,0.0,0.0,158.629,212.6852,54.0562,206.758,0.76,0.76,1.028667,217.602,0.74,0.74,0.988418,
03/31/2012,438.737,375.375,63.362,-39.211,39.211,399.526,0.0,-307.877,111.146,196.371,0.36,91.649,-3.741,3.741,4.105,-0.364,,,0.0,87.908,-0.032,,,,87.876,0.0,0.0,0.0,87.876,3.714,91.59,0.0,0.0,91.59,90.98,-0.61,208.018,0.44,0.44,0.437366,219.264,0.43,0.43,0.427218,
06/30/2012,418.305,373.273,45.032,-114.423,114.423,303.882,0.0,-314.652,117.514,196.544,0.594,-10.77,-3.635,3.635,4.195,-0.56,,,0.0,-14.405,-20.063,,,,-34.468,0.0,0.0,0.0,-34.468,-30.463,-64.931,0.0,0.0,-64.931,-8.167,56.764,211.344,-0.31,-0.31,-0.038643,211.344,-0.31,-0.31,-0.041414,
09/30/2012,336.006,303.501,32.505,-38.536,38.536,297.47,0.0,-298.541,97.684,200.161,0.696,-1.071,-4.041,4.041,4.56,-0.519,,,0.0,-5.112,-21.355,,,,-26.467,0.0,0.0,0.0,-26.467,-31.076,-57.543,0.0,0.0,-57.543,0.713,58.256,213.767,-0.27,-0.27,0.003335,213.767,-0.27,-0.27,0.002521,
12/31/2012,333.994,281.309,52.685,-87.715,87.715,246.279,0.0,-323.755,110.452,213.109,0.194,-77.476,-3.296,3.296,3.793,-0.497,,,0.0,-80.772,2.696,,,,-78.076,0.0,0.0,0.0,-78.076,1.928,-76.148,0.0,0.0,-76.148,-73.744,2.404,214.607,-0.35,-0.35,-0.343623,214.607,-0.35,-0.35,-0.343623,
03/31/2013,328.368,267.381,60.987,-42.743,42.743,285.625,0.0,-723.913,92.879,218.095,412.939,-438.288,-4.652,3.465,3.965,-0.5,,,1.187,-442.94,130.313,,,,-312.627,0.0,0.0,0.0,-312.627,4.611,-308.016,0.0,0.0,-308.016,-25.403,282.613,215.421,-1.43,-1.43,-0.117923,215.421,-1.43,-1.43,-0.11809,
06/30/2013,310.75,254.789,55.961,-37.931,37.931,272.819,0.0,-329.752,106.521,222.455,0.776,-56.933,-6.578,6.551,,,,,0.027,-63.511,1.799,,,,-61.712,0.0,0.0,0.0,-61.712,4.547,-57.165,0.0,0.0,-57.165,-52.561,4.604,222.053,-0.26,-0.26,-0.236705,222.053,-0.26,-0.26,-0.239266,
09/30/2013,221.7,186.653,35.047,-27.339,27.339,194.361,0.0,-317.917,86.427,219.442,12.048,-123.556,4.656,0.095,,,,,-4.751,-118.9,-2.555,,,,-121.455,7.207,7.207,0.0,-128.662,4.53,-124.132,0.0,0.0,-124.132,-98.905,18.02,230.505,-0.54,-0.508734,-0.42908,230.505,-0.54,-0.508734,-0.430558,
12/31/2013,351.157,128.822,222.335,-22.264,22.264,328.893,0.0,-603.055,75.188,249.609,278.258,-274.162,-66.091,,,,,,66.091,-340.253,155.704,,,,-184.549,0.0,0.0,0.0,-184.549,228.834,44.285,0.0,0.0,44.285,229.5272,185.2422,231.264,0.19,0.19,0.99249,231.264,0.19,0.19,0.990999,
03/31/2014,118.451,103.461,14.99,-15.476,15.476,102.975,0.0,-319.017,74.212,238.617,6.188,-216.042,-15.266,15.717,,,,,-0.451,-231.308,-0.803,,,,-232.111,0.346,0.346,0.0,-232.457,0.0,-232.457,0.0,0.0,-232.457,-212.169,19.942,232.887,-1.0,-1.0,-0.911038,232.887,-1.0,-1.0,-0.91437,
06/30/2014,138.421,122.319,16.102,-17.3,17.3,121.121,0.0,-301.663,77.446,224.487,-0.27,-180.542,22.146,15.585,,,,,-37.731,-158.396,-0.693,,,,-159.089,0.293,0.293,0.0,-159.382,0.0,-159.382,0.0,0.0,-159.382,-185.336,-26.247,233.808,-0.68,-0.68,-0.792685,233.808,-0.68,-0.68,-0.792685,
09/30/2014,178.987,137.099,41.888,-14.184,14.184,164.803,0.0,-307.006,75.224,190.939,40.843,-142.203,-24.374,20.384,,,,,3.99,-166.577,-3.419,,,,-169.996,0.064,0.064,0.0,-170.06,0.0,-170.06,0.0,0.0,-170.06,-126.564,43.432,236.137,-0.72,-0.72,-0.535977,236.137,-0.72,-0.72,-0.536073,
12/31/2014,144.556,124.942,19.614,-14.027,14.027,130.529,0.0,-284.154,78.527,201.463,4.164,-153.625,-24.969,21.177,,,,,3.792,-178.594,-2.043,,,,-180.637,0.209,0.209,0.0,-180.846,4.19,-176.656,0.0,0.0,-176.656,-173.6611,2.7859,238.272,-0.74,-0.74,-0.728836,238.272,-0.74,-0.74,-0.728836,
03/31/2015,138.509,130.875,7.634,-12.307,12.307,126.202,0.0,-298.187,85.86,215.599,-3.272,-171.985,-26.42,21.307,,,,,5.113,-198.405,-0.299,,,,-198.704,0.0,0.0,0.0,-198.704,0.098,-198.606,0.0,0.0,-198.606,-202.173,-3.567,239.493,-0.83,-0.83,-0.844171,239.493,-0.83,-0.83,-0.844894,
06/30/2015,166.076,160.388,5.688,-16.86,16.86,149.216,0.0,-320.38,94.394,223.858,2.128,-171.164,-19.697,21.111,,,,,-1.414,-190.861,-30.131,,,,-220.992,0.0,0.0,0.0,-220.992,32.144,-188.848,0.0,0.0,-188.848,-187.67,1.178,240.757,-0.78,-0.78,-0.7795,240.757,-0.78,-0.78,-0.7795,
09/30/2015,309.816,302.511,7.305,-31.96,31.96,277.856,0.0,-347.882,99.772,246.284,1.826,-70.026,-22.46,21.134,,,,,1.326,-92.486,-1.33,,,,-93.816,0.0,0.0,0.0,-93.816,-1.333,-95.149,0.0,0.0,-95.149,-94.935,0.214,241.969,-0.39,-0.39,-0.392344,241.969,-0.39,-0.39,-0.392344,
12/31/2015,417.935,406.55,11.385,-63.385,63.385,354.55,0.0,-408.254,96.549,310.181,1.524,-53.704,-22.344,20.654,,,,,1.69,-76.048,1.379,,,,-74.669,0.0,0.0,0.0,-74.669,0.938,-73.731,0.0,0.0,-73.731,-73.277,0.454,242.987,-0.31,-0.31,-0.301568,242.987,-0.31,-0.31,-0.308132,
03/31/2016,398.08,394.41,3.67,-50.649,50.649,347.431,0.0,-361.761,105.214,255.86,0.687,-14.33,-16.287,20.698,,,,,-4.411,-30.617,-5.485,,,,-36.102,0.0,0.0,0.0,-36.102,-5.529,-41.631,0.0,0.0,-41.631,-41.195,0.436,243.831,-0.17,-0.17,-0.168949,243.831,-0.17,-0.17,-0.168949,
06/30/2016,431.608,425.651,5.957,-45.252,45.252,386.356,0.0,-383.003,111.652,271.008,0.343,3.353,-21.374,20.155,,,,,1.219,-18.021,-18.13,,,,-36.151,0.0,0.0,0.0,-36.151,-28.374,-64.525,0.0,0.0,-64.525,-64.388,0.137,244.482,-0.26,-0.26,-0.263365,244.482,-0.26,-0.26,-0.263365,
09/30/2016,413.783,409.689,4.094,-54.077,54.077,359.706,0.0,-378.433,106.055,272.37,0.008,-18.727,-20.307,20.14,,,,,0.167,-39.034,-0.503,,,,-39.537,0.0,0.0,0.0,-39.537,0.696,-38.841,0.0,0.0,-38.841,-41.278,-2.437,244.92,-0.16,-0.16,-0.168537,244.92,-0.16,-0.16,-0.16995,
12/31/2016,458.706,453.882,4.824,-60.482,60.482,398.224,0.0,-358.584,109.908,248.452,0.224,39.64,-19.334,20.439,,,0.0,,-1.105,20.306,7.453,,,,27.759,0.0,0.0,0.0,27.759,5.186,32.945,0.0,0.0,32.945,33.0906,0.1456,245.454,0.13,0.13,0.134814,247.757,0.13,0.13,0.130588,
03/31/2017,714.718,480.622,234.096,-46.988,46.988,667.73,0.0,-396.888,113.326,273.563,9.999,270.842,-17.309,16.765,,,,,0.544,253.533,-3.985,,,,249.548,0.0,0.0,0.0,249.548,-1.792,247.756,0.0,0.0,247.756,259.9889,12.2329,246.024,1.01,1.01,1.056762,248.7,0.99,0.99,1.039187,
06/30/2017,544.135,513.988,30.147,-71.205,71.205,472.93,0.0,-420.223,127.249,289.451,3.523,52.707,-17.201,14.664,,,,,2.537,35.506,-4.337,,,,31.169,0.0,0.0,0.0,31.169,-13.173,17.996,0.0,0.0,17.996,18.16695,0.17095,247.521,0.07,0.07,0.073396,251.635,0.07,0.07,0.070679,
09/30/2017,578.165,549.642,28.523,-72.874,72.874,505.291,0.0,-831.334,120.71,454.947,255.677,-326.043,-91.127,13.574,,,,,77.553,-417.17,125.903,,,,-291.267,0.0,0.0,0.0,-291.267,188.315,-102.952,0.0,0.0,-102.952,187.88,290.832,250.268,-0.41,-0.41,0.750715,250.268,-0.41,-0.41,0.750715,
12/31/2017,651.634,621.228,30.406,-84.052,84.052,567.582,0.0,-441.845,134.794,306.664,0.387,125.737,-13.295,12.547,,,,,0.748,112.442,-10.257,,,,102.185,0.0,0.0,0.0,102.185,-1.501,100.684,0.0,0.0,100.684,101.5472,0.8632,251.557,0.4,0.4,0.403675,256.804,0.39,0.39,0.393361,
03/31/2018,640.799,637.729,3.07,-71.613,71.613,569.186,0.0,-440.285,129.808,310.553,-0.076,128.901,85.741,11.097,,,,,-96.838,214.642,12.659,,,,227.301,0.0,0.0,0.0,227.301,-17.038,210.263,0.0,0.0,210.263,115.04096,-95.22204,253.231,0.83,0.83,0.454293,258.526,0.81,0.81,0.441673,
06/30/2018,752.157,749.912,2.245,-104.382,104.382,647.775,0.0,-474.897,137.303,337.532,0.062,172.878,43.713,10.106,18.155,-8.049,,,-53.819,216.591,-10.341,,,,206.25,0.0,0.0,0.0,206.25,1.11,207.36,0.0,0.0,207.36,155.31698,-52.04302,254.135,0.82,0.82,0.611159,258.584,0.8,0.8,0.598738,
09/30/2018,784.535,782.511,2.024,-111.255,111.255,673.28,0.0,-467.631,137.295,330.51,-0.174,205.649,-69.138,8.143,18.686,-10.543,,,60.995,136.511,-8.055,,,,128.456,0.0,0.0,0.0,128.456,0.29,128.746,0.0,0.0,128.746,197.67339,68.92739,254.905,0.51,0.51,0.775479,259.788,0.5,0.5,0.765322,
12/31/2018,870.106,868.173,1.933,-122.289,122.289,747.817,0.0,-620.095,153.21,437.881,29.004,127.722,-95.225,4.773,18.744,-13.971,,,90.452,32.497,1492.599,,,,1525.096,0.0,0.0,0.0,1525.096,25.431,1550.527,0.0,0.0,1550.527,1781.819777,231.292777,254.868,6.08,6.08,6.991147,259.812,5.97,5.97,6.860231,
03/31/2019,858.435,857.253,1.182,-95.092,95.092,763.343,0.0,-486.535,147.045,339.49,0.0,276.808,43.357,-0.747,14.868,-15.615,,,-42.61,320.165,-51.534,,,,268.631,0.0,0.0,0.0,268.631,0.0,268.631,0.0,0.0,268.631,250.751782,-17.879218,255.695,1.05,1.05,0.980668,260.175,1.03,1.03,0.96128,
06/30/2019,941.293,940.38,0.913,-135.74,135.74,805.553,0.0,-535.593,156.502,379.091,0.0,269.96,57.178,-3.239,14.837,-18.076,,,-53.939,327.138,-59.711,,,,267.427,0.0,0.0,0.0,267.427,0.0,267.427,0.0,0.0,267.427,265.257422,-2.169578,256.154,1.04,1.04,1.035539,259.822,1.03,1.03,1.02165,
09/30/2019,949.828,949.828,0.0,-131.914,131.914,817.914,0.0,-718.581,159.674,555.948,2.959,99.333,-28.667,-3.08,14.548,-17.628,,,31.747,70.666,-13.148,,,,57.518,0.0,0.0,0.0,57.518,0.0,57.518,0.0,0.0,57.518,254.15463,196.63663,256.946,0.22,0.22,0.989136,260.473,0.22,0.22,0.974921,
12/31/2019,1413.265,1413.265,0.0,-185.012,185.012,1228.253,0.0,-676.788,195.277,480.011,1.5,551.465,125.485,1.89,14.249,-12.359,,,-127.375,676.95,-93.716,,,,583.234,0.0,0.0,0.0,583.234,0.0,583.234,0.0,0.0,583.234,298.566962,-284.667038,258.003,2.26,2.26,1.157223,262.108,2.23,2.23,1.143932,
03/31/2020,1515.107,1515.107,0.0,-162.497,162.497,1352.61,0.0,-632.386,182.258,448.528,1.6,720.224,-62.69,1.56,14.136,-12.576,,,61.13,657.534,-54.781,,,,602.753,0.0,0.0,0.0,602.753,0.0,602.753,0.0,0.0,602.753,633.242549,30.489549,259.815,2.32,2.32,2.437282,263.515,2.29,2.29,2.405703,
06/30/2020,1524.485,1524.485,0.0,-184.52,184.52,1339.965,0.0,-621.932,191.804,420.928,9.2,718.033,106.737,9.628,13.871,-4.243,,,-116.365,824.77,12.5,,,,837.27,0.0,0.0,0.0,837.27,0.0,837.27,0.0,0.0,837.27,593.44429,-243.82571,259.637,3.22,3.22,2.285669,263.403,3.18,3.18,2.254324,
09/30/2020,1468.905,,,,,1280.13601845,,,,,,787.5,,,,,,,,732.455,,,,,506.769,,,,,,506.769,,,506.769,592.059,,,1.953,1.953,2.28,,1.953,1.953,2.28,
12/31/2020,1480.905,,,,,1295.54012115,,,,,,779.667,,,,,,,,716.455,,,,,495.231,,,,,,495.231,,,495.231,595.235,,,1.894,1.894,2.271,,1.894,1.894,2.271,
