Date,Revenue,Cost of Revenue,Gross Profit,Operating Expenses,Operating Income or Losses,Interest Expense,Foreign Exchange Losses (Gains),Net Non-Operating Losses (Gains),Pretax Income,Income Tax Expense (Benefit),Income Before XO Items,Extraordinary Loss Net of Tax,Minority/Non Controlling Interests (Credits),Net Income/Net Profit (Losses),Total Cash Preferred Dividends,Net Inc Avail to Common Shareholders,Abnormal Losses (Gains),Normalized Income,Basic EPS Before Abnormal Items,Basic EPS Before XO Items,Basic Earnings per Share,Basic Weighted Avg Shares,Diluted EPS Before Abnormal Items,Diluted EPS Before XO Items,Diluted EPS,Diluted Weighted Avg Shares,Source: Bloomberg
12/31/1989,1063.0,,,,,,,,,,,,,0.9,,0.9,,,,0.01,0.01,86.900002,,,,,
03/31/1990,1106.400024,-662.700012,443.700012,-267.200012,176.5,-101.0,0.0,2.0,77.5,-32.400002,45.099998,15.200001,0.0,60.299999,0.0,60.299999,,45.099998,,0.52,0.69,87.599998,,,,,
06/30/1990,494.0,-216.699997,277.300003,-211.300003,66.0,-89.400002,0.0,14.6,-8.800001,-4.8,-13.6,0.0,0.0,-13.6,0.0,-13.6,,-13.600001,,-0.02,-0.015,88.400002,,,,,
09/30/1990,522.299988,-234.699997,287.599991,-234.800003,52.799999,-72.0,0.0,5.1,-14.100001,0.6,-13.5,0.0,0.0,-13.5,0.0,-13.5,,-13.500001,,-0.15,-0.15,89.300003,,,,,
12/31/1990,865.599976,-1069.400024,-203.800048,,66.599998,-90.400002,0.0,-49.899994,-73.699998,92.699997,-251.399994,0.0,0.0,-251.399994,0.0,-251.399994,,18.999999,-2.79,-2.79,-2.79,90.199997,-2.79,-2.79,-2.79,90.199997,
03/31/1991,839.299988,-579.799988,259.5,-79.800003,179.699997,-87.300003,0.0,4.9,97.299994,-56.599998,40.700001,0.0,0.0,40.700001,0.0,40.700001,,40.699996,,0.45,0.45,91.300003,,,,,
06/30/1991,480.200012,-328.600006,151.600006,-83.400002,68.199997,-86.900002,0.0,13.7,-5.000005,3.2,-1.8,0.0,0.0,-1.8,0.0,-1.8,,-1.800005,,-0.02,-0.02,92.099998,,,,,
09/30/1991,431.0,-280.899994,150.100006,-79.0,71.099998,-80.5,0.0,26.799999,17.399998,-1.5,15.9,0.0,0.0,15.9,0.0,15.9,,15.899998,,0.15,0.15,104.400002,,,,,
12/31/1991,703.700012,-400.5,303.200012,-167.399994,135.800003,-76.599998,0.0,4.7,63.900005,-33.599998,30.299999,0.0,0.0,30.299999,0.0,30.299999,,30.300007,0.28,0.28,0.28,107.75,0.28,0.28,0.28,107.75,
03/31/1992,682.5,-407.299988,275.200012,-85.199997,190.0,-76.699997,0.0,-5.5,107.800003,-47.200001,60.599998,0.0,0.0,60.599998,0.0,60.599998,,60.600002,,0.56,0.56,108.199997,,,,,
06/30/1992,486.100006,-306.899994,179.200012,-86.400002,92.800003,-75.900002,0.0,-1.8,15.100002,-3.5,11.6,0.0,0.0,11.6,0.0,11.6,,11.600002,,0.11,0.11,108.199997,,,,,
09/30/1992,568.700012,-323.799988,244.900024,-70.599998,174.300003,-61.5,0.0,0.3,113.100003,-41.200001,71.900002,0.0,0.0,71.900002,0.0,71.900002,,71.900002,,0.66,0.66,108.199997,,,,,
12/31/1992,697.099976,-386.200012,310.899964,-155.5,155.399994,-80.699997,0.0,1.8,76.499997,-33.5,43.0,0.0,0.0,43.0,0.0,43.0,,42.999997,0.4,0.4,0.4,108.199997,0.4,0.4,0.4,108.199997,
03/31/1993,1134.199951,-850.900024,283.299927,-81.099998,202.199997,-77.599998,0.0,-0.1,124.499998,-47.700001,76.800003,0.0,0.0,76.800003,0.0,76.800003,,76.799998,,0.56,0.56,137.0,,,,,
06/30/1993,1092.800049,-890.900024,201.900024,-73.300003,128.600006,-69.5,0.0,2.7,61.800006,-20.700001,41.099998,0.0,0.0,41.099998,0.0,41.099998,,41.100005,,0.29,0.29,140.600006,,,,,
09/30/1993,1015.299988,-823.799988,191.5,-74.800003,116.699997,-65.599998,0.0,3.9,54.999999,-24.700001,30.299999,0.0,0.0,30.299999,0.0,30.299999,,30.299998,,0.21,0.21,147.699997,,,,,
12/31/1993,1059.699951,-911.400024,148.299927,-104.0,44.299999,-69.800003,0.0,74.699997,49.199993,-25.799999,23.4,0.0,0.0,23.4,0.0,23.4,,23.399994,0.16,0.16,0.16,148.100006,0.16,0.16,0.16,148.100006,
03/31/1994,1147.699951,-893.299988,254.399963,-90.5,163.899994,-58.200001,0.0,3.4,109.099993,-44.299999,64.800003,0.0,0.0,64.800003,0.0,64.800003,,64.799994,,0.44,0.44,148.100006,,,,,
