Date,Assets,Total Investments,Fixed Income-Trading/AFS & ST Inv,Loans & Mortgages,Fixed Income Securities-HTM,Equity Securities,Real Estate Investments,Other Investments,Cash & Near Cash Items,Net Receivables,Net Fixed Assets,Deferred Policy Acquisition Costs,Other Assets,Total Assets,Liabilities & Shareholders' Equity,Reserve for Outstanding Claim & Loss,Premium Reserve (Unearned),Life Policy Benefits,Other Insurance Reserves,Total Insurance Reserves,Short-Term Borrowings,Other Short-Term Liabilities,Long-Term Borrowings,Other Long-Term Liabilities,Total Liabilities,Total Preferred Equity,Minority Interest,Policyholders' Equity,Share Capital & APIC,Retained Earnings & Other Equity,Total Equity,Total Liabilities & Equity,Source: Bloomberg
03/31/1990,,31381.794922,5011.128906,1725.573975,18822.0625,2164.271973,,3658.75708,73.135002,8620.892578,1102.817017,2412.177979,3046.498047,46637.316406,,13411.182617,3637.320068,9090.416992,3002.728027,29141.648438,1753.910034,1625.265015,4333.533203,1206.438965,38060.795654,0.0,0.008,0.0,1079.258057,7497.253906,8576.519963,46637.315617,
06/30/1990,,32747.630859,5207.851074,2042.761963,19361.228516,2254.855957,,3880.931885,136.328003,9227.130859,1148.630981,2521.580078,3176.00293,48957.304688,,13818.207031,3837.375,9750.363281,3151.478027,30557.423828,1425.723999,1659.833008,4900.804199,1483.078003,40026.863037,0.0,0.008,0.0,1083.633057,7846.799805,8930.440861,48957.303898,
09/30/1990,,38378.035156,6644.106934,2443.495117,19852.259766,1980.137939,,7458.037109,155.748993,9482.504883,1225.369019,2681.76709,3300.715088,55224.140625,,14265.59668,3909.287109,10448.058594,3261.754883,31884.697266,2919.187988,1703.541992,7313.796875,1859.458008,45680.682129,0.0,0.008,0.0,1595.125,7948.325195,9543.458195,55224.140324,
12/31/1990,,37500.621094,8265.850586,2628.856934,20638.769531,1986.849976,,3980.292969,95.109001,9574.036133,5057.480957,2777.424072,3197.164062,58201.835938,,14699.192383,3784.864014,11162.790039,3225.449951,32872.296875,7025.318848,1731.636963,4763.387207,1904.754028,48297.393921,0.0,0.008,0.0,1597.400024,8307.03418,9904.442204,58201.836125,
03/31/1991,,37093.46875,7314.87793,2638.375,20938.09375,2372.409912,,3829.711914,122.633003,9677.489258,5323.460938,2820.205078,4385.862793,59423.121094,,15025.695312,3745.694092,11342.686523,3389.611084,33503.6875,3797.168945,1639.14502,7435.028809,2684.812012,49059.842285,0.0,0.008,0.0,1595.859009,8767.411133,10363.278142,59423.120427,
06/30/1991,,38881.089844,6945.453125,2652.675049,21125.873047,2303.920898,,5853.165039,141.123001,9853.330078,5522.371094,2905.170898,3369.518066,60672.601562,,15275.513672,3878.971924,11790.707031,3405.569092,34350.761719,2576.666016,1634.927002,8692.804688,2843.018066,50098.17749,0.0,0.008,0.0,1594.83606,8979.579102,10574.423161,60672.600651,
09/30/1991,,41688.828125,9004.03418,2804.072021,22265.851562,2117.22998,,5497.643066,139.261002,9845.425781,5859.726074,3087.084961,3379.345947,63999.675781,,15552.632812,4044.009033,12483.65332,3369.920898,35450.214844,3730.481934,1608.099976,9365.676758,2882.746094,53037.219604,0.0,0.008,0.0,1594.287964,9368.157227,10962.45319,63999.672795,
12/31/1991,,46440.058594,8774.241211,5222.376953,28984.414062,2290.928955,,1168.095947,148.528,9736.77832,6320.421875,3242.676025,3501.006104,69389.46875,,15839.87793,3822.079102,13549.671875,3580.128906,36791.757812,11303.994141,1824.666992,6017.637207,1987.958008,57926.01416,0.0,0.008,0.0,1592.057007,9871.388672,11463.453679,69389.467839,
03/31/1992,,47353.128906,8749.941406,2899.875,24146.294922,2488.172119,,9068.84668,141.850998,9947.878906,6741.169922,3314.460938,3114.23999,70612.734375,,16056.186523,3780.51709,13942.401367,3163.695068,36942.800781,7445.516113,1761.420044,10600.899414,2146.697998,58897.334351,0.0,0.008,0.0,1589.687988,10125.702148,11715.398137,70612.732487,
06/30/1992,,52175.605469,10465.688477,6296.212891,31796.074219,2374.395996,,1243.233032,125.595001,10214.163086,7424.14209,3483.875,3399.462891,76822.84375,,16261.863281,3880.943115,15005.685547,3033.814941,38182.308594,10522.673828,2111.23999,11483.53418,2411.815918,64711.57251,0.0,0.008,0.0,1585.753052,10525.510742,12111.271794,76822.844304,
